UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	4
1	0
13	0
5	1
1	1
2	0
1	0
1	0
1	0
2	0
0	1
0	1
0	0
0	0
0	1
0	1
2	0
0	0
0	0
4	0
0	0
1	0
0	0
0	0
0	0
0	0
1	1
3	0
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	1
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	3
0	1
0	1
0	0
0	0
0	0
0	0
2	1
0	1
4	5
13	0
3	1
1	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	20
0	4
0	4
0	0
0	0
0	0
0	0
0	0
4	13
0	13
0	13
0	3
0	3
0	0
0	0
0	0
0	0
0	3
0	13
0	3
0	2
0	3
0	0
0	2
0	3
0	0
0	4
0	4
0	4
0	0
0	0
0	0
2	24
0	0
0	24
0	23
0	0
0	22
0	0
0	3
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	130
16	155
0	28
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	13
0	9
0	0
0	0
1	193
1	15
0	2
0	193
26	44
0	13
0	40
0	34
0	0
0	0
6	9
0	2
0	0
0	103
0	107
0	102
0	107
0	102
0	107
0	102
0	0
0	0
0	0
0	107
3	115
0	140
0	129
0	0
0	0
0	0
0	0
0	0
0	0
0	0
22	257
0	19
14	0
2	19
9	8
0	19
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	3
5	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
