"Date :",07/09/21 11:53:38
"Motion Threshold (au):",18
"Detection Method:","Linear"
"Min Freeze Duration (f):",30



Component Details
"Component Name","Start Time","Duration (s)","Start Frame","Duration Frames"
"Sound 1"," 0:02:00.000",30,3600,900
"Sound 2"," 0:04:02.000",30,7260,900
"Sound 3"," 0:06:04.000",30,10920,900
"Shock 1"," 0:02:30.000",2,4500,60
"Shock 2"," 0:04:32.000",2,8160,60
"Shock 3"," 0:06:34.000",2,11820,60

"Experiment","Trial","Box","Animal","Group","Component Name","Freeze Cnt","Time Freezing","Pct Total Time Freezing","Pct Component Time Freezing","Avg Motion Index","Min Motion Index","Max Motion Index"
"VF070621_104043","day0_trial_5",Chamber1,"","","Shock 2",0,0.000,0.00,0.00,10.68,0,116
"VF070621_104043","day0_trial_5",Chamber1,"","","Shock 3",0,0.000,0.00,0.00,18.55,0,146

"VF070621_104043","day0_trial_5",Chamber 2,"","","Sound 1",6,27.967,5.42,93.22,2.84,0,132
"VF070621_104043","day0_trial_5",Chamber 2,"","","Sound 2",2,29.967,5.81,99.89,0.17,0,19
"VF070621_104043","day0_trial_5",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.02,0,3
"VF070621_104043","day0_trial_5",Chamber 2,"","","Shock 1",0,0.000,0.00,0.00,10.05,0,115
"VF070621_104043","day0_trial_5",Chamber 2,"","","Shock 2",0,0.000,0.00,0.00,15.65,0,410
"VF070621_104043","day0_trial_5",Chamber 2,"","","Shock 3",0,0.000,0.00,0.00,197.70,0,2101

"VF070621_105143","day0_trial6",Chamber1,"","","Sound 1",9,22.933,4.44,76.44,5.83,0,112
"VF070621_105143","day0_trial6",Chamber1,"","","Sound 2",4,26.267,5.09,87.56,1.39,0,44
"VF070621_105143","day0_trial6",Chamber1,"","","Sound 3",2,29.967,5.81,99.89,0.19,0,21
"VF070621_105143","day0_trial6",Chamber1,"","","Shock 1",0,0.000,0.00,0.00,53.77,0,651
"VF070621_105143","day0_trial6",Chamber1,"","","Shock 2",0,0.000,0.00,0.00,38.80,0,474
"VF070621_105143","day0_trial6",Chamber1,"","","Shock 3",0,0.000,0.00,0.00,72.52,0,421

"VF070621_105143","day0_trial6",Chamber 2,"","","Sound 1",2,29.600,5.74,98.67,0.15,0,49
"VF070621_105143","day0_trial6",Chamber 2,"","","Sound 2",1,29.033,5.63,96.78,0.25,0,33
"VF070621_105143","day0_trial6",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.08,0,14
"VF070621_105143","day0_trial6",Chamber 2,"","","Shock 1",0,0.000,0.00,0.00,65.28,0,797
"VF070621_105143","day0_trial6",Chamber 2,"","","Shock 2",0,0.000,0.00,0.00,20.08,0,227
"VF070621_105143","day0_trial6",Chamber 2,"","","Shock 3",1,1.233,0.24,61.67,21.67,0,395

"VF070621_110257","day0_trial7",Chamber1,"","","Sound 1",1,29.100,5.64,97.00,0.38,0,26
"VF070621_110257","day0_trial7",Chamber1,"","","Sound 2",1,30.000,5.81,100.00,0.00,0,1
"VF070621_110257","day0_trial7",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,0
"VF070621_110257","day0_trial7",Chamber1,"","","Shock 1",1,1.033,0.20,51.67,11.08,0,105
"VF070621_110257","day0_trial7",Chamber1,"","","Shock 2",1,1.200,0.23,60.00,3.97,0,34
"VF070621_110257","day0_trial7",Chamber1,"","","Shock 3",1,1.033,0.20,51.67,2.70,0,27

"VF070621_110257","day0_trial7",Chamber 2,"","","Sound 1",5,28.500,5.52,95.00,1.51,0,63
"VF070621_110257","day0_trial7",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.15,0,15
"VF070621_110257","day0_trial7",Chamber 2,"","","Sound 3",2,29.633,5.74,98.78,3.07,0,1042
"VF070621_110257","day0_trial7",Chamber 2,"","","Shock 1",0,0.000,0.00,0.00,61.37,0,708
"VF070621_110257","day0_trial7",Chamber 2,"","","Shock 2",0,0.000,0.00,0.00,22.60,0,153
"VF070621_110257","day0_trial7",Chamber 2,"","","Shock 3",0,0.000,0.00,0.00,28.62,0,195

"VF070621_111350","day0_trial8",Chamber1,"","","Sound 1",6,17.567,3.40,58.56,5.71,0,96
"VF070621_111350","day0_trial8",Chamber1,"","","Sound 2",4,29.567,5.73,98.56,0.98,0,37
"VF070621_111350","day0_trial8",Chamber1,"","","Sound 3",6,27.833,5.39,92.78,1.67,0,39
"VF070621_111350","day0_trial8",Chamber1,"","","Shock 1",0,0.000,0.00,0.00,46.40,0,354
"VF070621_111350","day0_trial8",Chamber1,"","","Shock 2",0,0.000,0.00,0.00,24.73,0,164
"VF070621_111350","day0_trial8",Chamber1,"","","Shock 3",0,0.000,0.00,0.00,109.15,0,945

"VF070621_111350","day0_trial8",Chamber 2,"","","Sound 1",5,29.133,5.65,97.11,2.63,0,392
"VF070621_111350","day0_trial8",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.19,0,9
"VF070621_111350","day0_trial8",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.05,0,16
"VF070621_111350","day0_trial8",Chamber 2,"","","Shock 1",0,0.000,0.00,0.00,15.65,0,182
"VF070621_111350","day0_trial8",Chamber 2,"","","Shock 2",1,1.033,0.20,51.67,5.43,0,34
"VF070621_111350","day0_trial8",Chamber 2,"","","Shock 3",1,1.100,0.21,55.00,9.98,0,79

"VF070621_112450","day0_trial9",Chamber1,"","","Sound 1",3,29.000,5.62,96.67,1.65,0,67
"VF070621_112450","day0_trial9",Chamber1,"","","Sound 2",1,30.000,5.81,100.00,0.28,0,13
"VF070621_112450","day0_trial9",Chamber1,"","","Sound 3",4,28.867,5.59,96.22,0.67,0,22
"VF070621_112450","day0_trial9",Chamber1,"","","Shock 1",1,1.167,0.23,58.33,5.68,0,42
"VF070621_112450","day0_trial9",Chamber1,"","","Shock 2",0,0.000,0.00,0.00,6.38,0,43
"VF070621_112450","day0_trial9",Chamber1,"","","Shock 3",0,0.000,0.00,0.00,12.78,0,104

"VF070621_112450","day0_trial9",Chamber 2,"","","Sound 1",3,29.433,5.70,98.11,0.95,0,252
"VF070621_112450","day0_trial9",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.05,0,6
"VF070621_112450","day0_trial9",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.01,0,5
"VF070621_112450","day0_trial9",Chamber 2,"","","Shock 1",0,0.000,0.00,0.00,5.87,0,94
"VF070621_112450","day0_trial9",Chamber 2,"","","Shock 2",0,0.000,0.00,0.00,144.93,0,2103
"VF070621_112450","day0_trial9",Chamber 2,"","","Shock 3",0,0.000,0.00,0.00,63.78,0,739

"VF070621_113614","day0_trial10",Chamber1,"","","Sound 1",1,30.000,5.81,100.00,0.33,0,13
"VF070621_113614","day0_trial10",Chamber1,"","","Sound 2",2,29.100,5.64,97.00,0.57,0,51
"VF070621_113614","day0_trial10",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,0
"VF070621_113614","day0_trial10",Chamber1,"","","Shock 1",0,0.000,0.00,0.00,9.07,0,93
"VF070621_113614","day0_trial10",Chamber1,"","","Shock 2",0,0.000,0.00,0.00,5.75,0,87
"VF070621_113614","day0_trial10",Chamber1,"","","Shock 3",0,0.000,0.00,0.00,9.65,0,97

"VF070621_113614","day0_trial10",Chamber 2,"","","Sound 1",2,29.967,5.81,99.89,0.06,0,25
"VF070621_113614","day0_trial10",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.02,0,3
"VF070621_113614","day0_trial10",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.01,0,4
"VF070621_113614","day0_trial10",Chamber 2,"","","Shock 1",1,2.000,0.39,100.00,1.40,0,15
"VF070621_113614","day0_trial10",Chamber 2,"","","Shock 2",1,2.000,0.39,100.00,0.55,0,6
"VF070621_113614","day0_trial10",Chamber 2,"","","Shock 3",1,2.000,0.39,100.00,2.45,0,17

"VF070621_114709","day0_trial11",Chamber1,"","","Sound 1",4,28.300,5.48,94.33,1.38,0,45
"VF070621_114709","day0_trial11",Chamber1,"","","Sound 2",1,30.000,5.81,100.00,0.26,0,14
"VF070621_114709","day0_trial11",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,0
"VF070621_114709","day0_trial11",Chamber1,"","","Shock 1",0,0.000,0.00,0.00,12.37,0,135
"VF070621_114709","day0_trial11",Chamber1,"","","Shock 2",0,0.000,0.00,0.00,5.38,0,132
"VF070621_114709","day0_trial11",Chamber1,"","","Shock 3",0,0.000,0.00,0.00,4.52,0,39

"VF070621_114709","day0_trial11",Chamber 2,"","","Sound 1",2,29.967,5.81,99.89,0.42,0,41
"VF070621_114709","day0_trial11",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.03,0,6
"VF070621_114709","day0_trial11",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,0
"VF070621_114709","day0_trial11",Chamber 2,"","","Shock 1",1,1.767,0.34,88.33,2.30,0,18
"VF070621_114709","day0_trial11",Chamber 2,"","","Shock 2",1,1.700,0.33,85.00,1.80,0,21
"VF070621_114709","day0_trial11",Chamber 2,"","","Shock 3",1,2.000,0.39,100.00,2.28,0,16

"VF070621_115817","day0_trial12",Chamber1,"","","Sound 1",7,15.333,2.97,51.11,18.59,0,222
"VF070621_115817","day0_trial12",Chamber1,"","","Sound 2",8,14.800,2.87,49.33,15.14,0,269
"VF070621_115817","day0_trial12",Chamber1,"","","Sound 3",3,16.967,3.29,56.56,13.62,0,212
"VF070621_115817","day0_trial12",Chamber1,"","","Shock 1",0,0.000,0.00,0.00,146.85,0,510
"VF070621_115817","day0_trial12",Chamber1,"","","Shock 2",0,0.000,0.00,0.00,102.10,0,824
"VF070621_115817","day0_trial12",Chamber1,"","","Shock 3",0,0.000,0.00,0.00,160.28,0,1520

"VF070621_115817","day0_trial12",Chamber 2,"","","Sound 1",5,28.367,5.50,94.56,1.67,0,139
"VF070621_115817","day0_trial12",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.39,0,15
"VF070621_115817","day0_trial12",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.02,0,3
"VF070621_115817","day0_trial12",Chamber 2,"","","Shock 1",0,0.000,0.00,0.00,22.30,0,252
"VF070621_115817","day0_trial12",Chamber 2,"","","Shock 2",0,0.000,0.00,0.00,15.92,0,164
"VF070621_115817","day0_trial12",Chamber 2,"","","Shock 3",0,0.000,0.00,0.00,52.73,0,747

"VF070621_120906","day0_trial13",Chamber1,"","","Sound 1",6,25.967,5.03,86.56,2.02,0,42
"VF070621_120906","day0_trial13",Chamber1,"","","Sound 2",4,27.367,5.30,91.22,1.23,0,52
"VF070621_120906","day0_trial13",Chamber1,"","","Sound 3",2,29.967,5.81,99.89,0.25,0,22
"VF070621_120906","day0_trial13",Chamber1,"","","Shock 1",0,0.000,0.00,0.00,9.67,0,118
"VF070621_120906","day0_trial13",Chamber1,"","","Shock 2",0,0.000,0.00,0.00,18.32,0,124
"VF070621_120906","day0_trial13",Chamber1,"","","Shock 3",0,0.000,0.00,0.00,79.17,0,591

"VF070621_120906","day0_trial13",Chamber 2,"","","Sound 1",4,29.300,5.68,97.67,0.79,0,50
"VF070621_120906","day0_trial13",Chamber 2,"","","Sound 2",2,29.900,5.79,99.67,0.52,0,106
"VF070621_120906","day0_trial13",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,0
"VF070621_120906","day0_trial13",Chamber 2,"","","Shock 1",0,0.000,0.00,0.00,50.48,0,556
"VF070621_120906","day0_trial13",Chamber 2,"","","Shock 2",0,0.000,0.00,0.00,98.30,0,1024
"VF070621_120906","day0_trial13",Chamber 2,"","","Shock 3",1,1.000,0.19,50.00,167.95,0,2050

"VF070621_122014","day0_trial_14",Chamber1,"","","Sound 1",5,27.967,5.42,93.22,1.77,0,100
"VF070621_122014","day0_trial_14",Chamber1,"","","Sound 2",4,28.733,5.57,95.78,1.49,0,48
"VF070621_122014","day0_trial_14",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.08,0,11
"VF070621_122014","day0_trial_14",Chamber1,"","","Shock 1",0,0.000,0.00,0.00,23.35,0,153
"VF070621_122014","day0_trial_14",Chamber1,"","","Shock 2",0,0.000,0.00,0.00,10.30,0,145
"VF070621_122014","day0_trial_14",Chamber1,"","","Shock 3",1,1.200,0.23,60.00,24.80,0,183

"VF070621_122014","day0_trial_14",Chamber 2,"","","Sound 1",4,29.567,5.73,98.56,1.17,0,88
"VF070621_122014","day0_trial_14",Chamber 2,"","","Sound 2",2,29.967,5.81,99.89,0.13,0,18
"VF070621_122014","day0_trial_14",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.11,0,10
"VF070621_122014","day0_trial_14",Chamber 2,"","","Shock 1",0,0.000,0.00,0.00,70.33,0,756
"VF070621_122014","day0_trial_14",Chamber 2,"","","Shock 2",0,0.000,0.00,0.00,118.93,0,1637
"VF070621_122014","day0_trial_14",Chamber 2,"","","Shock 3",0,0.000,0.00,0.00,21.97,0,395

"VF070621_123130","day0_trial_15",Chamber1,"","","Sound 1",4,29.367,5.69,97.89,0.62,0,43
"VF070621_123130","day0_trial_15",Chamber1,"","","Sound 2",2,29.967,5.81,99.89,0.33,0,28
"VF070621_123130","day0_trial_15",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,0
"VF070621_123130","day0_trial_15",Chamber1,"","","Shock 1",0,0.000,0.00,0.00,25.48,0,222
"VF070621_123130","day0_trial_15",Chamber1,"","","Shock 2",0,0.000,0.00,0.00,25.72,0,403
"VF070621_123130","day0_trial_15",Chamber1,"","","Shock 3",0,0.000,0.00,0.00,12.50,0,92

"VF070621_123130","day0_trial_15",Chamber 2,"","","Sound 1",2,29.900,5.79,99.67,0.46,0,29
"VF070621_123130","day0_trial_15",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.04,0,6
"VF070621_123130","day0_trial_15",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.06,0,8
"VF070621_123130","day0_trial_15",Chamber 2,"","","Shock 1",0,0.000,0.00,0.00,118.25,0,1661
"VF070621_123130","day0_trial_15",Chamber 2,"","","Shock 2",0,0.000,0.00,0.00,18.28,0,312
"VF070621_123130","day0_trial_15",Chamber 2,"","","Shock 3",1,1.167,0.23,58.33,11.88,0,144

"VF070621_124214","day0_trial_16",Chamber1,"","","Sound 1",4,26.267,5.09,87.56,2.22,0,61
"VF070621_124214","day0_trial_16",Chamber1,"","","Sound 2",3,27.400,5.31,91.33,0.93,0,38
"VF070621_124214","day0_trial_16",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,0
"VF070621_124214","day0_trial_16",Chamber1,"","","Shock 1",0,0.000,0.00,0.00,18.30,0,260
"VF070621_124214","day0_trial_16",Chamber1,"","","Shock 2",0,0.000,0.00,0.00,21.88,0,284
"VF070621_124214","day0_trial_16",Chamber1,"","","Shock 3",0,0.000,0.00,0.00,17.75,0,144

