Animal_ID,Experiment,Trial,Box,Treatment,Sex,Genotype,Component Name,Freeze Cnt,Time Freezing,Pct Total Time Freezing,Pct Component Time Freezing,Avg Motion Index,Min Motion Index,Max Motion Index,Month
211122-10,VF121521_104232,day2_trial5,Chamber 2,Control,male,APOE22HN,Day2_Exploration,12,9.5,2.11,2.11,145.06,0,1789,November
,,,,,,,,,,,,,,,
211122-11,VF121521_105123,day2_trial6,Chamber1,Control,male,APOE22HN,Day2_Acclimation,19,16.833,3.74,9.35,194.87,0,1646,November
211122-11,VF121521_105123,day2_trial6,Chamber1,Control,male,APOE22HN,Day2_CSTone,75,149.1,33.13,41.42,52.99,0,1090,November
211122-11,VF121521_105123,day2_trial6,Chamber1,Control,male,APOE22HN,Day2_Exploration,11,15.767,3.5,3.5,124.32,0,1090,November
,,,,,,,,,,,,,,,
211122-12,VF121521_105123,day2_trial6,Chamber 2,Control,male,APOE22HN,Day2_Acclimation,20,15.5,3.44,8.61,190.67,0,1874,November
211122-12,VF121521_105123,day2_trial6,Chamber 2,Control,male,APOE22HN,Day2_CSTone,91,135.133,30.03,37.54,74.58,0,1271,November
211122-12,VF121521_105123,day2_trial6,Chamber 2,Control,male,APOE22HN,Day2_Exploration,15,12.633,2.81,2.81,149.42,0,1158,November
,,,,,,,,,,,,,,,
211122-13,VF121521_110151,day2_trial7,Chamber1,Control,male,APOE22HN,Day2_Acclimation,64,47.9,10.64,26.61,96.25,0,1009,November
211122-13,VF121521_110151,day2_trial7,Chamber1,Control,male,APOE22HN,Day2_CSTone,100,182.567,40.57,50.71,35.39,0,1014,November
211122-13,VF121521_110151,day2_trial7,Chamber1,Control,male,APOE22HN,Day2_Exploration,18,36.967,8.21,8.21,67.16,0,975,November
,,,,,,,,,,,,,,,
211122-14,VF121521_110151,day2_trial7,Chamber 2,Control,male,APOE22HN,Day2_Acclimation,1,0.333,0.07,0.19,338.78,0,1573,November
211122-14,VF121521_110151,day2_trial7,Chamber 2,Control,male,APOE22HN,Day2_CSTone,83,91.167,20.26,25.32,127.32,0,1515,November
211122-14,VF121521_110151,day2_trial7,Chamber 2,Control,male,APOE22HN,Day2_Exploration,8,5.967,1.33,1.33,202.86,0,1515,November
,,,,,,,,,,,,,,,
211122-15,VF121521_111221,day2_trial8,Chamber1,Control,male,APOE22HN,Day2_Acclimation,16,14.733,3.27,8.19,173.69,0,1864,November
211122-15,VF121521_111221,day2_trial8,Chamber1,Control,male,APOE22HN,Day2_CSTone,51,129.767,28.84,36.05,84.24,0,2849,November
211122-15,VF121521_111221,day2_trial8,Chamber1,Control,male,APOE22HN,Day2_Exploration,12,23.767,5.28,5.28,102.01,0,817,November
,,,,,,,,,,,,,,,
211122-16,VF121521_111221,day2_trial8,Chamber 2,Control,male,APOE22HN,Day2_Acclimation,0,0,0,0,234.16,0,2060,November
211122-16,VF121521_111221,day2_trial8,Chamber 2,Control,male,APOE22HN,Day2_CSTone,37,30.167,6.7,8.38,163.02,0,4515,November
211122-16,VF121521_111221,day2_trial8,Chamber 2,Control,male,APOE22HN,Day2_Exploration,8,6.5,1.44,1.44,147.89,0,1493,November
,,,,,,,,,,,,,,,
211122-23,VF121521_112241,day2_trial9,Chamber1,Control,male,APOE22HN,Day2_Acclimation,1,0.467,0.1,0.26,254.77,0,1596,November
211122-23,VF121521_112241,day2_trial9,Chamber1,Control,male,APOE22HN,Day2_CSTone,69,85.7,19.04,23.81,128.01,0,2505,November
211122-23,VF121521_112241,day2_trial9,Chamber1,Control,male,APOE22HN,Day2_Exploration,10,6.8,1.51,1.51,210.02,0,2337,November
,,,,,,,,,,,,,,,
211122-24,VF121521_112241,day2_trial9,Chamber 2,Control,male,APOE22HN,Day2_Acclimation,64,42.133,9.36,23.41,57.35,0,849,November
211122-24,VF121521_112241,day2_trial9,Chamber 2,Control,male,APOE22HN,Day2_CSTone,111,121.267,26.95,33.69,49.26,0,1065,November
211122-24,VF121521_112241,day2_trial9,Chamber 2,Control,male,APOE22HN,Day2_Exploration,18,18.9,4.2,4.2,91.92,0,1065,November
,,,,,,,,,,,,,,,
211122-25,VF121521_113325,day2_trial10,Chamber1,Control,male,APOE22HN,Day2_Acclimation,33,77.3,17.18,42.94,90.18,0,1147,November
211122-25,VF121521_113325,day2_trial10,Chamber1,Control,male,APOE22HN,Day2_CSTone,52,112.967,25.1,31.38,94.43,0,1558,November
211122-25,VF121521_113325,day2_trial10,Chamber1,Control,male,APOE22HN,Day2_Exploration,16,25.5,5.67,5.67,97.72,0,653,November
,,,,,,,,,,,,,,,
211122-26,VF121521_113325,day2_trial10,Chamber 2,Control,male,APOE22HN,Day2_Acclimation,4,2.167,0.48,1.2,191.52,0,1567,November
211122-26,VF121521_113325,day2_trial10,Chamber 2,Control,male,APOE22HN,Day2_CSTone,25,15.467,3.44,4.3,132.84,0,2111,November
211122-26,VF121521_113325,day2_trial10,Chamber 2,Control,male,APOE22HN,Day2_Exploration,13,6.433,1.43,1.43,99.78,0,1051,November
,,,,,,,,,,,,,,,
211122-27,VF121521_114511,day2_trial11,Chamber1,Control,male,APOE22HN,Day2_Acclimation,27,37.7,8.38,20.94,99.02,0,1067,November
211122-27,VF121521_114511,day2_trial11,Chamber1,Control,male,APOE22HN,Day2_CSTone,47,114.167,25.37,31.71,72.12,0,942,November
211122-27,VF121521_114511,day2_trial11,Chamber1,Control,male,APOE22HN,Day2_Exploration,10,9.633,2.14,2.14,127.31,0,942,November
,,,,,,,,,,,,,,,
211122-28,VF121521_114511,day2_trial11,Chamber 2,Control,male,APOE22HN,Day2_Acclimation,27,33.067,7.35,18.37,129.4,0,1337,November
211122-28,VF121521_114511,day2_trial11,Chamber 2,Control,male,APOE22HN,Day2_CSTone,67,127.533,28.34,35.43,57.97,0,1282,November
211122-28,VF121521_114511,day2_trial11,Chamber 2,Control,male,APOE22HN,Day2_Exploration,20,27.067,6.01,6.01,78.93,0,854,November
,,,,,,,,,,,,,,,
210112-1,VF050521_110518,,Chamber1,HFD,female,APOE44HN,Day2_Acclimation,65,162.133,36.03,90.07,2.44,0,112,January
210112-1,VF050521_110518,,Chamber1,HFD,female,APOE44HN,Day2_CSTone,23,263.9,58.64,73.31,0.67,0,153,January
210112-1,VF050521_110518,,Chamber1,HFD,female,APOE44HN,Day2_Exploration,1,90,20,20,0.01,0,3,January
,,,,,,,,,,,,,,,January
210112-2,VF050521_110518,,Chamber 2,HFD,female,APOE44HN,Day2_Acclimation,11,175.933,39.1,97.74,0.65,0,153,January
210112-2,VF050521_110518,,Chamber 2,HFD,female,APOE44HN,Day2_CSTone,12,266.033,59.12,73.9,0.44,0,153,January
210112-2,VF050521_110518,,Chamber 2,HFD,female,APOE44HN,Day2_Exploration,1,90,20,20,0.01,0,3,January
,,,,,,,,,,,,,,,January
210112-4,VF050521_112235,1_day2,Chamber1,HFD,female,APOE44HN,Day2_Acclimation,85,136.533,30.34,75.85,7.35,0,317,January
210112-4,VF050521_112235,1_day2,Chamber1,HFD,female,APOE44HN,Day2_CSTone,37,258.4,57.42,71.78,1.37,0,183,January
210112-4,VF050521_112235,1_day2,Chamber1,HFD,female,APOE44HN,Day2_Exploration,22,84.533,18.79,18.79,1.99,0,128,January
,,,,,,,,,,,,,,,January
210112-5,VF050521_112235,1_day2,Chamber 2,Control,male,APOE44HN,Day2_Acclimation,19,177.033,39.34,98.35,0.46,0,62,January
210112-5,VF050521_112235,1_day2,Chamber 2,Control,male,APOE44HN,Day2_CSTone,19,265.033,58.9,73.62,0.41,0,40,January
210112-5,VF050521_112235,1_day2,Chamber 2,Control,male,APOE44HN,Day2_Exploration,4,89.767,19.95,19.95,0.2,0,19,January
,,,,,,,,,,,,,,,January
210112-6,VF050521_113130,2_day2,Chamber1,Control,male,APOE44HN,Day2_Acclimation,64,164.067,36.46,91.15,2.17,0,165,January
210112-6,VF050521_113130,2_day2,Chamber1,Control,male,APOE44HN,Day2_CSTone,13,268.6,59.69,74.61,0.21,0,62,January
210112-6,VF050521_113130,2_day2,Chamber1,Control,male,APOE44HN,Day2_Exploration,9,89.1,19.8,19.8,0.34,0,41,January
,,,,,,,,,,,,,,,January
210112-7,VF050521_113130,2_day2,Chamber 2,Control,male,APOE44HN,Day2_Acclimation,68,163.667,36.37,90.93,1.98,0,91,January
210112-7,VF050521_113130,2_day2,Chamber 2,Control,male,APOE44HN,Day2_CSTone,42,264.7,58.82,73.53,0.7,0,86,January
210112-7,VF050521_113130,2_day2,Chamber 2,Control,male,APOE44HN,Day2_Exploration,15,87.967,19.55,19.55,0.69,0,86,January
,,,,,,,,,,,,,,,January
210112-8,VF050521_114130,3_day2,Chamber1,Control,male,APOE44HN,Day2_Acclimation,98,151,33.56,83.89,5.18,0,388,January
210112-8,VF050521_114130,3_day2,Chamber1,Control,male,APOE44HN,Day2_CSTone,44,255.767,56.84,71.05,2.08,0,685,January
210112-8,VF050521_114130,3_day2,Chamber1,Control,male,APOE44HN,Day2_Exploration,16,85.267,18.95,18.95,1.81,0,134,January
,,,,,,,,,,,,,,,January
210112-9,VF050521_114130,3_day2,Chamber 2,HFD,male,APOE44HN,Day2_Acclimation,34,171.6,38.13,95.33,1.17,0,68,January
210112-9,VF050521_114130,3_day2,Chamber 2,HFD,male,APOE44HN,Day2_CSTone,41,258.7,57.49,71.86,0.81,0,58,January
210112-9,VF050521_114130,3_day2,Chamber 2,HFD,male,APOE44HN,Day2_Exploration,12,86.967,19.33,19.33,0.68,0,55,January
,,,,,,,,,,,,,,,January
210112-10,VF050521_115151,4_day2,Chamber1,HFD,male,APOE44HN,Day2_Acclimation,38,172.833,38.41,96.02,1.33,0,150,January
210112-10,VF050521_115151,4_day2,Chamber1,HFD,male,APOE44HN,Day2_CSTone,18,268.067,59.57,74.46,0.24,0,55,January
210112-10,VF050521_115151,4_day2,Chamber1,HFD,male,APOE44HN,Day2_Exploration,16,88.167,19.59,19.59,0.61,0,55,January
,,,,,,,,,,,,,,,January
210112-11,VF050521_115151,4_day2,Chamber 2,HFD,male,APOE44HN,Day2_Acclimation,23,174.467,38.77,96.93,0.57,0,54,January
210112-11,VF050521_115151,4_day2,Chamber 2,HFD,male,APOE44HN,Day2_CSTone,1,270,60,75,0.02,0,11,January
210112-11,VF050521_115151,4_day2,Chamber 2,HFD,male,APOE44HN,Day2_Exploration,1,90,20,20,0.04,0,11,January
,,,,,,,,,,,,,,,January
210112-12,VF050521_120243,5_day2,Chamber1,HFD,male,APOE44HN,Day2_Acclimation,34,171.3,38.07,95.17,1.32,0,178,January
210112-12,VF050521_120243,5_day2,Chamber1,HFD,male,APOE44HN,Day2_CSTone,39,262.5,58.33,72.92,0.83,0,137,January
210112-12,VF050521_120243,5_day2,Chamber1,HFD,male,APOE44HN,Day2_Exploration,21,85.8,19.07,19.07,1.28,0,137,January
,,,,,,,,,,,,,,,January
210112-13,VF050521_120243,5_day2,Chamber 2,Control,female,APOE44HN,Day2_Acclimation,20,177.2,39.38,98.44,0.74,0,71,January
210112-13,VF050521_120243,5_day2,Chamber 2,Control,female,APOE44HN,Day2_CSTone,10,268.733,59.72,74.65,0.31,0,41,January
210112-13,VF050521_120243,5_day2,Chamber 2,Control,female,APOE44HN,Day2_Exploration,8,88.833,19.74,19.74,0.67,0,26,January
,,,,,,,,,,,,,,,January
210112-14,VF050521_121407,6_day2,Chamber1,Control,female,APOE44HN,Day2_Acclimation,96,117.7,26.16,65.39,8.73,0,412,January
210112-14,VF050521_121407,6_day2,Chamber1,Control,female,APOE44HN,Day2_CSTone,107,224,49.78,62.22,3.96,0,127,January
210112-14,VF050521_121407,6_day2,Chamber1,Control,female,APOE44HN,Day2_Exploration,54,55.633,12.36,12.36,8.57,0,127,January
,,,,,,,,,,,,,,,January
210112-15,VF050521_121407,6_day2,Chamber 2,Control,female,APOE44HN,Day2_Acclimation,53,165.233,36.72,91.8,1.81,0,72,January
210112-15,VF050521_121407,6_day2,Chamber 2,Control,female,APOE44HN,Day2_CSTone,23,265.467,58.99,73.74,0.49,0,73,January
210112-15,VF050521_121407,6_day2,Chamber 2,Control,female,APOE44HN,Day2_Exploration,12,88.9,19.76,19.76,0.52,0,57,January
,,,,,,,,,,,,,,,
210112-16,VF050521_122433,7_day2,Chamber1,Control,female,APOE44HN,Day2_Acclimation,40,173.167,38.48,96.2,1.24,0,218,January
210112-16,VF050521_122433,7_day2,Chamber1,Control,female,APOE44HN,Day2_CSTone,9,268.667,59.7,74.63,0.17,0,63,January
210112-16,VF050521_122433,7_day2,Chamber1,Control,female,APOE44HN,Day2_Exploration,1,90,20,20,0.06,0,9,January
,,,,,,,,,,,,,,,January
210112-17,VF050521_122433,7_day2,Chamber 2,Control,female,APOE44HN,Day2_Acclimation,16,176.967,39.33,98.31,0.52,0,47,January
210112-17,VF050521_122433,7_day2,Chamber 2,Control,female,APOE44HN,Day2_CSTone,16,265.733,59.05,73.81,0.35,0,54,January
210112-17,VF050521_122433,7_day2,Chamber 2,Control,female,APOE44HN,Day2_Exploration,7,87.4,19.42,19.42,0.56,0,45,January
,,,,,,,,,,,,,,,January
210112-18,VF050521_123603,8_day2,Chamber1,HFD,male,APOE33HN,Day2_Acclimation,27,172.533,38.34,95.85,1.19,0,154,January
210112-18,VF050521_123603,8_day2,Chamber1,HFD,male,APOE33HN,Day2_CSTone,31,264.533,58.79,73.48,0.79,0,109,January
210112-18,VF050521_123603,8_day2,Chamber1,HFD,male,APOE33HN,Day2_Exploration,12,89,19.78,19.78,0.64,0,30,January
,,,,,,,,,,,,,,,January
210112-19,VF050521_123603,8_day2,Chamber 2,HFD,male,APOE33HN,Day2_Acclimation,23,166.433,36.99,92.46,1.69,0,101,January
210112-19,VF050521_123603,8_day2,Chamber 2,HFD,male,APOE33HN,Day2_CSTone,16,267.733,59.5,74.37,0.31,0,54,January
210112-19,VF050521_123603,8_day2,Chamber 2,HFD,male,APOE33HN,Day2_Exploration,8,89.433,19.87,19.87,0.39,0,20,January
,,,,,,,,,,,,,,,January
210112-20,VF050521_124543,9_day2,Chamber1,HFD,male,APOE33HN,Day2_Acclimation,5,179.667,39.93,99.81,0.12,0,45,January
210112-20,VF050521_124543,9_day2,Chamber1,HFD,male,APOE33HN,Day2_CSTone,3,269.867,59.97,74.96,0.05,0,20,January
210112-20,VF050521_124543,9_day2,Chamber1,HFD,male,APOE33HN,Day2_Exploration,1,90,20,20,0.01,0,5,January
,,,,,,,,,,,,,,,January
210112-21,VF050521_124543,9_day2,Chamber 2,HFD,female,APOE33HN,Day2_Acclimation,3,179.933,39.99,99.96,0.11,0,28,January
210112-21,VF050521_124543,9_day2,Chamber 2,HFD,female,APOE33HN,Day2_CSTone,6,269.8,59.96,74.94,0.11,0,31,January
210112-21,VF050521_124543,9_day2,Chamber 2,HFD,female,APOE33HN,Day2_Exploration,1,90,20,20,0.08,0,12,January
,,,,,,,,,,,,,,,January
210112-23,VF050521_132100,10_day2,Chamber1,HFD,female,APOE33HN,Day2_Acclimation,37,174.367,38.75,96.87,1.08,0,103,January
210112-23,VF050521_132100,10_day2,Chamber1,HFD,female,APOE33HN,Day2_CSTone,16,269.1,59.8,74.75,0.2,0,51,January
210112-23,VF050521_132100,10_day2,Chamber1,HFD,female,APOE33HN,Day2_Exploration,13,89.333,19.85,19.85,0.46,0,51,January
,,,,,,,,,,,,,,,January
210112-24,VF050521_132100,10_day2,Chamber 2,HFD,female,APOE33HN,Day2_Acclimation,10,179.567,39.9,99.76,0.24,0,36,January
210112-24,VF050521_132100,10_day2,Chamber 2,HFD,female,APOE33HN,Day2_CSTone,8,269.067,59.79,74.74,0.2,0,38,January
210112-24,VF050521_132100,10_day2,Chamber 2,HFD,female,APOE33HN,Day2_Exploration,5,89.267,19.84,19.84,0.37,0,25,January
,,,,,,,,,,,,,,,January
210112-25,VF050521_132949,11_day2,Chamber1,HFD,male,APOE44,Day2_Acclimation,13,179.3,39.84,99.61,0.21,0,43,January
210112-25,VF050521_132949,11_day2,Chamber1,HFD,male,APOE44,Day2_CSTone,11,268.967,59.77,74.71,0.21,0,61,January
210112-25,VF050521_132949,11_day2,Chamber1,HFD,male,APOE44,Day2_Exploration,3,89.6,19.91,19.91,0.1,0,18,January
,,,,,,,,,,,,,,,January
210112-26,VF050521_132949,11_day2,Chamber 2,HFD,male,APOE44,Day2_Acclimation,2,179.967,39.99,99.98,0.09,0,18,January
210112-26,VF050521_132949,11_day2,Chamber 2,HFD,male,APOE44,Day2_CSTone,1,270,60,75,0.02,0,9,January
210112-26,VF050521_132949,11_day2,Chamber 2,HFD,male,APOE44,Day2_Exploration,1,90,20,20,0.06,0,9,January
,,,,,,,,,,,,,,,January
210112-27,VF050521_134121,13_day2,Chamber1,HFD,female,APOE44,Day2_Acclimation,49,172.2,38.27,95.67,1.49,0,178,January
210112-27,VF050521_134121,13_day2,Chamber1,HFD,female,APOE44,Day2_CSTone,12,268.867,59.75,74.69,0.23,0,93,January
210112-27,VF050521_134121,13_day2,Chamber1,HFD,female,APOE44,Day2_Exploration,7,89.267,19.84,19.84,0.51,0,93,January
,,,,,,,,,,,,,,,January
210112-28,VF050521_134121,13_day2,Chamber 2,HFD,female,APOE44,Day2_Acclimation,15,178.867,39.75,99.37,0.31,0,25,January
210112-28,VF050521_134121,13_day2,Chamber 2,HFD,female,APOE44,Day2_CSTone,9,269.533,59.9,74.87,0.22,0,29,January
210112-28,VF050521_134121,13_day2,Chamber 2,HFD,female,APOE44,Day2_Exploration,5,89.667,19.93,19.93,0.36,0,29,January
,,,,,,,,,,,,,,,January
210112-29,VF050521_135114,14_day2,Chamber1,HFD,female,APOE44,Day2_Acclimation,20,174.667,38.81,97.04,0.84,0,207,January
210112-29,VF050521_135114,14_day2,Chamber1,HFD,female,APOE44,Day2_CSTone,5,268.4,59.64,74.56,0.13,0,60,January
210112-29,VF050521_135114,14_day2,Chamber1,HFD,female,APOE44,Day2_Exploration,3,89.933,19.99,19.99,0.13,0,17,January
,,,,,,,,,,,,,,,
201026-1,VF111820_091037_102620_1_D2,,Chamber1,Control,female,APOE44HN,Day2_Acclimation,1,180,31.58,100,0.13,0,13,201026
201026-1,VF111820_091037_102620_1_D2,,Chamber1,Control,female,APOE44HN,Day2_CSTone,1,360,63.16,100,0.06,0,12,201026
201026-1,VF111820_091037_102620_1_D2,,Chamber1,Control,female,APOE44HN,Day2_Exploration,1,210,36.84,46.67,0.09,0,13,201026
,,,,,,,,,,,,,,,201026
201026-2,VF111820_092532_102620_2_D2,,Chamber1,Control,female,APOE44HN,Day2_Acclimation,2,179.967,31.57,99.98,0.22,0,19,201026
201026-2,VF111820_092532_102620_2_D2,,Chamber1,Control,female,APOE44HN,Day2_CSTone,1,360,63.16,100,0.07,0,13,201026
201026-2,VF111820_092532_102620_2_D2,,Chamber1,Control,female,APOE44HN,Day2_Exploration,1,210,36.84,46.67,0.08,0,10,201026
,,,,,,,,,,,,,,,201026
201026-3,VF111820_094743_102620_3_D2,,Chamber1,Control,male,APOE44HN,Day2_Acclimation,4,179.6,31.51,99.78,0.2,0,23,201026
201026-3,VF111820_094743_102620_3_D2,,Chamber1,Control,male,APOE44HN,Day2_CSTone,2,359.967,63.15,99.99,0.11,0,15,201026
201026-3,VF111820_094743_102620_3_D2,,Chamber1,Control,male,APOE44HN,Day2_Exploration,3,209.933,36.83,46.65,0.19,0,15,201026
,,,,,,,,,,,,,,,201026
201026-4,VF111820_095902_102620_4_D2,,Chamber1,Control,male,APOE44HN,Day2_Acclimation,52,164.633,28.88,91.46,1.76,0,71,201026
201026-4,VF111820_095902_102620_4_D2,,Chamber1,Control,male,APOE44HN,Day2_CSTone,46,353.2,61.96,98.11,0.61,0,63,201026
201026-4,VF111820_095902_102620_4_D2,,Chamber1,Control,male,APOE44HN,Day2_Exploration,23,204.933,35.95,45.54,0.52,0,63,201026
,,,,,,,,,,,,,,,201026
201026-5,VF111820_100943_102620_5_D2,,Chamber1,Control,female,,Day2_Acclimation,1,180,31.58,100,0.03,0,9,201026
201026-5,VF111820_100943_102620_5_D2,,Chamber1,Control,female,,Day2_CSTone,1,360,63.16,100,0.01,0,11,201026
201026-5,VF111820_100943_102620_5_D2,,Chamber1,Control,female,,Day2_Exploration,1,210,36.84,46.67,0,0,3,201026
,,,,,,,,,,,,,,,201026
201026-6,VF111820_102621_102620_6_D2,,Chamber1,Control,female,,Day2_Acclimation,6,179.533,31.5,99.74,0.25,0,31,201026
201026-6,VF111820_102621_102620_6_D2,,Chamber1,Control,female,,Day2_CSTone,6,358.667,62.92,99.63,0.22,0,25,201026
201026-6,VF111820_102621_102620_6_D2,,Chamber1,Control,female,,Day2_Exploration,8,208.6,36.6,46.36,0.37,0,25,201026
,,,,,,,,,,,,,,,
201012-1,VF020321_104436,day2_1,Chamber1,HFD,male,APOE44HN,Day2_Acclimation,31,175.8,30.84,97.67,0.81,0,70,2010212
201012-1,VF020321_104436,day2_1,Chamber1,HFD,male,APOE44HN,Day2_CSTone,31,355.067,62.29,98.63,0.5,0,50,2010212
201012-1,VF020321_104436,day2_1,Chamber1,HFD,male,APOE44HN,Day2_Exploration,16,207.533,36.41,46.12,0.52,0,50,2010212
,,,,,,,,,,,,,,,2010212
201012-2,VF020321_104436,day2_1,Chamber 2,HFD,male,APOE44HN,Day2_Acclimation,7,179.333,31.46,99.63,0.25,0,29,2010212
201012-2,VF020321_104436,day2_1,Chamber 2,HFD,male,APOE44HN,Day2_CSTone,12,358.933,62.97,99.7,0.2,0,32,2010212
201012-2,VF020321_104436,day2_1,Chamber 2,HFD,male,APOE44HN,Day2_Exploration,9,209.033,36.67,46.45,0.29,0,32,2010212
,,,,,,,,,,,,,,,2010212
201012-3,VF020321_110229,day2_2,Chamber1,HFD,female,APOE44HN,Day2_Acclimation,1,180,40,100,0.14,0,12,2010212
201012-3,VF020321_110229,day2_2,Chamber1,HFD,female,APOE44HN,Day2_CSTone,1,270,60,75,0.04,0,11,2010212
201012-3,VF020321_110229,day2_2,Chamber1,HFD,female,APOE44HN,Day2_Exploration,1,90,20,20,0.08,0,11,2010212
,,,,,,,,,,,,,,,2010212
201012-4,VF020321_110229,day2_2,Chamber 2,HFD,female,APOE44HN,Day2_Acclimation,10,178.867,39.75,99.37,0.29,0,22,2010212
201012-4,VF020321_110229,day2_2,Chamber 2,HFD,female,APOE44HN,Day2_CSTone,3,269.9,59.98,74.97,0.09,0,25,2010212
201012-4,VF020321_110229,day2_2,Chamber 2,HFD,female,APOE44HN,Day2_Exploration,1,90,20,20,0.08,0,13,2010212
,,,,,,,,,,,,,,,2010212
201012-5,VF020321_111240,day2_3,Chamber1,HFD,female,APOE44HN,Day2_Acclimation,14,179.567,39.9,99.76,0.61,0,25,2010212
201012-5,VF020321_111240,day2_3,Chamber1,HFD,female,APOE44HN,Day2_CSTone,2,269.667,59.93,74.91,0.17,0,18,2010212
201012-5,VF020321_111240,day2_3,Chamber1,HFD,female,APOE44HN,Day2_Exploration,1,90,20,20,0.21,0,12,2010212
,,,,,,,,,,,,,,,2010212
201012-6,VF020321_111240,day2_3,Chamber 2,HFD,female,APOE44HN,Day2_Acclimation,93,138.3,30.73,76.83,5.97,0,111,2010212
201012-6,VF020321_111240,day2_3,Chamber 2,HFD,female,APOE44HN,Day2_CSTone,52,247.733,55.05,68.81,2.12,0,105,2010212
201012-6,VF020321_111240,day2_3,Chamber 2,HFD,female,APOE44HN,Day2_Exploration,19,84.1,18.69,18.69,1.99,0,105,2010212
,,,,,,,,,,,,,,,2010212
201012-7,VF020321_112636,day2_4,Chamber1,HFD,female,APOE44HN,Day2_Acclimation,11,178.467,39.66,99.15,0.32,0,38,2010212
201012-7,VF020321_112636,day2_4,Chamber1,HFD,female,APOE44HN,Day2_CSTone,4,268.7,59.71,74.64,0.09,0,49,2010212
201012-7,VF020321_112636,day2_4,Chamber1,HFD,female,APOE44HN,Day2_Exploration,3,89.3,19.84,19.84,0.12,0,49,2010212
,,,,,,,,,,,,,,,2010212
201012-8,VF020321_112636,day2_4,Chamber 2,HFD,female,APOE44HN,Day2_Acclimation,2,179.967,39.99,99.98,0.17,0,18,2010212
201012-8,VF020321_112636,day2_4,Chamber 2,HFD,female,APOE44HN,Day2_CSTone,2,269.967,59.99,74.99,0.05,0,16,2010212
201012-8,VF020321_112636,day2_4,Chamber 2,HFD,female,APOE44HN,Day2_Exploration,1,90,20,20,0.03,0,11,2010212
,,,,,,,,,,,,,,,2010212
201012-9,VF020321_113658,day2_5,Chamber1,HFD,female,APOE44HN,Day2_Acclimation,60,164.5,36.56,91.39,2.06,0,70,2010212
201012-9,VF020321_113658,day2_5,Chamber1,HFD,female,APOE44HN,Day2_CSTone,70,255.567,56.79,70.99,1.55,0,75,2010212
201012-9,VF020321_113658,day2_5,Chamber1,HFD,female,APOE44HN,Day2_Exploration,18,86.333,19.19,19.19,1.36,0,75,2010212
,,,,,,,,,,,,,,,2010212
201012-10,VF020321_113658,day2_5,Chamber 2,HFD,female,APOE44HN,Day2_Acclimation,53,169.867,37.75,94.37,1.95,0,82,2010212
201012-10,VF020321_113658,day2_5,Chamber 2,HFD,female,APOE44HN,Day2_CSTone,43,263.733,58.61,73.26,0.92,0,78,2010212
201012-10,VF020321_113658,day2_5,Chamber 2,HFD,female,APOE44HN,Day2_Exploration,14,87.967,19.55,19.55,0.81,0,45,2010212
,,,,,,,,,,,,,,,2010212
201012-11,VF020321_114921,day2_6,Chamber1,HFD,female,APOE33HN,Day2_Acclimation,11,179.167,39.81,99.54,0.38,0,54,2010212
201012-11,VF020321_114921,day2_6,Chamber1,HFD,female,APOE33HN,Day2_CSTone,4,269.433,59.87,74.84,0.08,0,56,2010212
201012-11,VF020321_114921,day2_6,Chamber1,HFD,female,APOE33HN,Day2_Exploration,3,89.933,19.99,19.99,0.1,0,18,2010212
,,,,,,,,,,,,,,,2010212
201012-12,VF020321_114921,day2_6,Chamber 2,HFD,female,APOE33HN,Day2_Acclimation,29,175.3,38.96,97.39,0.76,0,53,2010212
201012-12,VF020321_114921,day2_6,Chamber 2,HFD,female,APOE33HN,Day2_CSTone,21,265.233,58.94,73.68,0.37,0,72,2010212
201012-12,VF020321_114921,day2_6,Chamber 2,HFD,female,APOE33HN,Day2_Exploration,10,87.733,19.5,19.5,0.51,0,35,2010212
,,,,,,,,,,,,,,,2010212
201012-13,VF020321_120045,day2_7,Chamber1,HFD,male,APOE33HN,Day2_Acclimation,10,179.6,39.91,99.78,0.3,0,30,2010212
201012-13,VF020321_120045,day2_7,Chamber1,HFD,male,APOE33HN,Day2_CSTone,2,269.967,59.99,74.99,0.08,0,16,2010212
201012-13,VF020321_120045,day2_7,Chamber1,HFD,male,APOE33HN,Day2_Exploration,1,90,20,20,0.07,0,11,2010212
,,,,,,,,,,,,,,,2010212
201012-15,VF020321_120045,day2_7,Chamber 2,HFD,female,APOE33,Day2_Acclimation,1,180,40,100,0.06,0,11,2010212
201012-15,VF020321_120045,day2_7,Chamber 2,HFD,female,APOE33,Day2_CSTone,1,270,60,75,0.03,0,7,2010212
201012-15,VF020321_120045,day2_7,Chamber 2,HFD,female,APOE33,Day2_Exploration,1,90,20,20,0.04,0,4,2010212
,,,,,,APOE33,,,,,,,,,2010212
201012-16,VF020321_121247,day2_8,Chamber1,HFD,female,APOE33,Day2_Acclimation,27,177.167,39.37,98.43,0.8,0,30,2010212
201012-16,VF020321_121247,day2_8,Chamber1,HFD,female,APOE33,Day2_CSTone,4,269.7,59.93,74.92,0.24,0,17,2010212
201012-16,VF020321_121247,day2_8,Chamber1,HFD,female,APOE33,Day2_Exploration,2,89.967,19.99,19.99,0.35,0,15,2010212
,,,,,,APOE33,,,,,,,,,2010212
201012-17,VF020321_121247,day2_8,Chamber 2,HFD,female,APOE33,Day2_Acclimation,3,179.8,39.96,99.89,0.27,0,19,2010212
