"","Group.1","Group.2","Group.3","Group.4","Test","Animal","Treatment","Diet","APOE","Sex","Code","Stage","Trial","LaunchQuad","Apparatus","Date","Winding","Duration","Distance","Mean.speed","NE.time","NE.distance","NE...average.speed","NW.time","NW.distance","NW...average.speed","SE.time","SE.distance","SE...average.speed","SW.time","SW.distance","SW...average.speed","NormSWTime","NormSWDist","Island...distance.to.first.entry","Island...latency.to.first.entry","Thigmitaxis...time","Thigmitaxis...distance","Thigmitaxis...average.speed","SW...latency.to.first.entry","residuals"
"424",72,3,2,2,98,72,NA,NA,3,2,NA,2,2,NA,NA,NA,NA,44.15,0.98295,0.229,11.15,0.26345,0.2465,4.45,0.11915,NA,21.45,0.4845,0.2515,7,0.1158,0.166,0.184808598351001,0.126803376453753,NA,NA,13.2,3.183,0.248,NA,-3.97970947699045
"425",73,3,2,2,118,73,NA,NA,3,2,NA,2,3,NA,NA,NA,NA,9.8,0.12495,0.1225,0,0,NA,3.25,0.06845,0.2175,0,0,NA,6.55,0.05655,0.082,0.684525847312564,0.444866460794049,1.149,5.65,0,0,NA,NA,-2.67181680514303
"426",74,3,2,2,100,74,NA,NA,3,2,NA,2,2,NA,NA,NA,NA,24.1,0.4792,0.1715,4.85,0.11355,0.2285,10.55,0.2473,0.28,0.75,0.0152,NA,7.9,0.10315,0.111,0.452749719416386,0.252662822348093,4.689,20,5,1.018,NA,NA,-2.13061249453761
"427",80,3,2,2,112,80,NA,NA,3,2,NA,2,3,NA,NA,NA,NA,30.6,0.5853,0.1915,2.8,0.06335,NA,7.75,0.13305,0.186,4.3,0.0946,0.2175,12.4,0.23275,0.1875,0.428761828601893,0.417914001621997,5.152,26.55,3.4,0.615,0.181,NA,2.03926681591357
"428",81,3,2,2,96,81,NA,NA,3,2,NA,2,2,NA,NA,NA,NA,36.45,0.7287,0.172,5.75,0.1302,NA,4.7,0.11095,NA,8.25,0.17995,0.2065,5.15,0.07085,0.17,0.320116279069767,0.262744219821434,NA,NA,12.6,2.3675,0.1585,NA,-4.88886551177634
"429",82,3,2,2,114,82,NA,NA,3,2,NA,2,3,NA,NA,NA,NA,13.2,0.1754,0.135,0,0,NA,5,0.03635,NA,0.1,0.004,NA,7.7,0.1292,0.1755,0.620922646784716,0.731498936440099,1.063,9.15,0.4,0.0585,NA,NA,-1.72814223611103
"430",83,3,2,2,98,83,NA,NA,3,2,NA,2,2,NA,NA,NA,NA,28.35,0.4968,0.1745,1.05,0.02305,0.222,1.45,0.0257,0.1835,6.05,0.12925,0.2245,6.95,0.0625,0.0885,0.25450193754274,0.134097843428601,4.8705,24.35,12.9,2.5635,0.198,NA,-3.13013059796994
"431",84,3,2,2,116,84,NA,NA,3,2,NA,2,3,NA,NA,NA,NA,39.75,0.6875,0.1765,0.45,0.0095,NA,5.9,0.11455,0.1915,4.85,0.09165,0.197,19.6,0.3171,0.1635,0.530912580137217,0.494727718113811,6.8335,35.65,8.9,1.5465,0.1625,NA,9.48685733307518
"432",85,3,2,2,100,85,NA,NA,3,2,NA,2,2,NA,NA,NA,NA,25.5,0.39465,0.147,2.7,0.06015,NA,4.6,0.078,NA,1.65,0.03035,0.1725,8.9,0.08785,0.098,0.472054620514449,0.357102133898029,3.889,21.45,7.65,1.3835,0.1905,NA,-0.726214649840321
"433",93,3,2,2,92,93,NA,NA,3,2,NA,2,2,NA,NA,NA,NA,38.5,0.66235,0.1565,5.45,0.1248,NA,2.95,0.06945,NA,12.15,0.22735,0.1725,8.4,0.14365,0.2005,0.199019607843137,0.255685657426406,6.246,35.15,9.55,0.972,0.0955,NA,-1.38302197737601
"434",94,3,2,2,110,94,NA,NA,3,2,NA,2,3,NA,NA,NA,NA,14.4,0.3022,0.179,0.9,0.0215,NA,1.3,0.0384,0.2835,1.7,0.0534,NA,7.7,0.12205,0.1465,0.639629904774769,0.530708326156472,2.8995,10.3,2.8,0.6685,NA,NA,-2.45440775311842
"435",95,3,2,2,94,95,NA,NA,3,2,NA,2,2,NA,NA,NA,NA,35.65,0.797,0.194,7.3,0.1689,NA,10.55,0.2631,NA,4.25,0.1091,0.202,8.75,0.16315,0.186,0.458289085545723,0.394913481246865,NA,NA,4.75,0.928,0.228,NA,-1.65199827028003
"436",96,3,2,2,485,96,NA,NA,3,2,NA,2,2,NA,NA,NA,NA,12.45,0.214,0.173,2.15,0.0555,0.2475,0,0,NA,4.2,0.1071,0.2615,5,0.0318,0.064,0.41487155472304,0.153572649127693,2.0635,8.35,1.05,0.196,NA,7.4,-5.05537154625378
"437",97,3,2,2,516,97,NA,NA,3,2,NA,2,3,NA,NA,NA,NA,33.1,0.73,0.233,1.35,0.03395,NA,4.4,0.1055,0.2295,3.95,0.09255,NA,4.85,0.10845,0.231,0.362849462365591,0.387676463087148,NA,NA,18.7,3.9685,NA,0.5,-6.19573361490021
"438",98,3,2,2,495,98,NA,NA,3,2,NA,2,2,NA,NA,NA,NA,60,1.00175,0.167,9.95,0.1752,0.1875,5,0.08865,0.187,3.9,0.0824,0.1925,5.6,0.0989,0.175,0.0933333333333333,0.0975027947600454,NA,NA,35.55,5.566,0.156,16.5,-4.35633533938913
"439",99,3,2,2,518,99,NA,NA,3,2,NA,2,3,NA,NA,NA,NA,14.55,0.2115,0.0925,1.85,0.0354,NA,5.55,0.11,NA,0,0,NA,4.65,0.01615,0.0335,0.59919028340081,0.529843561973526,2.0345,10.3,2.5,0.5,NA,9.9,-4.07663577081981
"440",100,3,2,2,497,100,NA,NA,3,2,NA,2,2,NA,NA,NA,NA,22.2,0.40925,0.1735,3.45,0.07915,NA,2.95,0.0752,NA,3.75,0.0812,0.218,6.5,0.06615,0.099,0.357357357357357,0.199588722812013,4.018,18.1,5.55,1.076,0.203,8.75,-3.5636245634925
"441",101,3,2,2,520,101,NA,NA,3,2,NA,2,3,NA,NA,NA,NA,34.9,0.70735,0.1965,1.5,0.0383,NA,5,0.1161,0.222,2.1,0.0384,0.109,5.45,0.11885,0.223,0.372568027210884,0.403984642201593,NA,NA,20.9,3.957,NA,1.25,-4.99326335647363
"442",102,3,2,2,499,102,NA,NA,3,2,NA,2,2,NA,NA,NA,NA,48.95,0.9724,0.2,7,0.162,0.232,5.95,0.14845,0.248,7.4,0.17175,0.2325,8.45,0.1612,0.1955,0.18651055408971,0.168400297619048,NA,NA,20.15,3.2895,0.172,13.35,-2.05103447714467
"443",103,3,2,2,522,103,NA,NA,3,2,NA,2,3,NA,NA,NA,NA,60,1.0154,0.169,5.7,0.0945,0.158,14.6,0.2788,0.191,3.55,0.0806,NA,3.25,0.06385,0.176,0.0541666666666667,0.061191101584189,NA,NA,33.1,5.042,0.1525,11.3,-6.73934740834401
"444",104,3,2,2,501,104,NA,NA,3,2,NA,2,2,NA,NA,NA,NA,40.35,0.4976,0.127,15.9,0.1966,NA,4.55,0.0683,0.151,1.25,0.02185,0.1645,9.2,0.1056,0.113,0.291488960892171,0.269425746193718,4.9145,36.3,9.45,1.052,0.1125,24.8,-0.0960939602915099
"445",107,3,2,2,508,107,NA,NA,3,2,NA,2,3,NA,NA,NA,NA,60,1.0221,0.17,8.95,0.1782,0.2015,5.9,0.10375,0.162,7.2,0.16955,0.236,1.2,0.028,NA,0.02,0.0257305642345157,NA,NA,36.75,5.426,0.148,NA,-8.80585344282145
"446",111,3,2,2,487,111,NA,NA,3,2,NA,2,2,NA,NA,NA,NA,41.3,0.64655,0.143,11.3,0.1942,0.1985,3.55,0.05185,NA,13,0.17395,0.11,11.25,0.1895,0.1665,0.319889380530973,0.397435583640294,NA,NA,2.2,0.371,0.1765,8.3,1.68980948806944
"447",112,3,2,2,510,112,NA,NA,3,2,NA,2,3,NA,NA,NA,NA,33.95,0.46185,0.1085,3.1,0.0532,NA,12.85,0.1704,0.1315,1.85,0.0356,NA,9.35,0.1222,0.112,0.496571729957806,0.430857097316993,NA,NA,6.8,0.8045,NA,0.85,0.359267677541142
"448",113,3,2,2,489,113,NA,NA,3,2,NA,2,2,NA,NA,NA,NA,60,0.8283,0.138,13.5,0.14765,0.1025,6.4,0.09715,0.1515,10.9,0.13785,0.129,6.65,0.0843,0.1255,0.110833333333333,0.103364533290219,NA,NA,22.55,3.615,0.16,19,-2.82766033954336
"449",114,3,2,2,512,114,NA,NA,3,2,NA,2,3,NA,NA,NA,NA,24.95,0.4203,0.168,5.15,0.10305,0.2055,8.95,0.16695,0.186,2.6,0.0631,0.249,6.8,0.06205,0.089,0.272228880539,0.142412756201251,4.1445,20.95,1.5,0.251,NA,4.4,-3.17284137386657
"450",115,3,2,2,491,115,NA,NA,3,2,NA,2,2,NA,NA,NA,NA,60,1.2959,0.216,9.05,0.213,0.225,7.05,0.16225,0.2295,13.1,0.3055,0.2405,7.75,0.17335,0.22,0.129166666666667,0.13017375401627,NA,NA,23,4.418,0.2025,18.5,-3.01513102878372
"451",116,3,2,2,514,116,NA,NA,3,2,NA,2,3,NA,NA,NA,NA,35.8,0.6958,0.167,1.05,0.0248,NA,2.4,0.047,NA,0,0,NA,5.05,0.06565,0.1785,0.383189655172414,0.337797485505142,6.898,33.75,27.5,5.6405,0.191,16.25,-4.90633533938913
"452",117,3,2,2,493,117,NA,NA,3,2,NA,2,2,NA,NA,NA,NA,28.1,0.6051,0.2155,0.8,0.0225,NA,2.45,0.0677,0.275,9.05,0.2279,0.251,10.9,0.17385,0.1575,0.389394646747588,0.283895382302446,5.979,24.1,4.85,1.131,0.234,5.05,0.143121988455
"453",36,4,2,2,141,36,NA,NA,4,2,NA,2,2,NA,NA,NA,NA,56.55,0.86245,0.1525,10.2,0.11825,0.119,9.25,0.15415,0.1645,21.15,0.3428,0.1625,15.95,0.2472,0.158,0.288248587570621,0.291462055541696,NA,NA,21.25,2.5455,0.122,NA,6.23300216053376
"454",37,4,2,2,168,37,NA,NA,4,2,NA,2,3,NA,NA,NA,NA,57.2,0.99515,0.174,6.95,0.14385,0.208,19.15,0.3053,0.1605,13.25,0.2488,0.1885,17.85,0.2973,0.165,0.310882352941176,0.296222446168895,NA,NA,16.25,2.4785,0.144,NA,7.77812241926878
"455",38,4,2,2,143,38,NA,NA,4,2,NA,2,2,NA,NA,NA,NA,60,0.84395,0.1405,14.5,0.2239,0.155,11.75,0.1367,0.133,20.5,0.2775,0.1345,13.05,0.20205,0.154,0.2175,0.236151195644877,NA,NA,34.95,4.626,0.132,NA,3.53107457426304
"456",79,4,2,2,94.5,79,NA,NA,4,2,NA,2,2.5,NA,NA,NA,NA,31.6,0.444825,0.1215,5.7,0.099675,NA,7.825,0.127025,NA,5.775,0.0912,NA,9.55,0.087225,0.0925,0.433009666591618,0.393907705223169,4.39975,27.525,2.775,0.39725,NA,NA,0.344689229334415
"457",89,4,2,2,96.5,89,NA,NA,4,2,NA,2,2.5,NA,NA,NA,NA,38.325,0.57525,0.13575,6.1,0.094675,NA,2.85,0.045075,NA,12.225,0.178,NA,6.275,0.072775,0.1275,0.288014705882353,0.248182346076785,NA,NA,10.9,1.84725,NA,NA,-3.16552176196911
"458",91,4,2,2,98.5,91,NA,NA,4,2,NA,2,2.5,NA,NA,NA,NA,38.65,0.520975,0.12825,8,0.106175,NA,5.3,0.07685,0.144,9.3,0.114025,NA,9.175,0.11195,0.1205,0.339902559400019,0.268693244383178,NA,NA,6.85,1.1195,NA,NA,-0.141726503388309
"459",119,4,2,2,1038.5,119,NA,NA,4,2,NA,2,2.5,NA,NA,NA,NA,46.725,0.410475,0.0885,3.95,0.051925,NA,5.825,0.0663,NA,20.75,0.113325,0.09625,14.15,0.174625,NA,0.317365174985657,0.373967317795432,NA,NA,20.225,1.921,0.09175,NA,5.48938836708995
"460",121,4,2,2,1040.5,121,NA,NA,4,2,NA,2,2.5,NA,NA,NA,NA,47.1,0.7372,0.1475,11.95,0.185025,0.15925,9.3,0.1455,NA,15.95,0.254975,0.17375,8.9,0.14855,0.17825,0.196964285714286,0.25675697636014,NA,NA,24.575,3.443,NA,9.15,-0.73446766707904
"461",123,4,2,2,1042.5,123,NA,NA,4,2,NA,2,2.5,NA,NA,NA,NA,34.2,0.472675,0.1305,2.4,0.033825,NA,4.15,0.05475,NA,11.5,0.177675,NA,13.9,0.201,0.15275,0.391559886190259,0.433489662782247,NA,NA,9.375,1.25775,0.13675,7.975,4.54613491903745
"462",125,4,2,2,1044.5,125,NA,NA,4,2,NA,2,2.5,NA,NA,NA,NA,44.575,0.785125,0.15325,9.325,0.170575,NA,6.675,0.1322,0.19225,13.275,0.253525,NA,13.25,0.227675,0.17775,0.260025888001851,0.299406087228465,NA,NA,24.575,4.23475,NA,6.25,3.52062263467568
"463",126,4,2,2,1046.5,126,NA,NA,4,2,NA,2,2.5,NA,NA,NA,NA,60,1.120725,0.187,16.275,0.3061,0.1995,15.025,0.313875,0.208,13.525,0.2349,0.179,14.325,0.265,0.18825,0.23875,0.236573976090203,NA,NA,23.775,3.957,0.16125,15.525,4.03854397106206
"464",128,4,2,2,1048.5,128,NA,NA,4,2,NA,2,2.5,NA,NA,NA,NA,38.8,0.658525,0.14775,8.5,0.16155,NA,10.375,0.19025,NA,8.15,0.145375,NA,9.725,0.158425,0.18125,0.303448660714286,0.368276795283684,NA,NA,18.475,2.4725,0.12175,13.15,0.0864058243015986
"465",131,4,2,2,1050.5,131,NA,NA,4,2,NA,2,2.5,NA,NA,NA,NA,55.425,1.051625,0.18875,15.15,0.298525,0.19725,13.4,0.247975,0.18875,11.4,0.25445,0.22525,13.45,0.2488,0.20125,0.234077649811636,0.233571135074533,NA,NA,28.225,5.27375,0.18575,13,3.13465841072653
"466",133,4,2,2,1052.5,133,NA,NA,4,2,NA,2,2.5,NA,NA,NA,NA,41.35,0.818575,0.17,12.05,0.2543,NA,6.8,0.1336,NA,10.6,0.21545,NA,9.875,0.2112,0.20325,0.308395351338828,0.423546601333349,NA,NA,5.25,0.97825,NA,8.1,-0.130853442821454
"467",135,4,2,2,1054.5,135,NA,NA,4,2,NA,2,2.5,NA,NA,NA,NA,54.625,1.008425,0.1855,19.625,0.3638,0.206,13.45,0.262075,0.2055,11.025,0.20905,0.19575,9.475,0.171525,0.191,0.207101838784365,0.19163698582095,NA,NA,15.625,2.96575,0.1905,18.475,-0.786696977221783
"468",137,4,2,2,1056.5,137,NA,NA,4,2,NA,2,2.5,NA,NA,NA,NA,48.4,1.07385,0.21525,12.225,0.2756,NA,7.7,0.19305,0.25675,11.95,0.284775,0.22575,14.45,0.318625,0.2355,0.298733936064393,0.32854498110749,NA,NA,7.325,1.69625,NA,5.9,3.69724849707436
"469",139,4,2,2,1058.5,139,NA,NA,4,2,NA,2,2.5,NA,NA,NA,NA,44.025,0.8435,0.17675,7.975,0.16965,NA,11.55,0.219625,NA,11.55,0.241575,0.2005,11.85,0.20975,0.17575,0.345054290254237,0.381922666374208,NA,NA,14.425,2.51925,0.18225,6.225,1.73273082445582
"470",147,4,2,2,1036.5,147,NA,NA,4,2,NA,2,2.5,NA,NA,NA,NA,59.025,1.005425,0.17025,19.025,0.33885,0.19125,17.275,0.2591,0.14925,8.75,0.1694,0.201,12.95,0.23595,NA,0.222611408199643,0.231540719937352,NA,NA,31.275,5.2,0.16725,NA,2.94002004855918
"471",1,5,2,2,46,1,NA,NA,5,2,NA,2,2,NA,NA,NA,13.38279078,31.9,0.5465,0.1625,9.65,0.08845,0.1535,5.75,0.12985,NA,4.85,0.1208,0.2465,11.6,0.20745,0.1595,0.33545247148289,0.322483561828341,5.426,29.85,6.3,1.0355,0.1485,12.75,1.71794181575935
"472",2,5,2,2,54,2,NA,NA,5,2,NA,2,2,NA,NA,NA,10.819944496,33.8,0.6571,0.185,11.15,0.19905,NA,1.8,0.0363,NA,7.45,0.17735,0.2385,13.45,0.2444,0.174,0.586140350877193,0.538382379679081,NA,NA,12.4,2.302,0.1925,9.25,3.19655604001694
"473",3,5,2,2,47,3,NA,NA,5,2,NA,2,2,NA,NA,NA,13.1446966405,35.1,0.76265,0.186,9,0.18545,NA,12.5,0.2806,NA,8.95,0.21965,0.2285,4.6,0.07695,0.1575,0.235343137254902,0.169932073737094,NA,NA,11.85,2.7595,NA,17.7,-5.6699499944605
"474",4,5,2,2,48,4,NA,NA,5,2,NA,2,2,NA,NA,NA,21.468486815,49.4,0.68685,0.1365,17.85,0.23965,NA,4.15,0.0691,NA,20.85,0.2897,0.1465,6.55,0.0884,0.149,0.16426116838488,0.175457209276486,NA,NA,22.6,2.4025,0.093,36,-2.90290128782719
"475",5,5,2,2,49,5,NA,NA,5,2,NA,2,2,NA,NA,NA,13.610891954,37.8,0.60895,0.168,4.9,0.0972,0.202,3.75,0.0726,0.2145,9.1,0.12745,0.1665,20,0.31165,0.1505,0.463782051282051,0.429751761154996,NA,NA,4.8,0.6525,NA,8.4,10.0271586261334
"476",6,5,2,2,50,6,NA,NA,5,2,NA,2,2,NA,NA,NA,14.08474275,40.5,0.7923,0.1895,8.8,0.18905,0.1805,1.85,0.0325,0.178,24.05,0.45855,0.191,5.85,0.1122,0.1925,0.187261904761905,0.178502824572483,NA,NA,9.9,1.6205,0.1455,13.5,-4.47772111513155
"477",7,5,2,2,51,7,NA,NA,5,2,NA,2,2,NA,NA,NA,22.48295648,44.7,1.4011,0.382,10.75,0.199,0.183,13.55,0.5495,0.553,7.7,0.3653,0.5775,12.75,0.2873,0.2495,0.294030612244898,0.210341988302811,NA,NA,5.25,1.3445,0.38,7.5,-0.755132752038857
"478",8,5,2,2,52,8,NA,NA,5,2,NA,2,2,NA,NA,NA,13.8349616945,36.2,0.6144,0.1615,8.3,0.14175,0.186,3.65,0.07595,NA,14.9,0.25865,0.195,9.3,0.13805,0.1375,0.375725806451613,0.275293840808565,NA,NA,7.65,1.098,0.12,13.85,-0.565552149763208
"479",9,5,2,2,53,9,NA,NA,5,2,NA,2,2,NA,NA,NA,9.6280269105,22.05,0.4215,0.172,3.45,0.0769,NA,4.25,0.0809,NA,7,0.1367,0.195,7.35,0.12705,0.1825,0.519442815249267,0.505591647358473,3.9805,19.95,1.75,0.3735,0.1835,5.35,-2.68886551177634
"480",10,5,2,2,207,10,NA,NA,5,2,NA,2,2,NA,NA,NA,24.27543584,55,0.98885,0.179,8.3,0.14125,NA,9.5,0.1983,NA,13.35,0.2139,0.162,23.8,0.43545,0.1835,0.442333333333333,0.457532580558919,NA,NA,19.25,3.13,0.1625,13,13.6455922468816
"481",61,5,2,2,105,61,NA,NA,5,2,NA,2,2,NA,NA,NA,NA,19.85,0.3833,0.1795,4.75,0.0848,NA,1.9,0.04875,NA,7.45,0.1604,0.2135,5.65,0.08595,0.16,0.336983039033457,0.24585077360814,3.278,15.8,2.65,0.55,0.15,NA,-4.51266077035714
"482",62,5,2,2,125,62,NA,NA,5,2,NA,2,3,NA,NA,NA,NA,20.95,0.2183,0.1,1.35,0.02145,NA,6.8,0.09735,0.1435,0,0,NA,12.75,0.0995,0.075,0.642218912881608,0.48665943731914,2.0955,16.8,1.15,0.0755,NA,NA,3.89956897059939
"483",63,5,2,2,107,63,NA,NA,5,2,NA,2,2,NA,NA,NA,NA,38.55,0.5771,0.149,5.35,0.09,0.1715,8.5,0.1715,0.1955,9.25,0.1543,0.1655,14.2,0.1416,0.0955,0.387208822923109,0.26973920791159,5.7315,34.5,16.45,2.7345,0.165,NA,4.5407732812048
"484",64,5,2,2,127,64,NA,NA,5,2,NA,2,3,NA,NA,NA,NA,39.65,0.6145,0.1315,6.4,0.1056,NA,10.25,0.1251,0.1315,5.7,0.1364,NA,17.2,0.2474,0.1045,0.383320379965458,0.298943084260731,NA,NA,11.8,1.5445,0.115,NA,7.82962888456001
"485",65,5,2,2,109,65,NA,NA,5,2,NA,2,2,NA,NA,NA,NA,48.2,0.95585,0.1985,6.35,0.1346,0.2125,6.9,0.1386,0.215,16.25,0.34245,0.2175,18.3,0.33365,0.181,0.393067765567766,0.354342176050667,NA,NA,18.95,3.455,0.18,NA,7.82372457457149
"486",66,5,2,2,129,66,NA,NA,5,2,NA,2,3,NA,NA,NA,NA,58.65,0.49925,0.0855,0.3,0.00365,NA,20.8,0.17195,0.086,4.5,0.05275,0.11,33.05,0.2708,0.083,0.564930191972077,0.542493876298215,NA,NA,2.85,0.1875,0.0645,NA,24.4389064705223
"487",67,5,2,2,111,67,NA,NA,5,2,NA,2,2,NA,NA,NA,NA,56.85,0.9214,0.162,14.65,0.2327,0.1585,11.5,0.2042,0.176,14.8,0.2382,0.17,15.85,0.24635,0.147,0.274920856610801,0.261642610972204,NA,NA,11.9,1.8545,0.1555,NA,5.97619483299807
"488",68,5,2,2,131,68,NA,NA,5,2,NA,2,3,NA,NA,NA,NA,11.25,0.1206,0.0825,1.1,0.0205,NA,4,0.0573,NA,0,0,NA,6.2,0.04285,0.065,0.704678362573099,0.6500900090009,1.154,7.15,0.8,0.0965,NA,NA,-2.3615754260454
"489",69,5,2,2,113,69,NA,NA,5,2,NA,2,2,NA,NA,NA,NA,37.95,0.69985,0.163,10.1,0.15685,NA,9.3,0.18525,0.1895,7.8,0.1741,0.242,10.75,0.18365,0.146,0.343270440251572,0.259851473941946,NA,NA,15.95,3.451,NA,NA,0.85968879852063
"490",75,5,2,2,101,75,NA,NA,5,2,NA,2,2,NA,NA,NA,NA,60,1.24605,0.2075,20.45,0.39625,0.1955,15,0.311,0.211,12.5,0.2811,0.2255,9.45,0.19975,0.178,0.1575,0.14925227382997,NA,NA,35.4,6.5075,0.186,NA,-1.17482973572548
"491",76,5,2,2,121,76,NA,NA,5,2,NA,2,3,NA,NA,NA,NA,33.7,0.67365,0.166,3.75,0.0937,NA,7.1,0.1512,0.205,6.7,0.1458,NA,16.2,0.28295,0.1315,0.500066436353973,0.363517917322142,6.2445,29.6,9.25,1.8865,NA,NA,6.26017069508831
"492",77,5,2,2,103,77,NA,NA,5,2,NA,2,2,NA,NA,NA,NA,34.95,0.7251,0.207,8.4,0.1689,0.2085,4.4,0.12215,0.2855,10.15,0.1914,0.2105,11.3,0.22475,0.2105,0.323422022103971,0.316544423449637,6.6675,30.9,9.1,1.856,0.2095,NA,0.683423281513245
"493",78,5,2,2,123,78,NA,NA,5,2,NA,2,3,NA,NA,NA,NA,40.4,0.9373,0.219,8.65,0.2056,0.22,12.55,0.2784,0.2175,9.55,0.21145,0.2015,9.4,0.23245,0.2425,0.239903846153846,0.270940322221748,NA,NA,15.65,4.0675,0.239,NA,-1.41464913221604
"494",30,6,2,2,34,30,NA,NA,6,2,NA,2,2.5,NA,NA,NA,NA,27.75,0.457275,0.1565,3.85,0.0712,NA,5.025,0.08105,NA,5.625,0.0984,NA,13.25,0.206625,0.15025,0.623270879940343,0.599943821466874,NA,NA,5.7,0.93925,0.154,NA,3.46697802262399
"495",32,6,2,2,36,32,NA,NA,6,2,NA,2,2.5,NA,NA,NA,NA,29.8,0.4759,0.15025,4.175,0.073125,NA,4.25,0.07345,NA,8.925,0.1466,NA,12.425,0.1827,0.13775,0.481057831057831,0.431337365458734,4.5,27.775,16.525,2.5755,0.134,NA,2.745140738108
"496",34,6,2,2,144,34,NA,NA,6,2,NA,2,2.5,NA,NA,NA,NA,53.575,0.81725,0.14925,13.65,0.208275,0.1705,13.325,0.20585,0.1525,12.275,0.185025,0.16075,14.25,0.217225,0.15775,0.290573372206025,0.282856654434669,NA,NA,28.15,4.04925,0.1405,NA,4.58664677258544
"497",53,6,2,2,146,53,NA,NA,6,2,NA,2,2.5,NA,NA,NA,NA,48.45,0.7523,0.14325,13.2,0.185975,NA,11.025,0.1868,0.165,9.8,0.1609,NA,14.425,0.2187,0.14475,0.34643115942029,0.298598162880799,NA,NA,18,3.02225,0.1525,NA,4.86068297945008
"498",55,6,2,2,148,55,NA,NA,6,2,NA,2,2.5,NA,NA,NA,NA,46.65,0.770275,0.1655,6.45,0.120275,0.18425,13.975,0.2378,0.18275,6.1,0.1153,0.198,20.125,0.296925,0.14475,0.439230993171593,0.386102548920906,NA,NA,11.95,2.05825,0.17,NA,10.193423712327
"499",57,6,2,2,150,57,NA,NA,6,2,NA,2,2.5,NA,NA,NA,NA,35.275,0.537775,0.1505,6.875,0.1151,0.18375,5.45,0.0842,NA,7.925,0.152775,0.1985,14.975,0.18565,0.11825,0.400714530540742,0.315722217005103,5.319,31.225,8.725,1.26275,0.13725,NA,5.29101422948864
"500",59,6,2,2,152,59,NA,NA,6,2,NA,2,2.5,NA,NA,NA,NA,26.85,0.487625,0.16775,3.225,0.0632,NA,7.5,0.143825,NA,5.875,0.1205,0.18575,10.275,0.160125,0.144,0.48676537626802,0.398281307050501,NA,NA,9.75,1.87775,NA,NA,0.306285134752787
"501",12,1,1,3,110,12,NA,NA,1,1,NA,3,3,NA,NA,NA,15.41223458,42.4,0.63475,0.1315,12.25,0.18035,NA,5.95,0.11015,NA,11.85,0.14755,0.1215,12.4,0.19665,0.1615,0.366344086021505,0.513126804267258,NA,NA,18.4,2.1565,0.103,NA,3.02962888456001
"502",15,1,1,3,105,15,NA,NA,1,1,NA,3,3,NA,NA,NA,17.763166015,60,1.16,0.1935,17.05,0.33795,0.196,9.25,0.18465,0.2005,20.85,0.4252,0.2045,12.85,0.21225,0.176,0.214166666666667,0.18350903531452,NA,NA,3.65,0.5205,0.1425,NA,2.45625474695869
"503",16,1,1,3,106,16,NA,NA,1,1,NA,3,3,NA,NA,NA,5.1132936885,13.5,0.1973,0.1405,3.9,0.0591,NA,5.4,0.08605,0.1645,0,0,NA,4.2,0.0522,0.12,0.319450880444856,0.260029395212951,1.8975,11.4,0.3,0.0375,NA,NA,-5.31892542573696
"504",17,1,1,3,107,17,NA,NA,1,1,NA,3,3,NA,NA,NA,8.970874109,23.05,0.34605,0.121,3.45,0.05495,NA,4.9,0.0554,NA,3.65,0.08415,NA,11.05,0.15155,0.1205,0.696969696969697,0.696188691034052,3.4345,20.95,1.65,0.252,NA,NA,1.85294224657314
"505",18,1,1,3,108,18,NA,NA,1,1,NA,3,3,NA,NA,NA,10.0884339775,33.6,0.65695,0.1655,7,0.13245,NA,15,0.2773,NA,5.3,0.11675,0.1915,6.3,0.1304,0.1915,0.404444444444444,0.410443853038985,NA,NA,8.6,1.9645,0.413,NA,-3.63157628767297
"506",19,1,1,3,109,19,NA,NA,1,1,NA,3,3,NA,NA,NA,5.8187680645,16.55,0.2377,0.142,3.1,0.04365,NA,2.4,0.03085,NA,1.55,0.02205,0.185,9.45,0.14115,0.148,0.61243835394939,0.634525023147177,2.2225,14.5,2.75,0.24,0.093,NA,-0.0936844774531188
"507",25,1,1,3,51,25,NA,NA,1,1,NA,3,3,NA,NA,NA,5.398818479,17.85,0.3581,0.1145,0,0,NA,2.7,0.053,NA,2.1,0.046,NA,13.05,0.2591,0.116,0.855855855855856,0.861033127456485,3.411,15.6,7.95,1.6795,NA,NA,3.9602314706765
"508",26,1,1,3,52,26,NA,NA,1,1,NA,3,3,NA,NA,NA,11.7810058775,31.15,0.49295,0.1455,4.4,0.0786,NA,9.9,0.1468,NA,2.75,0.0575,NA,14.1,0.21,0.1595,0.619419642857143,0.638310111210533,4.6965,29.1,6.75,0.9295,0.1285,NA,4.49854440187584
"509",27,1,1,3,53,27,NA,NA,1,1,NA,3,3,NA,NA,NA,4.250713753,9.3,0.1893,0.1895,0,0,NA,0,0,NA,2.95,0.08125,0.292,6.3,0.10805,0.1675,0.77210401891253,0.713210752337465,1.8215,7.2,0.25,0,NA,NA,-4.02772111513154
"510",28,1,1,3,54,28,NA,NA,1,1,NA,3,3,NA,NA,NA,1.877622534,4.75,0.05595,0.0855,0.6,0.0072,NA,0,0,NA,0.65,0.0201,NA,3.55,0.02865,0.0675,0.826086956521739,0.747222222222222,NA,2.7,0,0,NA,NA,-5.06109352947773
