"","Animal","Genotype","Diet","Day","Sex","Time","Distance","TimeNorm","DistNorm","Quadrant"
"93","210201_18","E44","Control","Probe_D5","M",41.5,0.7786,0.691666666666667,0.721727845754542,"SW"
"94","210201_19","E2HN","Control","Probe_D5","M",31.8,0.5008,0.53,0.591542641152847,"SW"
"95","210614-1","E2HN","HFD","Probe_D5","F",10.2,0.1718,0.171428571428571,0.185089420383538,"SW"
"96","210614-2","E2HN","HFD","Probe_D5","F",23.1,0.3755,0.408849557522124,0.400447904447051,"SW"
"97","210614-3","E2HN","HFD","Probe_D5","F",23,0.4485,0.404217926186292,0.439361285266458,"SW"
"98","210614-4","E2HN","HFD","Probe_D5","F",28.1,0.5677,0.479522184300341,0.478103419235304,"SW"
"99","210614-5","E2HN","HFD","Probe_D5","F",24,0.4626,0.414507772020725,0.416306695464363,"SW"
"100","210614-6","E2HN","HFD","Probe_D5","M",21.2,0.4184,0.364888123924269,0.446865320944142,"SW"
"101","210614-7","E2HN","HFD","Probe_D5","M",22.2,0.3715,0.381443298969072,0.372393744987971,"SW"
"102","210118-11","E3HN","HFD","Probe_D5","F",36.9,0.6275,0.615,0.67076429716729,"SW"
"103","210118-12","E3HN","HFD","Probe_D5","F",34.8,0.4699,0.58,0.576635169959504,"SW"
"104","210118-13","E3HN","HFD","Probe_D5","M",34.4,0.4768,0.572379367720466,0.59907023495414,"SW"
"105","210222_1","E3HN","Control","Probe_D5","F",35.7,0.706,0.604060913705584,0.605852570153608,"SW"
"106","210222_2","E3HN","Control","Probe_D5","F",13.9,0.3006,0.274703557312253,0.307708056095813,"SW"
"107","210222_3","E3HN","Control","Probe_D5","M",34.9,0.5827,0.658490566037736,0.646582334664891,"SW"
"108","210222_4","E3HN","Control","Probe_D5","M",22.9,0.4512,0.390119250425894,0.420660078314376,"SW"
"109","210222_5","E3HN","Control","Probe_D5","M",28,0.5076,0.477001703577513,0.50994575045208,"SW"
"110","210222_6","E3HN","Control","Probe_D5","M",34.1,0.6461,0.568333333333333,0.54643098782138,"SW"
"111","210614-8","E3HN","HFD","Probe_D5","M",7.5,0.1598,0.126689189189189,0.204557091653866,"SW"
"112","210614-9","E3HN","HFD","Probe_D5","M",23.5,0.4625,0.397631133671743,0.439722380680738,"SW"
"113","210614-10","E3HN","HFD","Probe_D5","M",26.1,0.4323,0.443877551020408,0.455004736343543,"SW"
"114","210614-11","E3HN","HFD","Probe_D5","M",23.2,0.4782,0.400690846286701,0.456602692638213,"SW"
"115","210614-12","E3HN","HFD","Probe_D5","M",16.1,0.2474,0.268333333333333,0.223668746044661,"SW"
"116","210614-13","E3HN","HFD","Probe_D5","F",13.2,0.2241,0.219633943427621,0.235969253448457,"SW"
"117","210614-14","E3HN","HFD","Probe_D5","F",31,0.4271,0.560578661844485,0.579668838219327,"SW"
"118","210614-15","E3HN","HFD","Probe_D5","F",17.8,0.3499,0.302721088435374,0.291219309196837,"SW"
"119","210614-16","E3HN","HFD","Probe_D5","F",2.1,0.0457,0.035,0.0485550361240969,"SW"
"120","210614-31","E3HN","HFD","Probe_D5","F",24,0.4395,0.405405405405405,0.381080378045608,"SW"
"121","210614-17","E3HN","Control","Probe_D5","F",19.2,0.3863,0.328767123287671,0.351469384041488,"SW"
"122","210614-18","E3HN","Control","Probe_D5","F",23.4,0.494,0.413427561837456,0.476833976833977,"SW"
"123","210614-19","E3HN","Control","Probe_D5","F",25.2,0.5446,0.430034129692833,0.442153121701713,"SW"
"124","210614-20","E3HN","Control","Probe_D5","F",17.1,0.3861,0.288851351351351,0.317307692307692,"SW"
"125","210614-21","E3HN","Control","Probe_D5","M",17.4,0.3211,0.295918367346939,0.322195464579571,"SW"
"126","210614-22","E3HN","Control","Probe_D5","M",13.6,0.2393,0.226666666666667,0.272862029646522,"SW"
"127","210614-23","E3HN","Control","Probe_D5","M",24.6,0.4793,0.412060301507538,0.451360768433939,"SW"
"128","210614-24","E3HN","Control","Probe_D5","M",26.4,0.5114,0.46643109540636,0.465459179029762,"SW"
"129","210614-25","E3HN","Control","Probe_D5","M",14.4,0.2478,0.24,0.21767392832045,"SW"
"130","210614-26","E3HN","Control","Probe_D5","M",22.5,0.4445,0.380067567567568,0.368085458761179,"SW"
"131","210614-27","E3HN","Control","Probe_D5","M",25.6,0.5237,0.431703204047218,0.430179070149499,"SW"
"132","210614-28","E3HN","Control","Probe_D5","M",18.5,0.2927,0.319516407599309,0.31375281380641,"SW"
"133","210614-29","E3HN","Control","Probe_D5","M",29.2,0.5825,0.524236983842011,0.513442044953724,"SW"
"134","210614-30","E3HN","Control","Probe_D5","M",25.8,0.5219,0.44253859348199,0.498091238786028,"SW"
"135","201026_1","E4HN","Control","Probe_D5","F",25.7,0.4479,0.428333333333333,0.428407460545194,"SW"
"136","201026_2","E4HN","Control","Probe_D5","F",16.8,0.3601,0.280467445742905,0.297652504546206,"SW"
"137","201026_3","E4HN","Control","Probe_D5","M",27.8,0.5179,0.463333333333333,0.451368310963918,"SW"
"138","201026_4","E4HN","Control","Probe_D5","M",21.9,0.4403,0.365609348914858,0.38878587196468,"SW"
"139","210118-1","E4HN","HFD","Probe_D5","M",27.6,0.2939,0.46,0.452153846153846,"SW"
"140","210118-2","E4HN","HFD","Probe_D5","M",29.8,0.4793,0.496666666666667,0.47544886419998,"SW"
"141","210118-3","E4HN","HFD","Probe_D5","M",27.8,0.385,0.462562396006656,0.447778553151896,"SW"
"142","210118-4","E4HN","HFD","Probe_D5","F",29.1,0.359,0.484193011647255,0.402646926873037,"SW"
"143","210118-5","E4HN","HFD","Probe_D5","F",40.3,0.606,0.670549084858569,0.673034207019103,"SW"
"144","210118-6","E4HN","HFD","Probe_D5","F",36.7,0.4126,0.611666666666667,0.63761397002009,"SW"
"145","210118-7","E4HN","HFD","Probe_D5","F",32.1,0.5243,0.535893155258765,0.517112141236808,"SW"
"146","210118-8","E4HN","HFD","Probe_D5","F",37.1,0.5087,0.617304492512479,0.601087084958053,"SW"
"147","210118-9","E4HN","HFD","Probe_D5","F",41.5,0.5595,0.692821368948247,0.658622719246616,"SW"
"148","210118-10","E4HN","HFD","Probe_D5","F",23.1,0.4327,0.385642737896494,0.412095238095238,"SW"
"297","190715_10","E22","Control","Probe_D5","M",15.8,0.2577,0.263772954924875,0.244311717861206,"SE"
"298","190715_5","E22","Control","Probe_D5","M",15.8,0.3495,0.263333333333333,0.317352220103514,"SE"
"299","190715_6","E22","Control","Probe_D5","M",9,0.2131,0.15025041736227,0.172215936641345,"SE"
"300","190715_7","E22","Control","Probe_D5","F",12.7,0.258,0.212020033388982,0.225563909774436,"SE"
"301","190715_8","E22","Control","Probe_D5","F",28.5,0.5578,0.475792988313856,0.455458479627664,"SE"
"302","190715_9","E22","Control","Probe_D5","M",15.6,0.3208,0.26,0.265387160820649,"SE"
"303","191028_3","E22","Control","Probe_D5","F",10.9,0.2276,0.181969949916528,0.18764943523786,"SE"
"304","191028_4","E22","Control","Probe_D5","F",11.7,0.2053,0.195,0.202266009852217,"SE"
"305","191028_5","E22","Control","Probe_D5","F",9.4,0.2274,0.156666666666667,0.187778695293146,"SE"
"306","191028_6","E22","Control","Probe_D5","M",12,0.2174,0.2,0.180310193248735,"SE"
"307","191028_7","E22","Control","Probe_D5","M",8.5,0.16,0.141666666666667,0.142045454545455,"SE"
"308","210222_16","E22","Control","Probe_D5","M",5.2,0.1149,0.10019267822736,0.10610398005356,"SE"
"309","210222_17","E22","Control","Probe_D5","F",5.2,0.1165,0.0866666666666667,0.0966804979253112,"SE"
"310","210503-18","E22","Control","Probe_D5","M",11.9,0.2269,0.262114537444934,0.246710883983908,"SE"
"311","210503-19","E22","Control","Probe_D5","M",19.8,0.3843,0.36734693877551,0.348856209150327,"SE"
"312","210503-20","E22","Control","Probe_D5","M",11.2,0.2156,0.191780821917808,0.176201372997712,"SE"
"313","210503-21","E22","Control","Probe_D5","F",7,0.1375,0.123022847100176,0.123851558277788,"SE"
"314","210503-22","E22","Control","Probe_D5","F",16.5,0.2978,0.307835820895522,0.337106633461626,"SE"
"315","190715_1","E33","Control","Probe_D5","M",14.7,0.3739,0.245,0.276389710230633,"SE"
"316","190715_2","E33","Control","Probe_D5","M",3.1,0.0802,0.0516666666666667,0.0606289688539462,"SE"
"317","190715_3","E33","Control","Probe_D5","M",8,0.1034,0.133333333333333,0.107061503416856,"SE"
"318","190909_2","E33","Control","Probe_D5","M",25.7,0.5653,0.428333333333333,0.423572606024277,"SE"
"319","190909_3","E33","Control","Probe_D5","F",18.1,0.3263,0.301666666666667,0.284828910614525,"SE"
"320","190909_4","E33","Control","Probe_D5","F",21.5,0.4782,0.358333333333333,0.352837010256032,"SE"
"321","190909_8","E33","Control","Probe_D5","M",17.8,0.3894,0.299159663865546,0.307801754801992,"SE"
"322","190909_9","E33","Control","Probe_D5","F",31.6,0.4134,0.526666666666667,0.467541280253336,"SE"
"323","210118-15","E33","HFD","Probe_D5","F",3.4,0.0507,0.0565723793677205,0.0569087439667752,"SE"
"324","210118-16","E33","HFD","Probe_D5","F",6.3,0.1366,0.105,0.130680187505979,"SE"
"325","210118-17","E33","HFD","Probe_D5","F",2.6,0.1087,0.0434056761268781,0.0987373966754474,"SE"
"326","210118-18","E33","HFD","Probe_D5","F",15.9,0.3099,0.265,0.275809896760413,"SE"
"327","210118-19","E33","HFD","Probe_D5","F",9.4,0.195,0.156405990016639,0.173472111022151,"SE"
"328","210118-20","E33","HFD","Probe_D5","F",11.9,0.2501,0.198664440734558,0.216368197940998,"SE"
"329","210118-21","E33","HFD","Probe_D5","F",12.2,0.2557,0.203333333333333,0.227066867951336,"SE"
"330","210118-22","E33","HFD","Probe_D5","M",9.1,0.1897,0.151666666666667,0.182246133154001,"SE"
"331","210118-23","E33","HFD","Probe_D5","M",8.4,0.1694,0.139767054908486,0.184853775643824,"SE"
"332","210118-24","E33","HFD","Probe_D5","M",24.8,0.3332,0.413333333333333,0.41014278680453,"SE"
"333","210118-25","E33","HFD","Probe_D5","M",6.7,0.1005,0.111666666666667,0.128664703623096,"SE"
"334","210118-26","E33","HFD","Probe_D5","M",5,0.105,0.0833333333333333,0.101459078171804,"SE"
"335","210118-27","E33","HFD","Probe_D5","M",4.4,0.0842,0.0733333333333333,0.0895268474215843,"SE"
"336","210201_1","E33","Control","Probe_D5","F",7,0.1475,0.116666666666667,0.114217128697538,"SE"
"337","210201_2","E33","Control","Probe_D5","F",16.3,0.3923,0.27212020033389,0.286517674554484,"SE"
"338","210201_3","E33","Control","Probe_D5","F",10.1,0.2069,0.168614357262103,0.185361046407454,"SE"
"339","210201_4","E33","Control","Probe_D5","F",6.5,0.1621,0.108153078202995,0.116275733448103,"SE"
"340","210201_5","E33","Control","Probe_D5","F",12.1,0.303,0.201666666666667,0.252984887701428,"SE"
"341","210222_7","E33","Control","Probe_D5","F",3.9,0.0961,0.0942028985507246,0.108159819921216,"SE"
"342","210222_8","E33","Control","Probe_D5","F",5.2,0.1206,0.0901213171577123,0.099760112498966,"SE"
"343","210222_9","E33","Control","Probe_D5","F",9.3,0.2184,0.171903881700555,0.186746472851646,"SE"
"344","210222_10","E33","Control","Probe_D5","F",4.1,0.1005,0.0683333333333333,0.0959793715977462,"SE"
"345","210222_11","E33","Control","Probe_D5","F",4.2,0.0995,0.0795454545454546,0.0843148885687654,"SE"
"346","210222_12","E33","Control","Probe_D5","F",11.7,0.2076,0.195,0.202873057754324,"SE"
"347","210222_13","E33","Control","Probe_D5","M",11.2,0.2349,0.186356073211314,0.206251646325402,"SE"
"348","210222_14","E33","Control","Probe_D5","M",4.8,0.0799,0.0833333333333333,0.0856744585031096,"SE"
"349","210222_15","E33","Control","Probe_D5","M",9.1,0.1312,0.159929701230228,0.144525225820665,"SE"
"350","210503-1","E33","Control","Probe_D5","M",12.8,0.2624,0.221837088388215,0.221902748414376,"SE"
"351","210503-2","E33","Control","Probe_D5","M",10.5,0.2144,0.214285714285714,0.205797657899789,"SE"
"352","210503-3","E33","Control","Probe_D5","M",3.6,0.07,0.063716814159292,0.0813291506912978,"SE"
"353","210503-4","E33","Control","Probe_D5","M",7.9,0.1577,0.137391304347826,0.155722326454034,"SE"
"354","210503-5","E33","Control","Probe_D5","M",11.7,0.2272,0.221590909090909,0.269865779783822,"SE"
"355","210503-6","E33","Control","Probe_D5","M",7.5,0.1082,0.131578947368421,0.114340061291345,"SE"
"356","210503-7","E33","Control","Probe_D5","F",7.3,0.1209,0.128521126760563,0.114185870797129,"SE"
"357","210503-8","E33","Control","Probe_D5","F",15.1,0.3346,0.383248730964467,0.387582532144098,"SE"
"358","210503-9","E33","Control","Probe_D5","F",10.8,0.2409,0.19672131147541,0.209697075208914,"SE"
"359","210503-10","E33","Control","Probe_D5","F",6.9,0.1468,0.121478873239437,0.136723479556673,"SE"
"360","210503-11","E33","Control","Probe_D5","F",12.4,0.2324,0.274336283185841,0.278490113840623,"SE"
"361","210503-12","E33","Control","Probe_D5","F",12.1,0.205,0.243460764587525,0.249088699878493,"SE"
"362","210503-13","E33","Control","Probe_D5","F",9.3,0.1915,0.203056768558952,0.214686098654709,"SE"
"363","210503-14","E33","Control","Probe_D5","F",6.4,0.1567,0.166666666666667,0.189962419687235,"SE"
"364","210503-15","E33","Control","Probe_D5","F",13.8,0.2968,0.256505576208178,0.267773367015518,"SE"
"365","210503-16","E33","Control","Probe_D5","F",4,0.0902,0.25974025974026,0.287444231994901,"SE"
"366","210503-17","E33","Control","Probe_D5","F",8.7,0.1263,0.202325581395349,0.180841924398625,"SE"
"367","061019_1","E44","Control","Probe_D5","M",8.8,0.1625,0.146666666666667,0.14585764294049,"SE"
"368","061019_10","E44","Control","Probe_D5","F",1.9,0.0438,0.0316666666666667,0.0367542166652681,"SE"
"369","061019_2","E44","Control","Probe_D5","M",6.9,0.175,0.115,0.139109697933227,"SE"
"370","061019_3","E44","Control","Probe_D5","M",1.1,0.0183,0.0183333333333333,0.0184067592033796,"SE"
"371","061019_4","E44","Control","Probe_D5","M",7.5,0.1563,0.125,0.159652706843718,"SE"
"372","061019_5","E44","Control","Probe_D5","M",12.3,0.2955,0.205,0.22241457172964,"SE"
"373","061019_6","E44","Control","Probe_D5","F",9.7,0.1924,0.161666666666667,0.180335551598088,"SE"
"374","061019_7","E44","Control","Probe_D5","F",8.5,0.1752,0.141903171953255,0.155498358036744,"SE"
"375","061019_8","E44","Control","Probe_D5","F",5.1,0.1104,0.0848585690515807,0.110576923076923,"SE"
"376","061019_9","E44","Control","Probe_D5","F",2,0.0187,0.0333333333333333,0.0285017527815882,"SE"
"377","210201_6","E44","Control","Probe_D5","F",13.8,0.3265,0.23,0.268459135010689,"SE"
"378","210201_7","E44","Control","Probe_D5","F",17.2,0.3935,0.286666666666667,0.293066209875624,"SE"
"379","210201_8","E44","Control","Probe_D5","F",12.3,0.271,0.205685618729097,0.209541483027913,"SE"
"380","210201_9","E44","Control","Probe_D5","F",5.1,0.1242,0.085,0.120687979788164,"SE"
"381","210201_10","E44","Control","Probe_D5","F",17.2,0.4119,0.286666666666667,0.310165662650602,"SE"
"382","210201_11","E44","Control","Probe_D5","M",13.3,0.2648,0.221297836938436,0.257262217040707,"SE"
"383","210201_12","E44","Control","Probe_D5","M",19.6,0.3163,0.327212020033389,0.369078179696616,"SE"
"384","210201_13","E44","Control","Probe_D5","M",17.4,0.3358,0.290484140233723,0.315334773218142,"SE"
"385","210201_14","E44","Control","Probe_D5","M",10.5,0.203,0.174708818635607,0.17406962785114,"SE"
"386","210201_15","E44","Control","Probe_D5","M",7.3,0.122,0.121666666666667,0.132912081926136,"SE"
"387","210201_16","E44","Control","Probe_D5","M",8.2,0.1888,0.136666666666667,0.160271646859083,"SE"
"388","210201_17","E44","Control","Probe_D5","M",12.8,0.2583,0.213333333333333,0.208424110384895,"SE"
"389","210201_18","E44","Control","Probe_D5","M",5.5,0.1057,0.0916666666666667,0.0979792361883574,"SE"
"390","210201_19","E2HN","Control","Probe_D5","M",4.7,0.0803,0.0783333333333333,0.0948499881880463,"SE"
"391","210614-1","E2HN","HFD","Probe_D5","F",18.4,0.2891,0.309243697478992,0.311463046757164,"SE"
"392","210614-2","E2HN","HFD","Probe_D5","F",18,0.3407,0.31858407079646,0.363335821691373,"SE"
"393","210614-3","E2HN","HFD","Probe_D5","F",6.8,0.1488,0.119507908611599,0.14576802507837,"SE"
"394","210614-4","E2HN","HFD","Probe_D5","F",11.2,0.2422,0.191126279863481,0.203975071584976,"SE"
"395","210614-5","E2HN","HFD","Probe_D5","F",12.3,0.2452,0.212435233160622,0.220662347012239,"SE"
"396","210614-6","E2HN","HFD","Probe_D5","M",14.4,0.226,0.247848537005164,0.241375627469828,"SE"
"397","210614-7","E2HN","HFD","Probe_D5","M",9.6,0.1821,0.164948453608247,0.182538091419407,"SE"
"398","210118-11","E3HN","HFD","Probe_D5","F",14.3,0.219,0.238333333333333,0.234099412079102,"SE"
"399","210118-12","E3HN","HFD","Probe_D5","F",9.5,0.1479,0.158333333333333,0.181494661921708,"SE"
"400","210118-13","E3HN","HFD","Probe_D5","M",4.1,0.0481,0.0682196339434276,0.0604347279809021,"SE"
"401","210222_1","E3HN","Control","Probe_D5","F",11.4,0.2484,0.192893401015228,0.213163992105037,"SE"
"402","210222_2","E3HN","Control","Probe_D5","F",20.9,0.4157,0.41304347826087,0.425529736922919,"SE"
"403","210222_3","E3HN","Control","Probe_D5","M",8.1,0.1562,0.152830188679245,0.173324456280515,"SE"
"404","210222_4","E3HN","Control","Probe_D5","M",2.2,0.0519,0.0374787052810903,0.0483870967741935,"SE"
"405","210222_5","E3HN","Control","Probe_D5","M",15.7,0.2617,0.267461669505963,0.262909383162548,"SE"
"406","210222_6","E3HN","Control","Probe_D5","M",7.1,0.1529,0.118333333333333,0.129313261163735,"SE"
"407","210614-8","E3HN","HFD","Probe_D5","M",11.9,0.1741,0.201013513513514,0.222862263184844,"SE"
"408","210614-9","E3HN","HFD","Probe_D5","M",8.9,0.151,0.150592216582064,0.143563415097927,"SE"
"409","210614-10","E3HN","HFD","Probe_D5","M",5.8,0.0763,0.0986394557823129,0.0803073360698874,"SE"
