,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSMUSG00000022309,413.0776247,0.740383553,0.68529599,0.008956353,0.199957832
ENSMUSG00000022311,1.43014122,-0.005718351,0.231761371,0.651598232,0.999871382
ENSMUSG00000022312,4416.355807,-0.128951636,0.141554481,0.2564235,0.858807774
ENSMUSG00000022313,98.52915799,-0.024382999,0.219327048,0.755572418,0.999871382
ENSMUSG00000022314,243.0928175,0.380579279,0.4501321,0.033894839,0.392387648
ENSMUSG00000022315,2.366040724,0.026014752,0.231978752,0.465258164,0.996757266
ENSMUSG00000022322,10.65212328,-0.071474941,0.245554012,0.04631366,0.448836271
ENSMUSG00000022323,532.9657961,0.696080594,0.389455743,0.003865611,0.126218142
ENSMUSG00000022324,6.217693643,0.012149864,0.230292501,0.752276498,0.999871382
ENSMUSG00000022325,27.16894958,0.098821969,0.254587906,0.116192995,0.663141994
ENSMUSG00000022329,290.652017,0.286455341,0.377466061,0.047170909,0.452445574
ENSMUSG00000022332,5.711364055,-0.004423095,0.2312277,0.880927268,0.999871382
ENSMUSG00000022335,55.5823443,-0.004389596,0.21708535,0.967270031,0.999871382
ENSMUSG00000022336,1015.274966,-0.044764715,0.165579624,0.703741325,0.999871382
ENSMUSG00000022337,174.4668984,0.033039318,0.176251408,0.840852854,0.999871382
ENSMUSG00000022338,95.65134616,0.086546537,0.223062049,0.395318976,0.961873539
ENSMUSG00000022339,47.91312971,0.190684726,0.330223255,0.052144465,0.474182771
ENSMUSG00000022340,0.190335317,0.006193807,0.233398273,0.807503243,0.999871382
ENSMUSG00000022346,338.8238258,0.021754437,0.210467891,0.815981479,0.999871382
ENSMUSG00000022347,0.524141418,-0.00033757,0.233296957,0.715735598,0.999871382
ENSMUSG00000022350,165.6907418,0.061282564,0.19050642,0.596000369,0.999871382
ENSMUSG00000022351,24.25884635,0.115919265,0.264560083,0.086346481,0.592268686
ENSMUSG00000022353,414.2064062,1.014825441,0.512020377,0.001818342,0.078251634
ENSMUSG00000022354,1142.290134,-0.318495843,0.214792165,0.029077905,0.365967994
ENSMUSG00000022357,0.352332953,-0.000683621,0.233334542,0.692892057,0.999871382
ENSMUSG00000022358,68.94166357,0.063900525,0.221648747,0.497229065,0.999871382
ENSMUSG00000022359,84.33388874,0.106135266,0.242439765,0.252387994,0.853606542
ENSMUSG00000022360,75.0663229,0.275740222,0.391538933,0.043234688,0.437601926
ENSMUSG00000022361,147.47648,0.196107136,0.283343645,0.124934277,0.683155909
ENSMUSG00000022362,2.481640488,0.015288479,0.233177423,0.357838285,0.944002522
ENSMUSG00000022364,51.49070854,0.06143422,0.226562625,0.455047294,0.990597649
ENSMUSG00000022365,3508.927345,-0.00229899,0.187311935,0.981070728,0.999871382
ENSMUSG00000022369,16.13310949,-0.001780786,0.228409872,0.965249928,0.999871382
ENSMUSG00000022370,110.5108245,-0.203351101,0.285699664,0.100672359,0.628501721
ENSMUSG00000022371,4.88415095,0.005158168,0.231578284,0.8772515,0.999871382
ENSMUSG00000022372,1250.119806,0.512109051,0.279983722,0.007763422,0.188250751
ENSMUSG00000022375,0.939765569,-0.007769803,0.233457241,0.290782907,0.89269256
ENSMUSG00000022376,1.261363786,-0.015598212,0.233505089,0.326833248,0.919869687
ENSMUSG00000022377,1622.67842,0.935043549,0.327961875,0.000248572,0.020390294
ENSMUSG00000022378,785.9446631,0.147279549,0.224536453,0.244429541,0.845028939
ENSMUSG00000022382,0.076715113,0.001023117,0.233324087,0.736885121,0.999871382
ENSMUSG00000022385,15.18045389,0.021240201,0.2268631,0.718035271,0.999871382
ENSMUSG00000022386,94.0580229,-0.129733404,0.256908201,0.170801206,0.75843124
ENSMUSG00000022387,159.9632613,0.204366895,0.326046505,0.070677846,0.542711064
ENSMUSG00000022388,0.053154453,0.001276213,0.233324136,0.782081306,0.999871382
ENSMUSG00000022389,129.1483536,0.089526432,0.235170158,0.325141024,0.918228226
ENSMUSG00000022390,153.0987354,0.177945192,0.267426523,0.150287462,0.725735373
ENSMUSG00000022391,505.230842,0.023756425,0.167032534,0.839276847,0.999871382
ENSMUSG00000022394,136.540789,0.013999987,0.212127182,0.869984648,0.999871382
ENSMUSG00000022400,395.0701101,-0.210207583,0.240656759,0.131040088,0.689843224
ENSMUSG00000022401,45.95850983,-0.036985562,0.224690443,0.594254836,0.999871382
ENSMUSG00000022403,490.2466478,0.071350027,0.179860138,0.649829015,0.999871382
ENSMUSG00000022404,102.0355416,0.031429694,0.217953878,0.706404845,0.999871382
ENSMUSG00000022407,226.0556336,-0.047217227,0.195710835,0.67409927,0.999871382
ENSMUSG00000022408,5.169767413,-0.022950712,0.233410482,0.382051611,0.951801066
ENSMUSG00000022412,135.5875828,0.156872931,0.278799063,0.100537018,0.628141011
ENSMUSG00000022414,172.9276312,-0.057885404,0.218614414,0.536722954,0.999871382
ENSMUSG00000022415,666.4607454,-0.032748738,0.213894868,0.658309498,0.999871382
ENSMUSG00000022416,474.5746638,-0.022820431,0.208329376,0.811174008,0.999871382
ENSMUSG00000022419,28.61714811,0.111267843,0.254361351,0.171446828,0.759855834
ENSMUSG00000022420,106.393407,0.106341948,0.220104117,0.340016812,0.930643625
ENSMUSG00000022421,7.173965222,0.080799232,0.252036962,0.018623689,0.297114061
ENSMUSG00000022422,7.83733064,-0.033978653,0.232550943,0.446836894,0.987163328
ENSMUSG00000022425,3.391358614,-0.003991277,0.233235061,0.094181556,0.61245408
ENSMUSG00000022426,324.3209959,0.311863645,0.259990277,0.042164136,0.433625209
ENSMUSG00000022427,654.4792812,-0.164189579,0.168416531,0.18174603,0.772675445
ENSMUSG00000022428,154.0901742,-0.018864455,0.20233419,0.880313752,0.999871382
ENSMUSG00000022429,0.243685403,-0.000438935,0.233309463,0.917964782,0.999871382
ENSMUSG00000022432,0.221078482,-0.001867547,0.233330746,0.76676104,0.999871382
ENSMUSG00000022433,525.1017393,0.087319807,0.185919939,0.465460948,0.996757266
ENSMUSG00000022434,40.43781222,0.100149638,0.244365402,0.2585286,0.861071414
ENSMUSG00000022435,0.404351596,0.003530579,0.233365511,0.517532794,0.999871382
ENSMUSG00000022436,511.0395261,-0.196669509,0.213034386,0.145460969,0.718806655
ENSMUSG00000022437,1238.449064,-0.213298175,0.233200546,0.12429527,0.681423245
ENSMUSG00000022438,18094.45156,0.217952053,0.280109737,0.095831786,0.614989428
ENSMUSG00000022439,556.1144741,-0.11999181,0.177864888,0.330314747,0.923017179
ENSMUSG00000022440,30.9426002,-0.008114666,0.228649088,0.848352369,0.999871382
ENSMUSG00000022441,0.357099652,0.007888145,0.233451897,0.614675074,0.999871382
ENSMUSG00000022442,389.231018,0.081425356,0.20661355,0.443570065,0.9850614
ENSMUSG00000022443,12239.50732,0.375127491,0.210988341,0.015923953,0.271829516
ENSMUSG00000022445,4.981999209,0.005516327,0.233096577,0.468252948,0.998419349
ENSMUSG00000022450,660.6502738,-0.218197548,0.183756138,0.101401296,0.629719232
ENSMUSG00000022451,526.6315472,0.493122321,0.368684952,0.011797517,0.23269384
ENSMUSG00000022452,1722.757461,-0.308791144,0.239034479,0.034932603,0.396667913
ENSMUSG00000022453,533.1605366,-0.154706553,0.228976852,0.205655272,0.80287886
ENSMUSG00000022456,6.556021743,0.011639552,0.231213198,0.660979507,0.999871382
ENSMUSG00000022462,215.860852,0.170029103,0.263746174,0.164095036,0.747397479
ENSMUSG00000022463,873.2482938,0.007428916,0.194503486,0.946567009,0.999871382
ENSMUSG00000022464,1.11425053,0.000933605,0.233283735,0.844039773,0.999871382
ENSMUSG00000022466,65.34224557,-0.047071234,0.220209889,0.582747454,0.999871382
ENSMUSG00000022468,14.33787029,0.008389891,0.227459181,0.872480187,0.999871382
ENSMUSG00000022469,18.19546722,0.041146411,0.235601414,0.2172196,0.814953017
ENSMUSG00000022471,141.7697774,-0.029710443,0.217977435,0.694473859,0.999871382
ENSMUSG00000022472,244.3329657,-0.120679105,0.205488652,0.319389075,0.915235057
ENSMUSG00000022474,126.2691956,-0.34806465,0.415226862,0.031988628,0.384073186
ENSMUSG00000022475,482.2564548,-0.117725932,0.198024962,0.336252048,0.92601548
ENSMUSG00000022476,61.0962918,-0.027361547,0.223186885,0.688403363,0.999871382
ENSMUSG00000022477,835.584826,-0.049663143,0.151071604,0.666387552,0.999871382
ENSMUSG00000022479,2.85728046,0.04506047,0.239066913,0.000899884,0.049334294
ENSMUSG00000022483,0.28028421,0.002318385,0.233312312,0.913421276,0.999871382
ENSMUSG00000022485,0.075954161,-0.000599704,0.233333715,0.878898033,0.999871382
ENSMUSG00000022487,0.147311588,0.003372617,0.233347205,0.710583527,0.999871382
ENSMUSG00000022488,1836.15104,-0.080541488,0.154201175,0.497961524,0.999871382
ENSMUSG00000022489,284.0889068,0.150363302,0.220089831,0.244539732,0.845144077
ENSMUSG00000022491,0.950603404,0.00097979,0.233305288,0.728196348,0.999871382
ENSMUSG00000022494,11.41060961,-0.012357412,0.232094145,0.628754398,0.999871382
ENSMUSG00000022496,3.395446749,0.027683346,0.233311775,0.440789399,0.982960748
ENSMUSG00000022498,166.9538506,-0.015426174,0.204627197,0.87626999,0.999871382
ENSMUSG00000022500,4024.218969,0.317486592,0.270196848,0.043432767,0.437928892
ENSMUSG00000022501,0.381886819,-0.00084747,0.233321659,0.962699199,0.999871382
ENSMUSG00000022503,347.0286791,-0.411400611,0.250503439,0.015112934,0.263266839
ENSMUSG00000022504,718.2464684,0.202283941,0.241849673,0.143726663,0.716977004
ENSMUSG00000022505,26.61787285,0.020229395,0.226302922,0.719078119,0.999871382
ENSMUSG00000022507,227.2648246,0.098209649,0.178950135,0.423923887,0.97627726
ENSMUSG00000022508,276.9348882,0.147229224,0.251381141,0.20736184,0.804914156
ENSMUSG00000022512,2.290813233,0.000762013,0.232817694,0.99803911,0.999871382
ENSMUSG00000022514,90.1906553,0.327965628,0.484225138,0.030852234,0.375556767
ENSMUSG00000022515,186.3745172,-0.06481536,0.207431978,0.540380443,0.999871382
ENSMUSG00000022516,192.4947853,-0.107167845,0.19684611,0.3696974,0.947637418
ENSMUSG00000022517,687.2087894,0.418724033,0.230701516,0.01107472,0.223616415
ENSMUSG00000022518,8.024984216,-0.026491532,0.232383805,0.40963184,0.96828189
ENSMUSG00000022519,3.127022934,-0.020275103,0.233995532,0.168090228,0.753455553
ENSMUSG00000022521,657.747165,0.061236524,0.22769918,0.405336155,0.965564406
ENSMUSG00000022523,0.584683959,0.009499549,0.232387169,0.731469524,0.999871382
ENSMUSG00000022526,38.14735648,0.089171314,0.244141626,0.231450058,0.829637044
ENSMUSG00000022528,29.39042019,0.01690581,0.226732528,0.770548794,0.999871382
ENSMUSG00000022529,139.3717806,0.143424057,0.258873212,0.181571581,0.772232471
ENSMUSG00000022533,82.71029442,-0.077687471,0.238372302,0.259911356,0.863037724
ENSMUSG00000022534,173.012816,0.033117992,0.206774841,0.73827386,0.999871382
ENSMUSG00000022536,496.8623169,0.10420579,0.19297793,0.401611199,0.963988654
ENSMUSG00000022537,4.136442499,0.008179286,0.231245103,0.811178971,0.999871382
ENSMUSG00000022538,256.2336628,-0.180327803,0.260058598,0.150042387,0.725636469
ENSMUSG00000022540,399.7104665,-0.109360111,0.20049893,0.365883198,0.945246445
ENSMUSG00000022543,10.37036787,-0.030455501,0.233295885,0.393914565,0.960727315
ENSMUSG00000022544,148.4129256,-0.072459552,0.225946603,0.41733492,0.973338731
ENSMUSG00000022545,116.8466636,0.027897655,0.206979574,0.776527064,0.999871382
ENSMUSG00000022546,49.69377265,-0.167912363,0.304715986,0.054553153,0.484368546
ENSMUSG00000022548,3.111012468,0.025304083,0.234180068,0.279859187,0.88195583
ENSMUSG00000022550,103.192715,-0.105926516,0.234014599,0.289828959,0.892508086
ENSMUSG00000022551,421.9931831,-0.366695766,0.338988352,0.031013511,0.376584199
ENSMUSG00000022552,858.6807291,-0.257827639,0.304596838,0.0712436,0.544070769
ENSMUSG00000022553,1128.525134,0.038416448,0.169123736,0.744773085,0.999871382
ENSMUSG00000022554,111.920549,-0.131332095,0.251234071,0.207489857,0.804967677
ENSMUSG00000022555,430.8018837,-0.029138611,0.205868953,0.759117639,0.999871382
ENSMUSG00000022556,216.2899273,-0.097423637,0.222349182,0.363002739,0.945246445
ENSMUSG00000022557,581.7638457,-0.471490183,0.357047135,0.015950695,0.271829516
ENSMUSG00000022558,789.7547912,-0.168258765,0.280161901,0.129769478,0.687765721
ENSMUSG00000022559,386.8539178,-0.467263351,0.399800653,0.019381095,0.303328685
ENSMUSG00000022560,120.9960181,-0.456852177,0.495935365,0.02025535,0.307735742
ENSMUSG00000022561,222.5290498,-0.095180875,0.220337412,0.374459761,0.949385698
ENSMUSG00000022562,33.53665858,0.033249403,0.231414084,0.455884012,0.991059506
ENSMUSG00000022564,42130.63611,-0.180323707,0.249156007,0.129375295,0.687103153
ENSMUSG00000022565,2314.446237,-0.064594931,0.198662389,0.558429349,0.999871382
ENSMUSG00000022568,515.143707,-0.117064511,0.213910116,0.320609377,0.91537225
ENSMUSG00000022570,348.7742141,-0.308255746,0.403416216,0.041288427,0.428355249
ENSMUSG00000022571,89.83703477,-0.079655012,0.231858476,0.350677247,0.94133645
ENSMUSG00000022574,91.41987233,-0.105424979,0.240948279,0.235520427,0.833594472
ENSMUSG00000022575,664.9663089,-0.278193152,0.218809321,0.057488936,0.496206038
ENSMUSG00000022577,2.327155006,0.022473412,0.234557111,0.217305977,0.814953017
ENSMUSG00000022579,1.059763122,-1.04266E-05,0.233226223,0.907748827,0.999871382
ENSMUSG00000022580,1.24001761,0.002650058,0.233260517,0.951695446,0.999871382
ENSMUSG00000022582,258.4694887,-0.03381362,0.219948482,0.637425687,0.999871382
ENSMUSG00000022583,3.665528471,0.028868913,0.233035713,0.432961613,0.978970485
ENSMUSG00000022584,1860.444621,-0.651105226,0.953652834,0.008829564,0.199290683
ENSMUSG00000022586,60.61417746,-0.019191588,0.225224718,0.758400512,0.999871382
ENSMUSG00000022587,19848.05407,-0.307466437,0.278012547,0.051218884,0.469556274
ENSMUSG00000022594,175.5637313,-0.003227304,0.21119759,0.994130986,0.999871382
ENSMUSG00000022596,0.440395225,-0.002804362,0.233362651,0.0002141,0.018381175
ENSMUSG00000022598,0.168118316,0.003375914,0.233358609,0.621371384,0.999871382
ENSMUSG00000022601,37.99076237,0.101934492,0.246125693,0.219672863,0.817973638
ENSMUSG00000022602,3.074690719,0.002581818,0.23236147,0.682131402,0.999871382
ENSMUSG00000022604,83.34905523,0.008858627,0.216344065,0.917702412,0.999871382
ENSMUSG00000022607,124.712845,0.104181801,0.256378825,0.085906427,0.591470996
ENSMUSG00000022610,178.6095379,0.010114474,0.217288239,0.896992411,0.999871382
ENSMUSG00000022613,0.321387692,0.001975078,0.233319013,0.927638351,0.999871382
ENSMUSG00000022614,259.3831777,-0.11798163,0.236904634,0.255813498,0.857941103
ENSMUSG00000022615,12.63185929,0.036675381,0.233946753,0.469166352,0.998419349
ENSMUSG00000022617,261.9510821,0.075662841,0.188444018,0.525525423,0.999871382
ENSMUSG00000022619,0.85063632,0.002461774,0.233295966,0.994338528,0.999871382
ENSMUSG00000022620,117.0163954,0.122703246,0.240496976,0.24030892,0.839911194
ENSMUSG00000022621,11.01638429,0.037888559,0.231442369,0.483322908,0.999871382
ENSMUSG00000022622,0.233642608,-0.001184606,0.233318066,0.854716909,0.999871382
ENSMUSG00000022623,4.539803359,0.021200326,0.233750233,0.16132153,0.745663406
ENSMUSG00000022629,0.710978268,0.001685734,0.233268437,0.918421806,0.999871382
ENSMUSG00000022634,301.4876249,0.837543583,0.488308135,0.004050601,0.129808169
ENSMUSG00000022635,186.9958384,-0.139179159,0.224107783,0.242715585,0.843020544
ENSMUSG00000022636,135.1530807,0.527443786,0.675029443,0.017292435,0.283575454
ENSMUSG00000022637,257.3021637,0.067105885,0.213809572,0.507354457,0.999871382
ENSMUSG00000022641,147.3908339,-0.260178664,0.362052431,0.048975991,0.459926659
ENSMUSG00000022650,1.048287729,0.005262843,0.2329006,0.861301675,0.999871382
ENSMUSG00000022651,6434.286635,-0.130313599,0.252381735,0.172083619,0.759903816
ENSMUSG00000022652,0.363317256,-0.008194244,0.233446426,0.552858476,0.999871382
ENSMUSG00000022656,8.291127382,-0.047878597,0.237767037,0.171401421,0.759855834
ENSMUSG00000022657,116.3328495,-0.099330101,0.232305171,0.330638659,0.923017179
ENSMUSG00000022658,1.850933935,0.006932893,0.232983012,0.701187619,0.999871382
ENSMUSG00000022659,92.8133233,0.058205245,0.227698559,0.450606946,0.989124814
ENSMUSG00000022661,75.57977244,-0.04021608,0.231546865,0.424783876,0.976782048
ENSMUSG00000022663,534.7297454,0.11233263,0.187060158,0.36928081,0.947637418
ENSMUSG00000022664,111.9693363,0.43724027,0.684496321,0.021134764,0.312669343
ENSMUSG00000022665,63.10666399,0.06472347,0.232857092,0.364069754,0.945246445
ENSMUSG00000022667,19.63967636,0.051519502,0.235022339,0.307714319,0.905612399
ENSMUSG00000022668,56.06944969,0.013032329,0.221074938,0.854219786,0.999871382
ENSMUSG00000022671,30.49582047,-0.046280685,0.230091379,0.465650007,0.996966279
ENSMUSG00000022672,103.7318449,0.073747687,0.224708023,0.430547137,0.978558695
ENSMUSG00000022673,120.5899772,0.137078107,0.253531026,0.195592435,0.790501314
ENSMUSG00000022674,51.40545245,0.125141916,0.269702638,0.086189587,0.59211491
ENSMUSG00000022676,8.172734498,0.014964774,0.229492218,0.699492923,0.999871382
ENSMUSG00000022677,317.2793089,0.09863028,0.186700733,0.404190781,0.965511044
ENSMUSG00000022678,164.1291795,0.160551395,0.25134487,0.184288239,0.774667663
ENSMUSG00000022679,30.43009361,-0.029798267,0.225512249,0.614321605,0.999871382
ENSMUSG00000022680,403.5328612,0.090367277,0.199963397,0.408037464,0.966939269
ENSMUSG00000022681,884.1838779,-0.036663099,0.168397622,0.747533828,0.999871382
ENSMUSG00000022682,144.6619645,0.013867195,0.201565915,0.89262812,0.999871382
ENSMUSG00000022683,25.95646669,0.042532459,0.233428563,0.322434626,0.91612936
ENSMUSG00000022684,347.3944994,-0.086454159,0.203046589,0.447679298,0.987798366
ENSMUSG00000022685,124.6580328,0.030942353,0.204588848,0.763076867,0.999871382
ENSMUSG00000022686,159.8593418,0.873892108,0.672431117,0.006936471,0.178352488
ENSMUSG00000022687,0.740232417,-0.001413274,0.233164314,0.99694578,0.999871382
ENSMUSG00000022696,212.1942159,-0.000350629,0.2040922,0.997845669,0.999871382
ENSMUSG00000022698,155.6264985,0.312397121,0.437528383,0.032504977,0.386055871
ENSMUSG00000022701,44.05285395,0.021214322,0.220946447,0.769400544,0.999871382
ENSMUSG00000022702,116.2071045,0.076876579,0.228242489,0.388342445,0.956868395
ENSMUSG00000022704,13.2758433,0.006184961,0.228608602,0.887137468,0.999871382
ENSMUSG00000022706,200.3420727,-0.13351847,0.225297955,0.258669471,0.861071414
ENSMUSG00000022707,67.55737175,0.10622186,0.246911573,0.210932942,0.808147404
ENSMUSG00000022708,407.4210565,-0.199454242,0.339618653,0.035236645,0.397444909
ENSMUSG00000022710,501.7984269,0.178400539,0.260469049,0.143617353,0.716977004
ENSMUSG00000022711,471.6002318,-0.148005452,0.184873389,0.238321701,0.838148181
ENSMUSG00000022718,108.7342883,0.104376883,0.249721402,0.190155021,0.784777846
ENSMUSG00000022721,284.3643185,-0.205405308,0.272418274,0.112677225,0.656358268
ENSMUSG00000022722,2.387367677,-0.013242224,0.232621322,0.577306768,0.999871382
ENSMUSG00000022723,67.33453611,0.063342435,0.23478699,0.362743058,0.945246445
ENSMUSG00000022724,116.6539132,0.01464206,0.202372661,0.887311324,0.999871382
ENSMUSG00000022742,219.1163212,0.080014539,0.226721325,0.395660479,0.962083836
ENSMUSG00000022744,113.5540388,0.021262823,0.21104925,0.818707597,0.999871382
ENSMUSG00000022747,253.606375,0.116703754,0.238619422,0.265942134,0.869177151
ENSMUSG00000022748,36.43044377,-0.054250977,0.232678356,0.403168654,0.965511044
ENSMUSG00000022749,102.4430893,0.136457543,0.2739622,0.092360512,0.606926835
ENSMUSG00000022750,51.87514098,-0.02756039,0.223208793,0.696996125,0.999871382
ENSMUSG00000022751,52.7992128,0.043339373,0.226277426,0.539026044,0.999871382
ENSMUSG00000022752,307.8384103,0.076507101,0.185857242,0.492839179,0.999871382
ENSMUSG00000022753,3.585813886,0.007373383,0.22963015,0.882751687,0.999871382
ENSMUSG00000022755,0.497846271,-0.000320596,0.233292801,0.676556388,0.999871382
ENSMUSG00000022756,3.543785758,0.011264949,0.233078457,0.356616015,0.943877496
ENSMUSG00000022757,124.1740274,-0.070539005,0.224073212,0.438076696,0.982197851
ENSMUSG00000022758,8.414096078,0.083075249,0.251472911,0.045908697,0.448671868
ENSMUSG00000022759,1.751783764,-0.008070677,0.232864193,0.465854612,0.997015946
ENSMUSG00000022760,234.798315,-0.153622065,0.24858905,0.191921666,0.786888766
ENSMUSG00000022761,249.058385,-0.103523544,0.205136172,0.382436853,0.952366535
ENSMUSG00000022762,5.553488277,0.003581445,0.228318105,0.944524851,0.999871382
ENSMUSG00000022763,0.448407867,0.003458797,0.233275791,0.352578753,0.941534568
ENSMUSG00000022765,671.0744384,0.391432636,0.293551032,0.025065321,0.338064656
ENSMUSG00000022766,1.222393677,-0.002659308,0.233317509,0.012748366,0.244144049
ENSMUSG00000022768,9.884962918,-0.03303015,0.233613904,0.365130773,0.945246445
ENSMUSG00000022769,169.3732537,-0.118769241,0.24026154,0.247304041,0.846634659
ENSMUSG00000022770,192.5386044,-0.01301881,0.192408849,0.904221254,0.999871382
ENSMUSG00000022771,850.5956339,-0.192340644,0.187351421,0.141216865,0.711065404
ENSMUSG00000022772,82.57451348,0.135837686,0.258272808,0.164568233,0.747397479
ENSMUSG00000022773,7.846411164,-0.034712351,0.235806248,0.160517923,0.74341038
