UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
58	9
43	9
40	0
62	0
22	0
54	25
0	0
32	0
42	0
0	0
0	0
0	0
0	0
0	25
0	25
10	0
0	0
0	0
0	11
13	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	15
0	0
0	0
0	0
0	0
0	0
3	13
0	0
0	0
0	0
0	0
11	15
0	0
23	0
0	21
0	21
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	21
0	21
9	0
0	36
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	17
0	7
0	0
0	0
0	0
0	0
0	0
8	0
0	0
0	0
0	0
0	0
0	0
0	0
0	15
0	0
0	0
0	0
0	36
0	0
0	0
0	0
11	0
0	0
0	0
0	0
0	0
0	0
0	0
0	15
0	0
0	0
0	0
0	0
0	0
0	0
17	13
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	21
0	21
0	0
0	0
0	0
0	0
0	0
0	2
0	21
14	21
18	0
0	0
0	0
0	0
0	0
0	0
0	0
1	17
0	7
0	0
11	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
13	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	9
0	9
0	0
0	0
0	0
0	0
0	0
0	0
93	0
15	0
0	0
27	0
40	0
17	0
0	0
0	0
0	0
0	0
0	0
0	10
0	18
0	18
0	0
0	0
0	0
0	0
0	0
15	51
0	71
0	71
0	21
0	1
0	0
0	1
0	0
0	0
0	1
0	71
0	21
0	26
0	37
0	15
0	0
0	37
0	0
0	8
0	8
0	8
0	0
0	0
0	0
30	154
0	0
0	135
0	88
0	19
0	88
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
44	546
107	647
0	71
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
16	32
0	4
0	0
0	0
15	2237
20	301
0	150
0	2287
82	233
0	19
0	216
0	142
0	2
0	44
16	52
0	17
0	17
0	329
0	373
0	329
0	373
0	329
0	373
0	329
0	0
0	0
0	0
0	373
25	637
2	770
0	723
0	0
0	0
0	0
0	0
0	0
0	0
0	0
48	2105
0	56
0	0
0	56
28	28
0	56
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
8	0
0	0
0	0
0	0
15	0
0	0
0	0
0	0
