Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration,Distance,First zone entered,Mean speed,NE : time,NE : distance,NE : average speed,NW : time,NW : distance,NW : average speed,SE : time,SE : distance,SE : average speed,SW : time,SW : distance,SW : latency to first entry,SW : average speed,Island : distance to first entry,Island : latency to first entry,Thigmitaxis : time,Thigmitaxis : distance,Thigmitaxis : average speed,Diet
396,210503_22,E22_F,D,Day5,2,MWM_150,5/14/21,20.5,2.329,SE,0.114,2.1,0.465,0.221,1.4,0.351,0.245,11.2,1.195,0.107,5.1,0.284,15.4,0.056,2.293,16.4,0.7,0.035,0.053,Control
397,210503_1,E33_M,C,Day5,3,MWM_150,5/14/21,14.8,1.618,SE,0.11,0,0,,0,0,,2.6,0.456,0.177,12.2,1.162,2.2,0.095,1.585,10.7,0,0,,Control
398,210503_2,E33_M,C,Day5,3,MWM_150,5/14/21,13.4,2.135,NW,0.16,0,0,,6.4,1.464,0.228,0,0,,7,0.671,4,0.096,2.067,9.3,0,0,,Control
399,210503_3,E33_M,C,Day5,3,MWM_150,5/14/21,16.2,0.604,NW,0.037,5.6,0.04,0.007,5.5,0.166,0.03,0,0,,5.2,0.399,11,0.077,0.529,12.2,0,0,,Control
400,210503_4,E33_M,C,Day5,3,MWM_150,5/14/21,8,0.917,NW,0.115,0,0,,3.1,0.677,0.22,0,0,,4.9,0.24,3.1,0.049,0.883,3.9,0,0,,Control
401,210503_5,E33_M,C,Day5,3,MWM_150,5/14/21,27.2,3.049,NW,0.112,0,0,,9.9,0.791,0.08,0,0,,15.8,2.141,6.7,0.135,2.982,23.1,1.5,0.117,0.08,Control
402,210503_6,E33_M,C,Day5,3,MWM_150,5/14/21,8.6,0.73,NW,0.085,0,0,,3.8,0.529,0.141,0,0,,4.9,0.201,3.8,0.041,0.688,4.6,0,0,,Control
403,210503_7,E33_F,B,Day5,3,MWM_150,5/14/21,12.8,1.468,NW,0.115,0,0,,0.6,0.035,0.059,2.8,0.529,0.187,9.3,0.903,0.6,0.097,1.324,8.7,0,0,,Control
404,210503_8,E33_F,B,Day5,3,MWM_150,5/14/21,60,10.324,NE,0.172,3.8,0.926,0.243,3.9,0.87,0.223,6.7,1.732,0.257,16.4,2.728,3,0.166,10.254,56.2,29.1,4.067,0.14,Control
405,210503_9,E33_F,B,Day5,3,MWM_150,5/14/21,7,1.385,NE,0.199,0.9,0.186,0.207,0,0,,0.8,0.221,0.277,5.1,0.977,1.7,0.192,0.666,2.9,0.2,0,0,Control
406,210503_10,E33_F,B,Day5,3,MWM_150,5/14/21,11.1,1.573,SE,0.141,1.3,0.274,0.216,2.6,0.608,0.231,0.4,0,0,6.9,0.691,0.4,0.101,1.47,7.1,0,0,,Control
407,210503_11,E33_F,B,Day5,3,MWM_150,5/14/21,60,10.375,NW,0.173,5.4,0.984,0.181,17.7,3.157,0.179,11.5,2.161,0.188,10,1.967,16.5,0.197,,,15.4,2.106,0.137,Control
408,210503_12,E33_F,B,Day5,3,MWM_150,5/14/21,37.7,6.378,Thigmitaxis,0.169,0.5,0.068,0.136,10.9,2.097,0.193,5.6,1.062,0.191,18.3,2.889,10.7,0.158,6.342,33.6,2.4,0.262,0.107,Control
409,210503_13,E33_F,B,Day5,3,MWM_150,5/14/21,10.6,1.688,NW,0.159,0,0,,5.1,1.083,0.21,0,0,,5.4,0.605,5.1,0.111,1.283,6.5,0,0,,Control
410,210503_14,E33_F,B,Day5,3,MWM_150,5/14/21,10,1.593,SW,0.159,0,0,,1.3,0.157,0.124,0,0,,8.6,1.436,0,0.167,0.992,5.9,0.1,0,0,Control
411,210503_15,E33_F,B,Day5,3,MWM_150,5/14/21,6.6,0.902,Thigmitaxis,0.137,0,0,,0,0,,0,0,,5.1,0.618,1.5,0.122,0.562,2.5,1.5,0.284,0.187,Control
412,210503_16,E33_F,B,Day5,3,MWM_150,5/14/21,60,11.716,SW,0.195,1.3,0.255,0.196,10.6,2.373,0.223,3.4,0.804,0.239,5.3,1.053,0,0.198,,,39.4,7.23,0.183,Control
413,210503_17,E33_F,B,Day5,3,MWM_150,5/14/21,15.7,2.476,NW,0.158,0,0,,3.4,0.436,0.126,2.4,0.498,0.209,7.1,1.251,0.9,0.177,1.67,11.5,2.8,0.291,0.105,Control
414,210503_18,E22_M,A,Day5,3,MWM_150,5/14/21,20.9,2.689,NW,0.129,0,0,,7.2,0.991,0.138,0.8,0.124,0.155,12.9,1.574,4.6,0.122,2.612,16.8,0,0,,Control
415,210503_19,E22_M,A,Day5,3,MWM_150,5/14/21,33.6,4.927,NW,0.147,1.1,0.26,0.237,17.5,2.536,0.145,1.8,0.58,0.316,12.7,1.518,2.9,0.119,4.858,29.5,0.5,0.034,0.072,Control
416,210503_20,E22_M,A,Day5,3,MWM_150,5/14/21,6,0.382,SW,0.064,0,0,,0,0,,0,0,,6,0.382,0,0.064,0.303,1.9,0,0,,Control
417,210503_21,E22_F,D,Day5,3,MWM_150,5/14/21,14.9,1.705,NW,0.114,0,0,,4.9,0.501,0.102,0,0,,8.9,1.088,4.9,0.122,1.152,10.8,1.1,0.116,0.106,Control
418,210503_22,E22_F,D,Day5,3,MWM_150,5/14/21,22.1,3.019,NW,0.137,7.1,1.146,0.161,5,0.281,0.056,3.9,0.819,0.208,6.1,0.773,16,0.127,2.677,18,0,0,,Control
419,210503_1,E33_M,C,Day5,4,MWM_150,5/14/21,10.4,1.252,NE,0.12,3.8,0.703,0.183,0,0,,0,0,,6.6,0.549,3.8,0.083,1.12,6.4,0,0,,Control
420,210503_2,E33_M,C,Day5,4,MWM_150,5/14/21,12.4,2.441,NE,0.197,3.6,0.768,0.211,0.1,0,0,1.2,0.281,0.228,7.5,1.392,4.9,0.186,1.778,8.3,0,0,,Control
421,210503_3,E33_M,C,Day5,4,MWM_150,5/14/21,9.7,1.322,NE,0.137,2.2,0.487,0.221,0,0,,0.2,0.052,0.309,7.3,0.783,2.4,0.108,1.244,5.6,0,0,,Control
422,210503_4,E33_M,C,Day5,4,MWM_150,5/14/21,5.3,0.276,SW,0.052,0,0,,0,0,,0,0,,5.3,0.276,0,0.052,0.241,1.2,0,0,,Control
423,210503_5,E33_M,C,Day5,4,MWM_150,5/14/21,60,10.648,NE,0.177,8.1,1.555,0.193,8.7,1.517,0.174,7.7,1.248,0.161,24.5,4.461,2.6,0.182,,,11,1.866,0.17,Control
424,210503_6,E33_M,C,Day5,4,MWM_150,5/14/21,27.3,3.926,NE,0.144,1.4,0.314,0.218,0.4,0.038,0.087,0.7,0.24,0.328,23.4,3.167,2.2,0.136,3.845,23.3,1.3,0.166,0.124,Control
425,210503_7,E33_F,B,Day5,4,MWM_150,5/14/21,26.4,4.278,NE,0.162,1.5,0.348,0.23,2.5,0.558,0.223,6.4,1.305,0.204,16,2.067,2.4,0.129,4.178,22.4,0,0,,Control
426,210503_8,E33_F,B,Day5,4,MWM_150,5/14/21,8.9,1.539,Thigmitaxis,0.173,0,0,,1.7,0.416,0.245,0,0,,5.3,0.791,3.5,0.148,1.045,4.8,1.8,0.332,0.179,Control
427,210503_9,E33_F,B,Day5,4,MWM_150,5/14/21,5.2,0.815,SW,0.158,0,0,,0,0,,0,0,,4.5,0.757,0,0.168,0.125,1.1,0.7,0.058,0.088,Control
428,210503_10,E33_F,B,Day5,4,MWM_150,5/14/21,17.5,3.162,NE,0.181,1.8,0.326,0.184,6.3,1.175,0.186,1.1,0.245,0.223,8.3,1.415,1.7,0.171,2.514,13.4,0,0,,Control
429,210503_11,E33_F,B,Day5,4,MWM_150,5/14/21,29.5,4.295,NE,0.146,9.2,1.552,0.168,3.7,0.709,0.19,0,0,,14.8,1.783,10.9,0.12,4.259,25.4,1.7,0.251,0.148,Control
430,210503_12,E33_F,B,Day5,4,MWM_150,5/14/21,54.3,9.956,NE,0.183,7.4,1.568,0.212,14.1,2.779,0.198,14.2,2.986,0.21,14.3,1.98,15.8,0.138,9.889,50.2,4.3,0.643,0.149,Control
431,210503_13,E33_F,B,Day5,4,MWM_150,5/14/21,7.6,1.149,NE,0.151,2.3,0.629,0.272,0.1,0.041,0.308,0,0,,5.2,0.478,2.5,0.092,0.959,3.5,0,0,,Control
432,210503_14,E33_F,B,Day5,4,MWM_150,5/14/21,13.4,2.305,SW,0.172,0,0,,3.7,0.883,0.239,0,0,,9.7,1.422,0,0.146,2.161,9.4,0,0,,Control
433,210503_15,E33_F,B,Day5,4,MWM_150,5/14/21,8.8,1.031,SE,0.117,0,0,,0,0,,2.2,0.475,0.214,6.6,0.556,2.2,0.084,0.961,4.7,0,0,,Control
434,210503_16,E33_F,B,Day5,4,MWM_150,5/14/21,11,2.31,Thigmitaxis,0.209,0,0,,0,0,,1.6,0.377,0.233,5,0.894,5.6,0.178,1.671,7,4.4,1.039,0.237,Control
435,210503_17,E33_F,B,Day5,4,MWM_150,5/14/21,30.8,5.218,Thigmitaxis,0.169,2.9,0.524,0.179,3.7,0.732,0.196,5.6,1.02,0.181,7.5,1.253,12.8,0.166,4.53,26.8,11,1.689,0.153,Control
436,210503_18,E22_M,A,Day5,4,MWM_150,5/14/21,20.4,2.977,NE,0.146,2.5,0.434,0.173,2.9,0.544,0.185,3.3,0.702,0.215,11.6,1.297,5.8,0.111,2.944,16.3,0,0,,Control
437,210503_19,E22_M,A,Day5,4,MWM_150,5/14/21,15.5,1.55,NE,0.1,3.4,0.326,0.096,6.4,0.671,0.105,0,0,,5.8,0.553,9.8,0.096,1.202,11.5,0,0,,Control
438,210503_20,E22_M,A,Day5,4,MWM_150,5/14/21,9.7,1.471,SE,0.151,0,0,,0,0,,0.4,0,0,8.1,1.341,0.4,0.166,0.978,5.6,1.2,0.129,0.104,Control
439,210503_21,E22_F,D,Day5,4,MWM_150,5/14/21,16.6,1.708,NE,0.103,2.5,0.386,0.157,5.6,0.709,0.126,0,0,,8.5,0.614,7.7,0.072,1.649,12.6,0,0,,Control
440,210503_22,E22_F,D,Day5,4,MWM_150,5/14/21,28.5,4.257,NE,0.149,6.6,0.265,0.04,0,0,,14.8,2.875,0.195,6.7,1.118,8.4,0.167,3.254,24.5,0.5,0,0,Control
441,210503_1,E33_M,C,Probe_D5,1,MWM_150,5/14/21,60,12.265,NE,0.204,4.3,0.855,0.199,11.5,2.542,0.221,12.8,2.624,0.204,29.1,5.804,2.9,0.2,1.636,8.7,2.3,0.441,0.192,Control
442,210503_2,E33_M,C,Probe_D5,1,MWM_150,5/14/21,60,11.824,NE,0.197,4.9,1.085,0.223,12.7,2.737,0.215,10.5,2.144,0.203,20.9,4.452,9.6,0.213,2.387,11.1,11,1.406,0.128,Control
443,210503_3,E33_M,C,Probe_D5,1,MWM_150,5/14/21,60,8.809,NW,0.147,0,0,,5.2,0.81,0.156,3.6,0.7,0.193,47.7,7.097,1,0.149,0.841,5,3.5,0.201,0.058,Control
444,210503_4,E33_M,C,Probe_D5,1,MWM_150,5/14/21,60,10.363,NE,0.173,6.1,1.197,0.196,6.6,1.153,0.175,7.9,1.577,0.2,36.9,6.2,3.8,0.168,2.778,16.5,2.5,0.235,0.094,Control
445,210503_5,E33_M,C,Probe_D5,1,MWM_150,5/14/21,60,8.962,NE,0.149,14.2,1.789,0.126,9,1.347,0.149,11.7,2.272,0.194,17.9,3.011,14.6,0.168,5.844,38.6,7.1,0.543,0.076,Control
446,210503_6,E33_M,C,Probe_D5,1,MWM_150,5/14/21,60,9.849,SE,0.164,2.3,0.35,0.152,3.7,0.611,0.167,7.5,1.082,0.144,43.5,7.42,0.8,0.171,1.113,6.1,3,0.387,0.129,Control
447,210503_7,E33_F,B,Probe_D5,1,MWM_150,5/14/21,60,11.076,NE,0.185,6,1.189,0.199,12.8,2.539,0.199,7.3,1.209,0.165,30.7,5.651,1.9,0.184,1.755,10.1,3.2,0.488,0.151,Control
448,210503_8,E33_F,B,Probe_D5,1,MWM_150,5/14/21,60,12.693,SE,0.212,8.7,1.964,0.226,4.8,0.981,0.203,15.1,3.346,0.222,10.8,2.342,3.5,0.217,8.336,38.3,20.6,4.06,0.197,Control
449,210503_9,E33_F,B,Probe_D5,1,MWM_150,5/14/21,60,12.241,NE,0.204,3.4,0.604,0.178,9.7,2.36,0.244,10.8,2.409,0.222,31,6.115,3.5,0.197,0.961,6.7,5.1,0.752,0.147,Control
450,210503_10,E33_F,B,Probe_D5,1,MWM_150,5/14/21,60,11.249,NE,0.187,7.9,1.317,0.167,18.3,3.375,0.184,6.9,1.468,0.213,23.7,4.577,18.6,0.193,3.43,20.2,3.2,0.512,0.162,Control
451,210503_11,E33_F,B,Probe_D5,1,MWM_150,5/14/21,60,10.36,NE,0.173,17.6,3.092,0.175,10.1,1.948,0.194,12.4,2.324,0.188,5.1,0.981,12.6,0.193,2.662,14,14.8,2.015,0.136,Control
452,210503_12,E33_F,B,Probe_D5,1,MWM_150,5/14/21,60,9.56,NE,0.159,21.5,3.423,0.159,2.2,0.36,0.164,12.1,2.05,0.169,13.9,2.397,39.5,0.172,7.068,44.2,10.3,1.331,0.129,Control
453,210503_13,E33_F,B,Probe_D5,1,MWM_150,5/14/21,60,11.798,NW,0.197,2.7,0.54,0.197,5.1,0.935,0.184,9.3,1.915,0.205,28.7,5.53,1.8,0.193,0.881,4.9,14.1,2.878,0.204,Control
454,210503_14,E33_F,B,Probe_D5,1,MWM_150,5/14/21,60,11.959,NE,0.199,4.5,0.962,0.215,17.9,3.727,0.209,6.4,1.567,0.244,9.6,1.993,7.2,0.208,2.366,11.2,21.9,3.745,0.171,Control
455,210503_15,E33_F,B,Probe_D5,1,MWM_150,5/14/21,60,12.256,SE,0.204,6.2,1.285,0.208,6.4,1.332,0.207,13.8,2.968,0.215,27.4,5.499,2.8,0.201,0.935,4.6,6.2,1.172,0.188,Control
456,210503_16,E33_F,B,Probe_D5,1,MWM_150,5/14/21,60,11.097,Thigmitaxis,0.185,0,0,,3.7,0.634,0.173,4,0.902,0.227,7.7,1.602,5.9,0.208,1.637,7.4,45,8.015,0.178,Control
457,210503_17,E33_F,B,Probe_D5,1,MWM_150,5/14/21,60,8.797,NE,0.147,9.8,1.54,0.158,9.5,1.637,0.172,8.7,1.263,0.145,15,2.544,15.7,0.17,4.233,28.3,17,1.813,0.107,Control
458,210503_18,E22_M,A,Probe_D5,1,MWM_150,5/14/21,60,11.624,NE,0.194,5.2,0.818,0.158,4.9,0.917,0.187,11.9,2.269,0.191,23.4,5.193,4.4,0.222,7.489,38.8,14.7,2.428,0.166,Control
459,210503_19,E22_M,A,Probe_D5,1,MWM_150,5/14/21,60,12.218,NE,0.204,7.4,1.565,0.211,8.3,1.8,0.217,19.8,3.843,0.194,18.4,3.808,5.7,0.207,1.381,7.7,6.1,1.201,0.197,Control
460,210503_20,E22_M,A,Probe_D5,1,MWM_150,5/14/21,60,12.554,NE,0.209,9.2,1.836,0.199,10.8,2.322,0.215,11.2,2.156,0.192,27.2,5.922,7.1,0.218,2.103,12.6,1.6,0.318,0.205,Control
461,210503_21,E22_F,D,Probe_D5,1,MWM_150,5/14/21,60,11.455,NE,0.191,3,0.629,0.209,12.6,2.509,0.199,7,1.375,0.196,34.3,6.589,4,0.192,1.873,12.1,3,0.354,0.117,Control
462,210503_22,E22_F,D,Probe_D5,1,MWM_150,5/14/21,60,10.024,NE,0.167,12,1.254,0.105,3.3,0.646,0.194,16.5,2.978,0.18,21.8,3.956,13.7,0.182,2.022,16.4,6.4,1.19,0.186,Control
463,210503_1,E33_M,C,Probe_D8,1,MWM_150,5/17/21,60,14.634,NE,0.244,9.5,2.3,0.243,6.9,1.678,0.243,21.5,5.358,0.249,22.1,5.298,1.1,0.24,1.286,6,0,0,,Control
464,210503_2,E33_M,C,Probe_D8,1,MWM_150,5/17/21,60,13.05,NE,0.218,11.2,2.598,0.231,16.1,3.991,0.248,11.9,2.744,0.23,12.5,2.836,5,0.227,5.579,23.5,8.2,0.88,0.107,Control
465,210503_3,E33_M,C,Probe_D8,1,MWM_150,5/17/21,60,11.664,NE,0.194,7.1,1.341,0.188,6.3,1.478,0.235,6.3,1.287,0.203,36.4,7.221,2.1,0.198,0.701,2.9,3.8,0.338,0.089,Control
466,210503_4,E33_M,C,Probe_D8,1,MWM_150,5/17/21,60,11.96,SE,0.199,2.8,0.626,0.224,15,2.886,0.192,2.1,0.382,0.184,27.5,5.689,2.1,0.207,0.686,3,12.6,2.376,0.188,Control
467,210503_5,E33_M,C,Probe_D8,1,MWM_150,5/17/21,60,9.778,NE,0.163,12.6,1.519,0.12,3.5,0.677,0.192,25.5,4.371,0.172,14.7,2.692,8.8,0.183,8.229,50.9,3.7,0.519,0.142,Control
468,210503_6,E33_M,C,Probe_D8,1,MWM_150,5/17/21,60,10.094,NE,0.168,9.5,1.508,0.159,12,2.1,0.175,2.8,0.564,0.204,24.2,4.154,3.6,0.172,1.522,7.7,11.5,1.767,0.154,Control
469,210503_7,E33_F,B,Probe_D8,1,MWM_150,5/17/21,60,11.253,NE,0.188,10,1.888,0.188,16.5,3.274,0.199,14,2.664,0.19,19.5,3.427,4.1,0.176,10.447,55.1,0,0,,Control
470,210503_8,E33_F,B,Probe_D8,1,MWM_150,5/17/21,60,13.754,NE,0.229,14.7,3.197,0.217,9,2.245,0.249,8.8,2.193,0.25,11.2,2.665,4.1,0.237,1.289,5.3,16.3,3.454,0.212,Control
471,210503_9,E33_F,B,Probe_D8,1,MWM_150,5/17/21,60,13.543,SE,0.226,8.4,2.063,0.247,20.8,4.757,0.229,6.2,1.299,0.209,20.8,4.884,0.9,0.235,2.514,12.1,3.9,0.54,0.14,Control
472,210503_10,E33_F,B,Probe_D8,1,MWM_150,5/17/21,60,13.238,NE,0.221,12.7,2.632,0.207,8.9,2.002,0.226,13.1,3.067,0.233,23.8,5.202,8.7,0.219,5.024,23.5,1.5,0.335,0.224,Control
473,210503_11,E33_F,B,Probe_D8,1,MWM_150,5/17/21,60,11.45,NW,0.191,4.7,0.937,0.198,17.8,3.251,0.183,5.3,1.115,0.21,13.7,2.968,0.9,0.216,1.456,9.1,18.5,3.179,0.172,Control
474,210503_12,E33_F,B,Probe_D8,1,MWM_150,5/17/21,60,12.646,Thigmitaxis,0.211,16.8,3.585,0.214,20.5,4.323,0.211,7.6,1.6,0.211,8.2,1.842,7.3,0.225,11.659,55,7,1.294,0.185,Control
475,210503_13,E33_F,B,Probe_D8,1,MWM_150,5/17/21,60,12.495,NE,0.208,9.2,1.99,0.215,11,2.243,0.204,8.5,2.078,0.244,27.7,5.456,3,0.197,2.165,10.2,3.5,0.728,0.206,Control
476,210503_14,E33_F,B,Probe_D8,1,MWM_150,5/17/21,60,12.59,SE,0.21,12.4,2.74,0.221,8.9,1.897,0.214,13.5,2.921,0.216,8.7,1.983,7.4,0.229,2.886,14.2,16.5,3.05,0.184,Control
477,210503_15,E33_F,B,Probe_D8,1,MWM_150,5/17/21,60,13.433,SE,0.224,6.1,1.459,0.24,17.6,3.869,0.219,9.2,2.224,0.242,15.6,3.78,5.4,0.243,1.778,6.9,11.6,2.101,0.182,Control
478,210503_16,E33_F,B,Probe_D8,1,MWM_150,5/17/21,60,12.254,Thigmitaxis,0.204,0,0,,9.8,2.036,0.208,5.4,1.325,0.245,12.4,2.624,4.8,0.212,1.678,7.1,32.7,6.316,0.193,Control
479,210503_17,E33_F,B,Probe_D8,1,MWM_150,5/17/21,60,9.991,NE,0.167,9.3,1.675,0.18,3.8,0.774,0.205,10.5,2.1,0.201,12.4,2.109,10.5,0.171,7.596,46.1,24.1,3.333,0.138,Control
480,210503_18,E22_M,A,Probe_D8,1,MWM_150,5/17/21,60,13.921,NE,0.232,5.6,1.357,0.242,9.6,2.427,0.253,18.3,3.998,0.218,17.8,4.281,4.1,0.24,1.146,5.2,8.7,1.857,0.214,Control
481,210503_19,E22_M,A,Probe_D8,1,MWM_150,5/17/21,60,13.269,NE,0.221,11.1,2.272,0.204,3.6,0.897,0.251,14,3.378,0.241,8.6,1.54,7.9,0.179,,,22.7,5.182,0.228,Control
482,210503_20,E22_M,A,Probe_D8,1,MWM_150,5/17/21,60,12.452,NE,0.208,4,0.721,0.18,11,2.45,0.222,13.8,2.729,0.198,22.9,4.816,2.2,0.211,4.012,21.1,8.3,1.737,0.21,Control
483,210503_21,E22_F,D,Probe_D8,1,MWM_150,5/17/21,60,13.457,SE,0.224,5.2,1.255,0.24,8,1.919,0.241,23.6,4.986,0.212,15.8,3.714,1.5,0.235,,,7.4,1.583,0.213,Control
484,210503_22,E22_F,D,Probe_D8,1,MWM_150,5/17/21,60,11.618,Thigmitaxis,0.194,9.3,2.033,0.219,6.1,1.249,0.205,19.5,4.231,0.217,16.9,3.425,10.8,0.203,3,19.7,8.3,0.68,0.082,Control
