Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration,Distance,First zone entered,Mean speed,NE : time,NE : distance,NE : average speed,NW : time,NW : distance,NW : average speed,SE : time,SE : distance,SE : average speed,SW : time,SW : distance,SW : latency to first entry,SW : average speed,Island : distance to first entry,Island : latency to first entry,Thigmitaxis : time,Thigmitaxis : distance,Thigmitaxis : average speed,Diet
1,210503_1,E33_M,C,Day1,1,MWM_150,5/10/21,60,13.459,SW,0.224,9.5,2.204,0.232,11,2.683,0.244,14.6,3.559,0.244,10.6,2.679,0,0.254,,,14.4,2.334,0.162,Control
2,210503_2,E33_M,C,Day1,1,MWM_150,5/10/21,60,12.278,SW,0.205,12.2,2.72,0.224,14.3,2.506,0.175,12.4,3.001,0.243,2.4,0.525,0,0.215,,,18.7,3.526,0.189,Control
3,210503_3,E33_M,C,Day1,1,MWM_150,5/10/21,60,10.152,SW,0.169,8.7,1.786,0.205,21.1,4.356,0.206,0,0,,4.1,0.705,0,0.172,,,26.3,3.341,0.127,Control
4,210503_4,E33_M,C,Day1,1,MWM_150,5/10/21,60,7.142,SW,0.119,4.3,0.714,0.167,3.1,0.637,0.205,2.7,0.504,0.189,4.9,1.036,0,0.212,,,45.1,4.252,0.094,Control
5,210503_5,E33_M,C,Day1,1,MWM_150,5/10/21,60,10.757,SW,0.179,0,0,,6.6,1.29,0.195,2.2,0.481,0.218,19.9,4.021,0,0.202,,,31.2,4.965,0.159,Control
6,210503_6,E33_M,C,Day1,1,MWM_150,5/10/21,6,0.279,SW,0.046,0,0,,0,0,,0,0,,6,0.279,0,0.046,0.17,1.9,0,0,,Control
7,210503_7,E33_F,B,Day1,1,MWM_150,5/10/21,21,3.915,SW,0.186,0,0,,2.4,0.441,0.184,0,0,,7.2,1.726,0,0.239,3.173,16.9,11.7,1.785,0.153,Control
8,210503_8,E33_F,B,Day1,1,MWM_150,5/10/21,7.5,0.551,SW,0.073,0,0,,0,0,,0,0,,7.5,0.551,0,0.073,0.443,3.5,0,0,,Control
9,210503_9,E33_F,B,Day1,1,MWM_150,5/10/21,60,11.865,NW,0.198,5.5,1.192,0.215,11.3,2.722,0.24,0,0,,1.4,0.271,34.8,0.198,,,44,8.283,0.188,Control
10,210503_10,E33_F,B,Day1,1,MWM_150,5/10/21,60,10.536,SW,0.176,0,0,,17,3.627,0.213,0,0,,9.3,1.945,0,0.209,,,34.6,5.149,0.149,Control
11,210503_11,E33_F,B,Day1,1,MWM_150,5/10/21,33.7,3.035,SW,0.09,0,0,,0,0,,3.9,0.444,0.113,23.6,1.996,0,0.084,3.001,29.7,6.2,0.595,0.096,Control
12,210503_12,E33_F,B,Day1,1,MWM_150,5/10/21,60,9.085,SW,0.151,0.1,0.034,0.254,3,0.692,0.231,7.9,1.454,0.185,15.5,2.976,0,0.192,,,33.5,3.929,0.117,Control
13,210503_13,E33_F,B,Day1,1,MWM_150,5/10/21,13.3,2.536,SE,0.191,1,0.297,0.288,0,0,,5,1.317,0.261,5.3,0.402,8,0.076,2.431,9.2,1.9,0.519,0.269,Control
14,210503_14,E33_F,B,Day1,1,MWM_150,5/10/21,4.4,0.109,SW,0.025,0,0,,0,0,,0,0,,4.4,0.109,0,0.025,0,0,0,0,,Control
15,210503_15,E33_F,B,Day1,1,MWM_150,5/10/21,60,11.42,SW,0.19,10.5,1.956,0.186,4.2,0.842,0.202,10.7,2.09,0.195,2,0.427,0,0.217,,,32.6,6.106,0.187,Control
16,210503_16,E33_F,B,Day1,1,MWM_150,5/10/21,27.1,3.257,SW,0.12,0.8,0.132,0.165,0,0,,3.2,0.642,0.203,8.4,0.95,0,0.113,3.139,23,14.7,1.533,0.104,Control
17,210503_17,E33_F,B,Day1,1,MWM_150,5/10/21,60,8.444,SW,0.141,1,0.166,0.161,16.4,3.553,0.217,0,0,,3.5,0.552,0,0.158,,,39.6,4.308,0.109,Control
18,210503_18,E22_M,A,Day1,1,MWM_150,5/10/21,60,10.156,SW,0.169,0.7,0.105,0.144,21.4,4.424,0.207,0,0,,6.2,0.884,0,0.142,,,32.3,4.865,0.151,Control
19,210503_19,E22_M,A,Day1,1,MWM_150,5/10/21,7.1,0.596,SW,0.084,0,0,,0,0,,0,0,,7.1,0.596,0,0.084,0.339,3,0,0,,Control
20,210503_20,E22_M,A,Day1,1,MWM_150,5/10/21,60,11.34,SW,0.189,16.7,3.594,0.216,3.9,0.792,0.203,9,1.875,0.208,2.7,0.556,0,0.206,,,27.7,4.523,0.163,Control
21,210503_21,E22_F,D,Day1,1,MWM_150,5/10/21,60,12.381,SW,0.206,15.4,3.668,0.238,6.2,1.39,0.222,6.3,1.524,0.241,6.8,1.319,0,0.193,,,25.2,4.48,0.178,Control
22,210503_22,E22_F,D,Day1,1,MWM_150,5/10/21,4.4,0,SW,0,0,0,,0,0,,0,0,,4.4,0,0,0,0,0,0,0,,Control
23,210503_1,E33_M,C,Day1,2,MWM_150,5/10/21,29.3,6.25,NE,0.213,5.9,1.178,0.199,12.9,3.387,0.263,1.2,0.39,0.334,8.2,1.1,7.6,0.134,6.172,25.2,1.1,0.194,0.171,Control
24,210503_2,E33_M,C,Day1,2,MWM_150,5/10/21,31.5,5.301,NE,0.168,10.1,1.888,0.188,0,0,,3.3,0.88,0.269,8.9,1.013,20,0.113,5.224,27.5,9.3,1.52,0.164,Control
25,210503_3,E33_M,C,Day1,2,MWM_150,5/10/21,60,10.914,Thigmitaxis,0.182,14.1,3.006,0.213,3.7,0.773,0.209,11.9,2.655,0.224,9.1,2.033,9.2,0.224,,,21.2,2.446,0.115,Control
26,210503_4,E33_M,C,Day1,2,MWM_150,5/10/21,60,10.271,NE,0.171,20.6,4.093,0.198,6.6,1.333,0.202,6.4,1.33,0.208,0,0,,,,,26.5,3.562,0.134,Control
27,210503_5,E33_M,C,Day1,2,MWM_150,5/10/21,60,8.738,NE,0.146,16.5,1.538,0.093,14.5,2.482,0.172,4.9,1.056,0.214,7,1.138,43.1,0.163,,,17.9,2.789,0.156,Control
28,210503_6,E33_M,C,Day1,2,MWM_150,5/10/21,38.7,6.567,NE,0.17,2,0.389,0.194,3.1,0.59,0.193,1.9,0.341,0.183,6.9,1.313,28,0.19,5.887,34.6,25.5,4.062,0.159,Control
29,210503_7,E33_F,B,Day1,2,MWM_150,5/10/21,24.7,4.463,NE,0.181,5.9,1.354,0.229,0,0,,6.9,1.758,0.255,5.2,0.314,19.5,0.061,4.393,20.6,6.7,1.037,0.154,Control
30,210503_8,E33_F,B,Day1,2,MWM_150,5/10/21,21.4,2.974,NE,0.139,4.2,0.709,0.17,3.1,0.771,0.251,0,0,,5.4,0.436,16,0.08,2.872,17.3,8.7,1.057,0.121,Control
31,210503_9,E33_F,B,Day1,2,MWM_150,5/10/21,60,13.455,NE,0.224,8.3,2.012,0.241,10.4,2.53,0.243,6.3,1.478,0.234,8.3,2.138,15.6,0.257,,,26.6,5.296,0.199,Control
32,210503_10,E33_F,B,Day1,2,MWM_150,5/10/21,60,11.319,NE,0.189,20.1,4.213,0.21,4.6,1.015,0.219,8.6,1.808,0.211,6,1.316,21.9,0.218,,,20.7,2.966,0.143,Control
33,210503_11,E33_F,B,Day1,2,MWM_150,5/10/21,60,8.492,NE,0.142,7.1,0.982,0.138,0,0,,4.9,0.947,0.193,10.5,1.774,44.3,0.169,,,37.5,4.788,0.128,Control
34,210503_12,E33_F,B,Day1,2,MWM_150,5/10/21,21.1,2.75,NE,0.13,7.4,0.559,0.076,0,0,,2.4,0.66,0.275,4.9,0.308,16.2,0.063,2.643,17.1,6.4,1.223,0.19,Control
35,210503_13,E33_F,B,Day1,2,MWM_150,5/10/21,21.7,3.422,NE,0.158,1.3,0.273,0.214,2.1,0.404,0.195,3.7,0.766,0.207,9.6,1.28,5,0.133,3.301,17.6,5.1,0.7,0.138,Control
36,210503_14,E33_F,B,Day1,2,MWM_150,5/10/21,60,9.937,NE,0.166,11.1,2.392,0.216,3.2,0.688,0.217,7.8,1.652,0.211,5.4,0.738,37.6,0.136,,,32.5,4.467,0.137,Control
37,210503_15,E33_F,B,Day1,2,MWM_150,5/10/21,60,11.145,NE,0.186,12.7,2.31,0.182,8.8,1.877,0.213,4.3,0.944,0.221,8.7,1.784,19.4,0.205,,,25.7,4.269,0.166,Control
38,210503_16,E33_F,B,Day1,2,MWM_150,5/10/21,14.8,2.987,NE,0.202,4.1,1.158,0.28,0,0,,3.1,0.875,0.285,5.6,0.496,9.2,0.089,2.83,10.7,2,0.458,0.233,Control
39,210503_17,E33_F,B,Day1,2,MWM_150,5/10/21,60,10.305,Thigmitaxis,0.172,16.3,3.232,0.199,8.8,1.298,0.147,1.1,0.218,0.198,0,0,,,,,33.8,5.558,0.164,Control
40,210503_18,E22_M,A,Day1,2,MWM_150,5/10/21,60,10.196,NE,0.17,12.1,2.284,0.188,12.6,2.728,0.217,0.5,0.047,0.089,4.3,0.857,21.5,0.199,,,30.4,4.279,0.141,Control
41,210503_19,E22_M,A,Day1,2,MWM_150,5/10/21,60,11.682,NE,0.195,8.3,1.396,0.169,5.1,1.085,0.211,3,0.79,0.26,5.4,1.288,18.2,0.237,,,38.2,7.123,0.187,Control
42,210503_20,E22_M,A,Day1,2,MWM_150,5/10/21,25.9,4.289,NE,0.166,8.2,1.548,0.189,1.8,0.416,0.231,0,0,,5.8,0.395,18.6,0.069,4.25,21.8,10.4,1.973,0.189,Control
43,210503_21,E22_F,D,Day1,2,MWM_150,5/10/21,60,12.35,NE,0.206,3,0.509,0.167,9.9,1.906,0.193,2.9,0.712,0.243,3.5,0.923,19.4,0.264,,,41.3,8.414,0.204,Control
44,210503_22,E22_F,D,Day1,2,MWM_150,5/10/21,25.7,5.094,SW,0.198,0,0,,9.2,2.032,0.22,0,0,,5.9,1.235,0,0.211,4.404,21.7,10.6,1.826,0.172,Control
45,210503_1,E33_M,C,Day1,3,MWM_150,5/10/21,44.8,10.782,NW,0.241,3.6,1.011,0.278,6.7,1.77,0.265,7.4,2.115,0.287,9.1,1.473,2,0.163,10.662,40.7,18,4.414,0.245,Control
46,210503_2,E33_M,C,Day1,3,MWM_150,5/10/21,60,12.935,NW,0.216,11.4,2.618,0.23,10.3,2.441,0.238,1.9,0.592,0.306,0.2,0.081,31.4,0.488,,,36.3,7.203,0.199,Control
47,210503_3,E33_M,C,Day1,3,MWM_150,5/10/21,46.5,5.475,NW,0.118,9.9,1.812,0.183,24.4,2.611,0.107,0,0,,6.5,0.232,40.1,0.036,5.437,42.4,5.8,0.819,0.141,Control
48,210503_4,E33_M,C,Day1,3,MWM_150,5/10/21,60,10.881,NW,0.181,9.4,2.051,0.217,9,1.74,0.194,3.6,0.577,0.159,1.7,0.32,8.9,0.188,,,36.3,6.193,0.171,Control
49,210503_5,E33_M,C,Day1,3,MWM_150,5/10/21,60,9.748,NW,0.162,8.9,1.281,0.145,11,1.91,0.174,14.6,1.912,0.131,2.1,0.391,15.1,0.189,,,23.6,4.288,0.181,Control
50,210503_6,E33_M,C,Day1,3,MWM_150,5/10/21,39.2,6.974,NW,0.178,8.9,1.95,0.22,10.2,2.031,0.199,6.4,1.305,0.203,6.6,0.479,4.1,0.073,6.859,35.2,7.1,1.209,0.169,Control
51,210503_7,E33_F,B,Day1,3,MWM_150,5/10/21,60,12.357,NW,0.206,1.3,0.308,0.244,8.9,1.93,0.217,5.2,1.31,0.25,4.3,1.099,2.7,0.256,,,40.3,7.708,0.191,Control
52,210503_8,E33_F,B,Day1,3,MWM_150,5/10/21,60,10.842,NW,0.181,2.5,0.609,0.244,22,3.696,0.168,0,0,,9.6,1.966,18.8,0.205,,,25.9,4.572,0.176,Control
53,210503_9,E33_F,B,Day1,3,MWM_150,5/10/21,6.3,1.461,NW,0.232,0,0,,1.1,0.217,0.2,1.2,0.2,0.172,4,1.044,1.1,0.258,0.527,2.2,0,0,,Control
54,210503_10,E33_F,B,Day1,3,MWM_150,5/10/21,60,13.025,NW,0.217,13,3.205,0.247,20.5,4.452,0.217,2.8,0.621,0.222,4.5,0.975,16.6,0.218,,,19.8,3.877,0.196,Control
55,210503_11,E33_F,B,Day1,3,MWM_150,5/10/21,19.5,2.297,NW,0.118,0,0,,13.4,1.782,0.133,0,0,,5.1,0.358,14.3,0.07,2.186,15.4,0.9,0.158,0.176,Control
56,210503_12,E33_F,B,Day1,3,MWM_150,5/10/21,60,9.942,NW,0.166,0.1,0,0,0.7,0.146,0.207,9,1.708,0.191,5.8,1.225,0.7,0.21,,,44.5,6.898,0.155,Control
57,210503_13,E33_F,B,Day1,3,MWM_150,5/10/21,60,12.79,SE,0.213,2.8,0.591,0.211,1.6,0.361,0.226,4.6,1.115,0.244,3.8,0.835,17.9,0.22,,,47.2,9.887,0.209,Control
58,210503_14,E33_F,B,Day1,3,MWM_150,5/10/21,60,10.626,NW,0.177,7.3,1.45,0.2,5.8,1.041,0.178,7,1.364,0.195,0.4,0.094,39.2,0.217,,,39.6,6.677,0.169,Control
59,210503_15,E33_F,B,Day1,3,MWM_150,5/10/21,60,12.138,NW,0.202,4,0.668,0.168,10.1,2.105,0.209,2.9,0.692,0.242,9.5,2.332,7.6,0.245,,,33.6,6.341,0.189,Control
60,210503_16,E33_F,B,Day1,3,MWM_150,5/10/21,24.1,3.674,NW,0.153,0,0,,6.2,1.377,0.222,0,0,,7.3,0.805,16.8,0.111,3.596,20,10.6,1.492,0.141,Control
61,210503_17,E33_F,B,Day1,3,MWM_150,5/10/21,60,8.941,NW,0.149,1,0.146,0.142,10.7,1.91,0.179,6.4,1.385,0.215,6.9,1.479,7.5,0.214,,,35,4.02,0.115,Control
62,210503_18,E22_M,A,Day1,3,MWM_150,5/10/21,60,11.085,NW,0.185,14.5,3.104,0.215,15,2.011,0.134,3.5,0.796,0.227,1.2,0.325,34.4,0.264,,,26,4.927,0.189,Control
63,210503_19,E22_M,A,Day1,3,MWM_150,5/10/21,60,11.484,NW,0.191,8,1.584,0.198,14.5,2.656,0.183,0,0,,1.8,0.339,8.1,0.185,,,36,6.973,0.194,Control
64,210503_20,E22_M,A,Day1,3,MWM_150,5/10/21,60,11.135,NW,0.186,13.6,2.504,0.184,9.8,2.11,0.215,0,0,,0.8,0.147,24.2,0.183,,,35.9,6.447,0.179,Control
65,210503_21,E22_F,D,Day1,3,MWM_150,5/10/21,60,10.602,NW,0.177,8.6,1.867,0.216,19.6,3.577,0.183,0,0,,4.2,0.726,15.3,0.172,,,27.5,4.432,0.161,Control
66,210503_22,E22_F,D,Day1,3,MWM_150,5/10/21,60,9.482,Thigmitaxis,0.158,13.6,2.263,0.166,18.6,3.594,0.193,0,0,,0,0,,,,,27.8,3.625,0.13,Control
67,210503_1,E33_M,C,Day1,4,MWM_150,5/10/21,13.9,2.435,SE,0.176,1.3,0.355,0.266,1.3,0.31,0.233,5.6,1.286,0.229,5.6,0.484,5.2,0.087,2.364,9.8,0,0,,Control
68,210503_2,E33_M,C,Day1,4,MWM_150,5/10/21,60,10.417,SE,0.174,14.8,3.065,0.208,1.4,0.246,0.18,3.7,0.684,0.183,0,0,,,,,40.1,6.422,0.16,Control
69,210503_3,E33_M,C,Day1,4,MWM_150,5/10/21,16.2,1.885,SE,0.116,0,0,,0,0,,9.2,1.363,0.148,6,0.381,10.2,0.063,1.799,12.1,1,0.141,0.141,Control
70,210503_4,E33_M,C,Day1,4,MWM_150,5/10/21,60,10.683,SE,0.178,0,0,,7.4,1.733,0.233,8.5,1.572,0.184,3.7,0.698,9.1,0.187,,,40.3,6.681,0.166,Control
71,210503_5,E33_M,C,Day1,4,MWM_150,5/10/21,60,6.481,SE,0.108,27,2.385,0.088,0,0,,6,0.712,0.119,0,0,,,,,27,3.383,0.125,Control
72,210503_6,E33_M,C,Day1,4,MWM_150,5/10/21,60,12.578,SE,0.21,16.3,3.645,0.224,10.5,2.268,0.215,9.1,1.714,0.188,2.6,0.556,10,0.216,,,21.5,4.395,0.204,Control
73,210503_7,E33_F,B,Day1,4,MWM_150,5/10/21,42.4,8.156,SE,0.192,8.3,2.007,0.242,9,2.233,0.249,8.6,1.529,0.179,5.6,0.397,36.8,0.071,7.984,38.3,11,1.99,0.181,Control
74,210503_8,E33_F,B,Day1,4,MWM_150,5/10/21,60,10.682,SE,0.178,3.2,0.639,0.202,2.8,0.728,0.263,15.3,3.443,0.224,7.2,1.573,15.8,0.217,,,31.5,4.299,0.136,Control
75,210503_9,E33_F,B,Day1,4,MWM_150,5/10/21,60,14.393,SE,0.24,4.5,1.186,0.264,2,0.506,0.257,8.1,2.16,0.266,5,1.304,11.4,0.261,,,40.4,9.238,0.229,Control
76,210503_10,E33_F,B,Day1,4,MWM_150,5/10/21,27.9,5.101,SE,0.183,2.5,0.66,0.26,3.5,0.887,0.256,8.8,1.689,0.191,8.9,1.142,5.2,0.128,5.101,23.8,4.2,0.724,0.174,Control
77,210503_11,E33_F,B,Day1,4,MWM_150,5/10/21,51.9,8.783,SE,0.169,8.2,1.757,0.215,7.5,1.25,0.167,11.4,2.202,0.193,7.3,0.775,8.9,0.106,8.657,47.8,17.5,2.799,0.16,Control
78,210503_12,E33_F,B,Day1,4,MWM_150,5/10/21,60,10.243,SE,0.171,3.1,0.71,0.232,7.8,1.93,0.247,12.8,2.739,0.214,4.5,0.851,18.3,0.189,,,31.9,4.014,0.126,Control
79,210503_13,E33_F,B,Day1,4,MWM_150,5/10/21,60,12.837,SE,0.214,14.5,3.741,0.258,14.1,3.432,0.244,9.3,2.132,0.23,0.5,0.149,38.2,0.281,,,21.6,3.383,0.156,Control
80,210503_14,E33_F,B,Day1,4,MWM_150,5/10/21,45.4,7.437,SE,0.164,8.9,1.812,0.204,2.1,0.441,0.21,10.7,2.012,0.188,5.5,0.332,39.9,0.061,7.367,41.3,18.5,2.877,0.156,Control
81,210503_15,E33_F,B,Day1,4,MWM_150,5/10/21,15.6,2.452,SE,0.158,1.7,0.232,0.139,0,0,,6.4,1.248,0.195,5.7,0.5,9.8,0.087,2.337,11.5,1.7,0.472,0.272,Control
82,210503_16,E33_F,B,Day1,4,MWM_150,5/10/21,12.1,1.548,SE,0.127,0,0,,0,0,,4.3,0.855,0.201,5.9,0.482,6.2,0.081,1.439,8.1,1.9,0.21,0.109,Control
83,210503_17,E33_F,B,Day1,4,MWM_150,5/10/21,60,9.501,Thigmitaxis,0.158,0,0,,0,0,,17.1,3.259,0.19,5.1,1.06,12.9,0.207,,,37.7,5.181,0.137,Control
84,210503_18,E22_M,A,Day1,4,MWM_150,5/10/21,60,11.922,SE,0.199,9.2,2.22,0.24,2.4,0.486,0.203,12.5,2.141,0.171,0,0,,,,,35.9,7.074,0.197,Control
85,210503_19,E22_M,A,Day1,4,MWM_150,5/10/21,60,12.365,SE,0.206,8.4,1.709,0.203,2.2,0.495,0.229,12.7,2.376,0.187,4.2,0.535,55.8,0.127,12.2,57.9,32.5,7.25,0.223,Control
86,210503_20,E22_M,A,Day1,4,MWM_150,5/10/21,60,11.121,SE,0.185,17.8,3.302,0.186,5,1.006,0.203,7.1,1.457,0.205,0,0,,,,,30.3,5.416,0.179,Control
87,210503_21,E22_F,D,Day1,4,MWM_150,5/10/21,20.9,3.074,SE,0.147,0,0,,0,0,,10.1,1.962,0.194,9.5,0.961,2.1,0.101,3.036,16.9,1.3,0.151,0.116,Control
88,210503_22,E22_F,D,Day1,4,MWM_150,5/10/21,60,10.712,SE,0.179,24.4,4.829,0.198,10.2,1.975,0.193,5.3,0.997,0.186,0,0,,,,,20,2.911,0.145,Control
89,210503_1,E33_M,C,Day2,1,MWM_150,5/11/21,14.8,2.491,SE,0.168,1.7,0.352,0.207,0,0,,5.9,1.44,0.243,5.1,0.307,9.7,0.061,2.415,10.7,2.1,0.392,0.187,Control
90,210503_2,E33_M,C,Day2,1,MWM_150,5/11/21,60,10.213,NE,0.17,8.3,1.764,0.211,1.9,0.479,0.252,9.4,1.928,0.206,0.3,0.078,10.5,0.291,,,40.1,5.965,0.149,Control
91,210503_3,E33_M,C,Day2,1,MWM_150,5/11/21,60,10.391,SE,0.173,20.8,3.462,0.167,7.1,1.037,0.145,17.4,3.147,0.181,12.9,2.344,6.2,0.182,,,1.8,0.401,0.222,Control
92,210503_4,E33_M,C,Day2,1,MWM_150,5/11/21,60,8.018,NE,0.134,17.5,2.402,0.137,10,1.75,0.174,3.6,0.459,0.129,0,0,,,,,29.7,3.487,0.117,Control
93,210503_5,E33_M,C,Day2,1,MWM_150,5/11/21,60,8.448,NE,0.141,22.3,2.519,0.113,6.8,0.995,0.146,5.6,0.748,0.134,1.6,0.199,22.9,0.124,,,23.8,3.989,0.168,Control
94,210503_6,E33_M,C,Day2,1,MWM_150,5/11/21,28.1,2.432,NE,0.087,19.6,1.579,0.08,0,0,,2.4,0.431,0.177,6,0.422,22.1,0.07,2.391,24,0,0,,Control
95,210503_7,E33_F,B,Day2,1,MWM_150,5/11/21,60,12.019,NE,0.2,4.4,0.912,0.205,6.9,1.546,0.224,5,1.28,0.254,4.6,0.969,35.8,0.21,,,39,7.312,0.187,Control
96,210503_8,E33_F,B,Day2,1,MWM_150,5/11/21,60,11.714,NE,0.195,8.8,1.626,0.186,2.6,0.612,0.238,4.8,1.104,0.232,3,0.713,34,0.235,,,41.2,7.712,0.187,Control
97,210503_9,E33_F,B,Day2,1,MWM_150,5/11/21,23.8,5.113,SE,0.215,1.6,0.45,0.281,2.1,0.581,0.277,9.7,2.522,0.261,9.5,1.339,9.2,0.141,5.005,19.8,0.9,0.221,0.237,Control
98,210503_10,E33_F,B,Day2,1,MWM_150,5/11/21,60,12.493,NE,0.208,2.2,0.4,0.18,11.2,2.196,0.196,6.8,1.707,0.252,0.8,0.191,13.2,0.23,,,39,7.999,0.205,Control
99,210503_11,E33_F,B,Day2,1,MWM_150,5/11/21,60,9.436,NE,0.157,15.3,2.537,0.166,7.1,1.171,0.164,1.6,0.266,0.163,4.2,0.721,26.1,0.17,,,31.8,4.741,0.149,Control
100,210503_12,E33_F,B,Day2,1,MWM_150,5/11/21,60,8.726,NE,0.145,6.2,1.188,0.193,3.5,0.583,0.168,5.2,1.016,0.194,3.8,0.653,37.2,0.173,,,41.4,5.286,0.128,Control
101,210503_13,E33_F,B,Day2,1,MWM_150,5/11/21,33.3,6.513,Thigmitaxis,0.196,6.9,1.583,0.229,5.9,1.504,0.255,2.9,0.628,0.219,7.6,0.882,11.8,0.116,6.47,29.2,10,1.917,0.192,Control
102,210503_14,E33_F,B,Day2,1,MWM_150,5/11/21,60,11.746,NE,0.196,14.5,2.954,0.204,5.9,1.334,0.227,9.4,1.994,0.211,7.3,1.644,17.7,0.226,,,23,3.82,0.166,Control
103,210503_15,E33_F,B,Day2,1,MWM_150,5/11/21,60,11.648,NE,0.194,7.1,1.626,0.231,5.9,1.515,0.255,5.5,1.281,0.233,7.5,1.807,16.7,0.24,,,34,5.419,0.159,Control
104,210503_16,E33_F,B,Day2,1,MWM_150,5/11/21,8.9,1.385,NE,0.156,1,0.249,0.24,1.5,0.386,0.252,0,0,,6.3,0.749,1.5,0.119,1.197,4.8,0,0,,Control
105,210503_17,E33_F,B,Day2,1,MWM_150,5/11/21,57.7,6.844,NE,0.119,31.8,3.932,0.123,6.3,0.94,0.148,1,0.127,0.127,8.3,0.801,45.2,0.096,6.808,53.6,10.2,1.044,0.103,Control
106,210503_18,E22_M,A,Day2,1,MWM_150,5/11/21,60,11.592,NE,0.193,19.6,2.331,0.119,3.2,0.616,0.194,1.4,0.345,0.241,2,0.579,31.7,0.294,,,33.8,7.722,0.228,Control
107,210503_19,E22_M,A,Day2,1,MWM_150,5/11/21,60,12.116,NE,0.202,9.6,1.666,0.173,3.2,0.631,0.197,6.6,1.475,0.223,6.1,1.16,19.5,0.189,,,34.5,7.183,0.208,Control
108,210503_20,E22_M,A,Day2,1,MWM_150,5/11/21,60,15.553,NE,0.259,17.1,3.075,0.18,10.5,2.931,0.28,8,1.731,0.215,5.1,2.578,24.6,0.502,,,19.3,5.237,0.271,Control
109,210503_21,E22_F,D,Day2,1,MWM_150,5/11/21,60,12.052,NE,0.201,9.8,2.053,0.209,18.1,3.305,0.183,15.8,3.344,0.212,7.7,1.919,10,0.249,,,8.6,1.43,0.166,Control
110,210503_22,E22_F,D,Day2,1,MWM_150,5/11/21,60,11.534,NE,0.192,15.1,3.018,0.2,16.7,3.484,0.208,3.4,0.657,0.195,4.4,0.828,3.5,0.187,,,20.6,3.581,0.174,Control
111,210503_1,E33_M,C,Day2,2,MWM_150,5/11/21,11.8,2.738,SW,0.232,1.7,0.527,0.304,2.3,0.679,0.295,0.3,0.067,0.202,7.1,1.396,0,0.196,2.029,7.7,0.3,0.069,0.227,Control
112,210503_2,E33_M,C,Day2,2,MWM_150,5/11/21,60,10.882,NW,0.181,12.2,2.387,0.195,1.9,0.276,0.143,9.4,2.228,0.238,2.4,0.56,13.1,0.237,,,34.1,5.431,0.159,Control
113,210503_3,E33_M,C,Day2,2,MWM_150,5/11/21,11.5,0.392,SW,0.034,0,0,,0,0,,0,0,,11.5,0.392,0,0.034,0.248,7.4,0,0,,Control
114,210503_4,E33_M,C,Day2,2,MWM_150,5/11/21,60,8.665,SW,0.144,6.2,1.064,0.171,24,3.191,0.133,3.7,0.712,0.192,12.5,2.089,0,0.167,,,13.6,1.609,0.119,Control
115,210503_5,E33_M,C,Day2,2,MWM_150,5/11/21,60,6.649,SW,0.111,25.7,3.809,0.148,0,0,,14.5,1.913,0.132,18.1,0.728,0,0.04,,,1.7,0.2,0.117,Control
116,210503_6,E33_M,C,Day2,2,MWM_150,5/11/21,22.7,3.65,SW,0.161,3,0.646,0.218,8.6,1.563,0.182,2.1,0.564,0.273,6.1,0.375,0,0.062,3.611,18.7,3,0.502,0.165,Control
117,210503_7,E33_F,B,Day2,2,MWM_150,5/11/21,4.8,0.119,SW,0.025,0,0,,0,0,,0,0,,4.8,0.119,0,0.025,0.086,0.8,0,0,,Control
118,210503_8,E33_F,B,Day2,2,MWM_150,5/11/21,11.6,1.46,SW,0.126,0,0,,0,0,,0,0,,8.6,0.943,0,0.109,1.34,7.5,2.9,0.517,0.176,Control
119,210503_9,E33_F,B,Day2,2,MWM_150,5/11/21,60,14.616,SW,0.244,4.4,1.068,0.243,12.2,3.075,0.252,3.7,0.982,0.263,13.3,3.355,0,0.253,,,26.5,6.178,0.233,Control
120,210503_10,E33_F,B,Day2,2,MWM_150,5/11/21,60,13.07,SW,0.218,2.7,0.679,0.248,6.6,1.636,0.247,7.9,1.851,0.235,5.8,1.113,0,0.193,,,37.4,7.937,0.212,Control
121,210503_11,E33_F,B,Day2,2,MWM_150,5/11/21,40.1,6.671,NW,0.166,4.7,1.032,0.221,8.7,1.542,0.178,1.7,0.344,0.202,11.1,1.652,4.7,0.148,6.53,36.1,14,2.101,0.15,Control
122,210503_12,E33_F,B,Day2,2,MWM_150,5/11/21,4.4,0.075,SW,0.017,0,0,,0,0,,0,0,,4.4,0.075,0,0.017,0,0,0,0,,Control
