Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration,Distance,First zone entered,Mean speed,NE : time,NE : distance,NE : average speed,NW : time,NW : distance,NW : average speed,SE : time,SE : distance,SE : average speed,SW : time,SW : distance,SW : latency to first entry,SW : average speed,Island : distance to first entry,Island : latency to first entry,Thigmitaxis : time,Thigmitaxis : distance,Thigmitaxis : average speed,Diet
219,210222_15,E33_M,A,Day4,1,MWM_150,3/4/2021,14.2,1.867,SE,0.132,0.0,0.000,,0.0,0.000,,5.8,1.050,0.182,8.4,0.817,1.2,0.097,1.759,10.1,2.0,0.365,0.180,Control
220,210222_16,E22_M,C,Day4,1,MWM_150,3/4/2021,5.6,0.466,SW,0.083,0.0,0.000,,0.0,0.000,,0.0,0.000,,5.6,0.466,0.0,0.083,0.279,1.6,0.0,0.000,,Control
221,210222_17,E22_F,D,Day4,1,MWM_150,3/4/2021,26.9,3.917,SE,0.146,1.9,0.417,0.223,0.4,0.089,0.241,11.5,1.525,0.133,13.2,1.887,5.7,0.143,3.697,22.9,0.0,0.000,,Control
222,210222_1,E3HN_F,E,Day4,2,MWM_150,3/4/2021,27.9,2.813,NW,0.101,0.0,0.000,,13.4,1.003,0.075,1.4,0.195,0.143,13.2,1.615,13.4,0.122,2.771,23.8,7.6,0.110,0.014,Control
223,210222_2,E3HN_F,E,Day4,2,MWM_150,3/4/2021,17.9,1.512,NW,0.084,4.9,0.437,0.089,7.6,0.810,0.107,0.0,0.000,,5.4,0.265,12.5,0.049,1.477,13.8,0.0,0.000,,Control
224,210222_3,E3HN_M,F,Day4,2,MWM_150,3/4/2021,44.4,6.239,NW,0.141,1.4,0.220,0.161,25.9,3.894,0.151,3.8,0.655,0.172,13.4,1.470,12.9,0.110,6.201,40.4,11.3,1.439,0.127,Control
225,210222_4,E3HN_M,F,Day4,2,MWM_150,3/4/2021,26.3,4.290,NW,0.163,2.1,0.510,0.243,15.2,2.574,0.169,1.9,0.530,0.279,7.1,0.676,5.6,0.096,4.147,22.2,0.0,0.000,,Control
226,210222_5,E3HN_M,F,Day4,2,MWM_150,3/4/2021,33.3,4.569,NW,0.137,0.0,0.000,,6.2,0.657,0.105,6.8,0.933,0.137,20.3,2.978,0.8,0.147,4.569,29.2,0.0,0.000,,Control
227,210222_6,E3HN_M,F,Day4,2,MWM_150,3/4/2021,30.6,4.490,NW,0.147,0.0,0.000,,9.3,1.668,0.180,3.3,0.597,0.181,18.0,2.225,4.4,0.124,4.455,26.5,0.0,0.000,,Control
228,210222_7,E33_F,B,Day4,2,MWM_150,3/4/2021,20.0,3.639,NW,0.182,0.0,0.000,,9.7,2.101,0.216,0.0,0.000,,10.3,1.538,1.1,0.150,3.279,15.9,1.0,0.196,0.189,Control
229,210222_8,E33_F,B,Day4,2,MWM_150,3/4/2021,5.0,0.667,NW,0.133,0.0,0.000,,0.5,0.054,0.117,0.0,0.000,,4.6,0.613,0.5,0.134,0.204,0.9,0.0,0.000,,Control
230,210222_9,E33_F,B,Day4,2,MWM_150,3/4/2021,5.4,1.031,NW,0.190,0.0,0.000,,0.6,0.049,0.084,0.0,0.000,,4.8,0.982,0.6,0.203,0.304,1.4,0.0,0.000,,Control
231,210222_10,E33_F,B,Day4,2,MWM_150,3/4/2021,5.9,0.638,NW,0.108,0.0,0.000,,1.3,0.236,0.182,0.0,0.000,,4.6,0.402,1.3,0.087,0.430,1.9,0.0,0.000,,Control
232,210222_11,E33_F,B,Day4,2,MWM_150,3/4/2021,13.8,1.896,NW,0.137,0.0,0.000,,1.5,0.306,0.211,0.0,0.000,,12.4,1.590,1.5,0.129,1.824,9.8,0.0,0.000,,Control
233,210222_12,E33_F,B,Day4,2,MWM_150,3/4/2021,11.3,1.566,NW,0.138,0.0,0.000,,5.5,0.704,0.129,0.0,0.000,,5.8,0.862,5.5,0.148,1.080,7.3,0.0,0.000,,Control
234,210222_13,E33_M,A,Day4,2,MWM_150,3/4/2021,25.3,4.601,NW,0.182,3.2,0.712,0.222,7.9,1.573,0.198,3.6,0.773,0.217,10.6,1.543,4.2,0.145,4.390,21.3,0.0,0.000,,Control
235,210222_14,E33_M,A,Day4,2,MWM_150,3/4/2021,6.1,0.468,NW,0.077,0.0,0.000,,1.1,0.223,0.195,0.0,0.000,,4.9,0.245,1.1,0.050,0.386,2.0,0.0,0.000,,Control
236,210222_15,E33_M,A,Day4,2,MWM_150,3/4/2021,7.5,1.187,NW,0.158,0.0,0.000,,1.8,0.328,0.182,0.0,0.000,,5.7,0.859,1.8,0.150,0.605,3.5,0.0,0.000,,Control
237,210222_16,E22_M,C,Day4,2,MWM_150,3/4/2021,15.4,2.959,NW,0.192,0.0,0.000,,3.3,0.586,0.179,2.6,0.550,0.214,9.6,1.823,3.3,0.191,2.463,11.4,2.4,0.486,0.202,Control
238,210222_17,E22_F,D,Day4,2,MWM_150,3/4/2021,18.6,3.043,NW,0.164,1.7,0.286,0.172,4.3,0.479,0.110,2.9,0.677,0.231,9.6,1.601,4.3,0.167,2.255,14.5,0.0,0.000,,Control
239,210222_1,E3HN_F,E,Day4,3,MWM_150,3/4/2021,17.8,2.498,NE,0.140,10.4,1.376,0.133,0.2,0.090,0.384,0.0,0.000,,7.2,1.032,10.6,0.143,2.064,13.8,0.0,0.000,,Control
240,210222_2,E3HN_F,E,Day4,3,MWM_150,3/4/2021,35.3,7.148,NE,0.202,7.8,1.276,0.164,5.7,1.209,0.213,10.1,2.155,0.214,11.8,2.509,9.1,0.213,6.276,31.3,3.1,0.690,0.222,Control
241,210222_3,E3HN_M,F,Day4,3,MWM_150,3/4/2021,26.1,2.168,NE,0.083,3.7,0.505,0.138,0.0,0.000,,1.0,0.237,0.237,21.4,1.427,4.7,0.067,2.131,22.0,0.0,0.000,,Control
242,210222_4,E3HN_M,F,Day4,3,MWM_150,3/4/2021,18.6,1.122,NE,0.060,2.2,0.361,0.168,12.4,0.760,0.061,0.0,0.000,,4.0,0.000,14.5,0.000,1.122,14.5,0.0,0.000,,Control
243,210222_5,E3HN_M,F,Day4,3,MWM_150,3/4/2021,16.4,1.415,NE,0.086,7.0,0.679,0.097,0.0,0.000,,3.0,0.430,0.143,6.4,0.306,10.0,0.048,1.382,12.3,0.0,0.000,,Control
244,210222_6,E3HN_M,F,Day4,3,MWM_150,3/4/2021,9.0,1.674,NE,0.186,0.7,0.047,0.070,3.5,0.569,0.164,0.0,0.000,,4.9,1.059,4.1,0.217,0.784,5.0,0.0,0.000,,Control
245,210222_7,E33_F,B,Day4,3,MWM_150,3/4/2021,16.3,2.550,NE,0.157,0.9,0.098,0.112,1.0,0.084,0.084,2.0,0.533,0.271,12.4,1.835,2.8,0.148,2.368,12.2,1.5,0.245,0.160,Control
246,210222_8,E33_F,B,Day4,3,MWM_150,3/4/2021,7.2,1.074,SW,0.150,0.0,0.000,,0.4,0.084,0.194,0.0,0.000,,6.7,0.990,0.0,0.147,0.635,3.2,0.0,0.000,,Control
247,210222_9,E33_F,B,Day4,3,MWM_150,3/4/2021,6.6,1.266,SW,0.191,0.0,0.000,,0.0,0.000,,1.1,0.166,0.144,5.5,1.100,0.0,0.201,0.550,2.6,0.0,0.000,,Control
248,210222_10,E33_F,B,Day4,3,MWM_150,3/4/2021,9.7,1.377,NE,0.142,3.2,0.667,0.211,1.1,0.306,0.278,0.0,0.000,,5.5,0.404,4.3,0.074,1.238,5.7,1.0,0.103,0.100,Control
249,210222_11,E33_F,B,Day4,3,MWM_150,3/4/2021,13.1,2.049,NE,0.156,1.5,0.276,0.185,3.8,0.760,0.202,1.0,0.203,0.210,6.9,0.809,5.3,0.118,1.900,9.1,0.0,0.000,,Control
250,210222_12,E33_F,B,Day4,3,MWM_150,3/4/2021,10.2,1.219,NE,0.120,0.9,0.161,0.180,0.0,0.000,,1.2,0.294,0.245,8.1,0.764,2.1,0.095,1.116,6.1,0.0,0.000,,Control
251,210222_13,E33_M,A,Day4,3,MWM_150,3/4/2021,16.3,2.674,NE,0.165,3.5,0.615,0.177,0.0,0.000,,0.5,0.107,0.229,12.3,1.952,4.0,0.159,2.145,12.2,1.3,0.177,0.136,Control
252,210222_14,E33_M,A,Day4,3,MWM_150,3/4/2021,15.4,2.291,NW,0.148,1.7,0.316,0.189,2.3,0.491,0.213,0.0,0.000,,11.5,1.484,4.0,0.130,1.863,11.4,0.0,0.000,,Control
253,210222_15,E33_M,A,Day4,3,MWM_150,3/4/2021,20.1,2.893,NE,0.144,6.7,1.020,0.153,1.2,0.190,0.154,3.1,0.471,0.150,9.0,1.213,3.6,0.134,2.634,16.0,0.0,0.000,,Control
254,210222_16,E22_M,C,Day4,3,MWM_150,3/4/2021,8.2,2.241,NE,0.273,1.5,0.212,0.139,0.0,0.000,,2.1,1.286,0.622,4.6,0.742,3.3,0.161,0.989,4.2,0.0,0.000,,Control
255,210222_17,E22_F,D,Day4,3,MWM_150,3/4/2021,25.1,3.608,NE,0.143,7.3,1.283,0.175,1.3,0.256,0.192,6.1,1.111,0.182,10.4,0.958,8.2,0.092,3.524,21.1,0.0,0.000,,Control
256,210222_1,E3HN_F,E,Day4,4,MWM_150,3/4/2021,11.4,1.073,NW,0.094,0.0,0.000,,2.0,0.081,0.041,0.0,0.000,,9.4,0.993,2.0,0.105,0.505,7.3,0.0,0.000,,Control
257,210222_2,E3HN_F,E,Day4,4,MWM_150,3/4/2021,6.1,0.886,SW,0.146,0.0,0.000,,0.0,0.000,,1.0,0.122,0.124,5.1,0.765,0.0,0.150,0.132,2.0,1.0,0.065,0.068,Control
258,210222_3,E3HN_M,F,Day4,4,MWM_150,3/4/2021,12.7,1.017,SW,0.080,0.0,0.000,,0.0,0.000,,1.1,0.129,0.118,11.6,0.888,0.0,0.077,0.930,8.6,0.0,0.000,,Control
259,210222_4,E3HN_M,F,Day4,4,MWM_150,3/4/2021,5.5,0.644,SW,0.117,0.0,0.000,,0.0,0.000,,0.0,0.000,,5.5,0.644,0.0,0.117,0.223,1.5,0.0,0.000,,Control
260,210222_5,E3HN_M,F,Day4,4,MWM_150,3/4/2021,7.6,1.432,SW,0.188,0.0,0.000,,0.0,0.000,,0.0,0.508,15.863,7.6,0.924,0.0,0.122,0.365,3.6,0.0,0.508,15.863,Control
261,210222_6,E3HN_M,F,Day4,4,MWM_150,3/4/2021,7.4,0.982,SW,0.133,0.0,0.000,,0.0,0.000,,0.0,0.000,,7.4,0.982,0.0,0.133,0.581,3.3,0.0,0.000,,Control
262,210222_7,E33_F,B,Day4,4,MWM_150,3/4/2021,16.2,3.383,SW,0.208,0.0,0.000,,0.8,0.157,0.196,3.3,0.729,0.221,12.1,2.497,0.0,0.206,2.575,12.2,1.9,0.211,0.111,Control
263,210222_8,E33_F,B,Day4,4,MWM_150,3/4/2021,38.6,8.406,NW,0.218,0.0,0.000,,9.5,2.222,0.233,7.3,1.688,0.231,21.7,4.496,1.0,0.207,7.933,34.5,3.2,0.368,0.116,Control
264,210222_9,E33_F,B,Day4,4,MWM_150,3/4/2021,5.3,0.424,SW,0.079,0.0,0.000,,0.0,0.000,,0.0,0.000,,5.3,0.424,0.0,0.079,0.247,1.3,0.0,0.000,,Control
265,210222_10,E33_F,B,Day4,4,MWM_150,3/4/2021,5.6,0.553,SW,0.098,0.0,0.000,,0.0,0.000,,0.0,0.000,,5.6,0.553,0.0,0.098,0.142,1.6,0.0,0.000,,Control
266,210222_11,E33_F,B,Day4,4,MWM_150,3/4/2021,4.7,0.317,SW,0.068,0.0,0.000,,0.0,0.000,,0.0,0.000,,4.7,0.317,0.0,0.068,0.047,0.6,0.0,0.000,,Control
267,210222_12,E33_F,B,Day4,4,MWM_150,3/4/2021,9.2,1.335,SW,0.145,0.0,0.000,,0.0,0.000,,2.2,0.448,0.203,7.0,0.888,0.0,0.127,0.783,5.1,0.0,0.000,,Control
268,210222_13,E33_M,A,Day4,4,MWM_150,3/4/2021,10.4,1.456,SW,0.140,0.0,0.000,,0.0,0.000,,3.9,0.728,0.187,6.5,0.728,0.0,0.112,1.116,6.3,0.0,0.000,,Control
269,210222_14,E33_M,A,Day4,4,MWM_150,3/4/2021,5.7,0.297,SW,0.052,0.0,0.000,,0.0,0.000,,0.0,0.000,,5.7,0.297,0.0,0.052,,1.6,0.0,0.000,,Control
270,210222_15,E33_M,A,Day4,4,MWM_150,3/4/2021,6.6,1.062,SW,0.160,0.0,0.000,,0.6,0.085,0.150,0.0,0.000,,6.1,0.977,0.0,0.161,0.423,2.6,0.0,0.000,,Control
271,210222_16,E22_M,C,Day4,4,MWM_150,3/4/2021,10.7,1.314,SW,0.123,0.0,0.000,,4.8,0.785,0.165,0.0,0.000,,5.9,0.529,0.0,0.089,1.089,6.7,1.4,0.100,0.072,Control
272,210222_17,E22_F,D,Day4,4,MWM_150,3/4/2021,6.5,0.596,SW,0.092,0.0,0.000,,0.0,0.000,,0.0,0.000,,6.5,0.596,0.0,0.092,0.322,2.4,0.0,0.000,,Control
273,210222_1,E3HN_F,E,Day5,1,MWM_150,3/5/2021,14.0,1.968,SW,0.141,0.0,0.000,,0.0,0.000,,4.8,0.949,0.196,9.2,1.019,0.0,0.111,1.814,9.9,0.0,0.000,,Control
274,210222_2,E3HN_F,E,Day5,1,MWM_150,3/5/2021,15.1,2.492,SW,0.165,0.0,0.000,,0.0,0.000,,0.8,0.585,0.764,14.4,1.907,0.0,0.133,1.443,11.0,0.0,0.000,,Control
275,210222_3,E3HN_M,F,Day5,1,MWM_150,3/5/2021,13.1,0.974,SW,0.075,0.0,0.000,,0.0,0.000,,1.8,0.153,0.085,11.3,0.821,0.0,0.073,0.866,9.0,0.0,0.000,,Control
276,210222_4,E3HN_M,F,Day5,1,MWM_150,3/5/2021,7.2,0.467,SW,0.065,0.0,0.000,,0.0,0.000,,0.0,0.000,,7.2,0.467,0.0,0.065,0.467,3.2,0.0,0.000,,Control
277,210222_5,E3HN_M,F,Day5,1,MWM_150,3/5/2021,5.0,0.128,SW,0.026,0.0,0.000,,0.0,0.000,,0.0,0.000,,5.0,0.128,0.0,0.026,0.045,0.9,0.0,0.000,,Control
278,210222_6,E3HN_M,F,Day5,1,MWM_150,3/5/2021,12.6,1.843,SW,0.146,0.0,0.000,,2.9,0.361,0.126,0.0,0.000,,9.7,1.482,0.0,0.152,1.474,8.5,0.0,0.000,,Control
279,210222_7,E33_F,B,Day5,1,MWM_150,3/5/2021,4.4,0.148,SW,0.034,0.0,0.000,,0.0,0.000,,0.0,0.000,,4.4,0.148,0.0,0.034,0.000,0.0,0.0,0.000,,Control
280,210222_8,E33_F,B,Day5,1,MWM_150,3/5/2021,4.4,0.589,SW,0.133,0.0,0.000,,0.0,0.000,,0.0,0.000,,4.4,0.589,0.0,0.133,0.000,0.0,0.0,0.000,,Control
281,210222_9,E33_F,B,Day5,1,MWM_150,3/5/2021,4.4,0.698,SW,0.158,0.0,0.000,,0.0,0.000,,0.0,0.000,,4.4,0.698,0.0,0.158,,0.4,0.0,0.000,,Control
282,210222_10,E33_F,B,Day5,1,MWM_150,3/5/2021,17.0,2.754,SW,0.162,0.0,0.000,,0.0,0.000,,3.3,0.485,0.149,13.7,2.268,0.0,0.165,2.176,13.0,0.1,0.217,2.165,Control
283,210222_11,E33_F,B,Day5,1,MWM_150,3/5/2021,4.8,0.590,SW,0.124,0.0,0.000,,0.0,0.000,,0.0,0.000,,4.8,0.590,0.0,0.124,0.046,0.7,0.0,0.000,,Control
284,210222_12,E33_F,B,Day5,1,MWM_150,3/5/2021,7.4,0.870,SW,0.117,0.0,0.000,,0.8,0.153,0.191,0.0,0.000,,6.6,0.717,0.0,0.108,0.558,3.3,0.0,0.000,,Control
285,210222_13,E33_M,A,Day5,1,MWM_150,3/5/2021,17.3,2.769,SW,0.160,1.5,0.270,0.176,0.6,0.164,0.290,2.9,0.725,0.247,12.2,1.609,0.0,0.131,2.399,13.2,0.0,0.000,,Control
286,210222_14,E33_M,A,Day5,1,MWM_150,3/5/2021,4.4,0.783,SW,0.178,0.0,0.000,,0.5,0.328,0.656,0.0,0.000,,3.9,0.455,0.0,0.117,0.000,0.0,0.0,0.000,,Control
287,210222_15,E33_M,A,Day5,1,MWM_150,3/5/2021,5.6,0.690,SW,0.122,0.0,0.000,,0.0,0.000,,0.0,0.000,,5.6,0.690,0.0,0.122,0.153,1.6,0.0,0.000,,Control
288,210222_16,E22_M,C,Day5,1,MWM_150,3/5/2021,12.9,2.573,NW,0.200,0.0,0.000,,3.0,0.643,0.212,1.0,0.186,0.192,8.9,1.745,3.0,0.197,2.136,8.8,2.2,0.466,0.215,Control
289,210222_17,E22_F,D,Day5,1,MWM_150,3/5/2021,33.9,5.757,SW,0.170,6.8,1.538,0.226,7.3,1.365,0.188,4.9,1.224,0.250,15.0,1.630,0.0,0.109,5.441,29.8,0.0,0.000,,Control
290,210222_1,E3HN_F,E,Day5,2,MWM_150,3/5/2021,18.7,2.761,SE,0.147,0.4,0.061,0.165,0.5,0.095,0.203,12.6,1.568,0.124,5.3,1.037,13.4,0.196,1.987,14.7,0.0,0.000,,Control
291,210222_2,E3HN_F,E,Day5,2,MWM_150,3/5/2021,19.2,2.986,SE,0.156,0.0,0.000,,0.0,0.000,,10.0,1.574,0.158,9.2,1.412,10.0,0.154,2.548,15.1,0.0,0.000,,Control
292,210222_3,E3HN_M,F,Day5,2,MWM_150,3/5/2021,13.2,1.832,SE,0.139,0.0,0.000,,0.0,0.000,,1.8,0.241,0.131,11.3,1.591,1.8,0.141,1.068,9.1,0.0,0.000,,Control
293,210222_4,E3HN_M,F,Day5,2,MWM_150,3/5/2021,34.4,5.276,SE,0.153,0.0,0.000,,5.5,0.888,0.160,2.2,0.520,0.240,26.7,3.868,2.2,0.145,5.155,30.4,0.6,0.049,0.077,Control
294,210222_5,E3HN_M,F,Day5,2,MWM_150,3/5/2021,7.3,1.229,SE,0.168,0.0,0.000,,0.0,0.000,,3.4,0.467,0.137,3.9,0.762,2.4,0.196,0.720,3.3,0.0,0.000,,Control
295,210222_6,E3HN_M,F,Day5,2,MWM_150,3/5/2021,8.8,1.160,SE,0.132,0.0,0.000,,0.2,0.038,0.162,1.3,0.257,0.193,7.2,0.865,1.3,0.120,1.084,4.7,0.0,0.000,,Control
296,210222_7,E33_F,B,Day5,2,MWM_150,3/5/2021,11.6,1.087,SE,0.094,0.0,0.000,,0.0,0.000,,5.4,0.625,0.115,6.1,0.462,5.4,0.075,0.959,7.5,0.0,0.000,,Control
297,210222_8,E33_F,B,Day5,2,MWM_150,3/5/2021,32.6,6.257,SE,0.192,1.3,0.273,0.210,1.7,0.462,0.272,16.9,3.665,0.217,12.7,1.857,3.3,0.146,6.143,28.5,1.9,0.284,0.152,Control
298,210222_9,E33_F,B,Day5,2,MWM_150,3/5/2021,6.2,1.167,SE,0.189,0.0,0.000,,0.0,0.000,,1.9,0.298,0.155,4.3,0.869,1.0,0.204,0.484,2.1,0.0,0.000,,Control
299,210222_10,E33_F,B,Day5,2,MWM_150,3/5/2021,5.4,0.610,SE,0.113,0.0,0.000,,0.0,0.000,,0.4,0.000,0.000,5.0,0.610,0.4,0.122,0.252,1.3,0.0,0.000,,Control
300,210222_11,E33_F,B,Day5,2,MWM_150,3/5/2021,6.1,0.777,SE,0.126,0.0,0.000,,0.0,0.000,,0.7,0.058,0.085,5.5,0.719,0.7,0.132,0.419,2.1,0.0,0.000,,Control
301,210222_12,E33_F,B,Day5,2,MWM_150,3/5/2021,20.7,3.330,SE,0.161,0.0,0.000,,0.0,0.000,,2.6,0.528,0.201,18.0,2.803,1.2,0.155,3.034,16.6,0.8,0.104,0.129,Control
302,210222_13,E33_M,A,Day5,2,MWM_150,3/5/2021,26.2,5.038,SE,0.192,3.1,0.695,0.224,0.4,0.090,0.245,5.6,1.243,0.223,17.2,3.010,2.4,0.175,4.522,22.2,0.0,0.000,,Control
303,210222_14,E33_M,A,Day5,2,MWM_150,3/5/2021,7.6,1.081,SE,0.142,0.0,0.000,,0.0,0.000,,1.4,0.164,0.114,6.2,0.917,1.1,0.149,0.457,3.5,0.0,0.000,,Control
304,210222_15,E33_M,A,Day5,2,MWM_150,3/5/2021,16.4,2.262,SE,0.138,0.0,0.000,,2.2,0.205,0.092,1.8,0.329,0.182,12.3,1.728,1.8,0.140,1.942,12.3,0.0,0.000,,Control
305,210222_16,E22_M,C,Day5,2,MWM_150,3/5/2021,12.9,2.277,SE,0.176,0.0,0.000,,1.8,0.449,0.249,1.6,0.285,0.180,9.5,1.543,1.6,0.162,2.207,8.9,0.0,0.000,,Control
306,210222_17,E22_F,D,Day5,2,MWM_150,3/5/2021,7.3,1.262,SE,0.172,0.0,0.000,,0.0,0.000,,3.4,0.583,0.173,4.0,0.679,1.5,0.171,0.503,3.2,1.6,0.066,0.041,Control
307,210222_1,E3HN_F,E,Day5,3,MWM_150,3/5/2021,12.9,1.426,NW,0.111,3.2,0.285,0.088,3.3,0.300,0.092,0.0,0.000,,6.4,0.842,5.9,0.131,0.923,8.9,0.0,0.000,,Control
308,210222_2,E3HN_F,E,Day5,3,MWM_150,3/5/2021,28.5,3.825,NW,0.134,1.2,0.148,0.127,7.0,0.753,0.108,10.2,1.596,0.157,10.2,1.329,7.7,0.130,3.362,24.5,0.0,0.000,,Control
309,210222_3,E3HN_M,F,Day5,3,MWM_150,3/5/2021,10.3,0.918,NW,0.089,0.0,0.000,,4.3,0.542,0.127,0.0,0.000,,6.0,0.376,4.3,0.062,0.849,6.2,0.0,0.000,,Control
310,210222_4,E3HN_M,F,Day5,3,MWM_150,3/5/2021,28.0,3.891,NW,0.139,0.8,0.147,0.184,17.0,2.562,0.151,0.1,0.053,0.399,10.1,1.129,5.6,0.111,3.812,24.0,0.0,0.000,,Control
311,210222_5,E3HN_M,F,Day5,3,MWM_150,3/5/2021,15.4,1.452,NW,0.095,0.0,0.000,,6.0,0.828,0.138,0.0,0.000,,9.4,0.625,6.0,0.067,1.298,11.3,0.0,0.000,,Control
312,210222_6,E3HN_M,F,Day5,3,MWM_150,3/5/2021,12.5,1.848,NW,0.148,0.0,0.000,,3.4,0.598,0.173,1.5,0.287,0.187,7.5,0.963,3.4,0.129,1.610,8.4,0.0,0.000,,Control
313,210222_7,E33_F,B,Day5,3,MWM_150,3/5/2021,13.2,1.789,NW,0.135,0.0,0.000,,2.5,0.460,0.186,0.0,0.000,,10.8,1.329,2.5,0.123,1.437,9.2,0.2,0.000,0.000,Control
314,210222_8,E33_F,B,Day5,3,MWM_150,3/5/2021,11.1,1.806,NW,0.163,0.0,0.000,,3.8,0.701,0.182,0.7,0.000,0.000,6.6,1.106,3.8,0.168,1.217,6.9,0.0,0.000,,Control
315,210222_9,E33_F,B,Day5,3,MWM_150,3/5/2021,5.7,0.819,NW,0.144,0.0,0.000,,0.7,0.122,0.175,0.0,0.000,,5.0,0.697,0.7,0.140,0.324,1.6,0.0,0.000,,Control
316,210222_10,E33_F,B,Day5,3,MWM_150,3/5/2021,15.6,2.692,NW,0.172,0.0,0.000,,4.2,0.681,0.162,0.9,0.176,0.188,10.5,1.836,1.0,0.175,2.021,11.6,0.1,0.291,4.344,Control
317,210222_11,E33_F,B,Day5,3,MWM_150,3/5/2021,12.2,1.769,NW,0.145,0.0,0.000,,2.8,0.456,0.164,0.0,0.000,,9.4,1.312,1.4,0.139,1.581,8.1,0.0,0.000,,Control
318,210222_12,E33_F,B,Day5,3,MWM_150,3/5/2021,9.1,1.157,NW,0.127,0.0,0.000,,3.8,0.538,0.142,0.0,0.000,,5.3,0.619,3.8,0.116,0.742,5.1,1.4,0.039,0.028,Control
319,210222_13,E33_M,A,Day5,3,MWM_150,3/5/2021,9.3,1.290,NW,0.138,0.0,0.000,,4.1,0.813,0.200,0.0,0.000,,5.2,0.477,4.1,0.091,1.023,5.2,0.0,0.000,,Control
320,210222_14,E33_M,A,Day5,3,MWM_150,3/5/2021,7.8,0.743,NW,0.095,0.0,0.000,,1.3,0.265,0.198,0.0,0.000,,6.4,0.478,1.3,0.074,0.674,3.7,0.0,0.000,,Control
321,210222_15,E33_M,A,Day5,3,MWM_150,3/5/2021,9.8,2.136,NW,0.219,0.0,0.000,,4.6,0.763,0.165,0.0,0.000,,5.1,1.373,4.6,0.267,0.992,5.7,0.0,0.000,,Control
322,210222_16,E22_M,C,Day5,3,MWM_150,3/5/2021,7.3,1.313,NW,0.180,0.0,0.000,,1.6,0.375,0.232,0.0,0.000,,5.7,0.939,1.6,0.166,0.763,3.2,0.0,0.000,,Control
323,210222_17,E22_F,D,Day5,3,MWM_150,3/5/2021,25.7,3.338,NW,0.130,2.2,0.407,0.188,15.5,2.036,0.132,0.0,0.000,,8.1,0.895,10.3,0.111,3.093,21.6,0.0,0.000,,Control
324,210222_1,E3HN_F,E,Day5,4,MWM_150,3/5/2021,50.4,9.672,NE,0.192,12.0,1.755,0.146,9.7,2.366,0.243,6.8,1.643,0.242,21.9,3.908,7.4,0.179,9.636,46.3,0.0,0.000,,Control
325,210222_2,E3HN_F,E,Day5,4,MWM_150,3/5/2021,19.6,2.081,NE,0.106,9.5,0.731,0.077,0.0,0.000,,1.1,0.294,0.268,9.0,1.055,10.6,0.117,1.937,15.5,0.0,0.000,,Control
326,210222_3,E3HN_M,F,Day5,4,MWM_150,3/5/2021,14.8,2.044,NE,0.138,4.2,0.472,0.113,1.8,0.211,0.119,0.0,0.000,,8.9,1.360,5.9,0.153,1.341,10.8,0.0,0.000,,Control
327,210222_4,E3HN_M,F,Day5,4,MWM_150,3/5/2021,11.2,1.906,NE,0.171,3.2,0.365,0.114,1.4,0.295,0.216,0.0,0.000,,6.6,1.246,4.6,0.189,1.032,7.1,0.0,0.000,,Control
328,210222_5,E3HN_M,F,Day5,4,MWM_150,3/5/2021,19.2,2.470,NE,0.128,3.9,0.310,0.079,8.6,1.180,0.137,0.0,0.000,,6.7,0.981,6.7,0.147,1.909,15.2,0.0,0.000,,Control
329,210222_6,E3HN_M,F,Day5,4,MWM_150,3/5/2021,12.3,1.849,NE,0.151,1.1,0.231,0.209,0.0,0.000,,0.0,0.000,,11.2,1.618,1.1,0.145,1.419,8.2,0.0,0.000,,Control
330,210222_7,E33_F,B,Day5,4,MWM_150,3/5/2021,6.9,1.061,NE,0.153,1.5,0.317,0.211,0.1,0.047,0.354,0.0,0.000,,5.3,0.698,1.6,0.132,0.676,2.9,0.0,0.000,,Control
331,210222_8,E33_F,B,Day5,4,MWM_150,3/5/2021,7.3,1.378,SE,0.188,0.0,0.000,,0.0,0.000,,1.6,0.378,0.234,5.7,1.000,1.6,0.174,0.765,3.3,0.0,0.000,,Control
332,210222_9,E33_F,B,Day5,4,MWM_150,3/5/2021,8.4,1.631,NE,0.193,0.5,0.000,0.000,0.0,0.000,,1.7,0.417,0.250,6.3,1.214,2.2,0.193,0.905,4.4,0.0,0.000,,Control
333,210222_10,E33_F,B,Day5,4,MWM_150,3/5/2021,6.6,1.804,SE,0.272,0.0,0.000,,0.0,0.000,,1.6,1.032,0.653,5.0,0.772,1.4,0.153,0.653,2.6,0.0,0.000,,Control
334,210222_11,E33_F,B,Day5,4,MWM_150,3/5/2021,5.8,1.185,NW,0.203,0.0,0.000,,0.9,0.151,0.167,0.0,0.000,,4.9,1.035,0.9,0.210,0.456,1.8,0.0,0.000,,Control
335,210222_12,E33_F,B,Day5,4,MWM_150,3/5/2021,8.4,0.851,SE,0.101,0.0,0.000,,0.0,0.000,,2.0,0.500,0.252,6.4,0.351,2.0,0.055,0.815,4.4,0.0,0.000,,Control
336,210222_13,E33_M,A,Day5,4,MWM_150,3/5/2021,60.0,10.249,NE,0.171,10.6,1.797,0.169,8.6,1.463,0.170,17.9,3.140,0.175,22.8,3.848,5.8,0.169,,,0.0,0.000,,Control
