Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration,Distance,First zone entered,Mean speed,NE : time,NE : distance,NE : average speed,NW : time,NW : distance,NW : average speed,SE : time,SE : distance,SE : average speed,SW : time,SW : distance,SW : latency to first entry,SW : average speed,Island : distance to first entry,Island : latency to first entry,Thigmitaxis : time,Thigmitaxis : distance,Thigmitaxis : average speed,Diet
337,210222_14,E33_M,A,Day5,4,MWM_150,3/5/2021,8.6,0.893,NE,0.104,0.8,0.093,0.113,0.0,0.000,,2.7,0.485,0.179,5.1,0.315,3.5,0.062,0.763,4.6,0.0,0.000,,Control
338,210222_15,E33_M,A,Day5,4,MWM_150,3/5/2021,20.5,3.382,NE,0.165,5.2,0.802,0.154,4.3,0.723,0.167,2.8,0.519,0.182,8.1,1.339,8.0,0.165,2.765,16.5,0.0,0.000,,Control
339,210222_16,E22_M,C,Day5,4,MWM_150,3/5/2021,17.1,2.329,NE,0.136,3.4,0.612,0.179,0.6,0.148,0.261,1.6,0.303,0.185,11.5,1.267,4.0,0.110,2.258,13.0,0.0,0.000,,Control
340,210222_17,E22_F,D,Day5,4,MWM_150,3/5/2021,26.6,4.818,NE,0.181,9.0,1.653,0.184,1.9,0.545,0.282,7.4,1.623,0.218,8.3,0.997,7.9,0.120,4.539,22.6,0.0,0.000,,Control
341,210222_1,E3HN_F,E,Probe_D5,1,MWM_150,3/5/2021,60.0,11.822,NE,0.197,5.9,1.021,0.173,6.1,1.088,0.177,11.4,2.484,0.219,36.6,7.229,4.1,0.198,1.212,6.5,0.9,0.169,0.181,Control
342,210222_2,E3HN_F,E,Probe_D5,1,MWM_150,3/5/2021,60.0,11.054,NE,0.184,9.0,1.423,0.158,6.8,1.183,0.175,29.3,5.326,0.182,14.9,3.122,6.0,0.210,2.702,16.8,9.4,1.285,0.136,Control
343,210222_3,E3HN_M,F,Probe_D5,1,MWM_150,3/5/2021,60.0,9.981,NE,0.166,3.1,0.413,0.134,8.5,1.416,0.167,9.2,1.762,0.191,39.2,6.390,3.6,0.163,1.128,7.4,7.0,0.969,0.139,Control
344,210222_4,E3HN_M,F,Probe_D5,1,MWM_150,3/5/2021,60.0,11.002,NE,0.183,13.0,2.346,0.180,21.8,3.626,0.166,2.2,0.519,0.233,22.9,4.512,3.4,0.197,1.034,6.3,1.2,0.277,0.231,Control
345,210222_5,E3HN_M,F,Probe_D5,1,MWM_150,3/5/2021,60.0,10.182,NE,0.170,6.0,0.753,0.125,9.5,1.622,0.170,15.7,2.617,0.166,28.7,5.190,5.5,0.181,1.898,12.5,1.3,0.228,0.171,Control
346,210222_6,E3HN_M,F,Probe_D5,1,MWM_150,3/5/2021,60.0,11.825,NE,0.197,7.9,1.653,0.209,10.9,2.181,0.201,7.1,1.529,0.215,34.1,6.461,2.6,0.189,1.361,6.6,0.0,0.000,,Control
347,210222_7,E33_F,B,Probe_D5,1,MWM_150,3/5/2021,60.0,12.002,NE,0.200,7.7,1.440,0.187,14.3,2.816,0.197,10.5,2.292,0.219,27.5,5.455,1.2,0.198,2.798,15.3,18.7,3.118,0.167,Control
348,210222_8,E33_F,B,Probe_D5,1,MWM_150,3/5/2021,60.0,12.447,NE,0.207,2.7,0.572,0.208,17.7,3.725,0.210,5.2,1.206,0.233,34.4,6.944,0.9,0.202,1.077,5.0,2.3,0.357,0.152,Control
349,210222_9,E33_F,B,Probe_D5,1,MWM_150,3/5/2021,60.0,12.332,NE,0.206,4.6,0.982,0.213,7.5,1.510,0.201,11.6,2.425,0.209,36.3,7.415,1.2,0.204,1.726,8.2,5.9,0.637,0.108,Control
350,210222_10,E33_F,B,Probe_D5,1,MWM_150,3/5/2021,60.0,10.471,NE,0.175,2.9,0.523,0.182,9.8,1.725,0.176,4.1,1.005,0.245,43.2,7.218,2.2,0.167,2.537,13.5,0.0,0.000,,Control
351,210222_11,E33_F,B,Probe_D5,1,MWM_150,3/5/2021,60.0,13.071,NE,0.218,8.0,1.600,0.199,14.1,3.267,0.231,4.2,0.995,0.239,33.7,7.209,2.5,0.214,0.955,4.0,7.2,1.270,0.176,Control
352,210222_12,E33_F,B,Probe_D5,1,MWM_150,3/5/2021,60.0,10.233,SE,0.171,0.0,0.000,0.000,3.4,0.561,0.165,11.7,2.076,0.177,44.9,7.596,1.3,0.169,0.964,6.3,0.0,0.000,,Control
353,210222_13,E33_M,A,Probe_D5,1,MWM_150,3/5/2021,60.0,11.389,NE,0.190,9.1,1.809,0.199,10.7,2.240,0.210,11.2,2.349,0.210,29.1,4.991,4.2,0.172,3.239,15.8,0.0,0.000,,Control
354,210222_14,E33_M,A,Probe_D5,1,MWM_150,3/5/2021,60.0,9.484,NE,0.158,2.1,0.440,0.206,4.3,0.586,0.135,4.8,0.799,0.165,48.7,7.659,3.0,0.157,1.749,9.9,2.3,0.158,0.070,Control
355,210222_15,E33_M,A,Probe_D5,1,MWM_150,3/5/2021,60.0,9.360,NE,0.156,4.3,0.715,0.165,4.9,0.723,0.149,9.1,1.312,0.144,41.7,6.610,6.1,0.159,2.518,13.6,3.1,0.283,0.092,Control
356,210222_16,E22_M,C,Probe_D5,1,MWM_150,3/5/2021,60.0,12.121,NE,0.202,7.1,1.512,0.213,13.4,2.778,0.207,7.0,1.370,0.197,32.5,6.460,2.4,0.199,2.416,11.3,8.1,1.292,0.159,Control
357,210222_17,E22_F,D,Probe_D5,1,MWM_150,3/5/2021,60.0,12.050,NE,0.201,7.4,1.615,0.219,18.4,3.794,0.206,5.2,1.165,0.224,29.0,5.476,5.5,0.189,2.228,13.1,0.0,0.000,,Control
358,210222_1,E3HN_F,E,Probe_D8,1,MWM_150,3/8/2021,60.0,13.317,NE,0.222,6.8,1.300,0.191,3.8,0.834,0.220,18.4,4.296,0.233,31.0,6.886,3.5,0.222,3.041,14.1,2.0,0.330,0.162,Control
359,210222_2,E3HN_F,E,Probe_D8,1,MWM_150,3/8/2021,60.0,12.241,NE,0.204,13.2,1.729,0.131,7.0,1.430,0.205,19.5,4.464,0.229,20.4,4.618,12.7,0.227,2.279,17.7,2.8,0.598,0.211,Control
360,210222_3,E3HN_M,F,Probe_D8,1,MWM_150,3/8/2021,60.0,9.735,NE,0.162,5.1,0.913,0.178,12.9,2.161,0.168,4.3,0.891,0.207,37.7,5.769,4.2,0.153,1.541,9.8,12.9,1.851,0.144,Control
361,210222_4,E3HN_M,F,Probe_D8,1,MWM_150,3/8/2021,60.0,10.520,NE,0.175,11.7,1.911,0.163,11.0,1.913,0.174,12.5,2.310,0.185,24.8,4.387,2.6,0.177,1.066,6.7,2.3,0.231,0.101,Control
362,210222_5,E3HN_M,F,Probe_D8,1,MWM_150,3/8/2021,60.0,10.278,NE,0.171,10.3,1.367,0.133,15.1,2.401,0.159,5.3,1.130,0.212,29.3,5.380,7.5,0.184,2.570,15.6,1.3,0.254,0.191,Control
363,210222_6,E3HN_M,F,Probe_D8,1,MWM_150,3/8/2021,60.0,13.431,NE,0.224,12.3,2.706,0.220,8.0,1.664,0.208,20.2,4.784,0.237,19.5,4.276,4.4,0.219,1.252,5.2,0.0,0.000,,Control
364,210222_7,E33_F,B,Probe_D8,1,MWM_150,3/8/2021,60.0,11.633,NE,0.194,7.0,1.221,0.175,8.7,1.299,0.149,13.4,2.750,0.205,30.9,6.364,1.1,0.206,1.193,5.5,25.5,4.133,0.162,Control
365,210222_8,E33_F,B,Probe_D8,1,MWM_150,3/8/2021,60.0,13.452,NE,0.224,7.4,1.738,0.236,9.0,1.903,0.211,12.0,2.788,0.232,31.6,7.023,5.1,0.222,2.500,12.1,12.5,2.681,0.214,Control
366,210222_9,E33_F,B,Probe_D8,1,MWM_150,3/8/2021,60.0,13.608,SW,0.227,5.5,1.347,0.245,11.2,2.381,0.213,11.6,2.660,0.230,31.8,7.221,0.0,0.227,1.274,5.8,2.5,0.336,0.136,Control
367,210222_10,E33_F,B,Probe_D8,1,MWM_150,3/8/2021,60.0,11.205,NE,0.187,16.3,2.857,0.175,5.4,0.945,0.176,7.5,1.662,0.221,30.8,5.741,3.1,0.186,1.847,9.1,7.4,0.912,0.123,Control
368,210222_11,E33_F,B,Probe_D8,1,MWM_150,3/8/2021,60.0,12.929,NE,0.215,4.2,0.700,0.166,17.4,3.584,0.206,6.6,1.731,0.262,31.8,6.914,1.4,0.218,0.994,4.0,13.0,1.647,0.127,Control
369,210222_12,E33_F,B,Probe_D8,1,MWM_150,3/8/2021,60.0,10.709,NE,0.178,6.5,1.453,0.224,3.2,0.582,0.181,16.5,2.877,0.174,33.8,5.797,3.4,0.172,3.317,19.4,0.6,0.038,0.059,Control
370,210222_13,E33_M,A,Probe_D8,1,MWM_150,3/8/2021,60.0,10.788,NE,0.180,13.7,2.444,0.178,5.7,0.999,0.175,11.1,2.355,0.213,29.5,4.990,3.1,0.169,1.167,5.0,5.0,0.669,0.134,Control
371,210222_14,E33_M,A,Probe_D8,1,MWM_150,3/8/2021,60.0,10.946,NE,0.182,7.7,1.408,0.182,17.2,3.108,0.180,4.3,0.694,0.161,30.7,5.736,5.6,0.187,1.832,8.8,2.8,0.239,0.087,Control
372,210222_15,E33_M,A,Probe_D8,1,MWM_150,3/8/2021,60.0,9.882,NE,0.165,2.4,0.366,0.150,19.4,3.336,0.172,8.0,1.350,0.169,30.2,4.830,6.0,0.160,1.677,9.8,0.0,0.000,,Control
373,210222_16,E22_M,C,Probe_D8,1,MWM_150,3/8/2021,60.0,12.931,SW,0.216,3.8,0.989,0.260,11.0,2.436,0.222,12.6,2.567,0.204,32.6,6.939,0.0,0.213,1.539,9.6,18.8,3.755,0.199,Control
374,210222_17,E22_F,D,Probe_D8,1,MWM_150,3/8/2021,60.0,13.576,NE,0.226,15.9,3.452,0.217,15.4,3.471,0.226,8.6,2.219,0.259,20.1,4.434,3.7,0.220,3.343,15.3,1.4,0.257,0.188,Control
