Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration,Distance,First zone entered,Mean speed,NE : time,NE : distance,NE : average speed,NW : time,NW : distance,NW : average speed,SE : time,SE : distance,SE : average speed,SW : time,SW : distance,SW : latency to first entry,SW : average speed,Island : distance to first entry,Island : latency to first entry,Thigmitaxis : time,Thigmitaxis : distance,Thigmitaxis : average speed,Diet
44,210201_6,E44_F,C,Day1,3,MWM_150,2/8/2021,60.0,13.472,NW,0.225,16.0,4.458,0.278,21.9,4.995,0.228,7.1,1.280,0.181,13.5,2.415,38.6,0.179,,,41.0,9.201,0.224,Control
45,210201_7,E44_F,C,Day1,3,MWM_150,2/8/2021,60.0,12.840,NW,0.214,24.3,5.134,0.211,21.5,4.417,0.205,8.2,1.911,0.232,5.9,1.379,22.6,0.232,,,32.0,6.634,0.207,Control
46,210201_8,E44_F,C,Day1,3,MWM_150,2/8/2021,59.3,13.572,NW,0.229,12.1,3.170,0.263,24.4,5.513,0.226,9.0,2.402,0.266,13.7,2.486,4.5,0.182,13.463,55.3,23.2,5.666,0.244,Control
47,210201_9,E44_F,C,Day1,3,MWM_150,2/8/2021,12.0,2.436,NW,0.204,0.0,0.000,,6.8,1.260,0.186,0.0,0.000,,5.2,1.177,4.9,0.226,1.528,7.9,2.3,0.415,0.183,Control
48,210201_10,E44_F,C,Day1,3,MWM_150,2/8/2021,40.7,7.895,NW,0.194,7.0,1.307,0.187,24.3,5.253,0.216,0.0,0.000,,9.3,1.335,13.1,0.143,7.792,36.5,18.0,3.648,0.203,Control
49,210201_11,E44_M,B,Day1,3,MWM_150,2/8/2021,60.0,10.342,NW,0.172,14.4,2.199,0.153,11.7,1.601,0.137,18.9,3.366,0.178,15.0,3.176,4.2,0.212,,,27.3,4.984,0.182,Control
50,210201_12,E44_M,B,Day1,3,MWM_150,2/8/2021,43.4,6.754,NW,0.156,8.8,1.158,0.131,21.5,4.111,0.191,0.0,0.000,,13.0,1.485,8.7,0.114,6.721,39.3,19.6,3.342,0.170,Control
51,210201_13,E44_M,B,Day1,3,MWM_150,2/8/2021,60.0,12.980,NE,0.216,5.6,1.323,0.237,30.2,6.076,0.201,12.9,3.001,0.233,11.0,2.515,9.8,0.228,,,42.8,9.443,0.221,Control
52,210201_14,E44_M,B,Day1,3,MWM_150,2/8/2021,39.6,8.814,NW,0.223,11.1,2.518,0.227,9.8,2.086,0.212,7.6,2.151,0.283,9.7,1.762,17.7,0.182,8.703,35.6,20.1,5.317,0.265,Control
53,210201_15,E44_M,B,Day1,3,MWM_150,2/8/2021,60.0,11.053,NW,0.184,15.2,2.957,0.195,25.3,4.414,0.174,10.1,2.302,0.228,8.2,1.130,3.0,0.137,,,23.8,4.333,0.182,Control
54,210201_16,E44_M,B,Day1,3,MWM_150,2/8/2021,60.0,14.120,NW,0.235,29.6,7.341,0.248,29.9,6.660,0.222,0.0,0.000,,0.0,0.000,,,,,30.8,7.344,0.239,Control
55,210201_17,E44_M,B,Day1,3,MWM_150,2/8/2021,18.6,3.153,SE,0.170,6.1,1.175,0.192,0.0,0.000,,5.9,1.474,0.251,5.7,0.317,12.9,0.056,3.084,14.5,9.1,1.908,0.209,Control
56,210201_18,E44_M,B,Day1,3,MWM_150,2/8/2021,42.0,6.105,NE,0.146,17.0,2.712,0.159,11.5,1.580,0.137,6.1,1.048,0.173,7.2,0.766,30.2,0.106,5.995,37.9,16.3,2.291,0.141,Control
57,210201_19,E2HN_M,D,Day1,3,MWM_150,2/8/2021,60.0,8.093,NW,0.135,0.0,0.000,,42.9,5.190,0.121,2.4,0.352,0.149,14.7,2.551,42.9,0.174,,,19.1,2.413,0.126,Control
58,210201_1,E33_F,A,Day1,4,MWM_150,2/8/2021,7.5,0.585,SE,0.078,0.0,0.000,,0.0,0.000,,1.0,0.042,0.041,6.5,0.544,1.0,0.084,0.480,3.4,2.0,0.158,0.080,Control
59,210201_2,E33_F,A,Day1,4,MWM_150,2/8/2021,16.6,2.903,SE,0.174,7.3,1.658,0.227,2.2,0.523,0.234,1.0,0.146,0.147,6.1,0.576,10.5,0.094,2.834,12.6,3.3,0.678,0.206,Control
60,210201_3,E33_F,A,Day1,4,MWM_150,2/8/2021,60.0,13.251,NW,0.221,13.1,2.837,0.216,21.4,4.270,0.200,17.1,4.075,0.238,6.8,1.706,14.3,0.251,,,23.4,4.634,0.198,Control
61,210201_4,E33_F,A,Day1,4,MWM_150,2/8/2021,21.3,4.474,SE,0.210,0.0,0.000,,0.7,0.135,0.184,6.4,1.638,0.257,14.2,2.701,0.5,0.190,4.370,17.2,2.7,0.608,0.223,Control
62,210201_5,E33_F,A,Day1,4,MWM_150,2/8/2021,14.7,2.303,SE,0.156,0.0,0.000,,0.0,0.000,,8.5,1.724,0.204,6.3,0.580,5.7,0.093,2.198,10.6,3.1,0.376,0.123,Control
63,210201_6,E44_F,C,Day1,4,MWM_150,2/8/2021,60.0,16.370,SE,0.273,15.7,4.907,0.312,9.0,2.958,0.329,21.7,5.705,0.263,13.2,2.698,6.3,0.205,,,39.2,10.949,0.280,Control
64,210201_7,E44_F,C,Day1,4,MWM_150,2/8/2021,60.0,12.567,SE,0.209,14.9,3.382,0.227,11.4,2.473,0.217,18.7,3.899,0.208,14.3,2.767,24.4,0.194,12.210,57.8,21.0,3.941,0.188,Control
65,210201_8,E44_F,C,Day1,4,MWM_150,2/8/2021,14.3,2.311,SE,0.162,0.0,0.000,,0.0,0.000,,5.1,0.681,0.135,9.2,1.630,5.1,0.176,1.526,10.3,4.5,0.687,0.153,Control
66,210201_9,E44_F,C,Day1,4,MWM_150,2/8/2021,27.7,6.267,SE,0.227,0.0,0.000,,10.3,2.262,0.220,8.4,1.990,0.237,9.0,2.015,8.4,0.225,5.460,23.6,16.2,3.595,0.222,Control
67,210201_10,E44_F,C,Day1,4,MWM_150,2/8/2021,60.0,13.141,SE,0.219,18.2,4.001,0.220,15.3,3.332,0.218,18.9,4.038,0.214,6.8,1.609,10.1,0.236,,,22.2,4.487,0.202,Control
68,210201_11,E44_M,B,Day1,4,MWM_150,2/8/2021,60.0,10.567,SE,0.176,9.6,1.936,0.202,8.5,1.616,0.190,26.9,4.352,0.162,14.7,2.662,14.6,0.181,,,12.9,1.622,0.126,Control
69,210201_12,E44_M,B,Day1,4,MWM_150,2/8/2021,40.3,6.079,SE,0.151,7.5,1.274,0.171,0.0,0.000,,20.3,3.233,0.159,8.5,0.870,19.5,0.102,6.041,36.2,12.4,1.423,0.115,Control
70,210201_13,E44_M,B,Day1,4,MWM_150,2/8/2021,60.0,9.754,SE,0.163,12.7,2.487,0.196,0.0,0.000,,35.4,5.447,0.154,11.5,1.819,10.5,0.158,,,22.6,4.001,0.177,Control
71,210201_14,E44_M,B,Day1,4,MWM_150,2/8/2021,14.3,1.850,SE,0.130,0.0,0.000,,0.0,0.000,,9.1,1.413,0.155,5.2,0.437,9.1,0.085,1.705,10.2,3.9,0.645,0.163,Control
72,210201_15,E44_M,B,Day1,4,MWM_150,2/8/2021,60.0,8.331,SE,0.139,7.1,1.345,0.189,5.0,1.106,0.223,31.3,3.687,0.118,16.6,2.193,33.3,0.132,,,16.5,2.913,0.177,Control
73,210201_16,E44_M,B,Day1,4,MWM_150,2/8/2021,60.0,9.560,SE,0.159,10.7,2.271,0.212,13.4,2.221,0.165,33.7,4.590,0.136,0.0,0.000,,,,,30.4,4.890,0.161,Control
74,210201_17,E44_M,B,Day1,4,MWM_150,2/8/2021,15.4,2.157,SE,0.140,0.0,0.000,,0.0,0.000,,4.1,0.807,0.196,11.3,1.350,4.1,0.120,2.054,11.3,3.0,0.459,0.155,Control
75,210201_18,E44_M,B,Day1,4,MWM_150,2/8/2021,50.8,8.617,SE,0.170,1.0,0.175,0.169,8.7,1.482,0.170,24.4,4.085,0.167,16.6,2.875,11.5,0.173,8.329,46.7,19.1,3.127,0.163,Control
76,210201_19,E2HN_M,D,Day1,4,MWM_150,2/8/2021,60.0,7.490,SE,0.125,25.1,3.044,0.121,11.2,1.225,0.109,20.6,2.825,0.137,0.0,0.000,,,,,24.8,2.710,0.109,Control
77,210201_1,E33_F,A,Day2,1,MWM_150,2/9/2021,16.5,2.590,NE,0.157,7.4,1.302,0.177,0.0,0.000,,4.0,0.909,0.229,5.1,0.379,11.3,0.074,2.473,12.3,2.1,0.378,0.180,Control
78,210201_2,E33_F,A,Day2,1,MWM_150,2/9/2021,16.6,2.297,NE,0.139,9.6,1.567,0.164,0.0,0.000,,1.4,0.266,0.190,5.6,0.465,11.0,0.083,2.193,12.5,0.7,0.135,0.203,Control
79,210201_3,E33_F,A,Day2,1,MWM_150,2/9/2021,28.3,6.960,NW,0.246,8.6,2.539,0.294,8.9,2.383,0.268,3.3,0.940,0.282,7.3,1.097,10.7,0.149,6.818,24.3,10.9,3.164,0.290,Control
80,210201_4,E33_F,A,Day2,1,MWM_150,2/9/2021,25.3,5.886,NE,0.233,7.4,1.959,0.265,7.0,1.820,0.260,2.6,0.761,0.297,8.3,1.345,3.8,0.162,5.738,21.2,3.8,0.818,0.213,Control
81,210201_5,E33_F,A,Day2,1,MWM_150,2/9/2021,40.5,8.571,NE,0.211,8.0,1.892,0.235,20.1,4.616,0.230,1.5,0.304,0.203,10.9,1.759,7.6,0.161,8.470,36.4,10.0,2.036,0.204,Control
82,210201_6,E44_F,C,Day2,1,MWM_150,2/9/2021,60.0,11.519,NE,0.192,24.5,4.537,0.185,17.1,3.146,0.184,13.1,2.644,0.201,0.2,0.034,29.1,0.144,,,43.9,7.735,0.176,Control
83,210201_7,E44_F,C,Day2,1,MWM_150,2/9/2021,31.7,5.609,NE,0.177,15.6,2.575,0.165,5.9,1.444,0.243,4.1,0.959,0.232,6.0,0.631,15.3,0.105,5.462,27.6,0.6,0.000,0.000,Control
84,210201_8,E44_F,C,Day2,1,MWM_150,2/9/2021,35.0,8.486,NE,0.242,11.9,2.271,0.191,6.3,1.701,0.270,6.6,1.799,0.273,8.8,2.358,10.3,0.267,7.434,31.0,6.8,1.576,0.231,Control
85,210201_9,E44_F,C,Day2,1,MWM_150,2/9/2021,60.0,14.678,NE,0.245,34.6,8.199,0.237,5.4,1.340,0.247,15.0,3.778,0.252,4.1,1.095,16.7,0.269,,,12.4,3.484,0.282,Control
86,210201_10,E44_F,C,Day2,1,MWM_150,2/9/2021,26.9,5.844,NE,0.217,9.5,1.696,0.179,3.8,0.975,0.259,8.2,1.910,0.232,5.1,1.196,8.2,0.235,4.804,22.9,4.8,1.062,0.220,Control
87,210201_11,E44_M,B,Day2,1,MWM_150,2/9/2021,60.0,9.237,NE,0.154,30.6,4.192,0.137,15.2,2.280,0.150,8.0,1.649,0.205,6.1,1.117,26.7,0.182,,,13.5,2.695,0.199,Control
88,210201_12,E44_M,B,Day2,1,MWM_150,2/9/2021,44.1,6.751,NE,0.153,7.6,1.238,0.162,14.9,3.044,0.204,7.8,1.223,0.157,11.3,0.852,11.2,0.075,6.717,40.0,21.9,3.690,0.168,Control
89,210201_13,E44_M,B,Day2,1,MWM_150,2/9/2021,26.1,3.437,NE,0.131,5.3,0.455,0.086,0.7,0.038,0.057,14.5,1.965,0.135,5.7,0.979,19.8,0.172,2.853,22.0,3.8,0.411,0.109,Control
90,210201_14,E44_M,B,Day2,1,MWM_150,2/9/2021,36.4,7.181,NE,0.198,6.9,1.354,0.196,3.7,0.914,0.245,9.4,2.216,0.235,16.3,2.697,9.6,0.166,7.148,32.3,12.5,2.144,0.172,Control
91,210201_15,E44_M,B,Day2,1,MWM_150,2/9/2021,60.0,7.035,NE,0.117,39.8,3.783,0.095,6.4,0.660,0.103,13.1,2.431,0.186,0.5,0.128,46.8,0.240,,,7.9,1.097,0.139,Control
92,210201_16,E44_M,B,Day2,1,MWM_150,2/9/2021,53.7,8.746,NE,0.163,25.0,3.969,0.159,11.8,2.383,0.201,5.9,1.092,0.185,11.0,1.303,23.5,0.119,8.675,49.6,12.2,2.263,0.186,Control
93,210201_17,E44_M,B,Day2,1,MWM_150,2/9/2021,60.0,10.686,NE,0.178,26.6,3.843,0.145,14.4,2.989,0.208,11.1,2.304,0.207,7.9,1.550,19.9,0.197,,,25.2,4.660,0.185,Control
94,210201_18,E44_M,B,Day2,1,MWM_150,2/9/2021,60.0,12.003,NE,0.200,20.2,3.137,0.156,11.4,2.648,0.232,14.0,3.056,0.218,14.4,3.162,19.3,0.220,,,31.9,6.902,0.216,Control
95,210201_19,E2HN_M,D,Day2,1,MWM_150,2/9/2021,60.0,6.766,NE,0.113,32.7,4.083,0.125,17.8,1.809,0.102,6.2,0.539,0.087,3.3,0.335,13.0,0.101,,,15.9,2.582,0.163,Control
96,210201_1,E33_F,A,Day2,2,MWM_150,2/9/2021,35.7,6.806,SW,0.190,1.0,0.174,0.168,3.6,0.817,0.225,7.6,1.810,0.238,23.5,4.005,0.0,0.171,6.662,31.6,5.4,1.113,0.205,Control
97,210201_2,E33_F,A,Day2,2,MWM_150,2/9/2021,20.7,3.548,SW,0.172,0.0,0.000,,2.2,0.434,0.200,6.5,1.356,0.209,12.0,1.758,0.0,0.147,3.511,16.6,4.4,0.684,0.154,Control
98,210201_3,E33_F,A,Day2,2,MWM_150,2/9/2021,10.9,0.708,SW,0.065,0.0,0.000,,0.2,0.049,0.208,0.0,0.000,,10.6,0.659,0.0,0.062,0.562,6.8,0.0,0.000,,Control
99,210201_4,E33_F,A,Day2,2,MWM_150,2/9/2021,6.9,0.722,NW,0.105,0.0,0.000,,1.8,0.414,0.234,0.0,0.000,,5.1,0.308,1.8,0.061,0.653,2.7,0.0,0.000,,Control
100,210201_5,E33_F,A,Day2,2,MWM_150,2/9/2021,10.8,1.552,SW,0.143,0.0,0.000,,0.9,0.224,0.259,0.0,0.000,,10.0,1.328,0.0,0.133,1.447,6.8,0.0,0.000,,Control
101,210201_6,E44_F,C,Day2,2,MWM_150,2/9/2021,60.0,13.634,SW,0.227,9.1,2.223,0.244,15.4,3.627,0.235,18.4,3.978,0.217,16.8,3.772,0.0,0.225,,,31.1,6.998,0.225,Control
102,210201_7,E44_F,C,Day2,2,MWM_150,2/9/2021,56.8,12.229,SE,0.215,7.5,1.874,0.249,9.1,2.146,0.237,13.4,2.916,0.218,26.8,5.293,2.1,0.197,11.353,52.7,18.5,3.773,0.204,Control
103,210201_8,E44_F,C,Day2,2,MWM_150,2/9/2021,10.2,0.932,SW,0.091,0.0,0.000,,0.0,0.000,,0.0,0.000,,10.2,0.932,0.0,0.091,0.817,6.2,0.0,0.000,,Control
104,210201_9,E44_F,C,Day2,2,MWM_150,2/9/2021,60.0,14.725,SW,0.245,15.0,3.667,0.244,13.7,3.561,0.259,17.3,3.910,0.226,13.5,3.398,0.0,0.251,,,29.3,7.710,0.263,Control
105,210201_10,E44_F,C,Day2,2,MWM_150,2/9/2021,11.1,1.093,SE,0.099,0.0,0.000,,0.0,0.000,,3.9,0.586,0.152,7.2,0.507,3.9,0.070,1.040,7.0,3.9,0.586,0.152,Control
106,210201_11,E44_M,B,Day2,2,MWM_150,2/9/2021,34.0,3.638,SW,0.107,2.7,0.429,0.159,11.3,1.607,0.142,0.0,0.000,,20.0,1.602,0.0,0.080,3.570,29.9,2.3,0.151,0.066,Control
107,210201_12,E44_M,B,Day2,2,MWM_150,2/9/2021,12.2,0.946,SW,0.078,0.0,0.000,,1.6,0.184,0.113,0.0,0.000,,10.6,0.762,0.0,0.072,0.873,8.1,0.0,0.000,,Control
108,210201_13,E44_M,B,Day2,2,MWM_150,2/9/2021,60.0,10.625,SW,0.177,12.8,2.112,0.165,6.8,1.097,0.161,11.4,2.728,0.239,28.9,4.687,0.0,0.162,,,17.6,2.598,0.148,Control
109,210201_14,E44_M,B,Day2,2,MWM_150,2/9/2021,60.0,12.654,SW,0.211,9.9,2.303,0.233,16.8,3.252,0.194,20.3,4.387,0.217,13.1,2.712,0.0,0.207,,,14.0,2.447,0.174,Control
110,210201_15,E44_M,B,Day2,2,MWM_150,2/9/2021,57.3,5.030,SW,0.088,0.0,0.000,,18.3,2.093,0.114,3.1,0.261,0.085,35.9,2.675,0.0,0.075,4.991,53.2,2.0,0.119,0.060,Control
111,210201_16,E44_M,B,Day2,2,MWM_150,2/9/2021,60.0,11.403,SE,0.190,10.9,2.123,0.195,13.6,2.559,0.188,6.1,1.243,0.204,29.4,5.479,2.6,0.186,,,22.9,4.404,0.192,Control
112,210201_17,E44_M,B,Day2,2,MWM_150,2/9/2021,5.4,0.190,SW,0.035,0.0,0.000,,0.0,0.000,,0.0,0.000,,5.4,0.190,0.0,0.035,0.120,1.3,0.0,0.000,,Control
113,210201_18,E44_M,B,Day2,2,MWM_150,2/9/2021,15.6,0.976,SW,0.062,0.0,0.000,,0.0,0.000,,0.0,0.000,,15.6,0.976,0.0,0.062,0.909,11.5,0.0,0.000,,Control
114,210201_19,E2HN_M,D,Day2,2,MWM_150,2/9/2021,60.0,8.217,SW,0.137,5.4,1.118,0.208,26.5,3.933,0.148,5.9,1.145,0.195,22.3,2.020,0.0,0.091,,,22.2,3.518,0.159,Control
115,210201_1,E33_F,A,Day2,3,MWM_150,2/9/2021,16.3,2.516,SE,0.154,0.0,0.000,,2.6,0.474,0.182,7.0,1.324,0.190,6.8,0.717,7.0,0.106,2.412,12.3,0.0,0.000,,Control
116,210201_2,E33_F,A,Day2,3,MWM_150,2/9/2021,32.8,7.130,SE,0.217,4.2,1.106,0.261,5.5,1.368,0.249,13.0,3.002,0.230,10.0,1.654,1.8,0.165,7.061,28.7,7.5,1.819,0.243,Control
117,210201_3,E33_F,A,Day2,3,MWM_150,2/9/2021,60.0,12.699,SE,0.212,13.7,2.730,0.199,0.0,0.000,,39.6,8.750,0.221,6.7,1.219,13.5,0.183,,,15.5,3.202,0.206,Control
118,210201_4,E33_F,A,Day2,3,MWM_150,2/9/2021,21.8,4.561,SE,0.210,0.0,0.000,,0.0,0.000,,10.8,2.658,0.246,11.0,1.904,2.8,0.174,4.451,17.7,0.0,0.000,,Control
119,210201_5,E33_F,A,Day2,3,MWM_150,2/9/2021,7.7,1.013,NE,0.132,1.7,0.379,0.222,1.0,0.330,0.330,0.0,0.000,,4.9,0.304,2.7,0.061,0.908,3.6,0.0,0.000,,Control
120,210201_6,E44_F,C,Day2,3,MWM_150,2/9/2021,60.0,13.402,NE,0.223,16.4,3.388,0.206,12.9,3.074,0.238,11.9,2.978,0.250,18.7,3.961,5.9,0.212,,,26.9,5.280,0.196,Control
121,210201_7,E44_F,C,Day2,3,MWM_150,2/9/2021,33.0,6.145,SE,0.186,8.2,1.886,0.230,2.8,0.754,0.269,12.9,2.599,0.202,9.1,0.905,13.8,0.099,6.077,28.9,3.3,0.567,0.170,Control
122,210201_8,E44_F,C,Day2,3,MWM_150,2/9/2021,34.9,6.016,SE,0.172,4.9,1.107,0.226,2.5,0.742,0.301,13.7,2.029,0.148,13.8,2.137,4.2,0.154,5.901,30.8,11.4,2.136,0.188,Control
123,210201_9,E44_F,C,Day2,3,MWM_150,2/9/2021,45.5,10.177,NW,0.224,3.7,1.075,0.288,8.2,1.988,0.243,17.8,3.539,0.199,15.8,3.573,9.0,0.226,9.217,41.5,20.3,4.363,0.215,Control
124,210201_10,E44_F,C,Day2,3,MWM_150,2/9/2021,12.8,1.822,SE,0.142,0.0,0.000,,0.0,0.000,,6.7,1.298,0.195,6.2,0.523,3.6,0.085,1.752,8.7,0.5,0.038,0.080,Control
125,210201_11,E44_M,B,Day2,3,MWM_150,2/9/2021,48.8,7.134,SE,0.146,0.0,0.000,,3.8,0.666,0.175,25.9,3.402,0.132,19.2,3.066,10.2,0.160,6.657,44.8,3.1,0.507,0.162,Control
126,210201_12,E44_M,B,Day2,3,MWM_150,2/9/2021,33.0,4.791,SE,0.145,3.1,0.562,0.181,2.1,0.386,0.187,10.7,1.863,0.174,17.1,1.980,2.4,0.116,4.746,29.0,11.0,1.779,0.162,Control
127,210201_13,E44_M,B,Day2,3,MWM_150,2/9/2021,25.2,2.138,SE,0.085,0.0,0.000,,0.0,0.000,,0.7,0.090,0.132,24.5,2.048,0.7,0.084,1.774,21.2,12.0,0.466,0.039,Control
128,210201_14,E44_M,B,Day2,3,MWM_150,2/9/2021,60.0,11.936,SE,0.199,5.8,1.338,0.229,10.1,1.858,0.185,23.1,4.633,0.200,20.3,3.976,2.4,0.196,,,25.4,4.766,0.188,Control
129,210201_15,E44_M,B,Day2,3,MWM_150,2/9/2021,40.8,3.240,SW,0.079,0.0,0.000,,7.9,1.077,0.136,19.9,1.171,0.059,13.0,0.992,0.0,0.076,3.141,36.7,2.8,0.229,0.081,Control
130,210201_16,E44_M,B,Day2,3,MWM_150,2/9/2021,60.0,9.682,SE,0.161,4.3,0.685,0.158,11.2,1.701,0.151,23.7,3.672,0.155,20.7,3.624,8.6,0.175,,,11.6,1.446,0.125,Control
131,210201_17,E44_M,B,Day2,3,MWM_150,2/9/2021,58.2,10.746,SE,0.185,12.0,2.621,0.218,17.9,3.542,0.197,13.6,2.382,0.175,14.5,2.160,8.6,0.149,10.746,54.1,28.7,5.633,0.196,Control
132,210201_18,E44_M,B,Day2,3,MWM_150,2/9/2021,15.9,1.994,NW,0.126,0.0,0.000,,7.2,1.057,0.147,1.6,0.426,0.266,7.1,0.511,2.9,0.072,1.881,11.8,0.0,0.000,,Control
133,210201_19,E2HN_M,D,Day2,3,MWM_150,2/9/2021,41.5,4.657,SE,0.112,0.0,0.000,,12.5,1.769,0.142,11.4,1.007,0.088,17.5,1.881,11.4,0.107,4.549,37.4,5.5,0.747,0.137,Control
134,210201_1,E33_F,A,Day2,4,MWM_150,2/9/2021,4.4,0.102,SW,0.023,0.0,0.000,,0.0,0.000,,0.0,0.000,,4.4,0.102,0.0,0.023,0.000,0.0,0.0,0.000,,Control
135,210201_2,E33_F,A,Day2,4,MWM_150,2/9/2021,8.2,1.108,SE,0.134,0.5,0.166,0.312,2.2,0.577,0.262,0.4,0.000,0.000,5.1,0.365,3.1,0.071,1.003,4.2,0.0,0.000,,Control
136,210201_3,E33_F,A,Day2,4,MWM_150,2/9/2021,14.0,1.760,NW,0.126,1.7,0.396,0.229,4.0,0.722,0.180,0.0,0.000,,8.2,0.642,1.7,0.078,1.687,9.9,0.0,0.000,,Control
137,210201_4,E33_F,A,Day2,4,MWM_150,2/9/2021,12.7,1.777,NW,0.140,0.0,0.000,,4.7,0.955,0.201,0.0,0.000,,8.0,0.823,3.7,0.103,1.645,8.6,0.0,0.000,,Control
138,210201_5,E33_F,A,Day2,4,MWM_150,2/9/2021,11.4,1.712,NW,0.150,0.7,0.140,0.200,2.8,0.552,0.194,0.8,0.188,0.234,7.1,0.832,1.9,0.117,1.587,7.4,0.0,0.000,,Control
139,210201_6,E44_F,C,Day2,4,MWM_150,2/9/2021,38.7,6.099,NW,0.157,2.7,0.606,0.224,10.3,2.007,0.194,9.2,1.331,0.144,16.5,2.155,3.8,0.131,6.026,34.6,16.2,2.341,0.145,Control
140,210201_7,E44_F,C,Day2,4,MWM_150,2/9/2021,10.6,1.244,NW,0.117,0.0,0.000,,5.1,0.878,0.173,0.0,0.000,,5.6,0.366,5.1,0.066,1.136,6.5,0.0,0.000,,Control
141,210201_8,E44_F,C,Day2,4,MWM_150,2/9/2021,11.3,1.491,NW,0.132,0.0,0.000,,0.7,0.063,0.094,2.1,0.364,0.174,8.5,1.063,0.7,0.125,1.418,7.2,0.0,0.000,,Control
142,210201_9,E44_F,C,Day2,4,MWM_150,2/9/2021,20.8,4.021,NW,0.193,2.3,0.445,0.196,11.4,2.007,0.176,1.8,0.319,0.177,5.3,1.251,9.7,0.234,3.147,16.7,2.0,0.425,0.215,Control
143,210201_10,E44_F,C,Day2,4,MWM_150,2/9/2021,12.5,1.529,NW,0.123,0.0,0.000,,7.3,1.268,0.174,0.0,0.000,,5.2,0.260,7.3,0.051,1.529,8.4,0.0,0.000,,Control
144,210201_11,E44_M,B,Day2,4,MWM_150,2/9/2021,7.9,0.728,NW,0.093,0.0,0.000,,2.3,0.340,0.145,0.0,0.000,,5.5,0.388,2.3,0.070,0.621,3.7,0.0,0.000,,Control
145,210201_12,E44_M,B,Day2,4,MWM_150,2/9/2021,34.2,5.149,NW,0.150,6.0,1.123,0.186,11.8,1.829,0.155,9.6,1.603,0.168,6.8,0.594,23.9,0.087,5.080,30.1,8.3,1.052,0.127,Control
146,210201_13,E44_M,B,Day2,4,MWM_150,2/9/2021,19.3,1.665,NW,0.086,0.0,0.000,,13.7,1.405,0.102,0.0,0.000,,5.5,0.261,13.7,0.047,1.631,15.2,6.0,0.491,0.082,Control
147,210201_14,E44_M,B,Day2,4,MWM_150,2/9/2021,13.2,1.523,NW,0.115,0.0,0.000,,7.5,0.884,0.117,0.0,0.000,,5.7,0.639,7.5,0.112,1.298,9.1,3.6,0.453,0.126,Control
148,210201_15,E44_M,B,Day2,4,MWM_150,2/9/2021,60.0,4.955,NW,0.083,0.6,0.073,0.129,23.3,1.346,0.058,5.9,0.794,0.135,30.2,2.741,16.7,0.091,,,3.7,0.256,0.069,Control
149,210201_16,E44_M,B,Day2,4,MWM_150,2/9/2021,38.2,3.717,NW,0.097,4.7,0.461,0.098,16.1,1.555,0.096,2.0,0.311,0.158,15.4,1.390,22.1,0.091,3.683,34.1,8.0,0.597,0.075,Control
150,210201_17,E44_M,B,Day2,4,MWM_150,2/9/2021,17.1,2.222,NW,0.130,2.2,0.410,0.189,8.0,1.146,0.144,0.0,0.000,,7.0,0.667,8.1,0.095,2.188,13.0,1.6,0.193,0.118,Control
151,210201_18,E44_M,B,Day2,4,MWM_150,2/9/2021,21.8,3.640,NW,0.167,0.0,0.000,,8.8,1.073,0.121,2.6,0.508,0.193,10.3,2.059,8.8,0.200,2.921,17.7,0.5,0.071,0.144,Control
152,210201_19,E2HN_M,D,Day2,4,MWM_150,2/9/2021,19.3,1.856,NW,0.096,0.0,0.000,,6.3,0.442,0.070,0.0,0.000,,12.9,1.415,6.3,0.109,1.423,15.2,0.0,0.000,,Control
153,210201_1,E33_F,A,Day3,1,MWM_150,2/10/2021,11.6,2.002,NW,0.173,0.5,0.139,0.260,5.1,1.202,0.235,0.5,0.108,0.233,5.4,0.552,6.1,0.101,1.818,7.5,1.1,0.230,0.215,Control
154,210201_2,E33_F,A,Day3,1,MWM_150,2/10/2021,21.9,3.895,NW,0.178,0.0,0.000,,6.8,1.329,0.197,3.5,0.763,0.218,11.6,1.804,4.3,0.156,3.858,17.8,8.1,1.592,0.196,Control
155,210201_3,E33_F,A,Day3,1,MWM_150,2/10/2021,10.8,1.187,NW,0.110,0.0,0.000,,5.3,0.891,0.169,0.0,0.000,,5.5,0.296,5.3,0.053,1.152,6.7,0.0,0.000,,Control
156,210201_4,E33_F,A,Day3,1,MWM_150,2/10/2021,22.8,4.905,NE,0.215,1.2,0.157,0.129,2.6,0.844,0.325,5.1,1.396,0.276,13.9,2.507,3.8,0.181,4.792,18.7,2.2,0.303,0.139,Control
157,210201_5,E33_F,A,Day3,1,MWM_150,2/10/2021,18.6,3.238,NW,0.174,0.0,0.000,,7.5,1.672,0.223,0.0,0.000,,11.1,1.567,4.5,0.141,3.160,14.6,0.0,0.000,,Control
158,210201_6,E44_F,C,Day3,1,MWM_150,2/10/2021,12.3,0.689,NW,0.056,0.0,0.000,,8.3,0.689,0.083,0.0,0.000,,4.1,0.000,8.3,0.000,0.689,8.3,0.0,0.000,,Control
159,210201_7,E44_F,C,Day3,1,MWM_150,2/10/2021,34.7,5.831,NW,0.168,1.2,0.326,0.272,1.9,0.403,0.210,4.7,1.017,0.215,26.9,4.085,0.5,0.152,5.758,30.6,11.7,1.754,0.150,Control
