Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration,Distance,First zone entered,Mean speed,NE : time,NE : distance,NE : average speed,NW : time,NW : distance,NW : average speed,SE : time,SE : distance,SE : average speed,SW : time,SW : distance,SW : latency to first entry,SW : average speed,Island : distance to first entry,Island : latency to first entry,Thigmitaxis : time,Thigmitaxis : distance,Thigmitaxis : average speed,Diet
160,210201_8,E44_F,C,Day3,1,MWM_150,2/10/2021,28.4,4.319,NW,0.152,2.1,0.310,0.150,12.6,2.363,0.188,0.0,0.000,,13.8,1.647,1.0,0.120,4.281,24.3,1.2,0.205,0.167,Control
161,210201_9,E44_F,C,Day3,1,MWM_150,2/10/2021,60.0,14.206,NW,0.237,8.9,2.284,0.257,24.3,5.181,0.213,10.4,2.744,0.265,16.5,3.997,4.5,0.243,,,15.0,3.927,0.262,Control
162,210201_10,E44_F,C,Day3,1,MWM_150,2/10/2021,13.7,1.172,NW,0.085,0.0,0.000,,8.3,0.843,0.101,0.0,0.000,,5.4,0.329,8.3,0.061,1.105,9.7,1.3,0.072,0.055,Control
163,210201_11,E44_M,B,Day3,1,MWM_150,2/10/2021,15.7,1.130,NW,0.072,0.0,0.000,,9.0,0.559,0.062,0.0,0.000,,6.7,0.572,9.0,0.085,1.063,11.7,0.0,0.000,,Control
164,210201_12,E44_M,B,Day3,1,MWM_150,2/10/2021,46.5,5.602,NW,0.120,5.6,0.854,0.153,23.8,2.799,0.118,2.9,0.454,0.157,14.3,1.496,5.1,0.105,5.568,42.5,1.7,0.290,0.171,Control
165,210201_13,E44_M,B,Day3,1,MWM_150,2/10/2021,21.4,1.731,NW,0.081,0.0,0.000,,15.6,1.397,0.090,0.0,0.000,,5.8,0.335,15.6,0.058,1.694,17.3,4.6,0.184,0.040,Control
166,210201_14,E44_M,B,Day3,1,MWM_150,2/10/2021,28.3,5.932,NW,0.209,2.6,0.809,0.311,8.9,1.850,0.208,7.9,2.226,0.281,8.9,1.047,3.4,0.117,5.898,24.3,0.0,0.000,,Control
167,210201_15,E44_M,B,Day3,1,MWM_150,2/10/2021,22.1,2.434,NW,0.110,0.0,0.000,,9.5,1.101,0.116,0.0,0.000,,12.6,1.333,9.5,0.106,2.393,18.1,3.1,0.282,0.091,Control
168,210201_16,E44_M,B,Day3,1,MWM_150,2/10/2021,21.7,2.816,NW,0.130,2.1,0.422,0.198,9.6,1.075,0.112,1.8,0.433,0.236,8.1,0.886,7.7,0.109,2.749,17.7,0.0,0.000,,Control
169,210201_17,E44_M,B,Day3,1,MWM_150,2/10/2021,27.7,4.209,NW,0.152,2.4,0.380,0.161,6.5,0.937,0.143,4.0,0.858,0.216,14.8,2.034,7.4,0.138,4.175,23.5,3.0,0.474,0.156,Control
170,210201_18,E44_M,B,Day3,1,MWM_150,2/10/2021,27.7,5.049,NW,0.182,4.8,1.159,0.241,11.1,1.869,0.169,3.7,0.918,0.248,8.1,1.103,8.7,0.136,4.941,23.6,2.3,0.581,0.249,Control
171,210201_19,E2HN_M,D,Day3,1,MWM_150,2/10/2021,21.9,3.261,NW,0.149,0.0,0.000,,2.2,0.283,0.131,4.4,0.565,0.127,15.3,2.413,2.2,0.158,3.186,17.8,10.0,1.642,0.164,Control
172,210201_1,E33_F,A,Day3,2,MWM_150,2/10/2021,20.4,2.711,NE,0.133,8.5,0.817,0.096,4.4,0.996,0.225,0.6,0.149,0.263,6.9,0.749,7.7,0.108,2.603,16.3,0.0,0.000,,Control
173,210201_2,E33_F,A,Day3,2,MWM_150,2/10/2021,5.6,0.485,NW,0.086,0.0,0.000,,0.7,0.103,0.155,0.0,0.000,,5.0,0.382,0.7,0.077,0.339,1.6,0.0,0.000,,Control
174,210201_3,E33_F,A,Day3,2,MWM_150,2/10/2021,11.0,1.008,NW,0.092,0.0,0.000,,4.6,0.587,0.128,0.0,0.000,,6.4,0.421,3.5,0.066,0.935,6.9,0.0,0.000,,Control
175,210201_4,E33_F,A,Day3,2,MWM_150,2/10/2021,11.0,1.521,NW,0.138,0.0,0.000,,6.5,0.331,0.051,0.0,0.000,,4.5,1.190,6.0,0.262,0.502,6.9,0.9,0.182,0.202,Control
176,210201_5,E33_F,A,Day3,2,MWM_150,2/10/2021,15.1,3.086,NW,0.204,1.7,0.324,0.187,8.4,1.473,0.176,1.8,0.487,0.269,3.2,0.802,10.1,0.248,2.095,11.1,0.0,0.000,,Control
177,210201_6,E44_F,C,Day3,2,MWM_150,2/10/2021,8.8,1.089,NW,0.123,0.0,0.000,,2.8,0.522,0.190,0.0,0.000,,6.1,0.567,2.8,0.093,0.945,4.7,1.6,0.352,0.220,Control
178,210201_7,E44_F,C,Day3,2,MWM_150,2/10/2021,10.3,1.140,NW,0.111,0.0,0.000,,0.7,0.101,0.148,0.0,0.000,,9.6,1.039,0.7,0.108,1.071,6.2,0.0,0.000,,Control
179,210201_8,E44_F,C,Day3,2,MWM_150,2/10/2021,27.2,4.764,NW,0.175,0.2,0.034,0.147,14.5,3.091,0.214,1.3,0.182,0.140,11.2,1.456,4.9,0.130,4.690,23.1,3.1,0.497,0.159,Control
180,210201_9,E44_F,C,Day3,2,MWM_150,2/10/2021,29.8,4.382,NW,0.147,2.6,0.366,0.139,17.9,3.024,0.169,0.7,0.084,0.120,8.5,0.908,9.9,0.106,4.281,25.7,0.7,0.146,0.219,Control
181,210201_10,E44_F,C,Day3,2,MWM_150,2/10/2021,12.8,1.254,SW,0.098,0.0,0.000,,0.0,0.000,,1.5,0.175,0.119,11.3,1.079,0.0,0.095,1.216,8.7,0.0,0.000,,Control
182,210201_11,E44_M,B,Day3,2,MWM_150,2/10/2021,35.6,5.510,NW,0.155,4.4,0.910,0.205,8.6,1.297,0.150,8.7,1.598,0.184,13.8,1.705,5.4,0.123,5.469,31.5,0.0,0.000,,Control
183,210201_12,E44_M,B,Day3,2,MWM_150,2/10/2021,40.0,5.598,SE,0.140,3.3,0.620,0.190,16.9,1.394,0.083,10.4,2.541,0.244,9.4,1.043,27.4,0.111,5.381,35.9,3.3,1.330,0.401,Control
184,210201_13,E44_M,B,Day3,2,MWM_150,2/10/2021,11.5,1.406,NW,0.122,0.0,0.000,,6.2,1.149,0.186,0.0,0.000,,5.3,0.257,6.2,0.048,1.361,7.4,1.1,0.166,0.151,Control
185,210201_14,E44_M,B,Day3,2,MWM_150,2/10/2021,9.1,1.141,NW,0.126,0.0,0.000,,3.6,0.718,0.197,0.0,0.000,,5.4,0.423,3.6,0.078,1.069,4.9,0.0,0.000,,Control
186,210201_15,E44_M,B,Day3,2,MWM_150,2/10/2021,54.1,4.951,NW,0.092,5.5,1.079,0.195,30.8,1.837,0.060,7.5,1.226,0.163,10.3,0.809,43.8,0.079,4.876,50.1,3.7,0.345,0.094,Control
187,210201_16,E44_M,B,Day3,2,MWM_150,2/10/2021,29.0,3.827,NE,0.132,1.4,0.110,0.080,13.4,0.794,0.059,5.1,1.105,0.218,9.2,1.818,13.3,0.198,3.003,25.0,5.2,0.991,0.191,Control
188,210201_17,E44_M,B,Day3,2,MWM_150,2/10/2021,17.8,1.669,NW,0.094,0.0,0.000,,12.3,1.335,0.108,0.0,0.000,,5.5,0.334,12.3,0.061,1.600,13.8,0.0,0.000,,Control
189,210201_18,E44_M,B,Day3,2,MWM_150,2/10/2021,58.7,9.151,NW,0.156,5.0,1.126,0.225,23.8,3.787,0.159,4.1,1.000,0.244,25.8,3.239,6.4,0.125,9.117,54.7,10.2,2.045,0.200,Control
190,210201_19,E2HN_M,D,Day3,2,MWM_150,2/10/2021,25.0,3.756,NE,0.151,9.5,1.321,0.139,3.8,0.855,0.227,3.8,0.804,0.212,7.9,0.777,17.0,0.098,3.718,20.9,5.0,0.854,0.171,Control
191,210201_1,E33_F,A,Day3,3,MWM_150,2/10/2021,11.1,1.479,SW,0.134,0.0,0.000,,0.0,0.000,,2.5,0.565,0.226,8.6,0.914,0.0,0.107,1.363,7.0,0.0,0.000,,Control
192,210201_2,E33_F,A,Day3,3,MWM_150,2/10/2021,12.5,2.616,SE,0.209,2.3,0.713,0.314,0.8,0.287,0.358,3.1,0.938,0.304,6.3,0.679,0.5,0.107,2.543,8.4,0.8,0.180,0.235,Control
193,210201_3,E33_F,A,Day3,3,MWM_150,2/10/2021,5.1,0.217,SW,0.043,0.0,0.000,,0.0,0.000,,0.0,0.000,,5.1,0.217,0.0,0.043,0.114,1.0,0.0,0.000,,Control
194,210201_4,E33_F,A,Day3,3,MWM_150,2/10/2021,32.5,6.767,SW,0.208,1.0,0.276,0.276,9.0,2.173,0.242,2.1,0.593,0.287,20.5,3.725,0.0,0.182,6.663,28.4,1.0,0.202,0.201,Control
195,210201_5,E33_F,A,Day3,3,MWM_150,2/10/2021,14.8,2.330,SE,0.158,0.0,0.000,,0.0,0.000,,4.8,0.924,0.193,10.0,1.406,0.5,0.141,2.263,10.7,1.8,0.384,0.213,Control
196,210201_6,E44_F,C,Day3,3,MWM_150,2/10/2021,6.1,1.046,SW,0.171,0.0,0.000,,2.1,0.256,0.124,0.0,0.000,,4.0,0.791,0.0,0.196,0.411,2.0,0.9,0.086,0.094,Control
197,210201_7,E44_F,C,Day3,3,MWM_150,2/10/2021,7.5,0.739,SE,0.099,0.0,0.000,,0.0,0.000,,1.3,0.217,0.162,6.1,0.522,1.3,0.085,0.600,3.4,0.0,0.000,,Control
198,210201_8,E44_F,C,Day3,3,MWM_150,2/10/2021,39.2,7.742,SE,0.198,1.9,0.501,0.264,5.0,1.036,0.206,6.9,1.181,0.171,25.4,5.024,4.7,0.198,6.996,35.1,7.2,1.072,0.150,Control
199,210201_9,E44_F,C,Day3,3,MWM_150,2/10/2021,15.7,1.677,SW,0.107,0.0,0.000,,0.0,0.000,,5.4,0.827,0.153,10.3,0.850,0.0,0.083,1.572,11.6,1.5,0.205,0.137,Control
200,210201_10,E44_F,C,Day3,3,MWM_150,2/10/2021,16.6,1.510,SE,0.091,0.0,0.000,,0.0,0.000,,0.6,0.040,0.068,16.0,1.470,0.6,0.092,1.510,12.5,0.0,0.000,,Control
201,210201_11,E44_M,B,Day3,3,MWM_150,2/10/2021,17.3,1.893,SE,0.110,0.0,0.000,,1.4,0.262,0.182,11.5,0.810,0.070,4.3,0.821,11.5,0.191,1.146,13.2,0.0,0.000,,Control
202,210201_12,E44_M,B,Day3,3,MWM_150,2/10/2021,22.7,2.496,SE,0.110,3.0,0.303,0.102,0.0,0.000,,8.8,1.365,0.155,10.9,0.828,11.8,0.076,2.419,18.6,0.0,0.000,,Control
203,210201_13,E44_M,B,Day3,3,MWM_150,2/10/2021,28.9,3.475,SE,0.120,0.0,0.000,,0.0,0.000,,11.0,0.806,0.073,17.9,2.669,11.0,0.149,3.187,24.9,2.3,0.291,0.128,Control
204,210201_14,E44_M,B,Day3,3,MWM_150,2/10/2021,11.4,1.485,SW,0.131,0.0,0.000,,0.2,0.042,0.179,0.0,0.000,,11.1,1.443,0.0,0.130,1.393,7.2,2.3,0.423,0.184,Control
205,210201_15,E44_M,B,Day3,3,MWM_150,2/10/2021,43.0,3.546,SE,0.082,0.0,0.000,,0.0,0.000,0.000,28.1,1.982,0.070,14.9,1.565,15.8,0.105,3.479,39.0,1.9,0.078,0.042,Control
206,210201_16,E44_M,B,Day3,3,MWM_150,2/10/2021,8.5,0.751,SW,0.088,0.0,0.000,,0.0,0.000,,0.0,0.000,,8.5,0.751,0.0,0.088,0.680,4.4,1.1,0.153,0.136,Control
207,210201_17,E44_M,B,Day3,3,MWM_150,2/10/2021,14.7,2.092,SE,0.143,0.0,0.000,,0.0,0.000,,4.0,0.904,0.224,10.6,1.188,2.5,0.112,2.004,10.6,3.4,0.565,0.166,Control
208,210201_18,E44_M,B,Day3,3,MWM_150,2/10/2021,9.0,0.691,SE,0.077,0.0,0.000,,0.0,0.000,,3.1,0.312,0.099,5.8,0.380,3.1,0.065,0.655,4.9,0.0,0.000,,Control
209,210201_19,E2HN_M,D,Day3,3,MWM_150,2/10/2021,31.9,4.999,SE,0.157,6.5,1.328,0.205,0.0,0.000,,20.2,2.557,0.127,5.1,1.061,26.7,0.207,4.206,27.8,10.8,1.117,0.103,Control
210,210201_1,E33_F,A,Day3,4,MWM_150,2/10/2021,24.0,4.320,NW,0.180,2.3,0.490,0.216,7.1,1.490,0.209,4.3,0.935,0.217,10.3,1.405,3.9,0.136,4.252,19.9,6.2,1.308,0.210,Control
211,210201_2,E33_F,A,Day3,4,MWM_150,2/10/2021,4.4,0.067,SW,0.015,0.0,0.000,,0.0,0.000,,0.0,0.000,,4.4,0.067,0.0,0.015,0.000,0.0,0.0,0.000,,Control
212,210201_3,E33_F,A,Day3,4,MWM_150,2/10/2021,4.8,0.131,SW,0.027,0.0,0.000,,0.0,0.000,,0.0,0.000,,4.8,0.131,0.0,0.027,0.058,0.7,0.0,0.000,,Control
213,210201_4,E33_F,A,Day3,4,MWM_150,2/10/2021,4.4,0.138,SW,0.031,0.0,0.000,,0.0,0.000,,0.0,0.000,,4.4,0.138,0.0,0.031,0.000,0.0,0.0,0.000,,Control
214,210201_5,E33_F,A,Day3,4,MWM_150,2/10/2021,8.5,0.925,SW,0.109,0.0,0.000,,0.2,0.050,0.301,0.0,0.000,,8.3,0.875,0.0,0.105,0.856,4.4,0.0,0.000,,Control
215,210201_6,E44_F,C,Day3,4,MWM_150,2/10/2021,33.0,6.247,SW,0.189,0.0,0.000,,7.2,1.568,0.219,10.3,1.688,0.164,15.6,2.991,0.0,0.192,5.435,29.0,4.5,0.990,0.219,Control
216,210201_7,E44_F,C,Day3,4,MWM_150,2/10/2021,4.4,0.921,SW,0.209,0.0,0.000,,2.1,0.388,0.182,0.0,0.000,,2.3,0.533,0.0,0.234,0.000,0.0,0.0,0.000,,Control
217,210201_8,E44_F,C,Day3,4,MWM_150,2/10/2021,7.9,1.517,SW,0.192,0.0,0.000,,0.0,0.000,,1.7,0.478,0.283,6.2,1.039,0.0,0.167,0.638,3.8,0.6,0.000,0.000,Control
218,210201_9,E44_F,C,Day3,4,MWM_150,2/10/2021,4.4,0.000,SW,0.000,0.0,0.000,,0.0,0.000,,0.0,0.000,,4.4,0.000,0.0,0.000,0.000,0.0,0.0,0.000,,Control
219,210201_10,E44_F,C,Day3,4,MWM_150,2/10/2021,20.7,2.678,SW,0.130,0.0,0.000,,1.0,0.201,0.206,0.0,0.000,,19.7,2.477,0.0,0.126,1.999,16.6,2.1,0.192,0.090,Control
220,210201_11,E44_M,B,Day3,4,MWM_150,2/10/2021,13.8,1.843,SW,0.134,0.0,0.000,,0.0,0.000,,8.1,1.033,0.128,5.7,0.810,0.0,0.142,0.678,9.7,0.0,0.000,,Control
221,210201_12,E44_M,B,Day3,4,MWM_150,2/10/2021,6.7,0.425,SW,0.063,0.0,0.000,,0.0,0.000,,0.6,0.098,0.163,6.1,0.327,0.0,0.053,0.391,2.7,0.0,0.000,,Control
222,210201_13,E44_M,B,Day3,4,MWM_150,2/10/2021,19.5,1.662,SW,0.085,0.0,0.000,,0.0,0.000,,4.7,0.736,0.157,14.8,0.926,0.0,0.062,1.585,15.5,0.0,0.000,,Control
223,210201_14,E44_M,B,Day3,4,MWM_150,2/10/2021,20.8,3.570,SE,0.172,0.0,0.000,,0.0,0.000,,5.3,1.100,0.209,15.5,2.470,2.2,0.159,2.987,16.7,1.7,0.301,0.181,Control
224,210201_15,E44_M,B,Day3,4,MWM_150,2/10/2021,28.6,1.683,SW,0.059,0.0,0.000,,0.0,0.000,,6.7,0.409,0.061,21.9,1.274,0.0,0.058,1.222,24.6,0.0,0.000,,Control
225,210201_16,E44_M,B,Day3,4,MWM_150,2/10/2021,25.8,4.085,SW,0.158,0.6,0.041,0.073,0.0,0.000,,7.9,1.306,0.166,17.4,2.738,0.0,0.158,3.595,21.8,3.9,0.721,0.187,Control
226,210201_17,E44_M,B,Day3,4,MWM_150,2/10/2021,7.2,0.578,SW,0.080,0.0,0.000,,0.0,0.000,,0.0,0.000,,7.2,0.578,0.0,0.080,0.462,3.2,0.0,0.000,,Control
227,210201_18,E44_M,B,Day3,4,MWM_150,2/10/2021,4.4,0.034,SW,0.008,0.0,0.000,,0.0,0.000,,0.0,0.000,,4.4,0.034,0.0,0.008,0.000,0.0,0.0,0.000,,Control
228,210201_19,E2HN_M,D,Day3,4,MWM_150,2/10/2021,10.1,1.381,SW,0.137,0.0,0.000,,0.0,0.000,,1.9,0.244,0.127,8.2,1.137,0.0,0.139,0.662,6.0,0.0,0.000,0.000,Control
229,210201_1,E33_F,A,Day4,1,MWM_150,2/11/2021,13.6,2.047,SE,0.150,0.0,0.000,,0.0,0.000,,4.8,0.978,0.202,8.8,1.069,1.6,0.122,1.974,9.5,0.0,0.000,,Control
230,210201_2,E33_F,A,Day4,1,MWM_150,2/11/2021,41.0,8.478,SE,0.207,1.4,0.371,0.272,7.5,1.687,0.226,13.0,2.975,0.229,19.2,3.445,1.1,0.179,8.438,37.0,5.3,1.025,0.195,Control
231,210201_3,E33_F,A,Day4,1,MWM_150,2/11/2021,34.6,5.672,SE,0.164,0.9,0.192,0.206,4.5,0.817,0.180,13.3,2.501,0.188,15.9,2.163,6.1,0.136,5.636,30.6,2.7,0.416,0.154,Control
232,210201_4,E33_F,A,Day4,1,MWM_150,2/11/2021,13.7,2.599,SE,0.189,0.0,0.038,1.130,0.5,0.131,0.245,3.9,1.141,0.295,9.3,1.288,1.7,0.139,2.488,9.7,0.0,0.000,,Control
233,210201_5,E33_F,A,Day4,1,MWM_150,2/11/2021,11.8,1.913,SE,0.162,0.0,0.000,,0.5,0.078,0.147,3.3,0.820,0.250,8.0,1.015,1.7,0.127,1.842,7.7,0.0,0.000,,Control
234,210201_6,E44_F,C,Day4,1,MWM_150,2/11/2021,60.0,11.302,SE,0.188,14.0,2.796,0.200,4.9,1.355,0.275,24.7,4.617,0.187,16.4,2.534,10.3,0.155,11.302,59.2,11.8,1.376,0.117,Control
235,210201_7,E44_F,C,Day4,1,MWM_150,2/11/2021,26.4,4.332,SE,0.164,0.0,0.000,,4.0,0.877,0.219,6.5,1.332,0.206,15.9,2.123,1.5,0.134,4.227,22.3,1.4,0.125,0.087,Control
236,210201_8,E44_F,C,Day4,1,MWM_150,2/11/2021,9.7,1.114,SE,0.115,0.0,0.000,,0.0,0.000,,4.0,0.783,0.197,5.7,0.331,4.0,0.058,1.047,5.6,0.5,0.049,0.091,Control
237,210201_9,E44_F,C,Day4,1,MWM_150,2/11/2021,18.2,2.566,SE,0.141,0.7,0.084,0.126,3.1,0.370,0.119,4.6,0.847,0.185,9.9,1.264,5.3,0.128,2.499,14.2,2.2,0.177,0.082,Control
238,210201_10,E44_F,C,Day4,1,MWM_150,2/11/2021,23.0,2.061,SE,0.090,0.0,0.000,,0.0,0.000,,13.2,1.236,0.094,9.8,0.825,13.2,0.084,2.023,18.9,0.0,0.000,,Control
239,210201_11,E44_M,B,Day4,1,MWM_150,2/11/2021,19.0,2.466,SE,0.130,0.9,0.124,0.138,0.9,0.119,0.133,8.8,1.144,0.130,8.4,1.078,4.5,0.128,2.080,14.9,0.0,0.000,,Control
240,210201_12,E44_M,B,Day4,1,MWM_150,2/11/2021,54.8,5.758,SE,0.105,1.4,0.185,0.132,15.9,2.026,0.127,10.9,1.057,0.097,26.7,2.489,6.7,0.093,5.689,50.8,5.6,0.679,0.122,Control
241,210201_13,E44_M,B,Day4,1,MWM_150,2/11/2021,60.0,7.773,SE,0.130,0.0,0.000,,13.5,2.097,0.156,19.6,1.762,0.090,26.9,3.914,12.5,0.146,,,11.9,2.214,0.186,Control
242,210201_14,E44_M,B,Day4,1,MWM_150,2/11/2021,20.3,3.401,SW,0.168,0.0,0.000,,0.0,0.000,,9.0,1.956,0.217,11.2,1.444,0.0,0.129,3.363,16.2,2.4,0.414,0.173,Control
243,210201_15,E44_M,B,Day4,1,MWM_150,2/11/2021,29.9,2.175,SE,0.073,0.0,0.000,,0.0,0.000,,22.7,1.694,0.075,7.2,0.482,22.7,0.067,2.099,25.8,10.9,0.481,0.044,Control
244,210201_16,E44_M,B,Day4,1,MWM_150,2/11/2021,21.6,2.395,SE,0.111,0.0,0.000,,0.0,0.000,,2.4,0.258,0.108,19.2,2.137,2.0,0.111,2.362,17.6,0.0,0.000,,Control
245,210201_17,E44_M,B,Day4,1,MWM_150,2/11/2021,11.1,1.035,SE,0.093,0.0,0.000,,0.0,0.000,,3.5,0.523,0.149,7.6,0.512,3.5,0.067,1.002,7.0,0.0,0.000,,Control
246,210201_18,E44_M,B,Day4,1,MWM_150,2/11/2021,39.5,4.232,SE,0.107,0.0,0.000,,0.0,0.000,,11.4,0.876,0.077,28.1,3.356,7.9,0.120,4.195,35.3,3.8,0.235,0.062,Control
247,210201_19,E2HN_M,D,Day4,1,MWM_150,2/11/2021,60.0,9.689,SE,0.161,0.0,0.000,,28.4,4.177,0.147,10.7,1.734,0.162,20.9,3.778,3.9,0.181,,,8.0,0.607,0.076,Control
248,210201_1,E33_F,A,Day4,2,MWM_150,2/11/2021,9.6,1.813,NW,0.190,0.0,0.000,,4.1,0.697,0.171,1.3,0.262,0.201,4.2,0.855,4.1,0.205,0.988,5.5,2.3,0.380,0.163,Control
249,210201_2,E33_F,A,Day4,2,MWM_150,2/11/2021,7.2,0.748,NW,0.104,0.0,0.000,,1.8,0.398,0.226,0.0,0.000,,5.5,0.349,1.8,0.064,0.670,3.2,0.0,0.000,,Control
250,210201_3,E33_F,A,Day4,2,MWM_150,2/11/2021,12.7,1.473,NW,0.116,0.0,0.000,,4.5,0.680,0.152,0.0,0.000,,8.2,0.793,4.5,0.096,1.436,8.6,1.5,0.242,0.158,Control
251,210201_4,E33_F,A,Day4,2,MWM_150,2/11/2021,11.5,2.562,SE,0.224,0.4,0.075,0.205,3.0,0.734,0.248,1.0,0.915,0.876,7.1,0.837,2.6,0.118,2.421,7.3,1.0,0.915,0.876,Control
252,210201_5,E33_F,A,Day4,2,MWM_150,2/11/2021,9.8,1.355,NW,0.138,0.0,0.000,,3.3,0.749,0.230,0.0,0.000,,6.6,0.606,3.3,0.092,1.282,5.8,0.0,0.000,,Control
253,210201_6,E44_F,C,Day4,2,MWM_150,2/11/2021,60.0,12.877,SE,0.215,9.1,2.173,0.240,12.8,2.535,0.199,14.7,3.212,0.219,23.5,4.958,0.6,0.211,,,13.1,1.947,0.149,Control
254,210201_7,E44_F,C,Day4,2,MWM_150,2/11/2021,15.3,1.958,NW,0.128,0.0,0.000,,3.5,0.563,0.162,1.0,0.077,0.074,10.8,1.318,3.5,0.122,1.854,11.2,0.0,0.000,,Control
255,210201_8,E44_F,C,Day4,2,MWM_150,2/11/2021,13.4,1.600,NW,0.119,0.0,0.000,,7.1,1.098,0.154,0.0,0.000,0.000,6.3,0.502,7.1,0.080,1.519,9.3,0.0,0.000,,Control
256,210201_9,E44_F,C,Day4,2,MWM_150,2/11/2021,9.0,1.102,SW,0.123,0.0,0.000,,0.0,0.000,,0.0,0.000,,9.0,1.102,0.0,0.123,0.981,4.9,0.0,0.000,,Control
257,210201_10,E44_F,C,Day4,2,MWM_150,2/11/2021,30.6,4.542,NW,0.148,0.0,0.000,,10.7,1.658,0.155,0.5,0.041,0.088,19.5,2.843,3.9,0.146,3.829,26.6,0.0,0.000,,Control
258,210201_11,E44_M,B,Day4,2,MWM_150,2/11/2021,8.6,0.678,NW,0.079,0.0,0.000,,2.9,0.339,0.118,0.0,0.000,,5.7,0.339,2.9,0.060,0.602,4.5,0.0,0.000,,Control
