Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration,Distance,Mean speed,NE : time,NE : distance,NE : average speed,NW : time,NW : distance,NW : average speed,SE : time,SE : distance,SE : average speed,SW : time,SW : distance,SW : average speed,Island : distance to first entry,Island : latency to first entry,Thigmitaxis : time,Thigmitaxis : distance,Thigmitaxis : average speed,Diet
179,200302_11,APOE22M,B,Day5,2,MWM_150,3/6/2020,15.9,1.917,0.120,0.0,0.000,,0.0,0.000,,3.0,0.563,0.185,12.9,1.354,0.105,1.840,13.9,0.0,0.000,,Control
180,200302_12,APOE22M,B,Day5,2,MWM_150,3/6/2020,24.6,3.193,0.130,0.0,0.000,0.000,0.4,0.093,0.252,15.3,1.676,0.110,8.9,1.424,0.160,3.193,22.5,0.7,0.128,0.193,Control
181,200302_3,APOE22M,B,Day5,3,MWM_150,3/6/2020,5.1,0.549,0.108,0.0,0.000,,2.3,0.355,0.156,0.0,0.000,,2.8,0.195,0.069,0.479,3.1,0.0,0.000,,Control
182,200302_4,APOE22M,B,Day5,3,MWM_150,3/6/2020,11.6,0.540,0.047,0.0,0.000,,5.7,0.348,0.062,0.0,0.000,,5.9,0.192,0.032,0.507,9.6,0.0,0.000,,Control
183,200302_5,APOE22M,B,Day5,3,MWM_150,3/6/2020,6.6,0.721,0.109,0.0,0.000,,1.7,0.203,0.122,0.0,0.000,,4.9,0.518,0.105,0.683,4.6,0.0,0.000,,Control
184,200302_6,APOE22F,A,Day5,3,MWM_150,3/6/2020,18.9,2.266,0.120,0.9,0.073,0.078,15.0,1.927,0.129,0.0,0.000,,3.0,0.266,0.090,2.266,16.8,1.5,0.206,0.137,Control
185,200302_7,APOE22F,A,Day5,3,MWM_150,3/6/2020,9.2,1.187,0.129,0.0,0.000,,4.6,0.831,0.179,0.0,0.000,,4.6,0.356,0.078,1.153,7.1,0.5,0.088,0.175,Control
186,200302_8,APOE22F,A,Day5,3,MWM_150,3/6/2020,40.8,8.299,0.204,5.3,1.142,0.217,15.2,3.419,0.225,4.8,1.079,0.226,15.6,2.659,0.171,8.264,38.7,4.1,0.848,0.205,Control
187,200302_9,APOE22F,A,Day5,3,MWM_150,3/6/2020,6.4,1.210,0.189,0.0,0.000,,2.0,0.407,0.200,0.0,0.000,,4.4,0.803,0.184,0.791,4.4,0.7,0.143,0.205,Control
188,200302_10,APOE22M,B,Day5,3,MWM_150,3/6/2020,6.2,0.818,0.132,0.0,0.000,,2.3,0.330,0.145,0.0,0.000,,3.9,0.488,0.125,0.782,4.1,0.0,0.000,,Control
189,200302_11,APOE22M,B,Day5,3,MWM_150,3/6/2020,3.9,0.459,0.119,0.0,0.000,,1.2,0.250,0.203,0.0,0.000,,2.6,0.209,0.079,0.378,1.8,0.0,0.000,,Control
190,200302_12,APOE22M,B,Day5,3,MWM_150,3/6/2020,5.2,0.514,0.099,0.0,0.000,,2.4,0.294,0.121,0.0,0.000,,2.8,0.220,0.080,0.477,3.1,0.0,0.000,,Control
191,200302_3,APOE22M,B,Day5,4,MWM_150,3/6/2020,10.3,1.143,0.111,2.4,0.403,0.170,0.3,0.115,0.345,0.0,0.000,,7.6,0.625,0.083,1.038,8.2,0.0,0.000,,Control
192,200302_4,APOE22M,B,Day5,4,MWM_150,3/6/2020,8.4,0.889,0.106,3.9,0.281,0.072,1.6,0.361,0.226,0.0,0.000,,2.9,0.246,0.085,0.849,6.4,0.0,0.000,,Control
193,200302_5,APOE22M,B,Day5,4,MWM_150,3/6/2020,24.5,4.065,0.166,5.5,0.942,0.172,5.8,1.306,0.226,0.3,0.104,0.392,13.0,1.712,0.131,4.031,22.5,6.4,0.770,0.120,Control
194,200302_6,APOE22F,A,Day5,4,MWM_150,3/6/2020,13.9,2.105,0.151,2.0,0.210,0.103,0.0,0.000,,3.4,0.635,0.185,8.5,1.260,0.149,2.030,11.8,0.5,0.041,0.088,Control
195,200302_7,APOE22F,A,Day5,4,MWM_150,3/6/2020,16.3,2.142,0.131,2.5,0.422,0.168,0.9,0.252,0.280,2.5,0.265,0.106,10.4,1.203,0.116,2.068,14.2,0.0,0.000,,Control
196,200302_8,APOE22F,A,Day5,4,MWM_150,3/6/2020,8.9,1.643,0.184,1.7,0.366,0.214,0.3,0.110,0.331,0.0,0.000,,6.9,1.168,0.169,1.499,6.9,0.0,0.000,,Control
197,200302_9,APOE22F,A,Day5,4,MWM_150,3/6/2020,6.6,1.053,0.160,2.7,0.439,0.163,0.0,0.000,,0.5,0.153,0.328,3.4,0.460,0.135,0.946,4.5,0.0,0.000,,Control
198,200302_10,APOE22M,B,Day5,4,MWM_150,3/6/2020,7.2,1.090,0.151,3.8,0.656,0.174,0.5,0.170,0.319,0.0,0.000,,2.9,0.264,0.091,1.050,5.2,0.0,0.000,,Control
199,200302_11,APOE22M,B,Day5,4,MWM_150,3/6/2020,7.2,1.028,0.143,1.5,0.294,0.193,0.0,0.000,,0.5,0.128,0.275,5.2,0.606,0.116,0.917,5.1,0.0,0.000,,Control
200,200302_12,APOE22M,B,Day5,4,MWM_150,3/6/2020,49.7,8.200,0.165,11.7,1.501,0.128,6.3,1.182,0.188,7.9,1.822,0.231,23.7,3.695,0.156,7.972,47.7,22.5,4.565,0.203,Control
201,200302_3,APOE22M,B,Probe_D5,1,MWM_150,3/6/2020,60.0,9.296,0.155,5.5,0.902,0.165,9.2,1.573,0.170,15.1,2.455,0.162,30.2,4.366,0.145,2.835,23.5,3.7,0.341,0.091,Control
202,200302_4,APOE22M,B,Probe_D5,1,MWM_150,3/6/2020,60.0,9.280,0.155,7.5,0.659,0.088,1.9,0.359,0.185,22.2,3.607,0.162,28.4,4.656,0.164,5.648,38.9,3.4,0.614,0.182,Control
203,200302_5,APOE22M,B,Probe_D5,1,MWM_150,3/6/2020,60.0,8.469,0.141,5.7,0.934,0.163,0.0,0.000,,7.9,1.326,0.168,46.4,6.209,0.134,0.808,5.2,3.1,0.383,0.122,Control
204,200302_6,APOE22F,A,Probe_D5,1,MWM_150,3/6/2020,60.0,10.726,0.179,2.6,0.535,0.204,8.2,1.789,0.217,4.2,0.685,0.163,44.4,7.566,0.171,1.471,9.8,9.6,1.975,0.206,Control
205,200302_7,APOE22F,A,Probe_D5,1,MWM_150,3/6/2020,60.0,9.526,0.159,2.3,0.149,0.066,9.6,1.167,0.121,6.8,1.527,0.226,41.3,6.683,0.162,1.133,6.0,6.1,0.828,0.135,Control
206,200302_8,APOE22F,A,Probe_D5,1,MWM_150,3/6/2020,60.0,12.241,0.204,4.9,0.845,0.172,8.9,2.130,0.239,6.6,1.313,0.199,39.6,7.953,0.201,1.068,5.6,9.2,1.620,0.176,Control
207,200302_9,APOE22F,A,Probe_D5,1,MWM_150,3/6/2020,60.0,11.595,0.193,7.0,1.549,0.221,15.8,2.989,0.189,13.2,2.607,0.198,24.0,4.450,0.185,6.990,38.0,18.7,3.702,0.198,Control
208,200302_10,APOE22M,B,Probe_D5,1,MWM_150,3/6/2020,60.0,10.766,0.179,13.3,2.262,0.171,11.6,2.461,0.213,13.7,2.546,0.186,21.5,3.497,0.163,2.092,15.3,8.7,1.514,0.173,Control
209,200302_11,APOE22M,B,Probe_D5,1,MWM_150,3/6/2020,60.0,9.117,0.152,0.7,0.054,0.079,4.2,0.667,0.157,9.0,1.548,0.171,46.0,6.848,0.149,1.794,16.9,5.9,0.600,0.102,Control
210,200302_12,APOE22M,B,Probe_D5,1,MWM_150,3/6/2020,60.0,11.651,0.194,12.1,2.721,0.226,9.8,2.170,0.221,11.9,2.532,0.212,26.2,4.228,0.162,1.207,6.3,12.2,1.724,0.142,Control
211,200302_3,APOE22M,B,Probe_D8,1,MWM_150,3/9/2020,60.0,11.601,0.193,10.2,2.125,0.208,15.4,2.843,0.185,8.1,1.768,0.218,26.0,4.826,0.186,4.372,24.5,10.8,1.870,0.173,Control
212,200302_4,APOE22M,B,Probe_D8,1,MWM_150,3/9/2020,60.0,9.808,0.163,4.3,0.409,0.095,9.5,1.651,0.174,3.1,0.565,0.184,42.9,7.147,0.167,1.179,8.0,9.9,1.171,0.118,Control
213,200302_5,APOE22M,B,Probe_D8,1,MWM_150,3/9/2020,60.0,12.319,0.205,7.8,1.474,0.188,7.1,1.451,0.205,20.7,4.360,0.211,24.4,5.034,0.206,6.326,29.3,13.5,2.663,0.197,Control
214,200302_6,APOE22F,A,Probe_D8,1,MWM_150,3/9/2020,60.0,12.189,0.203,3.7,0.588,0.158,6.3,1.403,0.224,10.6,2.274,0.214,39.4,7.924,0.201,1.106,5.5,11.5,1.867,0.162,Control
215,200302_7,APOE22F,A,Probe_D8,1,MWM_150,3/9/2020,60.0,11.387,0.190,9.0,1.834,0.204,9.9,1.622,0.164,10.2,2.095,0.206,30.9,5.835,0.189,2.842,16.1,3.8,0.607,0.160,Control
216,200302_8,APOE22F,A,Probe_D8,1,MWM_150,3/9/2020,60.0,14.146,0.236,7.7,1.848,0.240,11.7,2.609,0.223,8.6,2.081,0.242,32.0,7.560,0.236,0.909,3.7,6.1,0.987,0.162,Control
217,200302_9,APOE22F,A,Probe_D8,1,MWM_150,3/9/2020,60.0,10.818,0.180,3.4,0.723,0.215,2.3,0.582,0.253,7.7,1.234,0.161,46.7,8.279,0.177,1.143,6.4,23.1,3.492,0.151,Control
218,200302_10,APOE22M,B,Probe_D8,1,MWM_150,3/9/2020,60.0,12.906,0.215,10.6,2.411,0.228,7.7,1.744,0.227,20.3,4.344,0.214,21.4,4.407,0.206,1.220,6.6,17.1,3.594,0.211,Control
219,200302_11,APOE22M,B,Probe_D8,1,MWM_150,3/9/2020,60.0,10.895,0.182,6.6,1.251,0.189,13.8,1.979,0.144,14.0,2.879,0.205,25.6,4.786,0.187,2.400,17.9,9.4,1.782,0.189,Control
220,200302_12,APOE22M,B,Probe_D8,1,MWM_150,3/9/2020,60.0,11.131,0.186,13.7,1.933,0.141,7.5,1.804,0.239,8.4,1.871,0.222,29.8,5.342,0.179,4.783,27.9,13.3,2.186,0.165,Control
