Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration,Distance,Mean speed,NE : time,NE : distance,NE : average speed,NW : time,NW : distance,NW : average speed,SE : time,SE : distance,SE : average speed,SW : time,SW : distance,SW : average speed,Island : distance to first entry,Island : latency to first entry,Thigmitaxis : time,Thigmitaxis : distance,Thigmitaxis : average speed,Diet,Sex,Age,Genotype
503,221101-23,E4HN_F_6mo_Control,F,Probe_D5,1,MWM_150,11/11/22,60,12.15,0.202,6.2,1.458,0.234,17.8,3.497,0.197,7.6,2.082,0.275,28.4,5.113,0.18,0.998,6.1,8.6,1.71,0.199,Control,Female,6,E4HN
504,221101-24,E4HN_F_6mo_Control,F,Probe_D5,1,MWM_150,11/11/22,60,12.1,0.202,22.3,3.942,0.177,6.1,1.425,0.234,17,3.701,0.217,14.6,3.032,0.208,7.968,41.9,3.6,0.651,0.179,Control,Female,6,E4HN
505,221101-1,E44_M_12mo_HFD,C,Probe_D8,1,MWM_150,11/14/22,60,12.649,0.211,14,2.982,0.213,8.9,1.764,0.199,14.2,3.26,0.23,23,4.644,0.202,1.667,8.4,4.5,0.613,0.135,HFD,Male,12,E44
506,221101-2,E44_M_12mo_HFD,C,Probe_D8,1,MWM_150,11/14/22,60,11.784,0.196,10.1,2.274,0.224,18.3,3.696,0.202,4.9,1.068,0.218,26.6,4.746,0.178,1.443,6.5,22.7,4.045,0.178,HFD,Male,12,E44
507,221101-3,E4HN_M_18mo_HFD,D,Probe_D8,1,MWM_150,11/14/22,60,9.869,0.164,12.4,0.702,0.056,13,2.681,0.207,14.7,2.464,0.167,19.9,4.022,0.202,2.041,18.8,11.2,1.613,0.144,HFD,Male,18,E4HN
508,221101-4,E4HN_F_18mo_HFD,B,Probe_D8,1,MWM_150,11/14/22,60,10.15,0.169,13.4,1.793,0.134,6.8,1.136,0.167,19.4,3.627,0.187,20.4,3.593,0.176,,,2.4,0.449,0.185,HFD,Female,18,E4HN
509,221101-5,E4HN_M_6mo_Control,E,Probe_D8,1,MWM_150,11/14/22,60,11.202,0.187,18.9,3.396,0.18,18,2.46,0.136,12.8,3.128,0.245,10.3,2.219,0.215,,,24,4.391,0.183,Control,Male,6,E4HN
510,221101-6,E4HN_M_6mo_Control,E,Probe_D8,1,MWM_150,11/14/22,60,7.08,0.118,24.8,2.182,0.088,3.4,0.434,0.129,17.7,2.141,0.121,14.1,2.324,0.165,,,8.9,0.487,0.055,Control,Male,6,E4HN
511,221101-7,E44_F_6mo_Control,H,Probe_D8,1,MWM_150,11/14/22,60,12.281,0.205,11.2,2.816,0.252,11.1,2.74,0.248,15.9,2.906,0.182,21.8,3.819,0.175,2.334,11.3,9.8,1.976,0.202,Control,Female,6,E44
512,221101-8,E44_F_6mo_Control,H,Probe_D8,1,MWM_150,11/14/22,60,12.011,0.2,4.8,0.941,0.195,6.1,1.466,0.242,14.8,2.678,0.181,34.3,6.926,0.202,2.761,16.5,4.6,0.537,0.117,Control,Female,6,E44
513,221101-9,E44_F_6mo_Control,H,Probe_D8,1,MWM_150,11/14/22,60,10.971,0.183,11.5,2.434,0.212,7.7,1.532,0.199,8.3,1.657,0.199,32.5,5.348,0.165,1.449,9.7,7.9,1.015,0.128,Control,Female,6,E44
514,221101-10,E44_M_6mo_Control,G,Probe_D8,1,MWM_150,11/14/22,60,12.09,0.202,10.6,2.461,0.232,11.7,2.312,0.197,8.6,2.038,0.237,29.1,5.279,0.182,8.683,43.5,5.7,0.524,0.092,Control,Male,6,E44
515,221101-11,E44_M_6mo_Control,G,Probe_D8,1,MWM_150,11/14/22,60,13.366,0.223,11.2,2.64,0.236,16.1,3.618,0.225,12.2,2.938,0.241,20.6,4.17,0.202,1.543,9,0,0,,Control,Male,6,E44
516,221101-12,E44_M_6mo_Control,G,Probe_D8,1,MWM_150,11/14/22,60,14.187,0.236,4.5,1.108,0.244,6.3,1.346,0.215,22.5,5.424,0.241,26.7,6.309,0.237,2.103,9.7,7.7,1.252,0.163,Control,Male,6,E44
517,221101-13,E2HN_F_6mo_Control,I,Probe_D8,1,MWM_150,11/14/22,60,14.146,0.236,9.5,1.942,0.205,14.9,3.822,0.257,9.8,2.227,0.228,25.9,6.155,0.238,1.411,9.2,6.1,1.279,0.209,Control,Female,6,E2HN
518,221101-14,E2HN_F_6mo_Control,I,Probe_D8,1,MWM_150,11/14/22,60,14.009,0.233,11.3,2.62,0.231,9,2.323,0.258,11.9,2.926,0.247,27.8,6.14,0.221,0.979,5.1,23,5.24,0.228,Control,Female,6,E2HN
519,221101-15,E2HN_M_6mo_Control,A,Probe_D8,1,MWM_150,11/14/22,60,11.487,0.191,9.5,1.98,0.208,15.3,2.907,0.19,4.8,0.921,0.193,30.4,5.679,0.187,1.43,8.2,1,0.154,0.16,Control,Male,6,E2HN
520,221101-16,E2HN_M_6mo_Control,A,Probe_D8,1,MWM_150,11/14/22,60,13.188,0.22,5.1,1.134,0.222,12.5,2.816,0.226,7.3,1.644,0.224,35.1,7.595,0.216,2.091,9.9,3.2,0.588,0.182,Control,Male,6,E2HN
521,221101-17,E2HN_M_6mo_Control,A,Probe_D8,1,MWM_150,11/14/22,60,14.882,0.248,11.4,2.837,0.25,15.2,3.488,0.229,15.4,4.25,0.275,18,4.306,0.24,2.934,13.9,3.2,0.567,0.175,Control,Male,6,E2HN
522,221101-18,E2HN_M_6mo_Control,A,Probe_D8,1,MWM_150,11/14/22,60,12.674,0.211,5.5,1.249,0.228,8.5,1.801,0.212,12.1,2.52,0.208,33.9,7.105,0.209,1.117,6.6,1.7,0.304,0.182,Control,Male,6,E2HN
523,221101-19,E2HN_M_6mo_Control,A,Probe_D8,1,MWM_150,11/14/22,60,14.493,0.242,5.8,1.319,0.226,8.1,2.076,0.256,15.2,3.755,0.248,30.9,7.343,0.238,2.137,11.4,3.5,0.536,0.155,Control,Male,6,E2HN
524,221101-20,E4HN_F_6mo_Control,F,Probe_D8,1,MWM_150,11/14/22,60,13.807,0.23,29.6,5.794,0.196,10.6,2.772,0.261,10.9,2.947,0.27,8.9,2.294,0.259,,,11,2.407,0.218,Control,Female,6,E4HN
525,221101-21,E4HN_F_6mo_Control,F,Probe_D8,1,MWM_150,11/14/22,60,13.929,0.232,10.9,2.507,0.229,9,2.037,0.226,17.7,4.348,0.246,22.4,5.038,0.225,10.175,44.3,1.8,0.29,0.162,Control,Female,6,E4HN
526,221101-22,E4HN_F_6mo_Control,F,Probe_D8,1,MWM_150,11/14/22,60,12.404,0.207,15.5,2.919,0.188,10.3,2.541,0.248,9.2,1.728,0.189,25,5.216,0.208,1.811,11.4,0,0,,Control,Female,6,E4HN
527,221101-23,E4HN_F_6mo_Control,F,Probe_D8,1,MWM_150,11/14/22,60,13.777,0.23,7.2,1.96,0.272,21.9,4.561,0.208,10.1,2.819,0.279,20.8,4.436,0.213,11.049,48.9,7.5,1.598,0.212,Control,Female,6,E4HN
528,221101-24,E4HN_F_6mo_Control,F,Probe_D8,1,MWM_150,11/14/22,60,13.372,0.223,21,4.383,0.209,8.6,1.845,0.215,20.1,4.736,0.236,10.4,2.408,0.232,4.068,19.2,4.6,0.731,0.158,Control,Female,6,E4HN
