Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration,Distance,Mean speed,NE : time,NE : distance,NE : average speed,NW : time,NW : distance,NW : average speed,SE : time,SE : distance,SE : average speed,SW : time,SW : distance,SW : average speed,Island : distance to first entry,Island : latency to first entry,Thigmitaxis : time,Thigmitaxis : distance,Thigmitaxis : average speed,Diet,Sex,Age,Genotype
390,221101-6,E4HN_M_6mo_Control,E,Day5,1,MWM_150,11/11/22,58.8,6.73,0.114,1.5,0.136,0.089,11.7,2.012,0.172,10.6,1.831,0.173,35,2.751,0.079,6.693,54.8,9,0.748,0.083,Control,Male,6,E4HN
391,221101-7,E44_F_6mo_Control,H,Day5,1,MWM_150,11/11/22,6.5,0.567,0.087,0,0,,0,0,,0,0,,6.5,0.567,0.087,0.466,2.5,0,0,,Control,Female,6,E44
392,221101-8,E44_F_6mo_Control,H,Day5,1,MWM_150,11/11/22,11.2,1.407,0.126,0,0,,0.6,0.097,0.162,0,0,,10.6,1.31,0.124,1.304,7.2,1,0.122,0.127,Control,Female,6,E44
393,221101-9,E44_F_6mo_Control,H,Day5,1,MWM_150,11/11/22,33.9,4.971,0.147,2.2,0.518,0.239,5.9,1.139,0.193,2,0.41,0.201,23.8,2.904,0.122,4.927,29.9,3.7,0.448,0.12,Control,Female,6,E44
394,221101-10,E44_M_6mo_Control,G,Day5,1,MWM_150,11/11/22,9.3,1.02,0.109,0,0,,0,0,,0,0,,9.3,1.02,0.109,0.933,5.3,0,0,,Control,Male,6,E44
395,221101-11,E44_M_6mo_Control,G,Day5,1,MWM_150,11/11/22,35.5,5.611,0.158,6.5,1.196,0.184,14.3,2.391,0.167,3.7,0.849,0.231,11.1,1.174,0.106,5.517,31.5,0,0,,Control,Male,6,E44
396,221101-12,E44_M_6mo_Control,G,Day5,1,MWM_150,11/11/22,14.7,2.011,0.137,0,0,,0,0,,2.1,0.432,0.209,12.6,1.579,0.125,1.921,10.6,0,0,,Control,Male,6,E44
397,221101-13,E2HN_F_6mo_Control,I,Day5,1,MWM_150,11/11/22,13.9,1.518,0.109,0,0,,2.6,0.407,0.156,0,0,,11.3,1.112,0.098,1.404,9.9,0,0,,Control,Female,6,E2HN
398,221101-14,E2HN_F_6mo_Control,I,Day5,1,MWM_150,11/11/22,6.3,0.209,0.033,0,0,,0,0,,0,0,,6.3,0.209,0.033,0.17,2.3,0,0,,Control,Female,6,E2HN
399,221101-15,E2HN_M_6mo_Control,A,Day5,1,MWM_150,11/11/22,6.5,0.381,0.059,0,0,,0,0,,0,0,,6.5,0.381,0.059,0.285,2.5,0,0,,Control,Male,6,E2HN
400,221101-16,E2HN_M_6mo_Control,A,Day5,1,MWM_150,11/11/22,14.5,1.821,0.125,0,0,,0,0,,1.5,0.25,0.171,13.1,1.57,0.12,1.684,10.5,0,0,,Control,Male,6,E2HN
401,221101-17,E2HN_M_6mo_Control,A,Day5,1,MWM_150,11/11/22,4.2,0.134,0.032,0,0,,0,0,,0,0,,4.2,0.134,0.032,,0.2,0,0,,Control,Male,6,E2HN
402,221101-18,E2HN_M_6mo_Control,A,Day5,1,MWM_150,11/11/22,21.3,3.006,0.141,0,0,,1.7,0.184,0.11,3.7,0.535,0.145,16,2.287,0.143,2.835,17.3,0,0,,Control,Male,6,E2HN
403,221101-19,E2HN_M_6mo_Control,A,Day5,1,MWM_150,11/11/22,18.4,2.862,0.156,0,0,,0,0,,1.7,0.457,0.269,16.7,2.404,0.144,2.82,14.3,0.5,0.098,0.211,Control,Male,6,E2HN
404,221101-20,E4HN_F_6mo_Control,F,Day5,1,MWM_150,11/11/22,13.8,1.831,0.133,0,0,,2.9,0.434,0.148,0,0,,10.9,1.397,0.129,1.751,9.7,0,0,,Control,Female,6,E4HN
405,221101-21,E4HN_F_6mo_Control,F,Day5,1,MWM_150,11/11/22,5.1,0.208,0.041,0,0,,0,0,,0,0,,5.1,0.208,0.041,0.132,1,0,0,,Control,Female,6,E4HN
406,221101-22,E4HN_F_6mo_Control,F,Day5,1,MWM_150,11/11/22,51.8,5.633,0.109,1.7,0.243,0.14,9.4,1.472,0.157,0,0,,40.7,3.917,0.096,5.562,47.8,5.2,0.791,0.153,Control,Female,6,E4HN
407,221101-23,E4HN_F_6mo_Control,F,Day5,1,MWM_150,11/11/22,32.7,6.371,0.195,0.8,0.251,0.314,4.6,1.174,0.257,9.5,2.245,0.237,17.8,2.701,0.151,6.371,28.6,2.8,0.374,0.135,Control,Female,6,E4HN
408,221101-24,E4HN_F_6mo_Control,F,Day5,1,MWM_150,11/11/22,10.8,0.767,0.071,0,0,,0,0,,0,0,,10.8,0.767,0.071,0.731,6.8,0,0,,Control,Female,6,E4HN
409,221101-1,E44_M_12mo_HFD,C,Day5,2,MWM_150,11/11/22,17.8,2.498,0.14,2.5,0.443,0.175,0,0,,2.9,0.689,0.237,12.4,1.366,0.11,2.36,13.8,0,0,,HFD,Male,12,E44
410,221101-2,E44_M_12mo_HFD,C,Day5,2,MWM_150,11/11/22,8.5,1.003,0.118,0,0,,0,0,,3,0.608,0.2,5.5,0.395,0.072,0.957,4.5,0,0,,HFD,Male,12,E44
411,221101-3,E4HN_M_18mo_HFD,D,Day5,2,MWM_150,11/11/22,60,9.484,0.158,0,0,,4.5,0.774,0.172,22.6,2.967,0.131,32.9,5.744,0.175,,,24.9,3.368,0.135,HFD,Male,18,E4HN
412,221101-4,E4HN_F_18mo_HFD,B,Day5,2,MWM_150,11/11/22,51.8,6.475,0.125,4.8,0.765,0.158,7,1.162,0.167,16.2,1.756,0.108,23.7,2.793,0.118,6.384,47.7,2.7,0.385,0.144,HFD,Female,18,E4HN
413,221101-5,E4HN_M_6mo_Control,E,Day5,2,MWM_150,11/11/22,60,8.06,0.134,7.8,1.705,0.219,12.3,2.527,0.205,32.5,2.544,0.078,7.4,1.284,0.174,,,20.7,2.996,0.145,Control,Male,6,E4HN
414,221101-6,E4HN_M_6mo_Control,E,Day5,2,MWM_150,11/11/22,41.1,3.307,0.08,9,1.105,0.123,0,0,,25.4,1.793,0.071,6.7,0.409,0.061,3.225,37,0,0,,Control,Male,6,E4HN
415,221101-7,E44_F_6mo_Control,H,Day5,2,MWM_150,11/11/22,10,0.944,0.095,0,0,,0,0,,1.8,0.431,0.244,8.2,0.513,0.063,0.837,5.9,0,0,,Control,Female,6,E44
416,221101-8,E44_F_6mo_Control,H,Day5,2,MWM_150,11/11/22,12.3,1.796,0.146,0,0,,0,0,,2.9,0.675,0.236,9.5,1.12,0.118,1.67,8.3,0,0,,Control,Female,6,E44
417,221101-9,E44_F_6mo_Control,H,Day5,2,MWM_150,11/11/22,9.6,1.365,0.142,0,0,,0,0,,3.6,0.925,0.255,6,0.44,0.073,1.327,5.6,0.7,0.219,0.312,Control,Female,6,E44
418,221101-10,E44_M_6mo_Control,G,Day5,2,MWM_150,11/11/22,24,4.09,0.17,0.6,0.102,0.161,0,0,,10.5,2.415,0.231,12.9,1.573,0.122,4.09,20,0,0,,Control,Male,6,E44
419,221101-11,E44_M_6mo_Control,G,Day5,2,MWM_150,11/11/22,8.4,1.008,0.12,0,0,,0,0,,2.5,0.555,0.222,5.9,0.453,0.077,0.873,4.3,0,0,,Control,Male,6,E44
420,221101-12,E44_M_6mo_Control,G,Day5,2,MWM_150,11/11/22,14.3,1.948,0.136,0,0,,0,0,,4.6,1.008,0.219,9.7,0.94,0.097,1.906,10.3,2.7,0.547,0.203,Control,Male,6,E44
421,221101-13,E2HN_F_6mo_Control,I,Day5,2,MWM_150,11/11/22,29.8,5.373,0.18,5.4,1.274,0.236,2.2,0.661,0.301,10.6,1.976,0.186,11.6,1.461,0.126,5.373,25.8,0.6,0.128,0.225,Control,Female,6,E2HN
422,221101-14,E2HN_F_6mo_Control,I,Day5,2,MWM_150,11/11/22,16.9,1.493,0.088,0,0,,0,0,,5.3,0.587,0.111,11.6,0.907,0.078,1.414,12.8,1.1,0.083,0.078,Control,Female,6,E2HN
423,221101-15,E2HN_M_6mo_Control,A,Day5,2,MWM_150,11/11/22,8.4,0.844,0.101,0,0,,0,0,,3.2,0.552,0.174,5.2,0.293,0.056,0.757,4.3,0,0,,Control,Male,6,E2HN
424,221101-16,E2HN_M_6mo_Control,A,Day5,2,MWM_150,11/11/22,14.2,2.102,0.148,0,0,,3.1,0.635,0.203,3.8,0.808,0.215,7.3,0.659,0.09,2.014,10.1,0,0,,Control,Male,6,E2HN
425,221101-17,E2HN_M_6mo_Control,A,Day5,2,MWM_150,11/11/22,10,1.253,0.125,0,0,,0,0,,3.8,0.68,0.177,6.2,0.573,0.093,1.161,6,2.6,0.46,0.179,Control,Male,6,E2HN
426,221101-18,E2HN_M_6mo_Control,A,Day5,2,MWM_150,11/11/22,12.5,1.724,0.138,0.7,0.2,0.3,3.6,0.701,0.195,2.3,0.417,0.184,5.9,0.406,0.069,1.632,8.4,0,0,,Control,Male,6,E2HN
427,221101-19,E2HN_M_6mo_Control,A,Day5,2,MWM_150,11/11/22,7.4,0.74,0.1,0,0,,0,0,,2.4,0.453,0.186,5,0.287,0.058,0.694,3.4,0,0,,Control,Male,6,E2HN
428,221101-20,E4HN_F_6mo_Control,F,Day5,2,MWM_150,11/11/22,29.2,4.746,0.162,0,0,,0,0,,20.3,3.842,0.189,8.9,0.904,0.102,4.67,25.2,3.1,0.628,0.2,Control,Female,6,E4HN
429,221101-21,E4HN_F_6mo_Control,F,Day5,2,MWM_150,11/11/22,16.9,1.517,0.09,0,0,,0,0,,10,1.083,0.108,6.9,0.434,0.063,1.438,12.9,0,0,,Control,Female,6,E4HN
430,221101-22,E4HN_F_6mo_Control,F,Day5,2,MWM_150,11/11/22,34.4,5.732,0.167,9.2,1.611,0.176,2.7,0.513,0.192,9.4,1.977,0.21,13.1,1.63,0.124,5.578,30.3,2.2,0.352,0.158,Control,Female,6,E4HN
431,221101-23,E4HN_F_6mo_Control,F,Day5,2,MWM_150,11/11/22,12.6,1.074,0.086,0,0,,0,0,,2.6,0.419,0.161,10,0.655,0.066,1,8.5,0,0,,Control,Female,6,E4HN
432,221101-24,E4HN_F_6mo_Control,F,Day5,2,MWM_150,11/11/22,36.6,5.71,0.156,3.4,0.525,0.156,4.4,0.707,0.161,13.2,2.199,0.166,15.6,2.278,0.146,5.63,32.6,3.7,0.569,0.155,Control,Female,6,E4HN
433,221101-1,E44_M_12mo_HFD,C,Day5,3,MWM_150,11/11/22,11.7,1.278,0.109,0,0,,4,0.606,0.15,0,0,,7.7,0.673,0.087,1.182,7.7,0,0,,HFD,Male,12,E44
434,221101-2,E44_M_12mo_HFD,C,Day5,3,MWM_150,11/11/22,53.2,8.196,0.154,2.6,0.338,0.128,10,1.689,0.17,12.6,2.329,0.185,28.1,3.839,0.137,8.196,49.2,5.7,0.679,0.118,HFD,Male,12,E44
435,221101-3,E4HN_M_18mo_HFD,D,Day5,3,MWM_150,11/11/22,60,8.972,0.15,9,1.816,0.201,25.3,3.318,0.131,16.2,2.535,0.156,9.4,1.303,0.138,,,11.5,0.945,0.082,HFD,Male,18,E4HN
436,221101-4,E4HN_F_18mo_HFD,B,Day5,3,MWM_150,11/11/22,22.7,1.574,0.069,4,0.269,0.067,10.4,1.032,0.099,0,0,,8.3,0.273,0.033,1.532,18.7,0,0,,HFD,Female,18,E4HN
437,221101-5,E4HN_M_6mo_Control,E,Day5,3,MWM_150,11/11/22,60,8.151,0.136,5.2,1.106,0.214,27.7,2.391,0.086,17.5,2.972,0.17,9.6,1.683,0.175,,,14.3,1.618,0.113,Control,Male,6,E4HN
438,221101-6,E4HN_M_6mo_Control,E,Day5,3,MWM_150,11/11/22,38.6,2.661,0.069,0,0,,21,1.071,0.051,0,0,,17.6,1.59,0.09,2.622,34.5,5.2,0.512,0.098,Control,Male,6,E4HN
439,221101-7,E44_F_6mo_Control,H,Day5,3,MWM_150,11/11/22,12.9,1.255,0.097,0,0,,4.2,0.668,0.158,0,0,,8.7,0.587,0.067,1.187,8.9,0,0,,Control,Female,6,E44
440,221101-8,E44_F_6mo_Control,H,Day5,3,MWM_150,11/11/22,44.4,6.483,0.146,2,0.484,0.238,16,2.133,0.133,5.8,1.253,0.216,20.6,2.613,0.127,6.44,40.4,0.1,0.038,0.377,Control,Female,6,E44
441,221101-9,E44_F_6mo_Control,H,Day5,3,MWM_150,11/11/22,10.3,1.049,0.101,0,0,,3.8,0.668,0.176,0,0,,6.5,0.381,0.058,0.968,6.3,0,0,,Control,Female,6,E44
442,221101-10,E44_M_6mo_Control,G,Day5,3,MWM_150,11/11/22,17.5,1.759,0.101,0,0,,4.1,0.652,0.16,0,0,,13.4,1.107,0.083,1.759,13.4,0,0,,Control,Male,6,E44
443,221101-11,E44_M_6mo_Control,G,Day5,3,MWM_150,11/11/22,44.1,6.34,0.144,1.9,0.4,0.214,18.4,2.612,0.142,3,0.659,0.22,20.9,2.67,0.128,6.297,40.1,1.5,0.149,0.102,Control,Male,6,E44
444,221101-12,E44_M_6mo_Control,G,Day5,3,MWM_150,11/11/22,16.7,1.829,0.11,0,0,,2.1,0.332,0.155,1.5,0.289,0.197,13.1,1.208,0.093,1.782,12.6,0,0,,Control,Male,6,E44
445,221101-13,E2HN_F_6mo_Control,I,Day5,3,MWM_150,11/11/22,21.8,2.841,0.13,0,0,,7.5,1.125,0.151,4,0.745,0.188,10.4,0.971,0.094,2.761,17.7,1.9,0.182,0.097,Control,Female,6,E2HN
446,221101-14,E2HN_F_6mo_Control,I,Day5,3,MWM_150,11/11/22,10.6,0.844,0.08,0,0,,4.2,0.461,0.11,0,0,,6.4,0.383,0.06,0.759,6.5,0,0,,Control,Female,6,E2HN
447,221101-15,E2HN_M_6mo_Control,A,Day5,3,MWM_150,11/11/22,39.6,5.376,0.136,2.5,0.426,0.173,15.7,2.57,0.163,0,0,,21.4,2.38,0.111,5.288,35.6,1.1,0.044,0.041,Control,Male,6,E2HN
448,221101-16,E2HN_M_6mo_Control,A,Day5,3,MWM_150,11/11/22,19,2.754,0.145,0,0,,6.5,1.128,0.173,3.3,0.648,0.194,9.1,0.979,0.107,2.663,14.9,0,0,,Control,Male,6,E2HN
449,221101-17,E2HN_M_6mo_Control,A,Day5,3,MWM_150,11/11/22,36.7,6.882,0.188,2.3,0.581,0.256,19.6,3.995,0.204,0.6,0.115,0.192,14.2,2.19,0.154,6.797,32.6,4.4,0.981,0.223,Control,Male,6,E2HN
450,221101-18,E2HN_M_6mo_Control,A,Day5,3,MWM_150,11/11/22,8.2,0.776,0.095,0,0,,2.3,0.411,0.181,0,0,,5.9,0.364,0.062,0.659,4.1,0,0,,Control,Male,6,E2HN
451,221101-19,E2HN_M_6mo_Control,A,Day5,3,MWM_150,11/11/22,10.1,0.93,0.092,0,0,,3.8,0.576,0.153,0,0,,6.3,0.354,0.056,0.887,6.1,0,0,,Control,Male,6,E2HN
452,221101-20,E4HN_F_6mo_Control,F,Day5,3,MWM_150,11/11/22,43.8,7.236,0.165,4.3,0.655,0.152,11.9,1.989,0.167,9.7,1.69,0.174,17.9,2.901,0.162,7.121,39.8,1.8,0.266,0.148,Control,Female,6,E4HN
453,221101-21,E4HN_F_6mo_Control,F,Day5,3,MWM_150,11/11/22,18.5,1.916,0.103,8.1,0.861,0.106,1.1,0.141,0.132,3.6,0.535,0.147,5.7,0.38,0.066,1.833,14.5,0,0,,Control,Female,6,E4HN
454,221101-22,E4HN_F_6mo_Control,F,Day5,3,MWM_150,11/11/22,38.5,6.232,0.162,3.5,0.739,0.211,11.5,1.644,0.143,9.9,2.064,0.209,13.6,1.785,0.131,6.127,34.5,3.5,0.393,0.112,Control,Female,6,E4HN
455,221101-23,E4HN_F_6mo_Control,F,Day5,3,MWM_150,11/11/22,16.1,1.511,0.094,1.3,0.086,0.068,3,0.475,0.158,0.9,0.038,0.04,10.9,0.912,0.084,1.432,12,0,0,,Control,Female,6,E4HN
456,221101-24,E4HN_F_6mo_Control,F,Day5,3,MWM_150,11/11/22,24.5,3.352,0.137,0,0,,9.5,1.224,0.129,2.4,0.437,0.18,12.6,1.691,0.134,3.282,20.5,0,0,,Control,Female,6,E4HN
457,221101-1,E44_M_12mo_HFD,C,Day5,4,MWM_150,11/11/22,22.8,3.634,0.159,2.6,0.532,0.207,1.8,0.375,0.208,5.4,0.834,0.154,13.1,1.893,0.145,3.546,18.8,0,0,,HFD,Male,12,E44
458,221101-2,E44_M_12mo_HFD,C,Day5,4,MWM_150,11/11/22,18.1,1.959,0.108,5.1,0.604,0.118,1.1,0.29,0.264,0,0,,11.8,1.065,0.09,1.959,14,0,0,,HFD,Male,12,E44
459,221101-3,E4HN_M_18mo_HFD,D,Day5,4,MWM_150,11/11/22,21.8,2.105,0.096,6.2,0.495,0.079,0,0,,9.8,1.227,0.126,5.8,0.383,0.066,2.009,17.8,5,0.417,0.083,HFD,Male,18,E4HN
460,221101-4,E4HN_F_18mo_HFD,B,Day5,4,MWM_150,11/11/22,17.1,1.673,0.098,7.3,0.592,0.081,4.2,0.718,0.171,0,0,,5.6,0.363,0.065,1.588,13,0,0,,HFD,Female,18,E4HN
461,221101-5,E4HN_M_6mo_Control,E,Day5,4,MWM_150,11/11/22,52.8,6.349,0.12,27.9,2.624,0.094,3,0.632,0.213,7.1,1.17,0.165,14.9,1.923,0.129,6.214,48.7,11.1,0.677,0.061,Control,Male,6,E4HN
462,221101-6,E4HN_M_6mo_Control,E,Day5,4,MWM_150,11/11/22,43.8,2.872,0.066,32.8,1.842,0.056,3.6,0.559,0.155,0,0,,7.4,0.471,0.064,2.79,39.8,21.2,0.798,0.038,Control,Male,6,E4HN
463,221101-7,E44_F_6mo_Control,H,Day5,4,MWM_150,11/11/22,10.4,1.14,0.11,1.6,0.432,0.264,1.8,0.388,0.215,0,0,,7,0.321,0.046,1.106,6.4,0,0,,Control,Female,6,E44
464,221101-8,E44_F_6mo_Control,H,Day5,4,MWM_150,11/11/22,13.7,2.079,0.151,1.8,0.454,0.248,0,0,,3.8,0.906,0.241,8.1,0.719,0.088,2.008,9.7,0.4,0.069,0.173,Control,Female,6,E44
465,221101-9,E44_F_6mo_Control,H,Day5,4,MWM_150,11/11/22,19.4,2.589,0.133,2.5,0.555,0.222,0,0,,3.1,0.579,0.185,13.8,1.455,0.105,2.55,15.4,4.2,0.464,0.11,Control,Female,6,E44
466,221101-10,E44_M_6mo_Control,G,Day5,4,MWM_150,11/11/22,9.6,1.215,0.126,3.2,0.66,0.206,0.4,0.104,0.26,0,0,,6,0.451,0.075,1.17,5.6,0,0,,Control,Male,6,E44
467,221101-11,E44_M_6mo_Control,G,Day5,4,MWM_150,11/11/22,12.9,1.63,0.127,2.6,0.508,0.198,0,0,,4.1,0.736,0.179,6.2,0.387,0.062,1.54,8.8,0,0,,Control,Male,6,E44
468,221101-12,E44_M_6mo_Control,G,Day5,4,MWM_150,11/11/22,45.8,8.42,0.184,7.5,1.584,0.212,8,1.353,0.17,8.6,1.988,0.231,21.8,3.495,0.16,8.29,41.8,13.6,2.434,0.179,Control,Male,6,E44
469,221101-13,E2HN_F_6mo_Control,I,Day5,4,MWM_150,11/11/22,20,2.475,0.124,5.5,0.801,0.145,0,0,,3.9,0.54,0.137,10.5,1.134,0.108,2.358,15.9,0,0,,Control,Female,6,E2HN
470,221101-14,E2HN_F_6mo_Control,I,Day5,4,MWM_150,11/11/22,13.6,1.508,0.111,4.9,0.596,0.122,1.6,0.291,0.186,0,0,,7.1,0.621,0.087,1.421,9.6,0,0,,Control,Female,6,E2HN
471,221101-15,E2HN_M_6mo_Control,A,Day5,4,MWM_150,11/11/22,11.6,1.438,0.124,3.5,0.663,0.189,2,0.294,0.145,0,0,,6,0.481,0.08,1.305,7.5,0,0,,Control,Male,6,E2HN
472,221101-16,E2HN_M_6mo_Control,A,Day5,4,MWM_150,11/11/22,13.4,1.847,0.138,3.9,0.707,0.183,0,0,,4.1,0.74,0.179,5.4,0.4,0.074,1.715,9.3,0,0,,Control,Male,6,E2HN
473,221101-17,E2HN_M_6mo_Control,A,Day5,4,MWM_150,11/11/22,9.6,1.317,0.137,3.6,0.831,0.231,0,0,,0.2,0,0,5.8,0.486,0.083,1.222,5.6,0,0,,Control,Male,6,E2HN
474,221101-18,E2HN_M_6mo_Control,A,Day5,4,MWM_150,11/11/22,19.3,1.992,0.103,3.2,0.552,0.174,9.9,1.051,0.106,0,0,,6.3,0.39,0.062,1.909,15.2,0,0,,Control,Male,6,E2HN
475,221101-19,E2HN_M_6mo_Control,A,Day5,4,MWM_150,11/11/22,13.5,1.402,0.104,3.7,0.485,0.13,1.6,0.259,0.165,0,0,,8.2,0.658,0.08,1.313,9.5,0,0,,Control,Male,6,E2HN
476,221101-20,E4HN_F_6mo_Control,F,Day5,4,MWM_150,11/11/22,20.1,2.731,0.136,2.8,0.547,0.198,1.2,0.282,0.229,0,0,,16.1,1.902,0.118,2.607,16.1,1,0.084,0.086,Control,Female,6,E4HN
477,221101-21,E4HN_F_6mo_Control,F,Day5,4,MWM_150,11/11/22,52,8.982,0.173,5.9,1.186,0.201,3.5,0.78,0.225,11.6,2.315,0.199,31,4.702,0.151,8.944,48,5,0.691,0.138,Control,Female,6,E4HN
478,221101-22,E4HN_F_6mo_Control,F,Day5,4,MWM_150,11/11/22,15.3,1.613,0.106,4.4,0.437,0.1,4.7,0.758,0.16,0,0,,6.2,0.418,0.068,1.506,11.2,0,0,,Control,Female,6,E4HN
479,221101-23,E4HN_F_6mo_Control,F,Day5,4,MWM_150,11/11/22,60,11.97,0.2,8.6,1.918,0.224,4.8,1.27,0.265,18.1,3.811,0.21,28.5,4.97,0.174,11.97,57.5,4.4,0.925,0.212,Control,Female,6,E4HN
480,221101-24,E4HN_F_6mo_Control,F,Day5,4,MWM_150,11/11/22,60,13.055,0.218,11.2,2.413,0.215,7.7,1.858,0.24,27.7,5.801,0.209,13.3,2.982,0.224,,,6.6,1.071,0.163,Control,Female,6,E4HN
481,221101-1,E44_M_12mo_HFD,C,Probe_D5,1,MWM_150,11/11/22,60,11.219,0.187,4.7,1.167,0.25,6.1,1.1,0.181,17,3.365,0.198,32.3,5.586,0.173,0.987,3.5,5.2,0.975,0.189,HFD,Male,12,E44
482,221101-2,E44_M_12mo_HFD,C,Probe_D5,1,MWM_150,11/11/22,60,9.856,0.164,14.7,2.295,0.156,2.8,0.468,0.169,9,1.745,0.193,33.5,5.348,0.16,4.146,24.8,12.2,1.051,0.086,HFD,Male,12,E44
483,221101-3,E4HN_M_18mo_HFD,D,Probe_D5,1,MWM_150,11/11/22,60,8.512,0.142,14.4,0.623,0.043,15.7,3.098,0.198,9.8,1.204,0.122,20.1,3.587,0.178,4.281,35.9,16.3,1.917,0.118,HFD,Male,18,E4HN
484,221101-4,E4HN_F_18mo_HFD,B,Probe_D5,1,MWM_150,11/11/22,60,7.739,0.129,14.1,0.712,0.051,12.3,1.872,0.152,8.4,1.152,0.137,25.2,4.003,0.159,3.77,35.3,3,0.272,0.091,HFD,Female,18,E4HN
485,221101-5,E4HN_M_6mo_Control,E,Probe_D5,1,MWM_150,11/11/22,60,7.315,0.122,35.5,2.687,0.076,0.6,0.136,0.215,11.1,1.771,0.159,12.7,2.721,0.214,3.519,42,31.7,2.008,0.063,Control,Male,6,E4HN
486,221101-6,E4HN_M_6mo_Control,E,Probe_D5,1,MWM_150,11/11/22,60,4.554,0.076,44.5,2.526,0.057,14.3,1.776,0.124,0,0,,1.1,0.253,0.223,,,9.7,0.7,0.072,Control,Male,6,E4HN
487,221101-7,E44_F_6mo_Control,H,Probe_D5,1,MWM_150,11/11/22,60,11.356,0.189,5.5,1.149,0.208,6,1.087,0.18,11.1,2.007,0.18,37.3,7.113,0.191,3.881,22.8,5,0.68,0.136,Control,Female,6,E44
488,221101-8,E44_F_6mo_Control,H,Probe_D5,1,MWM_150,11/11/22,60,11.487,0.191,5.2,1.259,0.244,9.3,2.015,0.217,8.6,1.584,0.183,36.9,6.628,0.18,3.894,21.7,7.4,1.132,0.152,Control,Female,6,E44
489,221101-9,E44_F_6mo_Control,H,Probe_D5,1,MWM_150,11/11/22,60,11.484,0.191,6.7,1.606,0.241,7.1,1.653,0.232,10.3,2.359,0.229,35.9,5.867,0.163,1.137,5.2,6.2,0.916,0.148,Control,Female,6,E44
490,221101-10,E44_M_6mo_Control,G,Probe_D5,1,MWM_150,11/11/22,60,10.101,0.168,8.9,1.532,0.172,15.2,2.249,0.148,13.9,2.462,0.177,22,3.858,0.176,1.689,12.5,11.7,1.212,0.104,Control,Male,6,E44
491,221101-11,E44_M_6mo_Control,G,Probe_D5,1,MWM_150,11/11/22,60,10.408,0.173,5.1,1.035,0.204,20,3.369,0.168,9.8,1.617,0.166,25.2,4.387,0.174,3.863,24,6.1,0.901,0.147,Control,Male,6,E44
492,221101-12,E44_M_6mo_Control,G,Probe_D5,1,MWM_150,11/11/22,60,12.96,0.216,10.6,2.23,0.21,0,0,,30.6,6.684,0.219,18.8,4.046,0.215,2.051,11.7,13.8,2.661,0.193,Control,Male,6,E44
493,221101-13,E2HN_F_6mo_Control,I,Probe_D5,1,MWM_150,11/11/22,60,12.421,0.207,10,2.056,0.205,8.4,2.018,0.24,16.8,3.584,0.213,24.7,4.763,0.193,2.093,12.8,7.2,1.191,0.166,Control,Female,6,E2HN
494,221101-14,E2HN_F_6mo_Control,I,Probe_D5,1,MWM_150,11/11/22,60,12.026,0.2,11,1.796,0.163,1.3,0.378,0.291,11.8,2.763,0.234,35.9,7.09,0.197,1.752,10.3,9.5,1.395,0.147,Control,Female,6,E2HN
495,221101-15,E2HN_M_6mo_Control,A,Probe_D5,1,MWM_150,11/11/22,60,9.888,0.165,6.2,0.933,0.15,18.8,3.132,0.166,8.2,1.355,0.165,26.7,4.467,0.167,1.672,13,1.5,0.224,0.152,Control,Male,6,E2HN
496,221101-16,E2HN_M_6mo_Control,A,Probe_D5,1,MWM_150,11/11/22,60,12.433,0.207,6.9,1.633,0.237,4.1,0.939,0.227,9.8,1.895,0.193,39.2,7.966,0.203,1.368,5.9,3.5,0.567,0.161,Control,Male,6,E2HN
497,221101-17,E2HN_M_6mo_Control,A,Probe_D5,1,MWM_150,11/11/22,60,13.538,0.226,4.6,1.101,0.239,5,1.235,0.247,11.6,2.614,0.225,38.8,8.589,0.222,1.341,5.5,12,2.173,0.181,Control,Male,6,E2HN
498,221101-18,E2HN_M_6mo_Control,A,Probe_D5,1,MWM_150,11/11/22,60,12.126,0.202,8,1.779,0.223,7.9,1.596,0.201,11.1,2.177,0.196,33,6.575,0.199,2.12,12.9,7.7,0.83,0.108,Control,Male,6,E2HN
499,221101-19,E2HN_M_6mo_Control,A,Probe_D5,1,MWM_150,11/11/22,60,12.699,0.212,6.6,1.373,0.208,14.9,3.059,0.206,14.4,3.208,0.223,24.2,5.059,0.209,4.287,21.5,7.1,0.765,0.107,Control,Male,6,E2HN
500,221101-20,E4HN_F_6mo_Control,F,Probe_D5,1,MWM_150,11/11/22,60,12.033,0.201,5.3,1.372,0.259,9.4,2.033,0.216,11.1,2.523,0.227,34.2,6.106,0.179,2.378,10.5,6.3,0.957,0.151,Control,Female,6,E4HN
501,221101-21,E4HN_F_6mo_Control,F,Probe_D5,1,MWM_150,11/11/22,60,11.119,0.185,9.8,1.869,0.191,17.9,3.21,0.179,17.1,3.223,0.188,15.2,2.818,0.186,4.332,28.5,10.7,1.879,0.175,Control,Female,6,E4HN
502,221101-22,E4HN_F_6mo_Control,F,Probe_D5,1,MWM_150,11/11/22,60,10.777,0.18,15.6,2.636,0.169,17,3.407,0.201,4.6,0.725,0.158,22.8,4.009,0.176,7.879,44.3,3,0.447,0.147,Control,Female,6,E4HN
