Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration,Distance,First zone entered,Mean speed,NE : time,NE : distance,NE : average speed,NW : time,NW : distance,NW : average speed,SE : time,SE : distance,SE : average speed,SW : time,SW : distance,SW : latency to first entry,SW : average speed,Island : distance to first entry,Island : latency to first entry,Thigmitaxis : time,Thigmitaxis : distance,Thigmitaxis : average speed,Diet
1,201012_1,E4HN_M,D,Day1,1,MWM_150,1/18/21,60,8.491,SW,0.142,6.4,0.9,0.14,7.2,1.405,0.195,17.3,2.115,0.123,29.1,4.071,0,0.14,,,31.6,3.838,0.121,HFD
2,201012_2,E4HN_M,D,Day1,1,MWM_150,1/18/21,60,10.355,SE,0.173,15.7,2.77,0.177,12.9,2.382,0.185,17.8,2.838,0.159,13.2,2.278,4.3,0.172,,,43.1,7.131,0.165,HFD
3,201012_3,E4HN_M,D,Day1,1,MWM_150,1/18/21,18.4,2.082,SW,0.113,0,0,,0,0,,0.8,0.097,0.116,17.5,1.985,0,0.113,2.039,16.3,0,0,,HFD
4,201012_4,E4HN_F,F,Day1,1,MWM_150,1/18/21,60,7.801,SW,0.13,2.4,0.508,0.214,4.8,0.707,0.146,5.4,1.059,0.197,47.4,5.527,0,0.117,,,40.1,4.328,0.108,HFD
5,201012_5,E4HN_F,F,Day1,1,MWM_150,1/18/21,60,8.982,SW,0.15,16.4,2.152,0.131,5.2,1.086,0.21,17.8,2.951,0.165,19.4,2.605,0,0.134,,,29,4.186,0.145,HFD
6,201012_6,E4HN_F,F,Day1,1,MWM_150,1/18/21,60,9.883,SW,0.165,7.7,1.34,0.175,16.1,2.826,0.176,17.3,2.814,0.162,18.9,2.902,0,0.153,,,29.6,3.978,0.134,HFD
7,201012_7,E4HN_F,F,Day1,1,MWM_150,1/18/21,14.6,2.059,SW,0.141,0,0,,0,0,,3.9,0.763,0.195,10.7,1.296,0,0.121,2.024,12.5,3.7,0.638,0.172,HFD
8,201012_8,E4HN_F,F,Day1,1,MWM_150,1/18/21,60,6.94,SW,0.116,6.2,0.792,0.128,0.6,0.042,0.075,37.7,4.062,0.108,15.5,2.044,0,0.132,,,14.7,0.695,0.047,HFD
9,201012_9,E4HN_F,F,Day1,1,MWM_150,1/18/21,60,10.807,SW,0.18,15.3,2.827,0.185,0.7,0.036,0.054,34.3,5.788,0.169,9.4,2.105,0,0.225,,,28.1,4.289,0.153,HFD
10,201012_10,E4HN_F,F,Day1,1,MWM_150,1/18/21,60,11.945,SW,0.199,8.2,1.73,0.211,14.8,2.984,0.201,14.8,3.149,0.213,20.2,3.658,0,0.181,,,50.4,9.991,0.198,HFD
11,201012_11,E3HN_F,A,Day1,1,MWM_150,1/18/21,8.4,0.752,SW,0.089,0,0,,0,0,,0,0,,8.4,0.752,0,0.089,0.632,6.4,4.3,0.277,0.065,HFD
12,201012_12,E3HN_F,A,Day1,1,MWM_150,1/18/21,21.7,3.077,SW,0.142,0,0,,0.3,0.04,0.149,4.8,0.818,0.169,16.6,2.22,0,0.134,2.859,19.6,3.2,0.391,0.122,HFD
13,201012_13,E3HN_M,C,Day1,1,MWM_150,1/18/21,13.3,1.54,SW,0.116,0,0,,0,0,,0,0,,13.3,1.54,0,0.116,1.458,11.2,0,0,,HFD
14,201012_15,E33_F,B,Day1,1,MWM_150,1/18/21,60,9.105,NW,0.152,12.3,2.419,0.196,18.2,2.265,0.124,6.7,1.08,0.162,21.4,3.038,21.4,0.142,,,26.5,3.629,0.137,HFD
15,201012_16,E33_F,B,Day1,1,MWM_150,1/18/21,60,12.058,SW,0.201,22.2,4.324,0.195,3.3,0.516,0.155,18.3,4.096,0.223,14.2,2.67,0,0.188,,,34,6.728,0.198,HFD
16,201012_17,E33_F,B,Day1,1,MWM_150,1/18/21,60,13.562,NW,0.226,7.6,1.577,0.208,21.1,4.78,0.226,12.6,2.862,0.227,18.6,4.344,0.8,0.234,,,42.8,9.816,0.229,HFD
17,201012_18,E33_F,B,Day1,1,MWM_150,1/18/21,60,12.095,SE,0.202,24.6,4.855,0.197,23.4,4.816,0.206,9,1.756,0.196,2.7,0.56,31.6,0.21,,,32.4,6.328,0.195,HFD
18,201012_19,E33_F,B,Day1,1,MWM_150,1/18/21,60,11.185,SE,0.186,10.7,2.061,0.193,22.6,3.914,0.173,12.6,2.654,0.211,14.1,2.555,6.9,0.181,,,36.7,6.874,0.187,HFD
19,201012_20,E33_F,B,Day1,1,MWM_150,1/18/21,60,10.753,SW,0.179,24.9,4.372,0.176,11.1,1.742,0.157,9,2.076,0.23,15,2.563,0,0.171,,,35.9,6.031,0.168,HFD
20,201012_21,E33_F,B,Day1,1,MWM_150,1/18/21,60,12.627,SW,0.21,6.8,1.515,0.224,9.4,1.954,0.208,17.8,3.837,0.216,25.7,5.233,0,0.203,,,32,6.604,0.206,HFD
21,201012_22,E33_M,E,Day1,1,MWM_150,1/18/21,60,7.888,SW,0.131,0,0,,0,0,,30.2,4.231,0.14,29.8,3.658,0,0.123,,,28.1,3.381,0.12,HFD
22,201012_23,E33_M,E,Day1,1,MWM_150,1/18/21,18.6,2.756,SW,0.149,0,0,,8.8,1.461,0.167,0,0,,9.8,1.294,0,0.132,2.671,16.5,6.4,1.04,0.163,HFD
23,201012_24,E33_M,E,Day1,1,MWM_150,1/18/21,60,8.801,SW,0.147,0.7,0.129,0.193,31.4,4.783,0.152,6.7,1.163,0.174,21.3,2.726,0,0.128,,,42.8,5.621,0.131,HFD
24,201012_25,E33_M,E,Day1,1,MWM_150,1/18/21,60,9.963,SW,0.166,10.3,1.753,0.171,15.3,2.404,0.157,12.2,2.251,0.184,22.2,3.554,0,0.16,,,46.2,7.655,0.166,HFD
25,201012_26,E33_M,E,Day1,1,MWM_150,1/18/21,60,10.365,SW,0.173,17.4,2.689,0.155,27.3,4.882,0.179,1.6,0.328,0.21,13.8,2.465,0,0.179,,,34.7,5.375,0.155,HFD
26,201012_27,E33_M,E,Day1,1,MWM_150,1/18/21,60,10.175,SW,0.17,6.8,1.097,0.161,12.5,2.074,0.166,12.1,2.076,0.172,28.1,4.805,0,0.171,,,32.6,5.528,0.17,HFD
27,201012_1,E4HN_M,D,Day1,2,MWM_150,1/18/21,60,9.282,NE,0.155,21.9,3.775,0.173,18.7,2.738,0.147,7.7,1.554,0.201,11.1,1.176,14.3,0.106,,,31.4,4.798,0.153,HFD
28,201012_2,E4HN_M,D,Day1,2,MWM_150,1/18/21,60,9.872,NE,0.165,32.3,5.078,0.157,17.6,2.349,0.134,4.4,1.167,0.265,5.2,1.14,33.8,0.221,,,38.1,6.719,0.176,HFD
29,201012_3,E4HN_M,D,Day1,2,MWM_150,1/18/21,60,8.028,NE,0.134,28,3.489,0.124,11.7,1.669,0.143,10.4,1.508,0.145,9.9,1.363,40.2,0.138,,,42.2,5.018,0.119,HFD
30,201012_4,E4HN_F,F,Day1,2,MWM_150,1/18/21,60,11.957,NE,0.199,22.2,3.738,0.168,12.7,2.754,0.217,11.9,2.664,0.225,12.9,2.712,15,0.21,,,27.1,5.627,0.207,HFD
31,201012_5,E4HN_F,F,Day1,2,MWM_150,1/18/21,60,10.222,NE,0.17,24.2,4.237,0.175,13.1,2.247,0.172,9,1.559,0.173,12.8,2.035,12.9,0.159,,,38.4,6.154,0.16,HFD
32,201012_6,E4HN_F,F,Day1,2,MWM_150,1/18/21,60,11.85,NE,0.198,28.8,5.122,0.178,11.8,2.417,0.206,14.2,3.175,0.223,4.5,1.042,21.5,0.232,,,36.4,6.957,0.191,HFD
33,201012_7,E4HN_F,F,Day1,2,MWM_150,1/18/21,60,10.554,NE,0.176,19,3.452,0.182,6.5,1.125,0.173,20.7,3.479,0.168,13.9,2.499,6.5,0.18,,,20.2,2.876,0.142,HFD
34,201012_8,E4HN_F,F,Day1,2,MWM_150,1/18/21,60,9.356,NE,0.156,30.2,3.939,0.13,10.8,1.884,0.174,10.8,2.038,0.189,8.2,1.495,41,0.183,,,35.9,5.763,0.16,HFD
35,201012_9,E4HN_F,F,Day1,2,MWM_150,1/18/21,60,11.169,NE,0.186,22.4,4.199,0.187,16.5,3.19,0.193,15.3,2.73,0.178,5.7,1.049,17.2,0.183,,,16.2,1.649,0.102,HFD
36,201012_10,E4HN_F,F,Day1,2,MWM_150,1/18/21,60,10.428,SE,0.174,26.4,3.987,0.151,8.8,1.264,0.143,20.5,4.429,0.216,4.1,0.676,28.5,0.165,,,35.2,6.004,0.171,HFD
37,201012_11,E3HN_F,A,Day1,2,MWM_150,1/18/21,60,9.662,NE,0.161,13.4,1.881,0.141,1.9,0.445,0.234,43.7,7.078,0.162,1,0.258,53.7,0.258,,,13.7,1.417,0.103,HFD
38,201012_12,E3HN_F,A,Day1,2,MWM_150,1/18/21,60,9.026,NE,0.15,37.4,5.778,0.154,18,2.479,0.137,2.6,0.415,0.162,0,0,,,,,35.8,4.616,0.129,HFD
39,201012_13,E3HN_M,C,Day1,2,MWM_150,1/18/21,60,10.981,NE,0.183,27,4.551,0.168,6.2,0.906,0.147,14.6,3.066,0.21,12.2,2.457,34.2,0.202,,,17.8,3.007,0.169,HFD
40,201012_15,E33_F,B,Day1,2,MWM_150,1/18/21,30.3,4.412,NE,0.146,12,1.702,0.142,0,0,,5.8,1.105,0.189,12.5,1.605,13.7,0.129,4.367,28.2,11,1.098,0.1,HFD
41,201012_16,E33_F,B,Day1,2,MWM_150,1/18/21,60,11.638,NE,0.194,26.2,4.876,0.186,5,1.122,0.226,18,3.422,0.19,10.5,2.126,21.4,0.203,,,40.4,7.849,0.194,HFD
42,201012_17,E33_F,B,Day1,2,MWM_150,1/18/21,60,12.957,NE,0.216,22.4,4.979,0.222,10.8,2.266,0.209,11.9,2.747,0.23,13.6,2.699,13.2,0.198,,,33.1,6.615,0.2,HFD
43,201012_18,E33_F,B,Day1,2,MWM_150,1/18/21,60,13.459,NE,0.224,21.4,4.74,0.222,17.6,3.468,0.197,10.7,2.789,0.26,9.6,2.296,18.1,0.239,,,46,10.674,0.232,HFD
44,201012_19,E33_F,B,Day1,2,MWM_150,1/18/21,60,13.307,NE,0.222,9.9,2.124,0.215,31.5,6.965,0.221,3.9,0.793,0.203,14.8,3.425,11.3,0.232,,,15.6,3.629,0.233,HFD
45,201012_20,E33_F,B,Day1,2,MWM_150,1/18/21,24.6,4.256,NE,0.173,13.9,2.172,0.156,6.6,1.212,0.185,0,0,,4,0.872,20.6,0.219,3.817,22.6,12,1.722,0.143,HFD
46,201012_21,E33_F,B,Day1,2,MWM_150,1/18/21,60,11.665,NE,0.194,25.8,5.065,0.196,17.2,3.215,0.187,5.4,1.02,0.188,11.5,2.365,26.3,0.205,,,29.2,5.17,0.177,HFD
47,201012_22,E33_M,E,Day1,2,MWM_150,1/18/21,60,9.08,SE,0.151,11.7,2.013,0.172,35.5,5.387,0.152,7.7,1.232,0.161,5.1,0.448,45.8,0.089,,,39.8,5.407,0.136,HFD
48,201012_23,E33_M,E,Day1,2,MWM_150,1/18/21,27.4,5.438,SE,0.198,3.2,0.573,0.181,0.4,0.042,0.114,15.1,3.419,0.226,8.8,1.405,11.3,0.16,5.354,25.4,10,2.284,0.228,HFD
49,201012_24,E33_M,E,Day1,2,MWM_150,1/18/21,60,10.434,NW,0.174,31.5,4.975,0.158,23,4.652,0.203,0,0,,5.6,0.808,4.4,0.145,,,38.3,6.375,0.166,HFD
50,201012_25,E33_M,E,Day1,2,MWM_150,1/18/21,60,9.413,NE,0.157,24.5,3.309,0.135,13,2.115,0.163,7.8,1.348,0.172,14.1,2.521,23.5,0.178,,,42.2,6.233,0.148,HFD
51,201012_26,E33_M,E,Day1,2,MWM_150,1/18/21,60,12.288,NE,0.205,24.9,4.861,0.195,22.9,4.806,0.21,4.9,1.162,0.236,7.2,1.458,12.7,0.203,,,33.3,6.682,0.201,HFD
52,201012_27,E33_M,E,Day1,2,MWM_150,1/18/21,60,11.908,NE,0.198,33.7,6.117,0.182,5.4,0.884,0.164,14.4,3.868,0.268,5.9,0.949,31,0.161,,,28.9,6.589,0.228,HFD
53,201012_1,E4HN_M,D,Day1,3,MWM_150,1/18/21,7.2,0.477,NE,0.066,0.4,0,0,0.4,0.05,0.137,0,0,,6.4,0.427,0.7,0.066,0.437,5.1,0,0,,HFD
54,201012_2,E4HN_M,D,Day1,3,MWM_150,1/18/21,60,10.007,NW,0.167,24.4,3.968,0.162,16.1,2.489,0.155,8.1,1.234,0.152,11,2.244,29,0.205,,,42.6,7.778,0.183,HFD
55,201012_3,E4HN_M,D,Day1,3,MWM_150,1/18/21,60,8.054,NW,0.134,19.6,2.747,0.14,14.3,1.59,0.111,14.1,1.813,0.129,11.9,1.905,7.3,0.16,,,24.9,3.383,0.136,HFD
56,201012_4,E4HN_F,F,Day1,3,MWM_150,1/18/21,15.1,1.898,NW,0.126,0,0,,8.6,1.226,0.143,0,0,,6.5,0.672,8.6,0.103,1.857,13,10.3,1.494,0.145,HFD
57,201012_5,E4HN_F,F,Day1,3,MWM_150,1/18/21,60,9.078,NW,0.151,13.6,2.329,0.171,29.6,4.133,0.14,8,1.307,0.163,8.8,1.309,31.5,0.149,,,32.4,4.166,0.129,HFD
58,201012_6,E4HN_F,F,Day1,3,MWM_150,1/18/21,29.1,4.038,NW,0.139,0,0,,16.7,1.743,0.104,3.9,0.878,0.227,8.5,1.417,16.7,0.166,3.994,27,16.3,2.748,0.169,HFD
59,201012_7,E4HN_F,F,Day1,3,MWM_150,1/18/21,60,10.743,SW,0.179,5.7,1.103,0.194,22.4,3.616,0.161,9.6,1.918,0.199,22.3,4.106,0,0.184,,,35.9,6.065,0.169,HFD
60,201012_8,E4HN_F,F,Day1,3,MWM_150,1/18/21,60,9.701,NW,0.162,25.5,3.864,0.152,18.1,3.225,0.178,5.6,1.133,0.202,10.8,1.479,26.6,0.137,,,52.3,8.576,0.164,HFD
61,201012_9,E4HN_F,F,Day1,3,MWM_150,1/18/21,60,10.715,NW,0.179,11,2.123,0.193,34.3,5.884,0.171,6.1,1.281,0.21,8.6,1.427,22,0.167,,,24.3,3.649,0.15,HFD
62,201012_10,E4HN_F,F,Day1,3,MWM_150,1/18/21,60,11.913,NW,0.199,12.3,2.744,0.224,25,4.386,0.175,11.2,2.408,0.216,11.3,2.32,6.5,0.206,,,42.9,8.075,0.188,HFD
63,201012_11,E3HN_F,A,Day1,3,MWM_150,1/18/21,9.2,0.505,NW,0.055,0,0,,2.2,0.156,0.072,0,0,,7,0.35,2.2,0.05,0.42,5.1,0,0,,HFD
64,201012_12,E3HN_F,A,Day1,3,MWM_150,1/18/21,60,9.891,NW,0.165,15.6,2.793,0.179,23.6,3.575,0.152,14.1,2.188,0.156,6.2,1.292,7.7,0.207,,,23.5,3.607,0.153,HFD
65,201012_13,E3HN_M,C,Day1,3,MWM_150,1/18/21,54.6,7.028,NW,0.129,0,0,,16,1.565,0.098,21.5,3.052,0.142,17.2,2.411,13.1,0.141,6.585,50.5,14.6,1.412,0.097,HFD
66,201012_15,E33_F,B,Day1,3,MWM_150,1/18/21,54.2,7.975,NW,0.147,8.4,1.344,0.159,20.9,3.375,0.162,4.9,1.022,0.21,20,2.234,3.4,0.112,7.884,50.1,17.2,2.725,0.158,HFD
67,201012_16,E33_F,B,Day1,3,MWM_150,1/18/21,60,12.103,NW,0.202,21.4,3.965,0.185,21.9,4.17,0.19,9.7,2.381,0.246,6.8,1.531,17.3,0.225,,,34.3,6.953,0.203,HFD
68,201012_17,E33_F,B,Day1,3,MWM_150,1/18/21,60,14.68,SW,0.245,14.2,3.349,0.236,20,5.017,0.251,3.8,1.019,0.266,21.9,5.295,0,0.242,14.633,59.5,36.8,9.977,0.271,HFD
69,201012_18,E33_F,B,Day1,3,MWM_150,1/18/21,60,11.27,NW,0.188,16.3,3.111,0.19,14.1,2.275,0.162,13.5,2.637,0.196,16.1,3.247,22.2,0.201,,,50.1,9.558,0.191,HFD
70,201012_19,E33_F,B,Day1,3,MWM_150,1/18/21,29.9,6.127,NW,0.205,3.5,0.753,0.213,14.7,3.474,0.236,1.3,0.321,0.241,10.3,1.579,7.8,0.153,6.04,25.9,4.9,1.045,0.215,HFD
71,201012_20,E33_F,B,Day1,3,MWM_150,1/18/21,58,11.141,NW,0.192,14.1,3.334,0.236,23.6,4.392,0.186,6,1.325,0.222,14.4,2.089,25,0.145,11.094,54,25.5,5.167,0.202,HFD
72,201012_21,E33_F,B,Day1,3,MWM_150,1/18/21,13.1,1.586,NW,0.121,0,0,,6.7,1.055,0.157,0,0,,6.4,0.53,4.4,0.082,1.537,9.1,0,0,,HFD
73,201012_22,E33_M,E,Day1,3,MWM_150,1/18/21,9.9,0.979,NW,0.099,0,0,,4.6,0.627,0.135,0,0,,5.2,0.352,4.6,0.067,0.849,5.8,0,0,,HFD
74,201012_23,E33_M,E,Day1,3,MWM_150,1/18/21,60,7.541,NW,0.126,9.4,1.259,0.133,33.4,3.672,0.11,8.5,1.236,0.145,8.7,1.374,12,0.158,,,15.3,1.727,0.113,HFD
75,201012_24,E33_M,E,Day1,3,MWM_150,1/18/21,20.1,2.357,NW,0.117,0,0,,10.8,1.464,0.136,0,0,,9.3,0.893,6.2,0.096,2.316,16,4.7,0.59,0.126,HFD
76,201012_25,E33_M,E,Day1,3,MWM_150,1/18/21,60,9.055,NW,0.151,16.7,2.555,0.153,20,3.005,0.15,10.2,1.393,0.137,13.1,2.102,12.2,0.16,,,35.3,4.96,0.141,HFD
77,201012_26,E33_M,E,Day1,3,MWM_150,1/18/21,42.2,6.694,NW,0.159,13.3,2.45,0.184,12.1,2.58,0.213,0.5,0.042,0.091,16.3,1.621,3.1,0.099,6.651,38.1,21.5,3.662,0.17,HFD
78,201012_27,E33_M,E,Day1,3,MWM_150,1/18/21,11.7,1.149,NW,0.098,0,0,,3.7,0.38,0.104,0,0,,8,0.769,2.6,0.096,1.066,7.6,1.8,0.255,0.145,HFD
79,201012_1,E4HN_M,D,Day1,4,MWM_150,1/18/21,60,8.498,SE,0.142,8.5,1.37,0.162,14.9,2.377,0.16,27.4,3.495,0.127,9,1.207,48.3,0.134,,,35.6,4.539,0.128,HFD
80,201012_2,E4HN_M,D,Day1,4,MWM_150,1/18/21,60,9.341,SE,0.156,14,2.825,0.201,6.3,1.15,0.184,25.5,3.204,0.126,14,2.121,36.3,0.151,,,25.3,4.585,0.181,HFD
81,201012_3,E4HN_M,D,Day1,4,MWM_150,1/18/21,60,9.628,NW,0.16,20.7,3.568,0.173,18.3,2.941,0.161,11.5,2.096,0.183,9.4,1.022,18.1,0.108,,,33.5,4.893,0.146,HFD
82,201012_4,E4HN_F,F,Day1,4,MWM_150,1/18/21,60,8.201,SE,0.137,11.6,1.502,0.129,14.5,1.758,0.122,25.4,3.535,0.139,8.5,1.407,35.6,0.165,,,36.5,3.977,0.109,HFD
83,201012_5,E4HN_F,F,Day1,4,MWM_150,1/18/21,54,8.592,SE,0.159,13.1,2.335,0.178,4.9,0.977,0.199,21.9,3.683,0.168,13.8,1.551,4.7,0.113,8.545,49.9,14.5,2.424,0.167,HFD
84,201012_6,E4HN_F,F,Day1,4,MWM_150,1/18/21,54,8.812,SE,0.163,6.1,1.143,0.187,4.4,0.819,0.185,24.1,3.971,0.165,19.3,2.879,13.6,0.149,8.812,49.9,21.4,3.741,0.175,HFD
85,201012_7,E4HN_F,F,Day1,4,MWM_150,1/18/21,15.8,1.725,SE,0.109,0,0,,0,0,,7.9,1.101,0.139,7.9,0.624,7.9,0.079,1.649,11.7,0,0,,HFD
86,201012_8,E4HN_F,F,Day1,4,MWM_150,1/18/21,60,9.722,SE,0.162,24.3,3.667,0.151,3.2,0.464,0.147,32.3,5.535,0.171,0,0,,,,,29.8,4.19,0.14,HFD
87,201012_9,E4HN_F,F,Day1,4,MWM_150,1/18/21,60,10.566,SE,0.176,11.7,2.402,0.206,5.2,1.155,0.222,30.6,5.152,0.168,12.5,1.858,7.1,0.149,,,28.4,4.62,0.163,HFD
88,201012_10,E4HN_F,F,Day1,4,MWM_150,1/18/21,60,9.901,SE,0.165,10.6,1.962,0.186,3.6,0.957,0.263,34.5,5.209,0.151,11.3,1.774,6.4,0.156,9.901,59.8,23.8,3.8,0.159,HFD
89,201012_11,E3HN_F,A,Day1,4,MWM_150,1/18/21,60,8.062,SE,0.134,1.9,0.229,0.123,0,0,,26.1,4.01,0.154,32,3.823,11.6,0.119,8.019,58.5,28.5,2.764,0.097,HFD
90,201012_12,E3HN_F,A,Day1,4,MWM_150,1/18/21,60,9.525,SE,0.159,11.2,2.32,0.206,9,1.615,0.179,22.4,2.646,0.118,17.3,2.944,14.5,0.17,,,26.2,3.513,0.134,HFD
91,201012_13,E3HN_M,C,Day1,4,MWM_150,1/18/21,60,10.528,SE,0.175,8.7,1.817,0.208,8.5,1.704,0.201,28,4.195,0.15,14.8,2.813,27.8,0.19,,,39.6,6.743,0.17,HFD
92,201012_15,E33_F,B,Day1,4,MWM_150,1/18/21,20.5,3.37,SW,0.164,0,0,,0,0,,7.5,1.6,0.212,13,1.771,0,0.137,3.284,16.4,0,0,,HFD
93,201012_16,E33_F,B,Day1,4,MWM_150,1/18/21,22.9,3.425,SE,0.149,3.8,0.712,0.189,0,0,,10.2,1.802,0.177,9,0.912,13.9,0.101,3.256,18.9,4.7,0.891,0.19,HFD
94,201012_17,E33_F,B,Day1,4,MWM_150,1/18/21,20.5,2.709,SE,0.132,0,0,,0,0,,13.8,2.111,0.153,6.7,0.598,7.1,0.089,2.632,16.5,7.6,1.113,0.146,HFD
95,201012_18,E33_F,B,Day1,4,MWM_150,1/18/21,8,0.648,SW,0.081,0,0,,0,0,,0,0,,8,0.648,0,0.081,0.563,4,2.4,0.388,0.16,HFD
96,201012_19,E33_F,B,Day1,4,MWM_150,1/18/21,51.4,10.823,SE,0.21,10.6,2.451,0.231,8,1.845,0.232,19,4.49,0.237,13.8,2.037,5.9,0.147,10.781,47.4,7.8,1.817,0.232,HFD
97,201012_20,E33_F,B,Day1,4,MWM_150,1/18/21,60,11.619,SE,0.194,14.8,3.453,0.233,9,1.671,0.186,24,3.936,0.164,12.2,2.559,4.3,0.21,,,27.1,3.749,0.138,HFD
98,201012_21,E33_F,B,Day1,4,MWM_150,1/18/21,60,13.722,SE,0.229,15.1,3.386,0.224,7.9,1.391,0.176,21.4,5.104,0.238,15.2,3.791,3.5,0.249,,,38.1,8.298,0.218,HFD
99,201012_22,E33_M,E,Day1,4,MWM_150,1/18/21,60,10.445,SE,0.174,20,3.734,0.186,17.2,2.774,0.161,16.1,3.072,0.191,6,0.775,34.5,0.129,,,29.9,4.664,0.156,HFD
100,201012_23,E33_M,E,Day1,4,MWM_150,1/18/21,60,10.845,SE,0.181,9,1.456,0.161,18.2,3.129,0.172,19.4,3.495,0.18,13.4,2.764,4,0.206,,,29.7,5.155,0.173,HFD
101,201012_24,E33_M,E,Day1,4,MWM_150,1/18/21,60,10.118,SE,0.169,14.7,2.473,0.168,15.8,2.602,0.165,27,4.521,0.167,2.3,0.471,9.2,0.205,,,29.1,4.382,0.15,HFD
102,201012_25,E33_M,E,Day1,4,MWM_150,1/18/21,60,9.118,SE,0.152,16,2.557,0.16,14.6,2.456,0.168,16,2.277,0.142,13.3,1.828,12.3,0.137,,,24.4,3.939,0.161,HFD
103,201012_26,E33_M,E,Day1,4,MWM_150,1/18/21,15.4,1.968,SE,0.127,0,0,,0,0,,3.8,0.541,0.141,11.6,1.426,3,0.123,1.838,11.4,1.6,0.105,0.067,HFD
104,201012_27,E33_M,E,Day1,4,MWM_150,1/18/21,44.6,6.831,SE,0.153,5.8,1.076,0.184,5.2,1.018,0.195,13.4,2.158,0.161,20.2,2.579,2.4,0.128,6.793,40.6,8.2,1.486,0.181,HFD
105,201012_1,E4HN_M,D,Day2,1,MWM_150,1/19/21,60,8.505,NE,0.142,37.3,5.14,0.138,9.6,1.156,0.121,7.1,1.15,0.161,5.6,1.025,53,0.183,,,36.8,5.177,0.141,HFD
106,201012_2,E4HN_M,D,Day2,1,MWM_150,1/19/21,38.4,5.592,NE,0.146,22.8,3.285,0.144,7.8,1.521,0.194,0,0,,7.8,0.786,30.6,0.101,5.479,34.3,16.4,2.774,0.17,HFD
107,201012_3,E4HN_M,D,Day2,1,MWM_150,1/19/21,60,8.781,NE,0.146,38.4,4.611,0.12,11.3,2.126,0.188,5.4,1.1,0.204,4.9,0.944,32.7,0.193,,,15.4,2.493,0.162,HFD
108,201012_4,E4HN_F,F,Day2,1,MWM_150,1/19/21,33.9,4.84,NE,0.143,12.8,1.561,0.122,8.9,1.76,0.197,4.3,0.911,0.21,7.8,0.608,26.1,0.078,4.761,29.9,11.6,1.117,0.096,HFD
109,201012_5,E4HN_F,F,Day2,1,MWM_150,1/19/21,42.9,7.409,NE,0.173,13.1,2.362,0.181,4.7,1.02,0.215,13.8,2.518,0.183,11.3,1.51,17,0.134,7.366,38.8,15.8,3.17,0.201,HFD
110,201012_6,E4HN_F,F,Day2,1,MWM_150,1/19/21,25.4,3.561,NE,0.14,13.7,2.035,0.148,1.2,0.143,0.119,3.9,0.828,0.212,6.6,0.555,18.8,0.084,3.516,21.4,2,0.292,0.149,HFD
111,201012_7,E4HN_F,F,Day2,1,MWM_150,1/19/21,25.6,3.465,NE,0.135,11.6,1.375,0.118,0,0,,5.6,1.153,0.205,8.3,0.936,17.3,0.112,3.429,21.6,15.7,2.46,0.156,HFD
112,201012_8,E4HN_F,F,Day2,1,MWM_150,1/19/21,60,11.194,NE,0.187,21.6,3.742,0.174,20.8,3.631,0.175,7.2,1.642,0.227,10.3,2.141,19.9,0.208,,,27.7,4.728,0.171,HFD
113,201012_9,E4HN_F,F,Day2,1,MWM_150,1/19/21,10.3,1.535,NE,0.148,1.8,0.312,0.177,0,0,,3.2,0.817,0.253,5.3,0.407,5,0.076,1.416,6.3,0,0,,HFD
114,201012_10,E4HN_F,F,Day2,1,MWM_150,1/19/21,53,8.42,NE,0.159,1.3,0.226,0.173,22.3,3.609,0.162,16.1,2.706,0.168,13.3,1.879,17.4,0.141,8.386,49,19.6,3.131,0.16,HFD
115,201012_11,E3HN_F,A,Day2,1,MWM_150,1/19/21,60,9.107,NE,0.152,16,1.82,0.114,13.3,2.246,0.169,19.5,3.173,0.163,11.2,1.867,30.3,0.167,,,29.1,3.373,0.116,HFD
116,201012_12,E3HN_F,A,Day2,1,MWM_150,1/19/21,60,10.154,NE,0.169,20.1,3.274,0.163,2.9,0.431,0.147,27.1,4.676,0.173,9.9,1.774,39.6,0.179,,,24.6,4.329,0.176,HFD
117,201012_13,E3HN_M,C,Day2,1,MWM_150,1/19/21,60,8.849,NE,0.147,16,2.391,0.149,8.1,1.504,0.186,18.9,2.271,0.12,17,2.684,11.7,0.158,,,35.2,5.191,0.147,HFD
118,201012_15,E33_F,B,Day2,1,MWM_150,1/19/21,37.8,5.793,NE,0.153,15.1,2.484,0.165,13.6,2.227,0.163,0,0,,9.1,1.082,6.9,0.118,5.716,33.8,6.2,0.892,0.144,HFD
119,201012_16,E33_F,B,Day2,1,MWM_150,1/19/21,60,11.399,NE,0.19,17.4,3.129,0.18,8.8,1.571,0.179,16.9,3.607,0.213,16.9,3.092,5.2,0.183,,,21.8,4.302,0.197,HFD
120,201012_17,E33_F,B,Day2,1,MWM_150,1/19/21,37,6.729,NE,0.182,9.9,2.182,0.221,10.2,2.135,0.209,8.8,1.428,0.163,8.1,0.984,13.6,0.121,6.693,32.9,10.4,1.528,0.146,HFD
121,201012_18,E33_F,B,Day2,1,MWM_150,1/19/21,21.8,4.273,SE,0.196,3.3,0.85,0.257,3.2,0.658,0.205,5.8,1.398,0.239,9.4,1.368,2,0.145,4.227,17.7,3.4,0.736,0.219,HFD
