Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration,Distance,Mean speed,NE : time,NE : distance,NE : average speed,NW : time,NW : distance,NW : average speed,SE : time,SE : distance,SE : average speed,SW : time,SW : distance,SW : average speed,Island : distance to first entry,Island : latency to first entry,Thigmitaxis : time,Thigmitaxis : distance,Thigmitaxis : average speed,Diet
337,200331_1,APOE22F,A,Day5,1,MWM_150,4/4/2020,20.4,3.435,0.168,1.7,0.366,0.215,2.8,0.476,0.168,8.1,1.584,0.196,7.8,1.009,0.130,3.316,18.4,3.8,0.635,0.169,Control
338,200331_2,APOE22F,A,Day5,1,MWM_150,4/4/2020,5.8,0.759,0.131,0.0,0.000,,0.0,0.000,,0.0,0.000,,5.8,0.759,0.131,0.656,3.8,0.0,0.000,,Control
339,200331_3,APOE22F,A,Day5,1,MWM_150,4/4/2020,4.9,0.489,0.101,0.0,0.000,,0.0,0.000,,0.0,0.000,,4.9,0.489,0.101,0.374,2.8,0.0,0.000,,Control
340,200331_4,APOE22F,A,Day5,1,MWM_150,4/4/2020,5.6,0.745,0.133,0.0,0.000,,0.0,0.000,,2.1,0.334,0.160,3.5,0.410,0.116,0.675,3.6,0.0,0.000,,Control
341,200331_5,APOE22F,A,Day5,1,MWM_150,4/4/2020,9.3,1.391,0.150,0.8,0.201,0.251,2.2,0.522,0.241,1.3,0.223,0.172,5.0,0.445,0.088,1.356,7.3,0.0,0.000,,Control
342,200331_6,APOE22F,A,Day5,1,MWM_150,4/4/2020,3.5,0.320,0.091,0.0,0.000,,0.0,0.000,,0.0,0.000,,3.5,0.320,0.091,0.249,1.5,0.0,0.000,,Control
343,200331_7,APOE22F,A,Day5,1,MWM_150,4/4/2020,5.0,0.536,0.108,0.0,0.000,,0.0,0.000,,0.0,0.000,,5.0,0.536,0.108,0.500,2.9,0.0,0.000,,Control
344,200331_8,APOE22F,A,Day5,1,MWM_150,4/4/2020,4.7,0.685,0.146,0.0,0.000,,0.0,0.000,,0.7,0.050,0.072,4.0,0.635,0.158,0.564,2.6,0.0,0.000,,Control
345,200331_9,APOE22F,A,Day5,1,MWM_150,4/4/2020,10.7,1.133,0.105,0.0,0.000,,2.0,0.203,0.102,0.0,0.000,,8.8,0.930,0.106,1.027,8.7,1.9,0.160,0.086,Control
346,200331_10,APOE22F,A,Day5,1,MWM_150,4/4/2020,50.2,9.235,0.184,10.8,2.145,0.199,11.9,2.042,0.172,11.5,2.386,0.208,16.1,2.662,0.166,9.160,48.2,11.3,1.624,0.143,Control
347,200331_11,APOE22M,C,Day5,1,MWM_150,4/4/2020,8.1,0.971,0.120,0.5,0.069,0.148,4.5,0.696,0.154,0.0,0.000,,3.1,0.206,0.066,0.932,6.1,0.0,0.000,,Control
348,200331_12,APOE22M,C,Day5,1,MWM_150,4/4/2020,60.0,9.781,0.163,6.8,1.490,0.220,13.8,2.264,0.164,13.8,2.320,0.168,25.7,3.708,0.144,,,14.4,1.864,0.130,Control
349,200331_13,APOE22M,C,Day5,1,MWM_150,4/4/2020,13.7,1.319,0.097,0.0,0.000,,10.4,1.114,0.108,0.0,0.000,,3.3,0.205,0.062,1.283,11.6,0.0,0.000,,Control
350,200331_14,APOE44M,D,Day5,1,MWM_150,4/4/2020,19.8,1.994,0.101,0.0,0.000,,14.4,1.393,0.097,0.0,0.000,,5.5,0.602,0.110,1.878,17.8,0.0,0.000,,Control
351,200331_15,APOE44M,D,Day5,1,MWM_150,4/4/2020,16.8,2.419,0.144,2.5,0.422,0.169,6.8,1.237,0.183,2.1,0.377,0.180,5.4,0.383,0.071,2.346,14.7,0.0,0.000,,Control
352,200331_16,APOE44M,D,Day5,1,MWM_150,4/4/2020,4.4,0.489,0.110,0.0,0.000,,0.0,0.000,,0.0,0.000,,4.4,0.489,0.110,0.448,2.4,0.0,0.000,,Control
353,200331_17,APOE44F,B,Day5,1,MWM_150,4/4/2020,2.4,0.035,0.015,0.0,0.000,,0.0,0.000,,0.0,0.000,,2.4,0.035,0.015,0.000,0.0,0.0,0.000,,Control
354,200331_18,APOE44M,D,Day5,1,MWM_150,4/4/2020,21.9,3.139,0.143,4.1,0.671,0.162,9.4,1.158,0.123,4.0,0.636,0.161,4.4,0.673,0.152,2.807,19.9,8.5,1.054,0.124,Control
355,200331_19,APOE44F,B,Day5,1,MWM_150,4/4/2020,9.0,1.332,0.147,0.0,0.000,,1.2,0.188,0.163,0.0,0.000,,7.9,1.144,0.145,1.287,7.0,0.0,0.000,,Control
356,200331_20,APOE44M,D,Day5,1,MWM_150,4/4/2020,18.3,2.833,0.155,0.0,0.000,,0.0,0.000,,5.5,0.844,0.154,12.9,1.989,0.155,2.762,16.2,0.5,0.076,0.162,Control
357,200331_21,APOE44F,B,Day5,1,MWM_150,4/4/2020,4.3,0.348,0.080,0.0,0.000,,0.0,0.000,,0.0,0.000,,4.3,0.348,0.080,0.241,2.3,0.0,0.000,,Control
358,200331_1,APOE22F,A,Day5,2,MWM_150,4/4/2020,28.1,4.459,0.159,0.0,0.000,,0.0,0.000,,11.9,2.340,0.196,16.2,2.119,0.131,4.344,26.1,4.1,0.744,0.180,Control
359,200331_2,APOE22F,A,Day5,2,MWM_150,4/4/2020,6.6,0.951,0.144,0.0,0.000,,0.0,0.000,,2.3,0.518,0.223,4.3,0.434,0.102,0.883,4.6,0.0,0.000,,Control
360,200331_3,APOE22F,A,Day5,2,MWM_150,4/4/2020,25.2,4.182,0.166,3.3,0.678,0.207,4.3,0.756,0.177,3.1,0.497,0.161,14.6,2.252,0.155,4.099,23.1,1.5,0.313,0.208,Control
361,200331_4,APOE22F,A,Day5,2,MWM_150,4/4/2020,8.3,1.131,0.136,0.0,0.000,,0.0,0.000,,3.4,0.540,0.158,4.9,0.591,0.122,1.059,6.2,0.9,0.162,0.186,Control
362,200331_5,APOE22F,A,Day5,2,MWM_150,4/4/2020,5.6,0.882,0.157,0.0,0.000,,0.0,0.000,,0.7,0.104,0.151,4.9,0.777,0.157,0.533,3.6,0.5,0.098,0.211,Control
363,200331_6,APOE22F,A,Day5,2,MWM_150,4/4/2020,26.5,5.244,0.198,12.3,2.630,0.214,3.9,0.758,0.196,3.3,0.779,0.236,7.1,1.077,0.152,5.175,24.5,6.1,1.175,0.192,Control
364,200331_7,APOE22F,A,Day5,2,MWM_150,4/4/2020,20.1,3.132,0.156,2.4,0.576,0.237,1.8,0.433,0.245,12.2,1.709,0.141,3.7,0.414,0.111,3.096,18.0,7.6,0.980,0.128,Control
365,200331_8,APOE22F,A,Day5,2,MWM_150,4/4/2020,12.0,1.524,0.127,0.0,0.000,,0.0,0.000,,7.8,1.091,0.140,4.2,0.433,0.104,1.491,9.9,0.0,0.000,,Control
366,200331_9,APOE22F,A,Day5,2,MWM_150,4/4/2020,4.8,0.475,0.098,0.0,0.000,,0.0,0.000,,0.0,0.000,,4.8,0.475,0.098,0.405,2.8,0.0,0.000,,Control
367,200331_10,APOE22F,A,Day5,2,MWM_150,4/4/2020,8.8,1.162,0.132,0.0,0.000,,0.0,0.000,,4.5,0.574,0.128,4.3,0.588,0.136,1.036,6.8,0.0,0.000,,Control
368,200331_11,APOE22M,C,Day5,2,MWM_150,4/4/2020,32.7,6.146,0.188,8.0,1.573,0.198,6.9,1.375,0.200,8.9,1.986,0.223,9.0,1.212,0.135,6.146,30.7,11.3,2.203,0.195,Control
369,200331_12,APOE22M,C,Day5,2,MWM_150,4/4/2020,33.8,6.393,0.189,4.7,1.053,0.226,3.8,0.858,0.224,7.7,1.827,0.237,17.6,2.654,0.151,6.321,31.8,3.9,0.540,0.139,Control
370,200331_13,APOE22M,C,Day5,2,MWM_150,4/4/2020,7.1,0.813,0.115,0.0,0.000,,2.1,0.312,0.146,0.0,0.000,,4.9,0.501,0.101,0.740,5.0,0.0,0.000,,Control
371,200331_14,APOE44M,D,Day5,2,MWM_150,4/4/2020,10.5,1.258,0.120,2.6,0.355,0.138,1.6,0.349,0.218,1.7,0.278,0.168,4.6,0.275,0.059,1.220,8.4,0.0,0.000,,Control
372,200331_15,APOE44M,D,Day5,2,MWM_150,4/4/2020,21.4,3.303,0.155,0.8,0.102,0.123,0.0,0.000,,9.9,1.644,0.167,10.7,1.556,0.146,3.180,19.3,0.0,0.000,,Control
373,200331_16,APOE44M,D,Day5,2,MWM_150,4/4/2020,4.4,0.482,0.110,0.0,0.000,,0.0,0.000,,0.0,0.000,,4.4,0.482,0.110,0.414,2.3,0.0,0.000,,Control
374,200331_17,APOE44F,B,Day5,2,MWM_150,4/4/2020,14.0,3.076,0.220,1.1,0.330,0.309,3.4,0.755,0.224,4.8,1.230,0.256,4.7,0.761,0.161,3.001,11.9,1.1,0.191,0.174,Control
375,200331_18,APOE44M,D,Day5,2,MWM_150,4/4/2020,15.0,2.526,0.168,4.3,0.874,0.202,4.0,0.773,0.192,3.3,0.693,0.213,3.4,0.187,0.055,2.458,13.0,0.0,0.000,,Control
376,200331_19,APOE44F,B,Day5,2,MWM_150,4/4/2020,9.9,0.921,0.094,0.0,0.000,,0.0,0.000,,0.5,0.051,0.109,9.4,0.870,0.093,0.884,7.8,0.0,0.000,,Control
377,200331_20,APOE44M,D,Day5,2,MWM_150,4/4/2020,9.5,1.538,0.163,0.0,0.000,,0.0,0.000,,5.4,1.021,0.190,4.1,0.518,0.127,1.503,7.4,0.0,0.000,,Control
378,200331_21,APOE44F,B,Day5,2,MWM_150,4/4/2020,5.2,0.532,0.102,0.0,0.000,,0.0,0.000,,0.0,0.000,,5.2,0.532,0.102,0.457,3.1,0.0,0.000,,Control
379,200331_1,APOE22F,A,Day5,3,MWM_150,4/4/2020,27.4,4.634,0.169,7.4,1.344,0.182,0.7,0.047,0.064,13.1,2.334,0.178,6.1,0.909,0.148,4.562,25.4,4.3,0.660,0.155,Control
380,200331_2,APOE22F,A,Day5,3,MWM_150,4/4/2020,7.0,1.075,0.153,2.1,0.437,0.209,0.0,0.000,,0.5,0.132,0.284,4.5,0.506,0.113,1.034,5.0,0.0,0.000,,Control
381,200331_3,APOE22F,A,Day5,3,MWM_150,4/4/2020,4.4,0.460,0.105,0.0,0.000,,1.3,0.169,0.131,0.0,0.000,,3.1,0.291,0.094,0.352,2.4,0.0,0.000,0.000,Control
382,200331_4,APOE22F,A,Day5,3,MWM_150,4/4/2020,4.7,0.591,0.126,0.0,0.000,,1.9,0.373,0.201,0.0,0.000,,2.8,0.218,0.077,0.550,2.6,0.7,0.050,0.073,Control
383,200331_5,APOE22F,A,Day5,3,MWM_150,4/4/2020,2.6,0.034,0.013,0.0,0.000,,0.0,0.000,,0.0,0.000,,2.6,0.034,0.013,0.034,0.5,0.0,0.000,,Control
384,200331_6,APOE22F,A,Day5,3,MWM_150,4/4/2020,4.1,0.407,0.099,0.0,0.000,,1.4,0.231,0.166,0.0,0.000,,2.7,0.176,0.064,0.407,2.1,0.0,0.000,,Control
385,200331_7,APOE22F,A,Day5,3,MWM_150,4/4/2020,5.4,0.590,0.109,0.0,0.000,,2.8,0.335,0.119,0.0,0.000,,2.6,0.255,0.099,0.479,3.4,0.0,0.000,,Control
386,200331_8,APOE22F,A,Day5,3,MWM_150,4/4/2020,7.0,0.802,0.115,0.0,0.000,,0.0,0.000,,0.0,0.000,,7.0,0.802,0.115,0.687,5.0,0.0,0.000,,Control
387,200331_9,APOE22F,A,Day5,3,MWM_150,4/4/2020,4.9,0.536,0.110,0.0,0.000,,2.2,0.357,0.163,0.0,0.000,,2.7,0.179,0.067,0.501,2.8,0.0,0.000,,Control
388,200331_10,APOE22F,A,Day5,3,MWM_150,4/4/2020,60.0,10.530,0.175,5.4,1.229,0.226,13.0,2.407,0.185,19.9,3.687,0.185,21.6,3.207,0.148,,,16.9,2.151,0.127,Control
389,200331_11,APOE22M,C,Day5,3,MWM_150,4/4/2020,28.6,4.932,0.173,10.0,1.835,0.183,3.1,0.541,0.175,8.0,1.626,0.203,7.5,0.931,0.125,4.862,26.4,2.6,0.388,0.151,Control
390,200331_12,APOE22M,C,Day5,3,MWM_150,4/4/2020,20.1,3.519,0.175,2.1,0.402,0.195,3.6,0.703,0.197,6.2,1.170,0.189,8.3,1.244,0.150,3.337,18.1,0.0,0.000,,Control
391,200331_13,APOE22M,C,Day5,3,MWM_150,4/4/2020,5.1,0.541,0.107,0.0,0.000,,1.2,0.139,0.114,0.0,0.000,,3.8,0.401,0.105,0.462,3.0,2.2,0.334,0.150,Control
392,200331_14,APOE44M,D,Day5,3,MWM_150,4/4/2020,60.0,9.963,0.166,8.3,1.843,0.223,12.9,2.501,0.194,24.1,3.632,0.151,14.7,1.987,0.135,,,19.3,3.119,0.162,Control
393,200331_15,APOE44M,D,Day5,3,MWM_150,4/4/2020,19.2,2.861,0.149,1.9,0.404,0.217,9.0,1.559,0.173,0.1,0.000,0.000,8.2,0.898,0.110,2.861,17.1,0.0,0.000,,Control
394,200331_16,APOE44M,D,Day5,3,MWM_150,4/4/2020,15.5,2.602,0.168,4.4,0.865,0.198,5.6,1.099,0.198,2.9,0.402,0.139,2.7,0.236,0.087,2.498,13.5,0.0,0.000,,Control
395,200331_17,APOE44F,B,Day5,3,MWM_150,4/4/2020,3.4,0.386,0.113,0.0,0.000,,0.9,0.161,0.174,0.0,0.000,,2.5,0.225,0.090,0.314,1.4,0.0,0.000,,Control
396,200331_18,APOE44M,D,Day5,3,MWM_150,4/4/2020,6.2,0.914,0.148,0.8,0.205,0.246,0.7,0.083,0.126,0.9,0.208,0.231,3.8,0.418,0.111,0.881,4.1,0.0,0.000,,Control
397,200331_19,APOE44F,B,Day5,3,MWM_150,4/4/2020,13.3,1.732,0.131,0.0,0.000,,5.1,0.943,0.186,0.0,0.000,,8.2,0.789,0.096,1.693,11.2,0.0,0.000,,Control
398,200331_20,APOE44M,D,Day5,3,MWM_150,4/4/2020,5.7,0.636,0.111,0.0,0.000,,2.3,0.411,0.182,0.0,0.000,,3.5,0.225,0.065,0.602,3.7,0.0,0.000,,Control
399,200331_21,APOE44F,B,Day5,3,MWM_150,4/4/2020,16.3,1.474,0.090,0.0,0.000,,12.7,1.219,0.096,0.0,0.000,,3.7,0.256,0.069,1.439,14.3,0.0,0.000,,Control
400,200331_1,APOE22F,A,Day5,4,MWM_150,4/4/2020,5.6,0.893,0.161,1.6,0.311,0.191,0.0,0.000,,0.5,0.136,0.291,3.5,0.447,0.129,0.826,3.5,0.0,0.000,,Control
401,200331_2,APOE22F,A,Day5,4,MWM_150,4/4/2020,19.1,2.865,0.150,2.4,0.327,0.134,0.5,0.090,0.180,10.5,1.658,0.158,5.6,0.789,0.140,2.831,17.0,0.3,0.000,0.000,Control
402,200331_3,APOE22F,A,Day5,4,MWM_150,4/4/2020,28.0,4.868,0.174,4.4,0.922,0.210,4.3,0.800,0.185,5.9,1.123,0.189,13.3,2.022,0.152,4.588,25.9,5.9,0.764,0.130,Control
403,200331_4,APOE22F,A,Day5,4,MWM_150,4/4/2020,6.9,0.980,0.143,0.0,0.000,,0.0,0.000,,2.3,0.484,0.214,4.6,0.496,0.108,0.942,4.7,0.0,0.000,,Control
404,200331_5,APOE22F,A,Day5,4,MWM_150,4/4/2020,13.1,2.234,0.170,2.2,0.513,0.230,1.5,0.391,0.261,3.1,0.733,0.239,6.3,0.598,0.094,2.197,11.1,0.0,0.000,,Control
405,200331_6,APOE22F,A,Day5,4,MWM_150,4/4/2020,3.5,0.364,0.103,0.0,0.000,,0.0,0.000,,0.0,0.000,,3.5,0.364,0.103,0.289,1.5,0.0,0.000,,Control
406,200331_7,APOE22F,A,Day5,4,MWM_150,4/4/2020,4.5,0.477,0.107,0.0,0.000,,0.6,0.075,0.120,0.0,0.000,,3.8,0.402,0.105,0.408,2.4,0.0,0.000,,Control
407,200331_8,APOE22F,A,Day5,4,MWM_150,4/4/2020,10.0,1.605,0.160,2.5,0.452,0.182,0.0,0.000,,3.1,0.617,0.197,4.4,0.536,0.122,1.522,7.9,0.0,0.000,,Control
408,200331_9,APOE22F,A,Day5,4,MWM_150,4/4/2020,31.2,5.139,0.165,3.4,0.400,0.118,2.3,0.378,0.165,10.1,2.022,0.201,15.4,2.338,0.152,5.105,29.1,2.1,0.278,0.133,Control
409,200331_10,APOE22F,A,Day5,4,MWM_150,4/4/2020,20.1,2.437,0.121,3.6,0.358,0.100,4.8,0.805,0.168,2.6,0.339,0.130,9.2,0.935,0.102,2.365,18.1,0.0,0.000,,Control
410,200331_11,APOE22M,C,Day5,4,MWM_150,4/4/2020,6.4,1.076,0.167,0.0,0.000,,0.0,0.000,,2.4,0.529,0.221,4.0,0.547,0.135,1.003,4.4,0.0,0.000,,Control
411,200331_12,APOE22M,C,Day5,4,MWM_150,4/4/2020,7.0,0.831,0.119,0.0,0.000,,0.0,0.000,,0.8,0.101,0.133,6.2,0.730,0.117,0.757,4.9,0.0,0.000,,Control
412,200331_13,APOE22M,C,Day5,4,MWM_150,4/4/2020,9.4,1.011,0.108,0.0,0.000,,0.0,0.000,,0.9,0.113,0.122,8.5,0.897,0.106,0.937,7.3,0.0,0.000,,Control
413,200331_14,APOE44M,D,Day5,4,MWM_150,4/4/2020,15.6,2.062,0.132,1.6,0.327,0.208,2.9,0.458,0.160,6.3,0.870,0.137,4.8,0.407,0.084,2.062,13.6,0.0,0.000,,Control
414,200331_15,APOE44M,D,Day5,4,MWM_150,4/4/2020,7.1,0.931,0.130,2.4,0.321,0.136,1.7,0.374,0.216,0.0,0.000,,3.0,0.236,0.078,0.862,5.1,0.0,0.000,,Control
415,200331_16,APOE44M,D,Day5,4,MWM_150,4/4/2020,5.2,0.612,0.119,0.9,0.136,0.148,0.9,0.182,0.202,0.0,0.000,,3.3,0.293,0.088,0.578,3.1,0.0,0.000,,Control
416,200331_17,APOE44F,B,Day5,4,MWM_150,4/4/2020,7.1,1.189,0.167,0.8,0.102,0.135,0.0,0.000,,2.3,0.569,0.247,4.1,0.518,0.127,1.117,5.1,0.0,0.000,,Control
417,200331_18,APOE44M,D,Day5,4,MWM_150,4/4/2020,13.3,1.635,0.123,0.0,0.000,,1.8,0.313,0.177,1.6,0.229,0.143,10.0,1.094,0.110,1.601,11.3,0.0,0.000,,Control
418,200331_19,APOE44F,B,Day5,4,MWM_150,4/4/2020,11.6,1.437,0.124,0.0,0.000,,7.6,1.192,0.156,0.0,0.000,,3.9,0.244,0.062,1.397,9.5,0.0,0.000,,Control
419,200331_20,APOE44M,D,Day5,4,MWM_150,4/4/2020,21.7,3.802,0.175,1.0,0.204,0.213,8.9,1.666,0.187,4.6,0.704,0.154,7.3,1.227,0.168,3.728,19.7,1.1,0.076,0.067,Control
420,200331_21,APOE44F,B,Day5,4,MWM_150,4/4/2020,24.8,4.050,0.163,3.8,0.493,0.131,8.2,1.805,0.220,4.1,0.537,0.131,8.8,1.216,0.138,3.786,22.8,1.8,0.230,0.128,Control
421,200331_1,APOE22F,A,Probe_D5,1,MWM_150,4/4/2020,60.0,9.562,0.159,6.2,1.611,0.260,19.3,2.284,0.118,7.2,1.820,0.254,27.3,3.847,0.141,2.676,29.7,2.0,0.410,0.207,Control
422,200331_2,APOE22F,A,Probe_D5,1,MWM_150,4/4/2020,60.0,9.997,0.167,3.6,0.523,0.147,0.0,0.000,,9.0,1.973,0.220,47.5,7.501,0.158,0.982,5.1,9.8,1.495,0.153,Control
423,200331_3,APOE22F,A,Probe_D5,1,MWM_150,4/4/2020,60.0,9.896,0.165,13.3,1.797,0.135,2.7,0.297,0.110,32.2,5.343,0.166,11.8,2.459,0.209,8.985,55.9,11.7,1.443,0.123,Control
424,200331_4,APOE22F,A,Probe_D5,1,MWM_150,4/4/2020,60.0,10.429,0.174,9.7,1.833,0.189,17.1,2.910,0.170,4.2,0.822,0.194,28.9,4.863,0.168,0.658,3.3,13.6,2.180,0.160,Control
425,200331_5,APOE22F,A,Probe_D5,1,MWM_150,4/4/2020,60.0,12.939,0.216,9.7,2.310,0.237,25.6,5.373,0.210,11.3,2.422,0.215,13.4,2.834,0.212,3.659,18.3,2.7,0.454,0.170,Control
426,200331_6,APOE22F,A,Probe_D5,1,MWM_150,4/4/2020,60.0,10.133,0.169,17.1,2.797,0.163,13.4,2.296,0.171,20.8,3.273,0.157,8.6,1.768,0.205,,,11.2,1.681,0.150,Control
427,200331_7,APOE22F,A,Probe_D5,1,MWM_150,4/4/2020,60.0,12.778,0.213,6.6,1.475,0.224,19.3,4.093,0.212,14.2,2.836,0.200,19.9,4.375,0.220,9.473,45.6,15.9,2.946,0.186,Control
428,200331_8,APOE22F,A,Probe_D5,1,MWM_150,4/4/2020,60.0,10.931,0.182,6.0,1.207,0.200,21.6,4.030,0.186,5.9,1.142,0.195,26.5,4.553,0.172,1.748,10.1,13.5,2.490,0.184,Control
429,200331_9,APOE22F,A,Probe_D5,1,MWM_150,4/4/2020,60.0,10.516,0.175,10.1,1.762,0.174,19.6,3.275,0.167,12.5,2.200,0.176,17.7,3.280,0.185,2.165,14.5,8.1,0.919,0.114,Control
430,200331_10,APOE22F,A,Probe_D5,1,MWM_150,4/4/2020,60.0,11.205,0.187,6.3,1.320,0.210,7.7,1.681,0.218,16.5,3.357,0.203,29.5,4.848,0.164,1.785,11.5,8.2,1.119,0.137,Control
431,200331_11,APOE22M,C,Probe_D5,1,MWM_150,4/4/2020,60.0,10.483,0.175,8.2,1.423,0.173,9.2,1.466,0.159,12.9,2.401,0.186,29.6,5.193,0.175,2.012,11.4,13.3,2.071,0.156,Control
432,200331_12,APOE22M,C,Probe_D5,1,MWM_150,4/4/2020,60.0,9.720,0.162,10.9,1.820,0.166,6.7,1.062,0.159,18.1,3.409,0.188,24.3,3.429,0.141,3.873,24.2,5.6,0.449,0.080,Control
433,200331_13,APOE22M,C,Probe_D5,1,MWM_150,4/4/2020,60.0,9.706,0.162,0.0,0.000,,6.9,0.840,0.122,21.4,3.554,0.166,31.7,5.311,0.168,5.149,31.5,1.6,0.176,0.108,Control
434,200331_14,APOE44M,D,Probe_D5,1,MWM_150,4/4/2020,60.0,8.792,0.147,15.2,2.074,0.137,3.8,0.765,0.203,14.6,2.321,0.159,26.5,3.633,0.137,4.735,33.9,26.0,3.515,0.135,Control
435,200331_15,APOE44M,D,Probe_D5,1,MWM_150,4/4/2020,60.0,10.981,0.183,11.8,2.409,0.204,12.3,1.971,0.161,9.3,1.784,0.191,26.6,4.816,0.181,4.323,23.9,5.5,0.843,0.153,Control
436,200331_16,APOE44M,D,Probe_D5,1,MWM_150,4/4/2020,60.0,10.790,0.180,10.7,2.013,0.188,9.4,1.692,0.180,9.1,1.622,0.179,30.8,5.463,0.177,1.211,7.7,3.4,0.396,0.115,Control
437,200331_17,APOE44F,B,Probe_D5,1,MWM_150,4/4/2020,60.0,11.699,0.195,13.6,2.804,0.206,8.9,1.415,0.158,15.5,3.342,0.216,22.0,4.138,0.188,0.296,2.0,12.4,1.848,0.149,Control
438,200331_18,APOE44M,D,Probe_D5,1,MWM_150,4/4/2020,60.0,9.611,0.160,13.0,2.052,0.158,9.6,1.542,0.160,14.5,2.382,0.164,22.9,3.636,0.159,3.441,23.3,8.8,1.276,0.145,Control
439,200331_19,APOE44F,B,Probe_D5,1,MWM_150,4/4/2020,60.0,11.533,0.192,3.4,0.324,0.096,13.0,2.622,0.202,4.6,0.918,0.199,39.1,7.670,0.196,0.843,4.6,17.7,2.332,0.132,Control
440,200331_20,APOE44M,D,Probe_D5,1,MWM_150,4/4/2020,60.0,11.493,0.192,4.4,0.807,0.184,18.6,3.557,0.191,10.5,1.989,0.189,26.5,5.140,0.194,5.087,26.3,3.5,0.482,0.136,Control
441,200331_21,APOE44F,B,Probe_D5,1,MWM_150,4/4/2020,60.0,10.103,0.168,12.8,2.065,0.161,17.9,3.171,0.178,7.3,1.598,0.220,22.1,3.269,0.148,3.257,18.3,8.5,1.013,0.120,Control
442,200331_1,APOE22F,A,Probe_D8,1,MWM_150,4/7/2020,60.0,11.589,0.193,5.1,1.225,0.240,2.4,0.623,0.263,23.1,4.931,0.214,29.4,4.811,0.163,,,14.7,2.564,0.174,Control
443,200331_2,APOE22F,A,Probe_D8,1,MWM_150,4/7/2020,60.0,12.420,0.207,7.7,1.802,0.234,18.6,3.679,0.198,7.5,1.748,0.233,26.2,5.191,0.198,0.845,5.4,13.0,2.483,0.192,Control
444,200331_3,APOE22F,A,Probe_D8,1,MWM_150,4/7/2020,60.0,11.630,0.194,9.6,2.158,0.224,7.9,1.487,0.188,10.0,2.101,0.211,32.5,5.883,0.181,0.542,3.5,19.2,3.550,0.185,Control
445,200331_4,APOE22F,A,Probe_D8,1,MWM_150,4/7/2020,60.0,12.368,0.206,8.0,1.595,0.200,11.5,2.412,0.209,15.5,3.632,0.234,25.0,4.729,0.189,1.003,5.2,9.0,1.467,0.162,Control
446,200331_5,APOE22F,A,Probe_D8,1,MWM_150,4/7/2020,60.0,12.886,0.215,4.8,1.148,0.237,12.2,2.890,0.236,12.3,2.844,0.231,30.6,6.004,0.196,1.010,7.5,1.2,0.068,0.057,Control
447,200331_6,APOE22F,A,Probe_D8,1,MWM_150,4/7/2020,60.0,11.449,0.191,5.1,0.933,0.182,11.1,2.147,0.193,11.0,2.023,0.184,32.8,6.346,0.194,1.229,7.2,24.5,4.037,0.165,Control
448,200331_7,APOE22F,A,Probe_D8,1,MWM_150,4/7/2020,60.0,12.058,0.201,1.7,0.333,0.193,7.4,1.623,0.220,10.5,2.173,0.207,40.4,7.929,0.196,,,12.9,1.830,0.142,Control
449,200331_8,APOE22F,A,Probe_D8,1,MWM_150,4/7/2020,60.0,12.191,0.203,6.2,1.109,0.179,17.9,3.795,0.212,12.1,2.440,0.202,23.8,4.847,0.203,0.000,0.0,16.4,2.287,0.140,Control
450,200331_9,APOE22F,A,Probe_D8,1,MWM_150,4/7/2020,60.0,11.843,0.197,8.7,1.356,0.157,11.5,2.236,0.194,12.1,2.686,0.222,27.7,5.564,0.201,5.362,28.8,11.8,2.076,0.175,Control
451,200331_10,APOE22F,A,Probe_D8,1,MWM_150,4/7/2020,60.0,11.790,0.197,8.8,1.773,0.202,19.0,3.718,0.196,9.6,1.914,0.199,22.6,4.386,0.194,6.127,31.8,21.8,3.819,0.175,Control
452,200331_11,APOE22M,C,Probe_D8,1,MWM_150,4/7/2020,60.0,13.249,0.221,8.5,2.013,0.237,11.4,2.663,0.234,22.5,4.681,0.208,17.6,3.891,0.221,,,8.1,1.871,0.230,Control
453,200331_12,APOE22M,C,Probe_D8,1,MWM_150,4/7/2020,60.0,7.720,0.129,0.0,0.000,,13.6,1.963,0.145,6.0,0.847,0.140,40.4,4.911,0.122,,,20.7,2.143,0.103,Control
454,200331_13,APOE22M,C,Probe_D8,1,MWM_150,4/7/2020,60.0,11.957,0.199,8.9,2.078,0.233,21.5,3.961,0.185,8.6,1.705,0.198,21.0,4.213,0.200,1.903,12.5,11.2,2.286,0.203,Control
455,200331_14,APOE44M,D,Probe_D8,1,MWM_150,4/7/2020,60.0,9.471,0.158,7.2,0.906,0.125,10.3,1.775,0.172,17.3,2.747,0.159,25.2,4.044,0.160,1.401,10.1,17.6,2.709,0.154,Control
456,200331_15,APOE44M,D,Probe_D8,1,MWM_150,4/7/2020,60.0,12.945,0.216,10.5,2.135,0.203,7.6,1.585,0.210,15.1,3.607,0.240,26.9,5.618,0.209,2.154,10.8,13.1,2.530,0.194,Control
457,200331_16,APOE44M,D,Probe_D8,1,MWM_150,4/7/2020,60.0,12.275,0.205,11.2,2.124,0.190,17.9,3.676,0.205,7.5,1.700,0.228,23.4,4.774,0.204,2.610,14.4,10.6,1.351,0.128,Control
