Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration,Distance,Mean speed,NE : time,NE : distance,NE : average speed,NW : time,NW : distance,NW : average speed,SE : time,SE : distance,SE : average speed,SW : time,SW : distance,SW : average speed,Island : distance to first entry,Island : latency to first entry,Thigmitaxis : time,Thigmitaxis : distance,Thigmitaxis : average speed,Diet,Sex,Age
235,210906_19,E44,A,Day3,2,MWM_150,9/15/2021,60,12.526,0.209,18.6,3.79,0.203,7.6,1.758,0.23,15.7,3.336,0.212,18,3.641,0.202,,,9.8,1.8,0.184,HFD,F,12
236,210906_20,E44,A,Day3,2,MWM_150,9/15/2021,60,11.768,0.196,11.3,2.274,0.201,17.7,3.468,0.196,12.3,2.276,0.185,18.7,3.75,0.201,,,22.3,3.36,0.15,HFD,F,12
237,210906_21,E44,A,Day3,2,MWM_150,9/15/2021,13.8,1.591,0.115,1.8,0.354,0.197,0,0,,6.8,1.022,0.15,5.2,0.215,0.042,1.553,9.8,3.2,0.201,0.063,HFD,F,12
238,210906_22,E44,A,Day3,2,MWM_150,9/15/2021,18.1,1.886,0.104,8.3,0.921,0.11,2.3,0.441,0.189,1.8,0.216,0.12,5.6,0.308,0.055,1.849,14,0,0,,HFD,F,12
239,210906_23,E44,A,Day3,2,MWM_150,9/15/2021,19,2.836,0.149,7,1.352,0.193,0,0,,2.2,0.534,0.246,9.8,0.949,0.097,2.768,14.9,0,0,,Control,F,12
240,210906_24,E44,A,Day3,2,MWM_150,9/15/2021,7.5,0.92,0.123,1.7,0.365,0.219,0,0,,0.8,0.248,0.309,5,0.308,0.061,0.819,3.4,0,0,,Control,F,12
241,210906_1,E2HN_F,B,Day3,3,MWM_150,9/15/2021,10.9,0.861,0.079,0,0,,0,0,,2.8,0.382,0.138,8.1,0.479,0.059,0.795,6.8,0,0,,Control,F,12
242,210906_2,E2HN_F,B,Day3,3,MWM_150,9/15/2021,24.5,3.801,0.155,4.7,0.923,0.198,4,0.696,0.174,5.8,1.097,0.19,10.1,1.085,0.108,3.733,20.5,0.5,0.085,0.169,Control,F,12
243,210906_3,E2HN_F,B,Day3,3,MWM_150,9/15/2021,19.7,2.284,0.116,9.7,1.395,0.144,0,0,,3,0.533,0.18,7,0.356,0.051,2.251,15.6,4.1,0.465,0.112,Control,F,12
244,210906_4,E2HN_F,B,Day3,3,MWM_150,9/15/2021,12,1.382,0.115,0,0,,0,0,,1.1,0.16,0.14,10.9,1.222,0.112,1.272,8,1.8,0.212,0.118,Control,F,12
245,210906_5,E2HN_F,B,Day3,3,MWM_150,9/15/2021,8.4,1.018,0.121,0,0,,0,0,,1.5,0.17,0.115,7,0.848,0.122,0.95,4.4,0,0,,Control,F,12
246,210906_6,E2HN_M,C,Day3,3,MWM_150,9/15/2021,14,1.291,0.092,0,0,,0,0,,6.2,0.85,0.137,7.8,0.441,0.056,1.291,10,2.7,0.326,0.121,Control,M,12
247,210906_7,E2HN_F,B,Day3,3,MWM_150,9/15/2021,40.9,8.068,0.197,1.8,0.539,0.3,10.1,2.213,0.219,3.9,1.02,0.259,25,4.297,0.172,8.068,36.8,1.8,0.319,0.177,Control,F,12
248,210906_8,E2HN_F,B,Day3,3,MWM_150,9/15/2021,19.9,3.153,0.158,4.7,0.639,0.135,2.6,0.452,0.174,6.2,1.396,0.224,6.3,0.667,0.105,3.052,15.9,0,0,,Control,F,12
249,210906_9,E44,A,Day3,3,MWM_150,9/15/2021,15,1.768,0.118,0,0,,0,0,,3.2,0.424,0.131,11.7,1.344,0.115,1.664,10.9,0,0,,HFD,F,12
250,210906_10,E44,A,Day3,3,MWM_150,9/15/2021,25,3.782,0.151,3,0.535,0.178,2.1,0.373,0.181,6.8,1.094,0.162,13.2,1.78,0.135,3.707,21,0,0,,HFD,F,12
251,210906_11,E44,A,Day3,3,MWM_150,9/15/2021,31.3,5.554,0.177,2.3,0.535,0.236,2.2,0.546,0.244,14.9,2.667,0.179,12,1.806,0.151,5.484,27.3,4.4,0.828,0.187,HFD,F,12
252,210906_12,E44,A,Day3,3,MWM_150,9/15/2021,6.9,0.567,0.083,0,0,,0,0,,1.3,0.17,0.128,5.5,0.397,0.072,0.467,2.8,0,0,,HFD,F,12
253,210906_13,E44,A,Day3,3,MWM_150,9/15/2021,22.4,3.539,0.158,0.9,0.149,0.172,0,0,,7.8,1.613,0.206,13.7,1.778,0.13,3.473,18.4,1.8,0.259,0.146,HFD,F,12
254,210906_14,E44,A,Day3,3,MWM_150,9/15/2021,20.7,2.919,0.141,4.9,0.775,0.157,0,0,,6.5,1.205,0.185,9.3,0.939,0.101,2.881,16.7,3.1,0.418,0.135,HFD,F,12
255,210906_15,E44,A,Day3,3,MWM_150,9/15/2021,9.7,1.142,0.118,0,0,,0,0,,3.4,0.63,0.185,6.3,0.513,0.082,1.074,5.6,0,0,,HFD,F,12
256,210906_16,E44,A,Day3,3,MWM_150,9/15/2021,7,0.502,0.072,0,0,,0,0,,1.5,0.162,0.111,5.5,0.34,0.062,0.436,2.9,0,0,,HFD,F,12
257,210906_17,E44,A,Day3,3,MWM_150,9/15/2021,10.8,0.892,0.082,0,0,,0,0,,2.6,0.32,0.121,8.2,0.572,0.07,0.825,6.8,0,0,,HFD,F,12
258,210906_18,E44,A,Day3,3,MWM_150,9/15/2021,8.1,0.895,0.111,0,0,,0,0,,1.3,0.203,0.152,6.7,0.692,0.103,0.816,4,0.9,0.194,0.216,HFD,F,12
259,210906_19,E44,A,Day3,3,MWM_150,9/15/2021,33.8,5.611,0.166,1.4,0.351,0.245,2.6,0.575,0.224,13.9,2.485,0.179,15.9,2.2,0.139,5.566,29.7,0.7,0.043,0.065,HFD,F,12
260,210906_20,E44,A,Day3,3,MWM_150,9/15/2021,19.3,2.972,0.154,0,0,,3.3,0.62,0.186,7.3,1.227,0.169,8.7,1.124,0.129,2.87,15.3,2.6,0.344,0.134,HFD,F,12
261,210906_21,E44,A,Day3,3,MWM_150,9/15/2021,12.9,1.846,0.143,3.2,0.739,0.229,0.9,0.181,0.201,2.2,0.438,0.201,6.6,0.488,0.074,1.808,8.9,0,0,,HFD,F,12
262,210906_22,E44,A,Day3,3,MWM_150,9/15/2021,33,4.884,0.148,4.4,0.917,0.207,2.1,0.447,0.216,7.3,1.205,0.166,19.2,2.315,0.121,4.845,28.9,0,0,,HFD,F,12
263,210906_23,E44,A,Day3,3,MWM_150,9/15/2021,40.5,7.756,0.192,9.7,1.807,0.187,2.3,0.625,0.268,18.7,3.945,0.211,9.8,1.38,0.141,7.688,36.4,4.1,0.375,0.092,Control,F,12
264,210906_24,E44,A,Day3,3,MWM_150,9/15/2021,5.6,0.361,0.064,0,0,,0,0,,0.9,0.105,0.119,4.7,0.256,0.054,0.293,1.6,0,0,,Control,F,12
265,210906_1,E2HN_F,B,Day3,4,MWM_150,9/15/2021,8.9,0.706,0.08,0,0,,0,0,,2.8,0.342,0.122,6.1,0.365,0.06,0.64,4.8,0,0,,Control,F,12
266,210906_2,E2HN_F,B,Day3,4,MWM_150,9/15/2021,6.6,0.474,0.072,0,0,,0.9,0.154,0.177,0,0,,5.7,0.321,0.056,0.404,2.5,0,0,,Control,F,12
267,210906_3,E2HN_F,B,Day3,4,MWM_150,9/15/2021,5.1,0.203,0.04,0,0,,0,0,,0,0,,5.1,0.203,0.04,0.168,1,0,0,,Control,F,12
268,210906_4,E2HN_F,B,Day3,4,MWM_150,9/15/2021,9.8,0.982,0.101,0,0,,3.5,0.449,0.13,0,0,,6.3,0.532,0.085,0.843,5.7,0,0,,Control,F,12
269,210906_5,E2HN_F,B,Day3,4,MWM_150,9/15/2021,14.4,1.763,0.122,0,0,,0,0,,1.5,0.326,0.222,12.9,1.437,0.111,1.763,10.4,1.4,0.175,0.125,Control,F,12
270,210906_6,E2HN_M,C,Day3,4,MWM_150,9/15/2021,8.8,0.778,0.089,0.6,0.087,0.138,0,0,,2.3,0.387,0.171,5.9,0.305,0.052,0.778,4.7,0,0,,Control,M,12
271,210906_7,E2HN_F,B,Day3,4,MWM_150,9/15/2021,18.3,2.582,0.141,0,0,,0,0,,1.2,0.332,0.269,17.1,2.25,0.132,2.582,14.3,0,0,,Control,F,12
272,210906_8,E2HN_F,B,Day3,4,MWM_150,9/15/2021,4.5,0.139,0.031,0,0,,0,0,,0,0,,4.5,0.139,0.031,0.033,0.5,0,0,,Control,F,12
273,210906_9,E44,A,Day3,4,MWM_150,9/15/2021,9.1,0.879,0.097,0,0,,0,0,,2.4,0.447,0.184,6.7,0.431,0.065,0.793,5,0,0,,HFD,F,12
274,210906_10,E44,A,Day3,4,MWM_150,9/15/2021,20.4,3.241,0.159,0,0,,0,0,,6.4,1.283,0.2,14,1.958,0.139,3.203,16.4,1,0.126,0.126,HFD,F,12
275,210906_11,E44,A,Day3,4,MWM_150,9/15/2021,20.6,2.611,0.127,0,0,,0,0,,3.8,0.786,0.207,16.8,1.824,0.109,2.508,16.5,0,0,,HFD,F,12
276,210906_12,E44,A,Day3,4,MWM_150,9/15/2021,12.6,1.608,0.128,0,0,,0.7,0.086,0.13,1.9,0.434,0.224,10,1.088,0.109,1.575,8.5,0,0,,HFD,F,12
277,210906_13,E44,A,Day3,4,MWM_150,9/15/2021,11.1,1.624,0.146,0,0,,0,0,,3.4,0.839,0.244,7.7,0.785,0.102,1.512,7.1,0,0,,HFD,F,12
278,210906_14,E44,A,Day3,4,MWM_150,9/15/2021,11.5,1.389,0.121,1.3,0.229,0.176,0,0,,3,0.624,0.21,7.3,0.537,0.074,1.324,7.5,0,0,,HFD,F,12
279,210906_15,E44,A,Day3,4,MWM_150,9/15/2021,6.9,0.655,0.094,0,0,,0,0,,0,0,,6.9,0.655,0.094,0.581,2.9,0,0,,HFD,F,12
280,210906_16,E44,A,Day3,4,MWM_150,9/15/2021,20.3,2.674,0.132,0,0,,0,0,,0.5,0.072,0.144,19.8,2.602,0.132,2.641,16.2,0,0,,HFD,F,12
281,210906_17,E44,A,Day3,4,MWM_150,9/15/2021,10.9,0.887,0.081,0,0,,0,0,,0,0,,10.9,0.887,0.081,0.818,6.9,0,0,,HFD,F,12
282,210906_18,E44,A,Day3,4,MWM_150,9/15/2021,14.7,2.03,0.138,0,0,,0,0,,4.8,0.848,0.178,9.9,1.182,0.119,1.947,10.7,0.7,0.149,0.213,HFD,F,12
283,210906_19,E44,A,Day3,4,MWM_150,9/15/2021,34.4,6.494,0.189,2,0.384,0.195,5,1.343,0.269,12.9,2.837,0.219,14.5,1.931,0.133,6.453,30.4,3,0.466,0.157,HFD,F,12
284,210906_20,E44,A,Day3,4,MWM_150,9/15/2021,10.3,1.239,0.121,0,0,,0,0,,0,0,,10.3,1.239,0.121,1.197,6.2,0,0,0,HFD,F,12
285,210906_21,E44,A,Day3,4,MWM_150,9/15/2021,10,1.342,0.134,0,0,,2.7,0.606,0.224,0,0,,7.3,0.736,0.1,1.264,6,0,0,,HFD,F,12
286,210906_22,E44,A,Day3,4,MWM_150,9/15/2021,19.3,2.041,0.105,0,0,,1.8,0.178,0.097,4.3,0.54,0.125,13.2,1.323,0.1,2,15.3,0,0,,HFD,F,12
287,210906_23,E44,A,Day3,4,MWM_150,9/15/2021,9.1,1.108,0.122,1,0.211,0.204,0,0,,2.1,0.559,0.271,6,0.338,0.057,1.04,5,0,0,,Control,F,12
288,210906_24,E44,A,Day3,4,MWM_150,9/15/2021,4.7,0.11,0.023,0,0,,0,0,,0,0,,4.7,0.11,0.023,0.077,0.7,0,0,,Control,F,12
289,210906_1,E2HN_F,B,Day4,1,MWM_150,9/16/2021,51.8,7.42,0.143,2.1,0.428,0.201,7.8,1.384,0.177,15,2.23,0.148,26.8,3.378,0.126,7.351,47.7,4.1,0.514,0.126,Control,F,12
290,210906_2,E2HN_F,B,Day4,1,MWM_150,9/16/2021,6.7,0.634,0.094,0,0,,0,0,,1.6,0.283,0.18,5.1,0.351,0.068,0.488,2.7,0,0,,Control,F,12
291,210906_3,E2HN_F,B,Day4,1,MWM_150,9/16/2021,5.7,0.304,0.053,0,0,,0,0,,0.9,0.1,0.114,4.8,0.204,0.042,0.304,1.7,0,0,,Control,F,12
292,210906_4,E2HN_F,B,Day4,1,MWM_150,9/16/2021,7.9,0.908,0.115,0,0,,0,0,,2.3,0.483,0.21,5.6,0.424,0.076,0.801,3.9,0,0,,Control,F,12
293,210906_5,E2HN_F,B,Day4,1,MWM_150,9/16/2021,13.1,2.292,0.174,1.8,0.472,0.257,0.3,0.083,0.31,2.2,0.437,0.195,8.8,1.3,0.148,2.217,9.1,0,0,,Control,F,12
294,210906_6,E2HN_M,C,Day4,1,MWM_150,9/16/2021,55.8,9.307,0.167,5.7,0.995,0.176,0,0,,27.8,5.119,0.184,22.3,3.193,0.143,9.274,51.7,25.5,4.251,0.166,Control,M,12
295,210906_7,E2HN_F,B,Day4,1,MWM_150,9/16/2021,25.1,3.967,0.158,1.1,0.22,0.194,0,0,,13.4,2.554,0.191,10.6,1.192,0.112,3.932,21,1.2,0.284,0.236,Control,F,12
296,210906_8,E2HN_F,B,Day4,1,MWM_150,9/16/2021,6,0.6,0.1,0,0,,0,0,,1.2,0.27,0.232,4.8,0.331,0.068,0.5,2,0,0,,Control,F,12
297,210906_9,E44,A,Day4,1,MWM_150,9/16/2021,7.6,0.656,0.086,0,0,,0,0,,2,0.261,0.132,5.6,0.396,0.07,0.548,3.6,0,0,,HFD,F,12
298,210906_10,E44,A,Day4,1,MWM_150,9/16/2021,6.4,0.466,0.073,0,0,,0,0,,1.3,0.207,0.163,5.1,0.259,0.05,0.427,2.4,0,0,,HFD,F,12
299,210906_11,E44,A,Day4,1,MWM_150,9/16/2021,7.1,0.567,0.08,0,0,,0,0,,0.6,0.049,0.085,6.5,0.517,0.079,0.492,3.1,0,0,,HFD,F,12
300,210906_12,E44,A,Day4,1,MWM_150,9/16/2021,19.1,2.817,0.148,3.8,0.752,0.2,0.9,0.066,0.073,5.2,0.925,0.178,9.2,1.074,0.117,2.781,15,0,0,,HFD,F,12
301,210906_13,E44,A,Day4,1,MWM_150,9/16/2021,16.1,2.089,0.129,1.2,0.183,0.153,0,0,,4.9,0.868,0.176,10,1.038,0.104,2.021,12.1,0,0,,HFD,F,12
302,210906_14,E44,A,Day4,1,MWM_150,9/16/2021,14.6,1.633,0.112,2.8,0.363,0.128,0,0,,6.5,1.009,0.154,5.2,0.26,0.05,1.567,10.6,0,0,,HFD,F,12
303,210906_15,E44,A,Day4,1,MWM_150,9/16/2021,11.1,1.383,0.124,0,0,,0,0,,3.3,0.635,0.19,7.8,0.748,0.096,1.35,7.1,0,0,,HFD,F,12
304,210906_16,E44,A,Day4,1,MWM_150,9/16/2021,8.2,0.732,0.09,0,0,,0,0,,2.7,0.477,0.176,5.5,0.255,0.047,0.697,4.1,0,0,,HFD,F,12
305,210906_17,E44,A,Day4,1,MWM_150,9/16/2021,21.5,2.477,0.115,0,0,,0,0,,9.9,1.381,0.139,11.5,1.095,0.095,2.477,17.4,0,0,,HFD,F,12
306,210906_18,E44,A,Day4,1,MWM_150,9/16/2021,12,1.249,0.104,0,0,,0,0,,3.1,0.552,0.178,8.9,0.697,0.078,1.213,8,0,0,,HFD,F,12
307,210906_19,E44,A,Day4,1,MWM_150,9/16/2021,7.6,0.651,0.086,0,0,,0,0,,1.4,0.25,0.174,6.1,0.4,0.065,0.535,3.5,0,0,,HFD,F,12
308,210906_20,E44,A,Day4,1,MWM_150,9/16/2021,25.8,3.18,0.123,2.5,0.509,0.201,0,0,,6.3,0.989,0.158,17,1.681,0.099,3.105,21.7,3.9,0.252,0.064,HFD,F,12
309,210906_21,E44,A,Day4,1,MWM_150,9/16/2021,9.5,1.026,0.108,0,0,,0,0,,1.3,0.218,0.171,8.2,0.808,0.098,0.96,5.5,0,0,,HFD,F,12
310,210906_22,E44,A,Day4,1,MWM_150,9/16/2021,16.9,0.945,0.056,0,0,,0,0,,1.5,0.145,0.095,15.4,0.8,0.052,0.869,12.9,0,0,,HFD,F,12
311,210906_23,E44,A,Day4,1,MWM_150,9/16/2021,15.7,1.731,0.11,0,0,,0,0,,4.2,0.631,0.15,11.5,1.1,0.096,1.698,11.6,0,0,,Control,F,12
312,210906_24,E44,A,Day4,1,MWM_150,9/16/2021,42.3,5.589,0.132,10.2,1.458,0.143,0,0,,9.9,1.385,0.14,22.2,2.746,0.124,5.554,38.3,6.6,0.54,0.082,Control,F,12
313,210906_1,E2HN_F,B,Day4,2,MWM_150,9/16/2021,19.4,2.431,0.125,0.9,0.176,0.203,4.5,0.442,0.099,6.4,1.098,0.172,7.7,0.714,0.093,2.318,15.4,1.1,0.19,0.173,Control,F,12
314,210906_2,E2HN_F,B,Day4,2,MWM_150,9/16/2021,23,3.187,0.138,2.7,0.451,0.167,3.6,0.43,0.12,6.4,1.014,0.159,10.4,1.292,0.125,3.086,19,2.6,0.365,0.142,Control,F,12
315,210906_3,E2HN_F,B,Day4,2,MWM_150,9/16/2021,27.4,2.819,0.103,0,0,,7.2,1.087,0.15,0,0,,20.1,1.732,0.086,2.819,23.3,1.2,0.151,0.13,Control,F,12
316,210906_4,E2HN_F,B,Day4,2,MWM_150,9/16/2021,13.3,1.869,0.14,0,0,,5.5,1.013,0.184,0,0,,7.8,0.856,0.109,1.766,9.3,0,0,,Control,F,12
317,210906_5,E2HN_F,B,Day4,2,MWM_150,9/16/2021,40.7,8.194,0.201,2.8,0.687,0.246,5,1.085,0.215,9.6,2.063,0.214,23.3,4.358,0.187,8.123,36.7,6.8,1.505,0.22,Control,F,12
318,210906_6,E2HN_M,C,Day4,2,MWM_150,9/16/2021,15.3,1.206,0.079,0,0,,9.8,0.891,0.091,0,0,,5.4,0.316,0.058,1.088,11.2,0,0,,Control,M,12
319,210906_7,E2HN_F,B,Day4,2,MWM_150,9/16/2021,10.5,1.038,0.099,0,0,,4.5,0.755,0.168,0,0,,6,0.284,0.047,0.97,6.4,0,0,,Control,F,12
320,210906_8,E2HN_F,B,Day4,2,MWM_150,9/16/2021,17.9,3.233,0.18,0,0,,2.3,0.526,0.225,3.6,0.557,0.155,12,2.15,0.179,3.12,13.9,2,0.358,0.176,Control,F,12
321,210906_9,E44,A,Day4,2,MWM_150,9/16/2021,22,2.824,0.128,0.6,0.09,0.142,9.9,1.459,0.147,0.9,0.143,0.16,10.6,1.131,0.107,2.748,18,0,0,,HFD,F,12
322,210906_10,E44,A,Day4,2,MWM_150,9/16/2021,27.1,4.466,0.165,3.8,0.8,0.212,2.8,0.575,0.207,7.6,1.381,0.182,13,1.71,0.132,4.428,23.1,0,0,,HFD,F,12
323,210906_11,E44,A,Day4,2,MWM_150,9/16/2021,18.4,2.11,0.115,0,0,,1.3,0.205,0.161,5.4,0.787,0.147,11.8,1.118,0.095,2.077,14.3,0,0,,HFD,F,12
324,210906_12,E44,A,Day4,2,MWM_150,9/16/2021,10.4,1.249,0.12,0,0,,0.9,0.122,0.13,0,0,,9.5,1.128,0.119,1.179,6.4,0,0,,HFD,F,12
325,210906_13,E44,A,Day4,2,MWM_150,9/16/2021,6.1,0.453,0.074,0,0,,1.2,0.176,0.147,0,0,,4.9,0.276,0.056,0.381,2.1,0,0,,HFD,F,12
326,210906_14,E44,A,Day4,2,MWM_150,9/16/2021,15.3,1.993,0.13,6,1.039,0.174,3.1,0.542,0.173,0,0,,6.2,0.411,0.067,1.89,11.2,0.5,0.074,0.158,HFD,F,12
327,210906_15,E44,A,Day4,2,MWM_150,9/16/2021,7.3,0.653,0.089,0,0,,1.3,0.239,0.179,0,0,,6,0.415,0.069,0.616,3.3,0,0,,HFD,F,12
328,210906_16,E44,A,Day4,2,MWM_150,9/16/2021,19.9,2.328,0.117,0,0,,1.8,0.306,0.173,2.6,0.355,0.137,15.5,1.666,0.107,2.262,15.8,0,0,,HFD,F,12
329,210906_17,E44,A,Day4,2,MWM_150,9/16/2021,30.2,2.91,0.096,0,0,,2.3,0.312,0.137,1,0.066,0.066,27,2.532,0.094,2.873,26.2,0,0,,HFD,F,12
330,210906_18,E44,A,Day4,2,MWM_150,9/16/2021,10.5,1.182,0.113,0,0,,4.8,0.835,0.175,0,0,,5.7,0.347,0.061,1.044,6.4,0,0,,HFD,F,12
331,210906_19,E44,A,Day4,2,MWM_150,9/16/2021,22.4,3.417,0.153,5.5,1.023,0.187,3.7,0.448,0.122,5.2,1.074,0.205,8,0.872,0.109,3.343,18.4,0,0,,HFD,F,12
332,210906_20,E44,A,Day4,2,MWM_150,9/16/2021,9.1,0.618,0.068,0,0,,2.9,0.33,0.115,0,0,,6.2,0.288,0.046,0.581,5.1,0,0,,HFD,F,12
333,210906_21,E44,A,Day4,2,MWM_150,9/16/2021,13.8,1.102,0.08,0,0,,1.3,0.265,0.199,0,0,,12.4,0.837,0.067,1.069,9.7,3.7,0.149,0.04,HFD,F,12
334,210906_22,E44,A,Day4,2,MWM_150,9/16/2021,35.9,4.379,0.122,3,0.425,0.143,5.2,0.621,0.12,5.5,1.084,0.198,22.3,2.249,0.101,4.338,31.8,0,0,,HFD,F,12
335,210906_23,E44,A,Day4,2,MWM_150,9/16/2021,9,1.112,0.124,0,0,,4,0.81,0.202,0,0,,5,0.302,0.061,1.04,4.9,0,0,,Control,F,12
336,210906_24,E44,A,Day4,2,MWM_150,9/16/2021,10.5,1.143,0.109,0,0,,2.5,0.447,0.18,0,0,,8,0.696,0.087,1.108,6.4,0,0,,Control,F,12
337,210906_1,E2HN_F,B,Day4,3,MWM_150,9/16/2021,14.1,1.36,0.097,5,0.612,0.123,0.8,0.116,0.139,1.5,0.251,0.163,6.7,0.382,0.057,1.289,10,0,0,,Control,F,12
338,210906_2,E2HN_F,B,Day4,3,MWM_150,9/16/2021,11.9,1.346,0.113,1.6,0.296,0.181,1.4,0.208,0.152,0,0,,8.9,0.841,0.094,1.242,7.9,0,0,,Control,F,12
339,210906_3,E2HN_F,B,Day4,3,MWM_150,9/16/2021,12.2,1.253,0.103,3.3,0.547,0.164,1.3,0.228,0.175,0.4,0.08,0.219,7.2,0.398,0.056,1.253,8.1,0,0,,Control,F,12
340,210906_4,E2HN_F,B,Day4,3,MWM_150,9/16/2021,22.6,3.619,0.16,7.3,1.282,0.176,5.6,1.176,0.211,0.7,0.143,0.204,9,1.018,0.113,3.483,18.5,0,0,,Control,F,12
341,210906_5,E2HN_F,B,Day4,3,MWM_150,9/16/2021,18.9,2.422,0.128,7.5,0.859,0.114,0,0,,2.2,0.423,0.192,9.2,1.14,0.124,2.317,14.9,0.6,0.083,0.138,Control,F,12
342,210906_6,E2HN_M,C,Day4,3,MWM_150,9/16/2021,9.9,1.124,0.113,2.2,0.392,0.177,0.3,0.04,0.151,1.9,0.312,0.164,5.5,0.379,0.068,1.045,5.9,0,0,,Control,M,12
343,210906_7,E2HN_F,B,Day4,3,MWM_150,9/16/2021,17.7,2.091,0.118,4.9,0.75,0.153,0,0,,4.9,0.614,0.125,7.9,0.727,0.092,2.057,13.6,0,0,,Control,F,12
344,210906_8,E2HN_F,B,Day4,3,MWM_150,9/16/2021,7.1,0.901,0.127,0.7,0.126,0.187,0,0,,1.3,0.455,0.342,5.1,0.32,0.063,0.867,3.1,0,0,,Control,F,12
345,210906_9,E44,A,Day4,3,MWM_150,9/16/2021,13.8,1.585,0.115,1.9,0.267,0.138,1.8,0.348,0.19,2.5,0.346,0.138,7.5,0.624,0.083,1.547,9.8,0,0,,HFD,F,12
346,210906_10,E44,A,Day4,3,MWM_150,9/16/2021,15.2,1.952,0.129,2.5,0.458,0.186,0,0,,0,0,,12.7,1.494,0.117,1.914,11.1,0,0,,HFD,F,12
347,210906_11,E44,A,Day4,3,MWM_150,9/16/2021,16.4,1.784,0.109,4.4,0.682,0.154,0,0,,4.2,0.726,0.173,7.8,0.376,0.048,1.71,12.3,0.9,0.07,0.078,HFD,F,12
348,210906_12,E44,A,Day4,3,MWM_150,9/16/2021,17,2.08,0.123,1.7,0.294,0.176,1,0.236,0.236,1.7,0.142,0.086,12.6,1.407,0.111,1.977,12.9,0,0,,HFD,F,12
349,210906_13,E44,A,Day4,3,MWM_150,9/16/2021,14.1,1.829,0.129,1.7,0.253,0.151,0,0,,2.4,0.542,0.226,10.1,1.034,0.103,1.763,10.1,0,0,,HFD,F,12
350,210906_14,E44,A,Day4,3,MWM_150,9/16/2021,13.1,1.422,0.108,4.7,0.668,0.143,0,0,,2.8,0.488,0.172,5.6,0.266,0.047,1.351,9.1,2.2,0.32,0.148,HFD,F,12
351,210906_15,E44,A,Day4,3,MWM_150,9/16/2021,6.4,0.534,0.084,1.1,0.226,0.203,0,0,,0.1,0.04,0.304,5.1,0.267,0.052,0.534,2.3,0,0,,HFD,F,12
352,210906_16,E44,A,Day4,3,MWM_150,9/16/2021,16.9,1.778,0.105,3.4,0.43,0.128,2.9,0.39,0.134,1,0.066,0.068,9.7,0.893,0.092,1.708,12.9,0,0,,HFD,F,12
353,210906_17,E44,A,Day4,3,MWM_150,9/16/2021,44.4,5.312,0.12,3.1,0.417,0.136,6,0.859,0.144,5.3,1.021,0.194,30.1,3.015,0.1,5.245,40.4,0.6,0.111,0.196,HFD,F,12
354,210906_18,E44,A,Day4,3,MWM_150,9/16/2021,12.8,1.647,0.129,1.8,0.33,0.184,0.8,0.034,0.044,2.9,0.65,0.227,7.4,0.633,0.086,1.573,8.7,0,0,,HFD,F,12
355,210906_19,E44,A,Day4,3,MWM_150,9/16/2021,17.2,2.045,0.119,8.8,1.192,0.136,0,0,,2.3,0.464,0.199,6.1,0.388,0.063,2.008,13.2,0,0,,HFD,F,12
356,210906_20,E44,A,Day4,3,MWM_150,9/16/2021,21.2,2.898,0.136,2.3,0.323,0.138,5.1,0.673,0.132,3.8,0.756,0.201,10,1.146,0.114,2.823,17.2,0,0,,HFD,F,12
357,210906_21,E44,A,Day4,3,MWM_150,9/16/2021,9.8,1.07,0.109,3.4,0.653,0.194,0,0,,0.7,0.118,0.177,5.8,0.298,0.052,1.037,5.8,0,0,,HFD,F,12
358,210906_22,E44,A,Day4,3,MWM_150,9/16/2021,17.3,1.261,0.073,4.4,0.514,0.118,0,0,,0.8,0.124,0.156,12.2,0.623,0.051,1.221,13.3,0,0,,HFD,F,12
359,210906_23,E44,A,Day4,3,MWM_150,9/16/2021,9.4,1.387,0.147,1.6,0.393,0.241,0,0,,2.3,0.663,0.292,5.5,0.331,0.06,1.282,5.4,0,0,,Control,F,12
360,210906_24,E44,A,Day4,3,MWM_150,9/16/2021,8.7,0.802,0.092,2.6,0.432,0.169,0.5,0.075,0.14,0,0,,5.6,0.295,0.053,0.767,4.7,0,0,,Control,F,12
361,210906_1,E2HN_F,B,Day4,4,MWM_150,9/16/2021,18.8,2.091,0.111,0,0,,0.6,0.117,0.207,0,0,,18.2,1.974,0.108,2.056,14.7,0,0,,Control,F,12
362,210906_2,E2HN_F,B,Day4,4,MWM_150,9/16/2021,52.6,8.889,0.169,6.6,1.214,0.185,12.7,2.413,0.191,7.3,1.41,0.192,26.1,3.852,0.148,8.811,48.6,4.5,0.806,0.179,Control,F,12
363,210906_3,E2HN_F,B,Day4,4,MWM_150,9/16/2021,19.4,1.738,0.089,0,0,,0,0,,0,0,,19.4,1.738,0.089,1.705,15.4,3.9,0.412,0.105,Control,F,12
364,210906_4,E2HN_F,B,Day4,4,MWM_150,9/16/2021,11.9,1.448,0.122,0,0,,0,0,,2.1,0.387,0.184,9.8,1.06,0.108,1.413,7.8,0,0,,Control,F,12
365,210906_5,E2HN_F,B,Day4,4,MWM_150,9/16/2021,4.4,0.035,0.008,0,0,,0,0,,0,0,,4.4,0.035,0.008,0,0,0,0,,Control,F,12
