Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration,Distance,Mean speed,NE : time,NE : distance,NE : average speed,NW : time,NW : distance,NW : average speed,SE : time,SE : distance,SE : average speed,SW : time,SW : distance,SW : average speed,Island : distance to first entry,Island : latency to first entry,Thigmitaxis : time,Thigmitaxis : distance,Thigmitaxis : average speed,Diet
556,220905_5,E3HN_M_6month_Control,I,Day5,4,MWM_150,9/16/22,60,10.339,0.172,16.3,2.762,0.17,8.3,1.151,0.139,19.6,3.775,0.192,15.8,2.65,0.168,,,15.8,1.824,0.115,Control
557,220905_6,E3HN_M_6month_Control,I,Day5,4,MWM_150,9/16/22,13.1,1.947,0.149,4.9,1.07,0.218,1.7,0.393,0.227,0,0,,6.5,0.485,0.075,1.908,9.1,0,0,,Control
558,220905_7,E3HN_M_6month_Control,I,Day5,4,MWM_150,9/16/22,20.2,2.746,0.136,4.9,1.07,0.217,0,0,,0.7,0.2,0.286,14.5,1.476,0.102,2.706,16.1,1.8,0.139,0.079,Control
559,220905_8,E3HN_M_6month_Control,I,Day5,4,MWM_150,9/16/22,8.5,1.152,0.135,1.7,0.357,0.206,0,0,,1,0.347,0.336,5.7,0.448,0.078,1.016,4.5,0,0,,Control
560,220905_9,E3HN_M_6month_Control,I,Day5,4,MWM_150,9/16/22,17.2,2.215,0.129,2.8,0.572,0.207,0,0,,8.7,1.376,0.159,5.8,0.267,0.046,2.215,13.2,0,0,,Control
561,220905_10,E2HN_M_18month_Control,B,Day5,4,MWM_150,9/16/22,13.6,1.888,0.139,3.6,0.812,0.226,0,0,,1.4,0.357,0.255,8.6,0.718,0.083,1.845,9.6,0.4,0.089,0.244,Control
562,220905_11,E2HN_M_18month_Control,B,Day5,4,MWM_150,9/16/22,13.3,1.784,0.135,3.4,0.485,0.144,1.4,0.377,0.276,2.5,0.483,0.191,6,0.44,0.074,1.692,9.2,0,0,,Control
563,220905_12,E2HN_M_18month_Control,B,Day5,4,MWM_150,9/16/22,23.7,3.948,0.166,7.6,1.547,0.203,1.3,0.351,0.263,9.3,1.777,0.192,5.5,0.273,0.05,3.91,19.7,3,0.393,0.131,Control
564,220905_13,E33_F_6month_Control,G,Day5,4,MWM_150,9/16/22,8.5,1.287,0.151,1.2,0.395,0.32,2.2,0.556,0.253,0,0,,5.1,0.335,0.066,1.204,4.5,0,0,,Control
565,220905_14,E33_F_6month_Control,G,Day5,4,MWM_150,9/16/22,14.9,3.377,0.227,1.8,0.651,0.369,2.4,0.776,0.323,2.5,0.664,0.262,8.2,1.286,0.157,3.297,10.8,0.6,0.081,0.135,Control
566,220905_15,E33_F_6month_Control,G,Day5,4,MWM_150,9/16/22,7.2,0.967,0.135,0.6,0.152,0.253,0,0,,1.5,0.437,0.285,5,0.378,0.075,0.836,3.1,0,0,,Control
567,220905_16,E33_F_6month_Control,G,Day5,4,MWM_150,9/16/22,21.1,4.709,0.223,4.5,1.256,0.281,3.5,1.009,0.288,3.3,0.888,0.269,9.9,1.557,0.158,4.668,17.1,0,0,,Control
568,220905_17,E33_F_6month_Control,G,Day5,4,MWM_150,9/16/22,10,1.62,0.162,2.1,0.617,0.294,0,0,,1.7,0.419,0.242,6.2,0.584,0.095,1.539,6,0,0,,Control
569,220905_18,E4HN_M_6month_Control,D,Day5,4,MWM_150,9/16/22,11,1.295,0.118,3.1,0.636,0.203,1.3,0.299,0.224,0,0,,6.5,0.359,0.055,1.212,6.9,0.8,0.101,0.126,Control
570,220905_19,E4HN_M_6month_Control,D,Day5,4,MWM_150,9/16/22,20.3,2.126,0.105,3.8,0.578,0.152,0,0,,7.5,0.823,0.11,9,0.725,0.08,2.084,16.2,0,0,,Control
571,220905_20,E4HN_M_6month_Control,D,Day5,4,MWM_150,9/16/22,23.4,1.529,0.065,4.8,0.586,0.121,8.4,0.515,0.061,0,0,,10.1,0.429,0.042,1.454,19.4,0,0,,Control
572,220905_21,E44_F_6month_Control,H,Day5,4,MWM_150,9/16/22,16.3,1.041,0.064,1.8,0.391,0.217,0,0,,0.8,0.244,0.318,13.8,0.407,0.03,1.041,12.3,0,0,,Control
573,220905_22,E44_F_6month_Control,H,Day5,4,MWM_150,9/16/22,19.3,1.775,0.092,6.3,0.714,0.113,1.2,0.142,0.122,0,0,,11.8,0.92,0.078,1.775,15.3,0,0,,Control
574,220905_23,E44_M_6month_Control,F,Day5,4,MWM_150,9/16/22,12.3,1.349,0.11,3,0.564,0.19,0,0,,1.1,0.237,0.222,8.2,0.549,0.067,1.306,8.2,0,0,,Control
575,220905_24,E44_M_6month_Control,F,Day5,4,MWM_150,9/16/22,10.1,1.142,0.113,3.4,0.554,0.165,0.2,0.05,0.3,0,0,,6.6,0.537,0.082,0.983,6.1,0,0,,Control
576,220905_25,E44_M_6month_Control,F,Day5,4,MWM_150,9/16/22,9.1,1.337,0.147,1.5,0.437,0.291,0,0,,1,0.298,0.309,6.6,0.602,0.091,1.296,5.1,0,0,,Control
577,220905_26,E3HN_F_6month_Control,E,Day5,4,MWM_150,9/16/22,7.8,1.118,0.144,1.4,0.369,0.27,0,0,,1.4,0.497,0.355,5,0.253,0.051,1.076,3.7,0,0,,Control
578,220905_27,E3HN_F_6month_Control,E,Day5,4,MWM_150,9/16/22,19.1,2.397,0.126,4.3,0.699,0.163,3.2,0.442,0.137,1,0.134,0.138,10.6,1.123,0.106,2.314,15,0,0,,Control
579,220905_28,E3HN_F_6month_Control,E,Day5,4,MWM_150,9/16/22,10.3,1.009,0.098,1,0.186,0.18,0,0,,3,0.561,0.187,6.2,0.261,0.042,0.971,6.2,0,0,,Control
580,220905_29,E3HN_F_6month_Control,E,Day5,4,MWM_150,9/16/22,13.9,1.331,0.096,4.6,0.683,0.148,1.4,0.146,0.105,0.8,0.125,0.163,7.1,0.376,0.053,1.293,9.8,0,0,,Control
581,220905_1,E44_M_18month_HFD,A,Probe_D5,1,MWM_150,9/16/22,60,10.302,0.172,3.2,0.536,0.166,15.3,2.674,0.175,9.2,1.711,0.186,32.3,5.381,0.167,1.055,7.7,3.8,0.222,0.058,HFD
582,220905_2,E44_F_18month_HFD,C,Probe_D5,1,MWM_150,9/16/22,60,10.669,0.178,11.3,2.071,0.183,15.6,2.427,0.156,14.9,2.785,0.187,18.2,3.385,0.186,10.342,57.5,6.3,0.599,0.095,HFD
583,220905_3,E44_M_18month_HFD,A,Probe_D5,1,MWM_150,9/16/22,60,9.832,0.164,13.6,2.199,0.162,15.6,2.579,0.165,15.1,2.552,0.169,15.7,2.502,0.16,1.697,13.3,6.4,0.891,0.14,HFD
584,220905_4,E3HN_M_6month_Control,I,Probe_D5,1,MWM_150,9/16/22,60,12.647,0.211,9.2,1.89,0.205,7.1,1.504,0.213,20.2,4.297,0.213,23.6,4.956,0.21,3.292,17,4.8,0.778,0.162,Control
585,220905_5,E3HN_M_6month_Control,I,Probe_D5,1,MWM_150,9/16/22,60,11.84,0.197,20.1,3.589,0.179,11.1,2.174,0.195,16.5,3.405,0.207,12.3,2.671,0.217,,,9.6,1.273,0.132,Control
586,220905_6,E3HN_M_6month_Control,I,Probe_D5,1,MWM_150,9/16/22,60,13.124,0.219,7.7,1.659,0.215,11.2,2.473,0.22,11.7,2.56,0.219,29.4,6.433,0.219,1.596,7.6,2.4,0.409,0.173,Control
587,220905_7,E3HN_M_6month_Control,I,Probe_D5,1,MWM_150,9/16/22,60,12.394,0.207,6.7,1.552,0.233,9.1,1.927,0.212,13.1,3.069,0.235,31.2,5.846,0.188,3.357,16.4,2.2,0.36,0.166,Control
588,220905_8,E3HN_M_6month_Control,I,Probe_D5,1,MWM_150,9/16/22,60,13.735,0.229,8.6,1.814,0.211,10.8,2.318,0.215,13,2.847,0.22,27.6,6.756,0.245,1.025,4,3.4,0.45,0.132,Control
589,220905_9,E3HN_M_6month_Control,I,Probe_D5,1,MWM_150,9/16/22,60,11.034,0.184,5.4,0.731,0.135,2.1,0.54,0.253,12.5,2.572,0.205,39.9,7.191,0.18,1.664,10.6,5.9,0.627,0.106,Control
590,220905_10,E2HN_M_18month_Control,B,Probe_D5,1,MWM_150,9/16/22,60,11.452,0.191,9.2,1.793,0.194,15.8,2.883,0.183,15,2.991,0.199,20,3.785,0.189,3.322,18.5,4.6,0.757,0.163,Control
591,220905_11,E2HN_M_18month_Control,B,Probe_D5,1,MWM_150,9/16/22,60,11.978,0.2,16.9,3.578,0.211,7.3,1.464,0.2,15.9,3.227,0.203,19.9,3.709,0.187,4.699,24.3,6,0.887,0.147,Control
592,220905_12,E2HN_M_18month_Control,B,Probe_D5,1,MWM_150,9/16/22,60,11.027,0.184,9.7,1.618,0.166,8.6,1.506,0.176,22.9,4.501,0.197,18.8,3.402,0.181,1.247,6.9,9.7,1.083,0.111,Control
593,220905_13,E33_F_6month_Control,G,Probe_D5,1,MWM_150,9/16/22,60,15.15,0.253,12.1,3.052,0.252,7.6,1.79,0.235,20.7,5.563,0.269,19.6,4.746,0.243,6.288,23.6,9.4,2.024,0.215,Control
594,220905_14,E33_F_6month_Control,G,Probe_D5,1,MWM_150,9/16/22,60,15.342,0.256,6,1.337,0.224,3,0.682,0.227,17.2,4.752,0.276,33.8,8.57,0.253,0.934,3,6.4,1.237,0.192,Control
595,220905_15,E33_F_6month_Control,G,Probe_D5,1,MWM_150,9/16/22,60,14.791,0.247,1.3,0.301,0.238,16,3.763,0.235,9.6,2.548,0.266,33.1,8.179,0.247,0.942,3,4.5,0.934,0.209,Control
596,220905_16,E33_F_6month_Control,G,Probe_D5,1,MWM_150,9/16/22,60,15.71,0.262,12.6,3.268,0.259,22,5.643,0.257,5.9,1.628,0.278,19.6,5.171,0.264,3.04,10.3,4.7,0.994,0.213,Control
597,220905_17,E33_F_6month_Control,G,Probe_D5,1,MWM_150,9/16/22,60,15.152,0.253,10.9,2.978,0.274,17.7,4.341,0.245,7.3,2.015,0.277,24.1,5.818,0.241,0.661,1.8,0,0,,Control
598,220905_18,E4HN_M_6month_Control,D,Probe_D5,1,MWM_150,9/16/22,60,13.053,0.218,10,2.258,0.226,7.1,1.797,0.253,25,5.515,0.221,17.9,3.482,0.194,,,7.3,1.677,0.231,Control
599,220905_19,E4HN_M_6month_Control,D,Probe_D5,1,MWM_150,9/16/22,60,9.599,0.16,12.2,1.226,0.1,1.5,0.28,0.183,13.9,2.426,0.175,32.4,5.666,0.175,2.25,18.7,2,0.174,0.086,Control
600,220905_20,E4HN_M_6month_Control,D,Probe_D5,1,MWM_150,9/16/22,60,10.226,0.17,12.4,1.694,0.137,9.1,1.784,0.195,14.7,2.452,0.166,23.7,4.296,0.181,4.234,29.4,4.1,0.47,0.114,Control
601,220905_21,E44_F_6month_Control,H,Probe_D5,1,MWM_150,9/16/22,60,11.542,0.192,3.8,0.739,0.193,15.8,2.926,0.185,9.2,2.008,0.218,31.2,5.869,0.188,1.814,11.8,4.5,0.714,0.16,Control
602,220905_22,E44_F_6month_Control,H,Probe_D5,1,MWM_150,9/16/22,60,10.018,0.167,12.5,2.476,0.199,14.5,2.606,0.179,2.1,0.42,0.2,30.9,4.516,0.146,1.22,7.2,8.4,1.357,0.162,Control
603,220905_23,E44_M_6month_Control,F,Probe_D5,1,MWM_150,9/16/22,60,10.627,0.177,2.4,0.489,0.207,8.6,1.767,0.205,10.3,2.176,0.211,38.7,6.195,0.16,1.14,5.1,0.4,0.099,0.271,Control
604,220905_24,E44_M_6month_Control,F,Probe_D5,1,MWM_150,9/16/22,60,9.91,0.165,7.3,1.505,0.205,13.2,2.278,0.173,5.7,1.123,0.196,33.7,5.004,0.148,1.474,9.8,1.4,0.158,0.115,Control
605,220905_25,E44_M_6month_Control,F,Probe_D5,1,MWM_150,9/16/22,60,12.396,0.207,10.2,2.42,0.237,11.8,2.567,0.217,4.8,1.095,0.226,33.1,6.314,0.191,0.974,3.6,2,0.209,0.104,Control
606,220905_26,E3HN_F_6month_Control,E,Probe_D5,1,MWM_150,9/16/22,60,13.766,0.229,9.9,2.469,0.249,11.5,2.392,0.208,13.1,3.255,0.248,25.4,5.65,0.222,1.118,3.4,0,0,,Control
607,220905_27,E3HN_F_6month_Control,E,Probe_D5,1,MWM_150,9/16/22,60,12.049,0.201,8.4,1.858,0.22,7.7,1.594,0.206,4.8,1.125,0.236,39.1,7.472,0.191,1.86,11.1,4.8,0.766,0.16,Control
608,220905_28,E3HN_F_6month_Control,E,Probe_D5,1,MWM_150,9/16/22,60,12.007,0.2,10.4,2.08,0.201,8.9,1.842,0.207,23.6,4.153,0.176,17.2,3.933,0.229,4.83,25.7,4.3,0.59,0.138,Control
609,220905_29,E3HN_F_6month_Control,E,Probe_D5,1,MWM_150,9/16/22,60,11.934,0.199,13.9,3.076,0.221,3.1,0.669,0.218,23.4,5.001,0.214,19.6,3.189,0.162,,,10.9,1.594,0.146,Control
610,220905_1,E44_M_18month_HFD,A,Probe_D8,1,MWM_150,9/19/22,60,9.879,0.165,12.5,2.206,0.176,20.1,3.237,0.161,8.9,1.764,0.199,18.5,2.672,0.145,1.085,8.2,6.8,0.462,0.068,HFD
611,220905_2,E44_F_18month_HFD,C,Probe_D8,1,MWM_150,9/19/22,60,11.159,0.186,15.6,2.611,0.167,12.9,2.346,0.182,17.3,3.358,0.194,14.2,2.844,0.201,6.61,37.3,5,0.832,0.165,HFD
612,220905_3,E44_M_18month_HFD,A,Probe_D8,1,MWM_150,9/19/22,60,10.102,0.168,13.2,1.623,0.123,14.4,2.606,0.181,13.6,2.645,0.194,18.7,3.229,0.172,1.484,15.5,13.4,2.226,0.166,HFD
613,220905_4,E3HN_M_6month_Control,I,Probe_D8,1,MWM_150,9/19/22,60,13.457,0.224,7.1,1.725,0.243,5.6,1.382,0.247,17.8,4.453,0.251,29.5,5.897,0.2,2.288,11.6,8.7,1.623,0.186,Control
614,220905_5,E3HN_M_6month_Control,I,Probe_D8,1,MWM_150,9/19/22,60,12.467,0.208,17.8,3.524,0.198,8.3,2.071,0.251,15.7,2.884,0.183,18.2,3.988,0.219,3.017,15.2,12.2,1.522,0.125,Control
615,220905_6,E3HN_M_6month_Control,I,Probe_D8,1,MWM_150,9/19/22,60,14.591,0.243,7.3,1.424,0.194,14.6,3.372,0.232,14.1,3.771,0.267,24,6.024,0.251,3.849,15.1,10.4,1.912,0.184,Control
616,220905_7,E3HN_M_6month_Control,I,Probe_D8,1,MWM_150,9/19/22,60,13.564,0.226,14.3,3.246,0.226,15.2,3.456,0.227,9.8,2.323,0.237,20.7,4.538,0.22,5.233,23.6,1,0.227,0.227,Control
617,220905_8,E3HN_M_6month_Control,I,Probe_D8,1,MWM_150,9/19/22,60,15.016,0.25,10.5,2.542,0.241,7.8,2.128,0.274,21.1,5.503,0.261,20.6,4.844,0.235,2.385,9.9,3.1,0.53,0.169,Control
618,220905_9,E3HN_M_6month_Control,I,Probe_D8,1,MWM_150,9/19/22,60,12.415,0.207,11.9,2.516,0.211,5.9,1.408,0.239,14.4,3.014,0.209,27.8,5.477,0.197,1.871,9.8,6.6,1.484,0.224,Control
619,220905_10,E2HN_M_18month_Control,B,Probe_D8,1,MWM_150,9/19/22,60,11.066,0.184,3.8,0.798,0.212,8.5,1.707,0.201,18.1,3.408,0.189,29.7,5.153,0.174,1.194,6,20.6,3.377,0.164,Control
620,220905_11,E2HN_M_18month_Control,B,Probe_D8,1,MWM_150,9/19/22,60,11.992,0.2,11,2.404,0.219,15.3,2.976,0.195,19.8,4.179,0.211,14,2.433,0.174,1.95,9.2,2.7,0.593,0.22,Control
621,220905_12,E2HN_M_18month_Control,B,Probe_D8,1,MWM_150,9/19/22,60,12.858,0.214,6.9,1.741,0.252,18.2,3.638,0.2,22.2,4.501,0.202,12.6,2.977,0.236,8.792,40.1,7.5,0.944,0.126,Control
622,220905_13,E33_F_6month_Control,G,Probe_D8,1,MWM_150,9/19/22,60,15.869,0.264,19,5.035,0.265,5.9,1.693,0.289,18.6,4.882,0.262,16.5,4.258,0.258,2.895,10.4,6.2,1.381,0.222,Control
623,220905_14,E33_F_6month_Control,G,Probe_D8,1,MWM_150,9/19/22,60,16.011,0.267,14.3,3.644,0.255,5.4,1.452,0.271,20.3,5.767,0.284,20,5.148,0.257,4.982,16.3,3.1,0.577,0.186,Control
624,220905_15,E33_F_6month_Control,G,Probe_D8,1,MWM_150,9/19/22,60,14.912,0.249,10.3,2.716,0.263,10.5,2.362,0.224,12.6,3.553,0.281,26.5,6.281,0.237,3.087,13,5,0.92,0.183,Control
625,220905_16,E33_F_6month_Control,G,Probe_D8,1,MWM_150,9/19/22,60,15.434,0.257,10.8,3.263,0.301,13.9,2.842,0.204,10.9,3.122,0.287,24.4,6.207,0.255,5.565,18.7,8,1.299,0.162,Control
626,220905_17,E33_F_6month_Control,G,Probe_D8,1,MWM_150,9/19/22,60,15.592,0.26,22.9,5.936,0.259,13.5,3.49,0.258,15,3.884,0.259,8.6,2.282,0.266,,,2.1,0.476,0.227,Control
627,220905_18,E4HN_M_6month_Control,D,Probe_D8,1,MWM_150,9/19/22,60,13.42,0.224,15.9,3.339,0.21,13.7,3.104,0.227,13.4,2.882,0.216,16.9,4.095,0.242,,,22.8,4.444,0.195,Control
628,220905_19,E4HN_M_6month_Control,D,Probe_D8,1,MWM_150,9/19/22,60,12.818,0.214,16.7,3.093,0.186,7.8,1.895,0.242,11.6,2.662,0.229,23.9,5.168,0.217,1.456,9.3,8.1,0.982,0.121,Control
629,220905_20,E4HN_M_6month_Control,D,Probe_D8,1,MWM_150,9/19/22,60,7.408,0.123,24.6,2.457,0.1,7.7,0.783,0.102,6.3,1.331,0.212,21.4,2.837,0.133,1.99,26.1,3.5,0.18,0.051,Control
630,220905_21,E44_F_6month_Control,H,Probe_D8,1,MWM_150,9/19/22,60,13.461,0.224,7.3,1.723,0.236,3.2,0.741,0.229,22,5.228,0.238,27.5,5.768,0.21,4.698,21,3.4,0.391,0.115,Control
631,220905_22,E44_F_6month_Control,H,Probe_D8,1,MWM_150,9/19/22,60,12.397,0.207,17.1,3.554,0.208,15.6,3.306,0.211,12.9,2.963,0.229,14.3,2.574,0.18,,,0.5,0.091,0.182,Control
632,220905_23,E44_M_6month_Control,F,Probe_D8,1,MWM_150,9/19/22,60,11.63,0.194,11.2,2.136,0.191,11,2.332,0.212,10.1,2.142,0.211,27.7,5.02,0.181,3.279,20.4,0,0,,Control
633,220905_24,E44_M_6month_Control,F,Probe_D8,1,MWM_150,9/19/22,60,10.827,0.18,11.6,2.274,0.197,11.6,2.027,0.175,14.2,2.711,0.19,22.6,3.815,0.169,10.572,58.4,5.5,1.051,0.19,Control
634,220905_25,E44_M_6month_Control,F,Probe_D8,1,MWM_150,9/19/22,60,13.532,0.226,13.9,2.981,0.215,16.1,3.515,0.219,4.5,1.346,0.297,25.5,5.691,0.223,2.181,9.5,4.4,0.664,0.15,Control
635,220905_26,E3HN_F_6month_Control,E,Probe_D8,1,MWM_150,9/19/22,60,15.289,0.255,18,4.455,0.247,12.6,3.255,0.258,15,4.137,0.275,14.3,3.442,0.24,3.614,13.6,6.2,1.131,0.181,Control
636,220905_27,E3HN_F_6month_Control,E,Probe_D8,1,MWM_150,9/19/22,60,12.789,0.213,2.8,0.63,0.228,14.2,3.224,0.227,5,1.041,0.208,38,7.894,0.208,4.576,21.5,1.7,0.383,0.23,Control
637,220905_28,E3HN_F_6month_Control,E,Probe_D8,1,MWM_150,9/19/22,60,12.776,0.213,16.1,3.206,0.199,6.6,1.315,0.198,18.4,4.25,0.231,18.8,3.959,0.21,11.167,52,7.1,0.799,0.113,Control
638,220905_29,E3HN_F_6month_Control,E,Probe_D8,1,MWM_150,9/19/22,60,12.773,0.213,9.3,2.124,0.228,8.3,1.423,0.172,26.4,5.967,0.226,16.1,3.258,0.203,3.904,17.9,14,1.866,0.133,Control
