Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration,Distance,Mean speed,NE : time,NE : distance,NE : average speed,NW : time,NW : distance,NW : average speed,SE : time,SE : distance,SE : average speed,SW : time,SW : distance,SW : average speed,Island : distance to first entry,Island : latency to first entry,Thigmitaxis : time,Thigmitaxis : distance,Thigmitaxis : average speed,Diet
442,210112_11,E4HN_M,F,Day5,1,MWM_150,4/23/21,6.3,1.036,0.165,0,0,,0.7,0.05,0.075,0.1,0.264,1.984,4.9,0.722,0.147,0.24,2.2,0.6,0,0,HFD
443,210112_12,E4HN_M,F,Day5,1,MWM_150,4/23/21,7.5,1.228,0.163,0,0,,0.8,0.09,0.108,0,0.066,1.996,5.8,1.072,0.186,0.499,3.5,0.9,0,0,HFD
444,210112_13,E4HN_F,D,Day5,1,MWM_150,4/23/21,23.7,3.712,0.157,0.6,0.085,0.142,7.3,1.64,0.224,0,0,,14.2,1.792,0.126,3.676,19.6,1.5,0.195,0.127,Control
445,210112_14,E4HN_F,D,Day5,1,MWM_150,4/23/21,5.6,0.22,0.04,0,0,,0,0,,0,0,,5.6,0.22,0.04,0.114,1.5,0,0,,Control
446,210112_15,E4HN_F,D,Day5,1,MWM_150,4/23/21,9.2,1.017,0.111,0,0,,0.9,0.157,0.168,0.3,0.088,0.331,8,0.773,0.097,0.945,5.1,0,0,,Control
447,210112_16,E4HN_F,D,Day5,1,MWM_150,4/23/21,14.3,1.855,0.13,0,0,,2.3,0.35,0.152,1.2,0.201,0.163,10.7,1.304,0.121,1.784,10.2,0,0,,Control
448,210112_17,E4HN_F,D,Day5,1,MWM_150,4/23/21,8.4,1.757,0.21,0,0,,0,0,,0.2,0.377,1.613,8,1.204,0.151,0.799,4.3,0.1,0.176,1.322,Control
449,210112_18,E3HN_M,C,Day5,1,MWM_150,4/23/21,14.5,1.475,0.101,0,0,,0,0,,1.3,0.165,0.127,13.2,1.31,0.099,1.435,10.5,0,0,,HFD
450,210112_19,E3HN_M,C,Day5,1,MWM_150,4/23/21,60,10.629,0.177,2.5,0.58,0.235,0.9,0.184,0.212,13.4,2.249,0.168,17.7,3.737,0.211,,,25.5,3.88,0.152,HFD
451,210112_20,E3HN_M,C,Day5,1,MWM_150,4/23/21,31.9,6.198,0.194,0.3,0.066,0.248,7.4,1.357,0.184,4.2,0.886,0.211,17.2,3.221,0.187,5.534,27.9,2.9,0.669,0.233,HFD
452,210112_21,E3HN_F,E,Day5,1,MWM_150,4/23/21,16.6,2.269,0.137,0,0,,9.7,1.21,0.124,1.1,0.078,0.072,5.8,0.98,0.17,1.681,12.5,0,0,,HFD
453,210112_23,E3HN_F,E,Day5,1,MWM_150,4/23/21,10.8,1.544,0.142,0,0,,0,0,,5.6,0.708,0.126,5.2,0.836,0.16,0.997,6.8,0,0,,HFD
454,210112_24,E3HN_F,E,Day5,1,MWM_150,4/23/21,7.7,1.352,0.175,0,0,,0,0,,0,0,,6.4,1.267,0.197,0.577,3.7,1.3,0.086,0.065,HFD
455,210112_25,E44_M,A,Day5,1,MWM_150,4/23/21,38.3,5.702,0.149,6.7,1.123,0.168,12.3,1.999,0.162,5.7,0.933,0.164,13.6,1.647,0.121,5.625,34.2,0,0,,HFD
456,210112_26,E44_M,A,Day5,1,MWM_150,4/23/21,5.7,0.289,0.051,0,0,,0,0,,0,0,,5.7,0.289,0.051,0.174,1.6,0,0,,HFD
457,210112_27,E44_F,B,Day5,1,MWM_150,4/23/21,6.1,0.797,0.131,0,0,,0,0,,0,0,,5.6,0.797,0.141,0.19,2,0.5,0,0,HFD
458,210112_28,E44_F,B,Day5,1,MWM_150,4/23/21,5.2,0.434,0.084,0,0,,0,0,,0,0,,5.2,0.434,0.084,0.126,1.1,0,0,,HFD
459,210112_29,E44_F,B,Day5,1,MWM_150,4/23/21,8.9,1.055,0.119,0,0,,0,0,,1.2,0.161,0.135,7.3,0.894,0.122,0.66,4.8,0.4,0,0,HFD
460,210112_1,E4HN_F,D,Day5,2,MWM_150,4/23/21,9.6,0.98,0.102,0,0,,0,0,,3.4,0.518,0.15,6.2,0.462,0.075,0.903,5.5,0,0,,HFD
461,210112_2,E4HN_F,D,Day5,2,MWM_150,4/23/21,9.6,1.609,0.167,0,0,,0,0,,3.7,0.378,0.102,5.6,1.231,0.222,0.724,5.6,0.4,0,0,HFD
462,210112_4,E4HN_F,D,Day5,2,MWM_150,4/23/21,9.9,1.064,0.107,0,0,,0,0,,2.6,0.409,0.157,7.3,0.655,0.089,0.819,5.9,0,0,,HFD
463,210112_5,E4HN_M,F,Day5,2,MWM_150,4/23/21,16.7,2.723,0.163,0,0,,1.4,0.164,0.117,6.4,1.042,0.164,8.9,1.517,0.17,2.172,12.6,0,0,,Control
464,210112_6,E4HN_M,F,Day5,2,MWM_150,4/23/21,21.5,3.046,0.142,0,0,,1.2,0.257,0.214,7,0.897,0.128,13.3,1.892,0.142,2.552,17.4,0,0,,Control
465,210112_7,E4HN_M,F,Day5,2,MWM_150,4/23/21,11.7,2.044,0.174,0,0,,1.3,0.16,0.123,1.8,0.235,0.133,8.7,1.649,0.19,1.19,7.7,0,0,,Control
466,210112_8,E4HN_M,F,Day5,2,MWM_150,4/23/21,26.7,2.627,0.099,0,0,,0.9,0.185,0.198,12.2,0.647,0.053,13.5,1.795,0.133,2.451,22.6,0,0,,Control
467,210112_9,E4HN_M,F,Day5,2,MWM_150,4/23/21,7.9,0.766,0.097,0,0,,0,0,,2.8,0.456,0.161,5.1,0.31,0.061,0.689,3.8,0,0,,HFD
468,210112_10,E4HN_M,F,Day5,2,MWM_150,4/23/21,10.5,1.133,0.108,0,0,,0,0,,4.9,0.774,0.157,5.5,0.359,0.065,1.045,6.4,0,0,,HFD
469,210112_11,E4HN_M,F,Day5,2,MWM_150,4/23/21,16.2,1.537,0.095,0,0,,0,0,,9.1,1.09,0.12,7.1,0.447,0.063,1.454,12.1,0,0,,HFD
470,210112_12,E4HN_M,F,Day5,2,MWM_150,4/23/21,9.8,0.83,0.085,1.3,0.204,0.157,0,0,,2.5,0.3,0.119,6,0.326,0.054,0.788,5.7,0,0,,HFD
471,210112_13,E4HN_F,D,Day5,2,MWM_150,4/23/21,44,7.178,0.163,2.3,0.639,0.278,3.5,0.817,0.231,10.7,2.21,0.206,23,3.093,0.135,7.144,39.9,4.5,0.419,0.094,Control
472,210112_14,E4HN_F,D,Day5,2,MWM_150,4/23/21,23.5,3.135,0.133,0,0,,0.7,0.098,0.146,7.1,1.002,0.141,15.8,2.035,0.129,3.091,19.5,0,0,,Control
473,210112_15,E4HN_F,D,Day5,2,MWM_150,4/23/21,9.4,1.25,0.133,0,0,,0,0,,4.1,0.928,0.226,5.3,0.322,0.061,1.216,5.3,0,0,,Control
474,210112_16,E4HN_F,D,Day5,2,MWM_150,4/23/21,15.8,1.755,0.111,0,0,,0,0,,7.8,1.032,0.133,8,0.723,0.09,1.755,11.8,0,0,,Control
475,210112_17,E4HN_F,D,Day5,2,MWM_150,4/23/21,11.4,1.647,0.145,0,0,,0,0,,2.7,0.499,0.187,8.7,1.148,0.132,1.546,7.3,0,0,,Control
476,210112_18,E3HN_M,C,Day5,2,MWM_150,4/23/21,11.5,1.011,0.088,0,0,,0,0,,4.2,0.605,0.145,7.3,0.406,0.056,0.934,7.4,0,0,,HFD
477,210112_19,E3HN_M,C,Day5,2,MWM_150,4/23/21,16.5,2.44,0.148,0,0,,0,0,,4.6,0.695,0.151,8.2,1.312,0.16,1.955,12.4,3.7,0.433,0.118,HFD
478,210112_20,E3HN_M,C,Day5,2,MWM_150,4/23/21,14.1,1.49,0.106,0,0,,0,0,,7.1,0.822,0.115,6.9,0.668,0.097,1.451,10,0,0,,HFD
479,210112_21,E3HN_F,E,Day5,2,MWM_150,4/23/21,13.5,1.424,0.106,0,0,,0,0,,5.7,0.823,0.145,7.8,0.601,0.077,1.336,9.5,0,0,,HFD
480,210112_23,E3HN_F,E,Day5,2,MWM_150,4/23/21,13.4,1.432,0.107,0,0,,0,0,,3.2,0.454,0.143,8.9,0.771,0.087,1.362,9.3,1.4,0.207,0.151,HFD
481,210112_24,E3HN_F,E,Day5,2,MWM_150,4/23/21,11,1.228,0.112,0,0,,0,0,,2.6,0.496,0.19,8.4,0.732,0.088,1.19,6.9,0,0,,HFD
482,210112_25,E44_M,A,Day5,2,MWM_150,4/23/21,12.7,1.201,0.095,0,0,,0,0,,6.2,0.786,0.127,6.5,0.415,0.064,1.085,8.6,0,0,,HFD
483,210112_26,E44_M,A,Day5,2,MWM_150,4/23/21,42.9,6.976,0.163,0,0,,0,0,,20.8,4.036,0.194,17,2.622,0.154,6.892,38.8,5.1,0.318,0.062,HFD
484,210112_27,E44_F,B,Day5,2,MWM_150,4/23/21,10.2,1.094,0.107,0,0,,0,0,,4,0.664,0.167,5.8,0.379,0.066,0.969,6.2,0.5,0.051,0.109,HFD
485,210112_28,E44_F,B,Day5,2,MWM_150,4/23/21,60,9.672,0.161,11.3,1.952,0.173,9.3,1.724,0.185,18,2.914,0.162,12.9,2.358,0.183,,,8.6,0.724,0.085,HFD
486,210112_29,E44_F,B,Day5,2,MWM_150,4/23/21,15.1,2.622,0.174,0,0,,0.7,0.075,0.113,3.8,0.67,0.178,10.6,1.876,0.177,1.98,11,0,0,,HFD
487,210112_1,E4HN_F,D,Day5,3,MWM_150,4/23/21,17,1.379,0.081,0,0,,11.4,1.098,0.096,0,0,,5.6,0.281,0.051,1.339,12.9,0,0,,HFD
488,210112_2,E4HN_F,D,Day5,3,MWM_150,4/23/21,8.8,0.605,0.069,0,0,,3.1,0.318,0.102,0,0,,5.7,0.287,0.051,0.552,4.7,0,0,,HFD
489,210112_4,E4HN_F,D,Day5,3,MWM_150,4/23/21,16.9,1.387,0.082,0,0,,9.3,0.996,0.107,0,0,,7.6,0.392,0.052,1.319,12.8,0,0,,HFD
490,210112_5,E4HN_M,F,Day5,3,MWM_150,4/23/21,17.3,1.253,0.072,0,0,,12.1,0.94,0.078,0,0,,5.3,0.313,0.059,1.219,13.3,0,0,,Control
491,210112_6,E4HN_M,F,Day5,3,MWM_150,4/23/21,22.2,3.285,0.148,1.1,0.097,0.088,8,1.081,0.135,3.3,0.502,0.151,9.4,1.541,0.165,2.655,18.1,0.4,0.064,0.159,Control
492,210112_7,E4HN_M,F,Day5,3,MWM_150,4/23/21,10.1,0.562,0.056,0,0,,4.9,0.334,0.068,0,0,,5.2,0.228,0.044,0.525,6,0,0,,Control
493,210112_8,E4HN_M,F,Day5,3,MWM_150,4/23/21,37.6,6.252,0.166,2.8,0.591,0.213,8.7,1.048,0.12,8.9,1.729,0.195,15.3,2.552,0.166,6.206,33.6,1.9,0.333,0.175,Control
494,210112_9,E4HN_M,F,Day5,3,MWM_150,4/23/21,18.8,2.589,0.138,0,0,,6.7,1.036,0.154,1.1,0.092,0.082,10.9,1.461,0.134,2.501,14.7,0,0,,HFD
495,210112_10,E4HN_M,F,Day5,3,MWM_150,4/23/21,15,2.244,0.15,0,0,,3.7,0.622,0.169,0,0,,11.2,1.579,0.141,1.828,11,0.1,0.042,0.366,HFD
496,210112_11,E4HN_M,F,Day5,3,MWM_150,4/23/21,17.2,1.919,0.112,4.5,0.699,0.154,4.7,0.473,0.1,1.8,0.418,0.236,6.1,0.329,0.054,1.875,13.1,0,0,,HFD
497,210112_12,E4HN_M,F,Day5,3,MWM_150,4/23/21,6.8,0.347,0.051,0,0,,1.2,0.131,0.108,0,0,,5.6,0.216,0.039,0.31,2.7,0,0,,HFD
498,210112_13,E4HN_F,D,Day5,3,MWM_150,4/23/21,7.7,0.823,0.107,0,0,,1.1,0.196,0.186,0,0,,6.6,0.627,0.095,0.753,3.6,0,0,,Control
499,210112_14,E4HN_F,D,Day5,3,MWM_150,4/23/21,16,1.271,0.08,0,0,,6.8,0.654,0.097,0,0,,9.2,0.616,0.067,1.235,11.9,0,0,,Control
500,210112_15,E4HN_F,D,Day5,3,MWM_150,4/23/21,12.2,1.569,0.129,0,0,,2.5,0.517,0.207,0,0,,8.3,0.779,0.094,1.533,8.1,1.4,0.274,0.191,Control
501,210112_16,E4HN_F,D,Day5,3,MWM_150,4/23/21,8.7,0.67,0.077,0,0,,3.1,0.375,0.122,0,0,,5.6,0.295,0.053,0.634,4.6,0,0,,Control
502,210112_17,E4HN_F,D,Day5,3,MWM_150,4/23/21,17.2,2.042,0.119,0,0,,4.9,0.871,0.178,0,0,,11.9,1.132,0.095,2.006,13.1,0.5,0.039,0.084,Control
503,210112_18,E3HN_M,C,Day5,3,MWM_150,4/23/21,16.3,1.781,0.11,0,0,,6.5,0.963,0.147,0,0,,9.7,0.818,0.084,1.735,12.2,0,0,,HFD
504,210112_19,E3HN_M,C,Day5,3,MWM_150,4/23/21,9.4,1.017,0.108,0,0,,2,0.372,0.185,0,0,,6,0.424,0.071,0.975,5.3,1.4,0.221,0.157,HFD
505,210112_20,E3HN_M,C,Day5,3,MWM_150,4/23/21,39.5,7.58,0.192,0.9,0.217,0.241,7.7,1.487,0.193,8.2,1.843,0.225,21.9,3.906,0.178,7.54,35.4,0.8,0.127,0.159,HFD
506,210112_21,E3HN_F,E,Day5,3,MWM_150,4/23/21,9.4,0.709,0.076,0,0,,3.2,0.412,0.127,0,0,,6.1,0.297,0.048,0.709,5.3,0,0,,HFD
507,210112_23,E3HN_F,E,Day5,3,MWM_150,4/23/21,16.7,2.096,0.125,2.3,0.406,0.176,4,0.523,0.13,3.2,0.609,0.188,7.2,0.558,0.078,2.057,12.7,0,0,,HFD
508,210112_24,E3HN_F,E,Day5,3,MWM_150,4/23/21,33,5.151,0.156,0,0,,19.2,3.369,0.175,0,0,,11.8,1.494,0.127,5.108,29,2.1,0.287,0.139,HFD
509,210112_25,E44_M,A,Day5,3,MWM_150,4/23/21,49.1,5.949,0.121,0.5,0.123,0.231,13.5,1.611,0.119,3.1,0.357,0.114,30.5,3.625,0.119,5.913,45,1.3,0.233,0.179,HFD
510,210112_26,E44_M,A,Day5,3,MWM_150,4/23/21,8.8,0.732,0.083,0,0,,2.9,0.388,0.132,0,0,,5.9,0.344,0.059,0.694,4.8,0,0,,HFD
511,210112_27,E44_F,B,Day5,3,MWM_150,4/23/21,12.6,1.292,0.103,0,0,,1.7,0.281,0.165,1.3,0.123,0.095,9.6,0.887,0.093,1.292,8.5,0,0,,HFD
512,210112_28,E44_F,B,Day5,3,MWM_150,4/23/21,28.1,3.28,0.117,0.9,0.171,0.183,4.4,0.374,0.084,5,0.897,0.181,15.9,1.631,0.102,3.246,24,1.8,0.206,0.113,HFD
513,210112_29,E44_F,B,Day5,3,MWM_150,4/23/21,5.8,0.376,0.065,0,0,,1,0.157,0.16,0,0,,4.8,0.219,0.045,0.339,1.8,0,0,,HFD
514,210112_1,E4HN_F,D,Day5,4,MWM_150,4/23/21,20.6,2.531,0.123,5,0.49,0.097,0.5,0.116,0.232,5.8,0.924,0.159,9.3,1,0.108,2.531,16.5,0,0,,HFD
515,210112_2,E4HN_F,D,Day5,4,MWM_150,4/23/21,14.4,1.279,0.089,4.7,0.61,0.129,1,0.145,0.15,0,0,,8.7,0.524,0.06,1.237,10.3,0,0,,HFD
516,210112_4,E4HN_F,D,Day5,4,MWM_150,4/23/21,22.1,2.646,0.12,8.8,1.081,0.124,0,0,,3.4,0.566,0.168,10,1,0.1,2.608,18.1,0,0,,HFD
517,210112_5,E4HN_M,F,Day5,4,MWM_150,4/23/21,9.2,1.108,0.121,2.8,0.422,0.152,0,0,,1.3,0.404,0.311,5.1,0.282,0.055,1.072,5.1,0,0,,Control
518,210112_6,E4HN_M,F,Day5,4,MWM_150,4/23/21,25.8,3.282,0.127,3.7,0.415,0.111,0.3,0.038,0.115,5,1.009,0.203,10.9,1.183,0.109,3.246,21.7,5.9,0.636,0.108,Control
519,210112_7,E4HN_M,F,Day5,4,MWM_150,4/23/21,10.8,0.988,0.092,4.6,0.526,0.114,0,0,,0.5,0.149,0.279,5.7,0.313,0.055,0.988,6.7,0,0,,Control
520,210112_8,E4HN_M,F,Day5,4,MWM_150,4/23/21,16.5,1.186,0.072,10.5,0.787,0.075,0,0,,0.5,0.116,0.233,5.5,0.282,0.052,1.152,12.4,0,0,,Control
521,210112_9,E4HN_M,F,Day5,4,MWM_150,4/23/21,14.3,2.22,0.156,4.6,0.883,0.192,0.9,0.084,0.097,2.8,0.337,0.119,5.6,0.857,0.154,1.733,10.2,0.4,0.059,0.151,HFD
522,210112_10,E4HN_M,F,Day5,4,MWM_150,4/23/21,11.8,1.2,0.101,4.8,0.666,0.138,1.1,0.225,0.199,0,0,,5.9,0.308,0.052,1.158,7.8,0,0,,HFD
523,210112_11,E4HN_M,F,Day5,4,MWM_150,4/23/21,14.7,1.401,0.095,4,0.375,0.093,0,0,,4.1,0.597,0.147,6.6,0.429,0.065,1.354,10.7,0,0,,HFD
524,210112_12,E4HN_M,F,Day5,4,MWM_150,4/23/21,16.3,1.783,0.109,6.3,0.679,0.108,1.6,0.088,0.054,0.7,0.091,0.136,7.6,0.926,0.121,1.227,12.3,0.1,0,0,HFD
525,210112_13,E4HN_F,D,Day5,4,MWM_150,4/23/21,17.2,3.391,0.197,1,0.168,0.169,0,0,,9.9,1.868,0.189,5.9,0.873,0.148,1.952,13.1,0.4,0.483,1.207,Control
526,210112_14,E4HN_F,D,Day5,4,MWM_150,4/23/21,13.8,1.684,0.122,5.5,0.524,0.095,2.4,0.251,0.106,0,0,,4.9,0.908,0.187,1.119,9.8,1.1,0,0,Control
527,210112_15,E4HN_F,D,Day5,4,MWM_150,4/23/21,52.5,9.724,0.185,1,0.178,0.175,10.1,2.06,0.205,4.2,0.884,0.209,30.5,5.37,0.176,9.69,48.5,6.7,1.232,0.185,Control
528,210112_16,E4HN_F,D,Day5,4,MWM_150,4/23/21,13.3,1.613,0.122,2.8,0.462,0.168,0,0,,2.9,0.521,0.18,7.6,0.63,0.083,1.576,9.2,0,0,,Control
529,210112_17,E4HN_F,D,Day5,4,MWM_150,4/23/21,21.5,3.583,0.167,4,0.654,0.164,2.9,0.696,0.237,3.1,0.647,0.209,11.5,1.587,0.138,3.337,17.5,0,0,,Control
530,210112_18,E3HN_M,C,Day5,4,MWM_150,4/23/21,27.9,4.795,0.172,11,2.037,0.185,7.5,1.419,0.188,3.3,0.686,0.206,6,0.653,0.108,4.59,23.9,0,0,,HFD
531,210112_19,E3HN_M,C,Day5,4,MWM_150,4/23/21,60,11.207,0.187,7.7,1.371,0.177,3.8,0.732,0.194,8.4,1.651,0.197,16.2,3.39,0.209,,,23.9,4.062,0.17,HFD
532,210112_20,E3HN_M,C,Day5,4,MWM_150,4/23/21,18,3.521,0.195,6.4,1.031,0.162,2.5,0.703,0.277,3.3,0.821,0.249,4.9,0.966,0.196,2.814,13.9,0.9,0,0,HFD
533,210112_21,E3HN_F,E,Day5,4,MWM_150,4/23/21,14.5,1.908,0.132,3.8,0.448,0.12,5.2,0.721,0.139,0,0,,5.5,0.738,0.134,1.373,10.5,0,0,,HFD
534,210112_23,E3HN_F,E,Day5,4,MWM_150,4/23/21,12.8,1.887,0.147,4.5,0.63,0.14,0.7,0.106,0.16,1.4,0.056,0.042,4.6,0.902,0.196,1.231,8.8,1.7,0.191,0.113,HFD
535,210112_24,E3HN_F,E,Day5,4,MWM_150,4/23/21,16.1,1.81,0.112,1.4,0.198,0.145,0.4,0.101,0.233,5.9,0.461,0.078,8.4,1.05,0.125,1.592,12,0,0,,HFD
536,210112_25,E44_M,A,Day5,4,MWM_150,4/23/21,16.4,1.835,0.112,2.1,0.282,0.134,3.3,0.563,0.172,3.1,0.451,0.144,7.9,0.539,0.068,1.746,12.3,0,0,,HFD
537,210112_26,E44_M,A,Day5,4,MWM_150,4/23/21,51.6,9.69,0.188,8.4,1.268,0.151,2.8,0.672,0.24,14.4,3.209,0.223,19.2,3.45,0.179,8.935,47.5,6.8,1.091,0.16,HFD
538,210112_27,E44_F,B,Day5,4,MWM_150,4/23/21,11.4,1.898,0.167,1.9,0.31,0.166,0,0,,1.4,0.339,0.242,8.1,1.248,0.154,1.288,7.3,0,0,,HFD
539,210112_28,E44_F,B,Day5,4,MWM_150,4/23/21,48.3,7.302,0.151,16.9,2.029,0.12,10.8,1.841,0.171,4.1,0.881,0.217,13.8,2.263,0.164,6.719,44.2,2.8,0.287,0.104,HFD
540,210112_29,E44_F,B,Day5,4,MWM_150,4/23/21,11.2,2.193,0.196,2.2,0.406,0.187,0,0,,3.6,0.876,0.246,4.4,0.854,0.194,1.541,7.1,1,0.057,0.054,HFD
541,210112_1,E4HN_F,D,Probe_D5,1,MWM_150,4/23/21,60,11.095,0.185,4.7,1.025,0.216,10,1.816,0.181,10.3,2.135,0.207,24.4,4.198,0.172,2.289,13.3,10.5,1.922,0.184,HFD
542,210112_2,E4HN_F,D,Probe_D5,1,MWM_150,4/23/21,60,9.843,0.164,10.8,1.54,0.142,8.4,1.856,0.22,4.1,0.778,0.19,28.1,4.733,0.168,1.377,10.6,8.5,0.935,0.11,HFD
543,210112_4,E4HN_F,D,Probe_D5,1,MWM_150,4/23/21,60,10.68,0.178,8.3,1.469,0.177,4.3,0.882,0.205,16,2.818,0.177,22.1,4.374,0.198,2.237,12.4,9.3,1.137,0.122,HFD
544,210112_5,E4HN_M,F,Probe_D5,1,MWM_150,4/23/21,60,11.154,0.186,5.1,0.732,0.144,3.2,0.457,0.141,12.8,2.814,0.22,32,6.307,0.197,2.036,11.1,6.9,0.844,0.122,Control
545,210112_6,E4HN_M,F,Probe_D5,1,MWM_150,4/23/21,60,8.249,0.137,12.6,0.833,0.066,3,0.541,0.18,17,2.407,0.142,26.3,4.297,0.164,1.509,15.8,1.2,0.171,0.147,Control
546,210112_7,E4HN_M,F,Probe_D5,1,MWM_150,4/23/21,60,12.154,0.203,8.6,1.535,0.178,7.8,1.607,0.205,13.1,3.02,0.23,30.4,5.992,0.197,1.419,9.7,0,0,,Control
547,210112_8,E4HN_M,F,Probe_D5,1,MWM_150,4/23/21,60,10.939,0.182,11.4,2.227,0.196,20.1,4.349,0.216,3.8,0.851,0.224,15.7,2.975,0.19,1.462,13.7,9.1,0.537,0.059,Control
548,210112_9,E4HN_M,F,Probe_D5,1,MWM_150,4/23/21,60,11.726,0.195,3.1,0.425,0.139,13.6,2.554,0.188,13.8,2.751,0.2,24.8,5.421,0.218,3.326,19.3,4.7,0.575,0.122,HFD
549,210112_10,E4HN_M,F,Probe_D5,1,MWM_150,4/23/21,60,9.429,0.157,6,0.826,0.138,3.7,0.743,0.201,16.5,2.449,0.148,33.8,5.411,0.16,1.852,12.3,0,0,,HFD
550,210112_11,E4HN_M,F,Probe_D5,1,MWM_150,4/23/21,60,9.8,0.163,12,1.635,0.136,12,1.867,0.156,12.6,2.455,0.195,13.5,2.595,0.193,4.935,33.9,10,1.248,0.125,HFD
551,210112_12,E4HN_M,F,Probe_D5,1,MWM_150,4/23/21,60,8.895,0.148,6.3,0.671,0.106,3.2,0.619,0.196,9,1.259,0.14,36.6,5.769,0.158,1.114,10.8,5,0.577,0.116,HFD
552,210112_13,E4HN_F,D,Probe_D5,1,MWM_150,4/23/21,60,11.305,0.188,5.5,1.413,0.256,10.3,2.065,0.201,3.2,0.771,0.238,38.5,6.689,0.174,4.914,24.1,2.4,0.367,0.151,Control
553,210112_14,E4HN_F,D,Probe_D5,1,MWM_150,4/23/21,60,10.721,0.179,10.8,1.715,0.159,8.1,1.437,0.178,8.8,1.715,0.195,20.1,3.799,0.189,1.43,9.5,12.2,2.055,0.168,Control
554,210112_15,E4HN_F,D,Probe_D5,1,MWM_150,4/23/21,60,12.263,0.204,7,1.348,0.194,13.8,2.81,0.203,2.5,0.469,0.185,24.6,5.102,0.207,8.789,43.8,12,2.534,0.211,Control
555,210112_16,E4HN_F,D,Probe_D5,1,MWM_150,4/23/21,60,11.073,0.185,6.6,1.308,0.197,7.5,1.573,0.211,16.3,3.046,0.187,27.8,4.832,0.174,1.133,7.1,1.8,0.315,0.175,Control
556,210112_17,E4HN_F,D,Probe_D5,1,MWM_150,4/23/21,60,9.174,0.153,5,0.923,0.183,8.6,1.026,0.12,7.8,1.624,0.208,34.1,5.283,0.155,4.603,30.6,4.5,0.319,0.071,Control
557,210112_18,E3HN_M,C,Probe_D5,1,MWM_150,4/23/21,60,11.758,0.196,18.8,3.236,0.172,12.4,2.989,0.241,10,2.067,0.207,14.5,2.807,0.194,2.429,16.3,4.3,0.658,0.152,HFD
558,210112_19,E3HN_M,C,Probe_D5,1,MWM_150,4/23/21,60,10.666,0.178,5.3,0.62,0.116,3.7,0.791,0.212,17.1,3.067,0.179,19.6,3.87,0.197,2.187,16.2,14.2,2.318,0.163,HFD
559,210112_20,E3HN_M,C,Probe_D5,1,MWM_150,4/23/21,60,12.246,0.204,5.9,1.029,0.175,10.1,2.4,0.238,9.6,1.793,0.188,27.9,5.828,0.209,1.088,7.5,6.6,1.195,0.182,HFD
560,210112_21,E3HN_F,E,Probe_D5,1,MWM_150,4/23/21,60,9.934,0.166,8.2,1.296,0.157,13.9,2.314,0.166,4.3,0.901,0.21,32.3,5.249,0.162,1.1,8.9,1.2,0.173,0.144,HFD
561,210112_23,E3HN_F,E,Probe_D5,1,MWM_150,4/23/21,60,9.983,0.166,4.7,0.731,0.157,9.8,1.744,0.179,9.1,1.619,0.178,35.8,5.753,0.161,0.806,5,0.7,0.137,0.196,HFD
562,210112_24,E3HN_F,E,Probe_D5,1,MWM_150,4/23/21,60,12.214,0.204,9.3,1.871,0.202,7.9,1.491,0.189,15.8,3.431,0.217,22.9,4.403,0.192,2.136,10.6,4.1,1.018,0.25,HFD
563,210112_25,E44_M,A,Probe_D5,1,MWM_150,4/23/21,60,9.21,0.154,7.6,0.691,0.09,24.4,3.973,0.163,3.1,0.481,0.155,23.8,4.031,0.17,2.484,22.2,1.1,0.034,0.032,HFD
564,210112_26,E44_M,A,Probe_D5,1,MWM_150,4/23/21,60,11.26,0.188,11.5,1.971,0.171,7.8,1.538,0.197,21.3,4.155,0.195,15.5,3.012,0.195,1.022,7.8,3.9,0.583,0.151,HFD
565,210112_27,E44_F,B,Probe_D5,1,MWM_150,4/23/21,60,9.258,0.154,9.1,1.407,0.155,4.6,0.629,0.137,17.3,2.798,0.162,26.6,4.206,0.158,0.809,5.7,2.4,0.218,0.092,HFD
566,210112_28,E44_F,B,Probe_D5,1,MWM_150,4/23/21,60,10.217,0.17,18.3,2.984,0.163,5.8,1.09,0.187,20.7,3.48,0.168,11.9,2.243,0.188,3.38,21.5,3.3,0.421,0.126,HFD
567,210112_29,E44_F,B,Probe_D5,1,MWM_150,4/23/21,60,12.245,0.204,10.1,1.986,0.197,11.6,2.562,0.221,12.3,2.429,0.197,22.6,4.624,0.205,2.594,14.4,3.5,0.644,0.186,HFD
568,210112_1,E4HN_F,D,Probe_D8,1,MWM_150,4/26/21,60,11.918,0.199,13.1,2.48,0.189,13.2,2.658,0.201,9.7,1.766,0.182,15.2,3.164,0.208,10.094,51.2,8.8,1.849,0.211,HFD
569,210112_2,E4HN_F,D,Probe_D8,1,MWM_150,4/26/21,60,10.366,0.173,9.8,1.387,0.142,8.3,1.595,0.192,4,0.696,0.173,26,4.256,0.163,1.942,15.6,11.8,2.432,0.205,HFD
570,210112_4,E4HN_F,D,Probe_D8,1,MWM_150,4/26/21,60,11.342,0.189,2.2,0.479,0.215,1.2,0.255,0.206,11.2,2.127,0.19,36.7,7.108,0.193,0.316,1.6,8.6,1.373,0.16,HFD
571,210112_5,E4HN_M,F,Probe_D8,1,MWM_150,4/26/21,60,13.153,0.219,6.7,1.408,0.21,3.3,0.583,0.178,19.3,4.474,0.232,23.5,5.489,0.234,1.573,8.4,7.3,1.2,0.164,Control
