Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration,Distance,Mean speed,NE : time,NE : distance,NE : average speed,NW : time,NW : distance,NW : average speed,SE : time,SE : distance,SE : average speed,SW : time,SW : distance,SW : average speed,Island : distance to first entry,Island : latency to first entry,Thigmitaxis : time,Thigmitaxis : distance,Thigmitaxis : average speed,Diet
1,221003_1,E22_F_12month_HFD,F,Day1,1,MWM_150,10/10/22,4.7,0.168,0.036,0,0,,0,0,,0,0,,4.7,0.168,0.036,0.088,0.7,0,0,,HFD
2,221003_2,E22_F_12month_HFD,F,Day1,1,MWM_150,10/10/22,60,10.42,0.174,33.7,5.942,0.176,15.9,2.326,0.146,7.8,1.611,0.207,2.7,0.541,0.203,,,46,7.693,0.167,HFD
3,221003_3,E22_F_12month_HFD,F,Day1,1,MWM_150,10/10/22,17.1,2.383,0.139,0,0,,0.9,0.203,0.233,1.3,0.15,0.113,14.9,2.03,0.136,1.704,13.1,2.1,0.207,0.1,HFD
4,221003_4,E22_F_12month_HFD,F,Day1,1,MWM_150,10/10/22,5,0.602,0.121,0,0,,0.8,0.147,0.194,0,0,,4.2,0.455,0.108,0.044,0.9,0,0,,HFD
5,221003_5,E22_M_12month_HFD,C,Day1,1,MWM_150,10/10/22,60,9.746,0.162,4.4,0.784,0.177,44.6,7.203,0.161,0,0,,11,1.759,0.16,,,32.8,4.587,0.14,HFD
6,221003_6,E22_M_12month_HFD,C,Day1,1,MWM_150,10/10/22,4.6,1.013,0.219,0,0,,0,0,,2.3,0.586,0.251,2.3,0.427,0.186,0.054,0.6,0,0,,HFD
7,221003_7,E22_M_12month_HFD,C,Day1,1,MWM_150,10/10/22,18.1,2.601,0.144,0.5,0.05,0.1,3.1,0.476,0.152,0.9,0.169,0.195,13.6,1.907,0.141,2.141,14,1.2,0.146,0.12,HFD
8,221003_8,E3HN_M_6month_Control,B,Day1,1,MWM_150,10/10/22,10.8,2.25,0.208,0,0,,1.8,0.36,0.2,1.7,0.386,0.227,7.3,1.503,0.206,1.615,6.8,0,0,,Control
9,221003_9,E3HN_M_6month_Control,B,Day1,1,MWM_150,10/10/22,60,10.442,0.174,22.8,3.686,0.162,24.6,4.472,0.182,6,1.018,0.169,6.6,1.265,0.192,,,30.8,4.526,0.147,Control
10,221003_10,E3HN_M_6month_Control,B,Day1,1,MWM_150,10/10/22,60,11.694,0.195,12.5,1.981,0.159,5.2,1.083,0.21,22,4.597,0.209,20.4,4.033,0.198,,,27.7,4.37,0.158,Control
11,221003_11,E3HN_F_6month_Control,E,Day1,1,MWM_150,10/10/22,9.2,1.542,0.168,0,0,,0,0,,0.9,0.156,0.174,8.3,1.385,0.168,0.909,5.1,0,0,,Control
12,221003_12,E3HN_F_6month_Control,E,Day1,1,MWM_150,10/10/22,60,12.528,0.209,6.7,1.651,0.246,19.8,3.974,0.201,12.6,3.211,0.256,20.9,3.692,0.176,,,23.4,3.287,0.14,Control
13,221003_13,E3HN_F_6month_Control,E,Day1,1,MWM_150,10/10/22,60,12.22,0.204,9.7,2.333,0.24,6.9,1.477,0.213,30.5,5.711,0.187,12.9,2.7,0.209,,,36.7,6.539,0.178,Control
14,221003_14,E3HN_F_6month_Control,E,Day1,1,MWM_150,10/10/22,7.1,1.36,0.193,0,0,,0.6,0.115,0.182,1.5,0.365,0.25,5,0.879,0.177,0.662,3,0,0,,Control
15,221003_15,E2HN_M_6month_Control,I,Day1,1,MWM_150,10/10/22,7.6,0.797,0.104,0,0,,0,0,,0,0,,7.6,0.797,0.104,0.638,3.6,0,0,,Control
16,221003_16,E2HN_M_6month_Control,I,Day1,1,MWM_150,10/10/22,8,1.538,0.192,0,0,,0,0,,0.4,0.097,0.224,7.6,1.44,0.19,1.023,3.9,0,0,,Control
17,221003_17,E2HN_M_6month_Control,I,Day1,1,MWM_150,10/10/22,5.7,1.035,0.182,0,0,,0.8,0.16,0.2,0,0,,4.9,0.875,0.18,0.317,1.6,0,0,,Control
18,221003_18,E2HN_M_6month_Control,I,Day1,1,MWM_150,10/10/22,7.8,0.822,0.105,0,0,,0,0,,0,0,,7.8,0.822,0.105,0.69,3.8,0,0,,Control
19,221003_19,E2HN_F_6month_Control,D,Day1,1,MWM_150,10/10/22,60,12.899,0.215,13.4,2.789,0.208,38.9,8.271,0.213,0,0,,7.7,1.839,0.239,,,22,4.12,0.188,Control
20,221003_20,E2HN_F_6month_Control,D,Day1,1,MWM_150,10/10/22,60,9.624,0.16,41.2,6.309,0.153,16.9,3.005,0.177,0,0,,1.8,0.31,0.169,,,34.2,4.755,0.139,Control
21,221003_21,E2HN_F_6month_Control,D,Day1,1,MWM_150,10/10/22,60,13.196,0.22,26.5,6.293,0.238,10.8,2.335,0.217,3.3,0.746,0.228,19.5,3.823,0.196,,,29.3,5.4,0.185,Control
22,221003_22,E33_M_6month_Control,G,Day1,1,MWM_150,10/10/22,60,12.498,0.208,24.9,5.107,0.205,8.5,1.8,0.212,23.8,4.909,0.206,2.8,0.683,0.247,,,32.1,6.379,0.199,Control
23,221003_23,E4HN_M_6month_Control,A,Day1,1,MWM_150,10/10/22,54.7,9.059,0.166,10.7,1.74,0.162,6.7,1.428,0.214,13.6,2.502,0.184,23.7,3.389,0.143,9.016,50.7,24.3,3.669,0.151,Control
24,221003_24,E4HN_M_6month_Control,A,Day1,1,MWM_150,10/10/22,60,13.424,0.224,6.1,1.521,0.249,3,0.727,0.245,37.5,7.633,0.204,13.4,3.543,0.264,,,27.3,5.013,0.183,Control
25,221003_25,E4HN_M_6month_Control,A,Day1,1,MWM_150,10/10/22,5.1,0.514,0.101,0,0,,0,0,,0,0,,5.1,0.514,0.101,0.285,1.1,0,0,,Control
26,221003_26,E4HN_F_6month_Control,H,Day1,1,MWM_150,10/10/22,21.3,2.791,0.131,0,0,,0.3,0,0,1.3,0.184,0.145,19.8,2.607,0.132,2.276,17.3,0.8,0.14,0.175,Control
27,221003_27,E4HN_F_6month_Control,H,Day1,1,MWM_150,10/10/22,12.6,2.338,0.186,0,0,,1.8,0.419,0.233,0,0,,10.8,1.919,0.178,1.951,8.5,0,0,,Control
28,221003_28,E4HN_F_6month_Control,H,Day1,1,MWM_150,10/10/22,60,13.489,0.225,25.2,5.475,0.217,9.5,1.868,0.197,17.5,4.277,0.244,7.8,1.87,0.24,13.337,59.2,32.6,6.907,0.212,Control
29,221003_29,E4HN_F_6month_Control,H,Day1,1,MWM_150,10/10/22,60,11.899,0.198,19.2,3.453,0.18,27.3,5.664,0.207,0.1,0,0,13.4,2.782,0.208,,,29.8,4.26,0.143,Control
30,221003_30,E4HN_F_6month_Control,H,Day1,1,MWM_150,10/10/22,60,11.705,0.195,32.8,6.346,0.194,0.6,0.163,0.257,25.5,4.918,0.193,1.1,0.279,0.262,,,32.4,5.671,0.175,Control
31,221003_1,E22_F_12month_HFD,F,Day1,2,MWM_150,10/10/22,60,10.216,0.17,41.2,6.567,0.16,6.7,1.114,0.166,11.8,2.433,0.207,0.4,0.101,0.277,,,35.8,5.192,0.145,HFD
32,221003_2,E22_F_12month_HFD,F,Day1,2,MWM_150,10/10/22,60,10.409,0.173,24.9,4.205,0.169,15,3.014,0.201,13.6,2.328,0.171,6.4,0.861,0.134,,,53,9.056,0.171,HFD
33,221003_3,E22_F_12month_HFD,F,Day1,2,MWM_150,10/10/22,60,8.475,0.141,43.9,6.041,0.138,16.1,2.435,0.151,0,0,,0,0,,,,50,6.415,0.128,HFD
34,221003_4,E22_F_12month_HFD,F,Day1,2,MWM_150,10/10/22,60,10.738,0.179,37.3,6.438,0.173,13,2.533,0.195,1.1,0.248,0.232,8.7,1.519,0.175,,,44.8,7.163,0.16,HFD
35,221003_5,E22_M_12month_HFD,C,Day1,2,MWM_150,10/10/22,60,11.787,0.196,27.6,4.919,0.178,17.7,3.19,0.181,9,2.189,0.242,5.7,1.489,0.26,,,42.5,8.214,0.193,HFD
36,221003_6,E22_M_12month_HFD,C,Day1,2,MWM_150,10/10/22,60,11.139,0.186,23.8,4.58,0.192,7.7,1.519,0.196,16.6,3.021,0.182,11.8,2.019,0.171,,,34.5,6.026,0.175,HFD
37,221003_7,E22_M_12month_HFD,C,Day1,2,MWM_150,10/10/22,60,10.224,0.17,11.2,2.109,0.188,34.6,5.907,0.171,3.4,0.683,0.199,10.8,1.525,0.141,,,19.7,2.636,0.134,HFD
38,221003_8,E3HN_M_6month_Control,B,Day1,2,MWM_150,10/10/22,25.3,4.764,0.188,12.8,2.555,0.2,5.6,1.375,0.247,0,0,,6.9,0.833,0.12,4.63,21.2,11.7,2.431,0.208,Control
39,221003_9,E3HN_M_6month_Control,B,Day1,2,MWM_150,10/10/22,60,8.939,0.149,35.2,4.383,0.124,4.1,0.93,0.225,15.3,2.459,0.16,5.3,1.168,0.22,,,33,5.204,0.158,Control
40,221003_10,E3HN_M_6month_Control,B,Day1,2,MWM_150,10/10/22,52.7,9.039,0.172,15.1,3.153,0.209,12.9,2.706,0.209,5.2,1.156,0.224,19.5,2.025,0.104,9.039,48.7,29.7,5.226,0.176,Control
41,221003_11,E3HN_F_6month_Control,E,Day1,2,MWM_150,10/10/22,40,8.113,0.203,16.2,2.624,0.162,10.6,2.208,0.209,3.8,1.049,0.276,9.4,2.232,0.237,7.479,36,20.8,3.87,0.186,Control
42,221003_12,E3HN_F_6month_Control,E,Day1,2,MWM_150,10/10/22,60,12.872,0.215,29.9,6.657,0.223,14.7,2.512,0.171,9.6,2.306,0.241,5.9,1.397,0.238,,,37.7,7.244,0.192,Control
43,221003_13,E3HN_F_6month_Control,E,Day1,2,MWM_150,10/10/22,60,13.1,0.218,27.7,6.506,0.235,18.2,3.935,0.216,3.5,0.425,0.123,10.6,2.233,0.211,,,25.3,4.894,0.194,Control
44,221003_14,E3HN_F_6month_Control,E,Day1,2,MWM_150,10/10/22,60,12.128,0.202,36,7.108,0.197,9.9,1.7,0.172,14.1,3.262,0.232,0.1,0.059,0.879,,,28.2,5.201,0.185,Control
45,221003_15,E2HN_M_6month_Control,I,Day1,2,MWM_150,10/10/22,60,11.797,0.197,29.6,5.464,0.184,16,3.233,0.202,8.6,1.793,0.209,5.8,1.306,0.226,,,24.8,3.86,0.156,Control
46,221003_16,E2HN_M_6month_Control,I,Day1,2,MWM_150,10/10/22,60,12.189,0.203,24.1,4.77,0.198,0,0,,35.9,7.418,0.207,0,0,,,,28.3,4.888,0.173,Control
47,221003_17,E2HN_M_6month_Control,I,Day1,2,MWM_150,10/10/22,60,12.069,0.201,30.3,5.688,0.188,22.7,4.915,0.216,5.9,1.228,0.208,1.1,0.238,0.216,,,27,5.041,0.187,Control
48,221003_18,E2HN_M_6month_Control,I,Day1,2,MWM_150,10/10/22,60,10.91,0.182,30.8,5.795,0.188,10.9,1.563,0.143,15.3,2.914,0.19,3,0.638,0.21,,,30.7,4.557,0.148,Control
49,221003_19,E2HN_F_6month_Control,D,Day1,2,MWM_150,10/10/22,60,11.154,0.186,34.4,6.099,0.177,0.4,0.108,0.27,22.1,4.53,0.205,3,0.417,0.137,,,38.1,6.217,0.163,Control
50,221003_20,E2HN_F_6month_Control,D,Day1,2,MWM_150,10/10/22,60,10.514,0.175,40.5,6.273,0.155,8.4,1.94,0.23,5.3,1.178,0.224,5.8,1.124,0.193,,,41.2,6.761,0.164,Control
51,221003_21,E2HN_F_6month_Control,D,Day1,2,MWM_150,10/10/22,60,14.733,0.246,19,4.085,0.215,8,2.134,0.268,18.5,4.592,0.249,14.6,3.922,0.269,,,43.1,10.216,0.237,Control
52,221003_22,E33_M_6month_Control,G,Day1,2,MWM_150,10/10/22,60,13.832,0.231,15,3.628,0.242,32.3,7.084,0.219,7.8,1.988,0.256,4.9,1.131,0.229,,,36.7,8.516,0.232,Control
53,221003_23,E4HN_M_6month_Control,A,Day1,2,MWM_150,10/10/22,27.1,4.074,0.15,8.4,1.409,0.167,0,0,,10.7,1.974,0.184,8,0.691,0.087,4.074,23.1,11.8,1.784,0.152,Control
54,221003_24,E4HN_M_6month_Control,A,Day1,2,MWM_150,10/10/22,60,13.106,0.218,22.2,4.507,0.203,5.8,1.062,0.184,19.4,4.713,0.243,12.7,2.824,0.223,,,33.9,6.892,0.204,Control
55,221003_25,E4HN_M_6month_Control,A,Day1,2,MWM_150,10/10/22,60,12.065,0.201,38.8,7.655,0.197,13.5,2.597,0.192,7.6,1.813,0.237,0,0,,,,35.9,6.71,0.187,Control
56,221003_26,E4HN_F_6month_Control,H,Day1,2,MWM_150,10/10/22,60,10.273,0.171,6.7,1.19,0.178,32.7,4.665,0.143,4.4,0.966,0.218,16.2,3.452,0.213,,,21.9,3.216,0.147,Control
57,221003_27,E4HN_F_6month_Control,H,Day1,2,MWM_150,10/10/22,60,10.732,0.179,15.3,2.71,0.177,4.3,1.002,0.231,23.7,3.903,0.165,16.6,3.117,0.187,,,35.4,5.561,0.157,Control
58,221003_28,E4HN_F_6month_Control,H,Day1,2,MWM_150,10/10/22,60,13.023,0.217,26.9,5.244,0.195,8.6,2.267,0.265,15.7,3.357,0.214,8.9,2.154,0.243,,,41,9.017,0.22,Control
59,221003_29,E4HN_F_6month_Control,H,Day1,2,MWM_150,10/10/22,40.4,7.943,0.197,8.6,1.737,0.201,4,1.134,0.281,14.9,2.736,0.184,12.8,2.336,0.183,7.788,36.3,18.7,4.39,0.234,Control
60,221003_30,E4HN_F_6month_Control,H,Day1,2,MWM_150,10/10/22,60,14.466,0.241,31.1,6.973,0.224,8,2.007,0.252,14.2,3.629,0.256,6.8,1.857,0.273,,,13.8,3.346,0.243,Control
61,221003_1,E22_F_12month_HFD,F,Day1,3,MWM_150,10/10/22,60,11.881,0.198,10.2,2.227,0.218,16.3,3.37,0.207,27.8,5.068,0.182,5.7,1.216,0.212,,,41.8,7.874,0.189,HFD
62,221003_2,E22_F_12month_HFD,F,Day1,3,MWM_150,10/10/22,60,14.058,0.234,14.1,3.275,0.232,19.2,4.581,0.238,18.8,4.038,0.215,7.9,2.164,0.274,,,34.6,7.687,0.222,HFD
63,221003_3,E22_F_12month_HFD,F,Day1,3,MWM_150,10/10/22,60,9.981,0.166,10.1,2.216,0.219,13.6,2.014,0.148,15.1,2.568,0.17,21.2,3.183,0.15,,,46.1,7.347,0.159,HFD
64,221003_4,E22_F_12month_HFD,F,Day1,3,MWM_150,10/10/22,60,11.873,0.198,8.3,1.841,0.222,26.9,5.025,0.187,7.6,1.915,0.253,17.2,3.091,0.179,,,44.8,8.298,0.185,HFD
65,221003_5,E22_M_12month_HFD,C,Day1,3,MWM_150,10/10/22,60,10.46,0.174,22.5,4.432,0.197,26.3,3.816,0.145,3.8,1.073,0.28,7.4,1.14,0.155,,,39.2,5.969,0.152,HFD
66,221003_6,E22_M_12month_HFD,C,Day1,3,MWM_150,10/10/22,60,10.336,0.172,24.7,3.866,0.157,7.3,0.862,0.119,23.3,4.615,0.198,4.8,0.993,0.207,,,30.8,4.954,0.161,HFD
67,221003_7,E22_M_12month_HFD,C,Day1,3,MWM_150,10/10/22,60,9.178,0.153,7,1.233,0.175,16.6,2.813,0.17,21.9,3.188,0.146,14.5,1.945,0.134,,,33.7,4.364,0.129,HFD
68,221003_8,E3HN_M_6month_Control,B,Day1,3,MWM_150,10/10/22,36.3,6.764,0.186,0.3,0.084,0.316,6,1.226,0.204,7,1.45,0.206,23,4.004,0.174,6.764,32.3,8.4,1.552,0.184,Control
69,221003_9,E3HN_M_6month_Control,B,Day1,3,MWM_150,10/10/22,60,7.605,0.127,24.6,2.93,0.119,25.9,2.473,0.095,6.1,1.235,0.201,3.4,0.967,0.287,,,40.6,4.638,0.114,Control
70,221003_10,E3HN_M_6month_Control,B,Day1,3,MWM_150,10/10/22,60,9.379,0.156,9.9,1.96,0.197,25.5,3.562,0.14,8.6,1.669,0.193,15.9,2.187,0.138,,,30.9,4.241,0.137,Control
71,221003_11,E3HN_F_6month_Control,E,Day1,3,MWM_150,10/10/22,37.1,7.266,0.196,3.4,0.871,0.259,22,4.04,0.183,4.5,0.948,0.212,7.2,1.407,0.195,6.658,33.1,4.9,0.884,0.179,Control
72,221003_12,E3HN_F_6month_Control,E,Day1,3,MWM_150,10/10/22,60,13.358,0.223,17.9,3.693,0.206,23.7,5.012,0.212,8.6,2.26,0.264,9.8,2.393,0.244,,,26.7,5.807,0.218,Control
73,221003_13,E3HN_F_6month_Control,E,Day1,3,MWM_150,10/10/22,60,11.768,0.196,28.4,5.376,0.189,25.9,5.249,0.202,1.5,0.147,0.098,4.1,0.995,0.241,,,24.4,3.815,0.156,Control
74,221003_14,E3HN_F_6month_Control,E,Day1,3,MWM_150,10/10/22,60,12.848,0.214,7.1,1.591,0.223,27.9,5.397,0.194,13.7,3.207,0.234,11.3,2.653,0.235,,,21.5,3.885,0.181,Control
75,221003_15,E2HN_M_6month_Control,I,Day1,3,MWM_150,10/10/22,53.7,8.098,0.151,28.7,4.25,0.148,13.3,2.129,0.161,5,1.072,0.214,6.7,0.647,0.097,7.981,49.6,31.8,4.252,0.134,Control
76,221003_16,E2HN_M_6month_Control,I,Day1,3,MWM_150,10/10/22,60,11.878,0.198,14.3,2.71,0.19,27.3,5.554,0.203,5.8,1.254,0.215,12.6,2.36,0.188,,,24.4,3.841,0.157,Control
77,221003_17,E2HN_M_6month_Control,I,Day1,3,MWM_150,10/10/22,60,11.868,0.198,16.4,3.487,0.212,26.2,4.739,0.181,9,1.747,0.194,8.4,1.894,0.226,,,21.1,3.996,0.19,Control
78,221003_18,E2HN_M_6month_Control,I,Day1,3,MWM_150,10/10/22,60,12.142,0.202,4.7,1.117,0.238,24.6,4.939,0.201,7.3,1.662,0.227,23.4,4.424,0.189,,,19.7,3.307,0.168,Control
79,221003_19,E2HN_F_6month_Control,D,Day1,3,MWM_150,10/10/22,60,12.321,0.205,10.8,2.593,0.24,15.9,3.024,0.19,27,5.036,0.186,6.2,1.668,0.268,,,35.7,6.287,0.176,Control
80,221003_20,E2HN_F_6month_Control,D,Day1,3,MWM_150,10/10/22,60,11.177,0.186,18.3,3.503,0.191,31.7,5.221,0.165,5.5,1.249,0.226,4.5,1.204,0.27,,,28.4,3.956,0.139,Control
81,221003_21,E2HN_F_6month_Control,D,Day1,3,MWM_150,10/10/22,60,14.785,0.246,15.1,3.871,0.256,18.4,4.425,0.24,14.7,3.386,0.23,11.7,3.103,0.264,,,40.3,9.524,0.236,Control
82,221003_22,E33_M_6month_Control,G,Day1,3,MWM_150,10/10/22,13.9,1.814,0.131,0,0,,5,0.797,0.16,0,0,,8.9,1.017,0.114,1.77,9.9,0,0,,Control
83,221003_23,E4HN_M_6month_Control,A,Day1,3,MWM_150,10/10/22,28.5,4.456,0.156,5.4,1.164,0.214,16.1,2.721,0.169,1.2,0.296,0.254,5.8,0.274,0.048,4.416,24.4,7.9,0.836,0.106,Control
84,221003_24,E4HN_M_6month_Control,A,Day1,3,MWM_150,10/10/22,60,12.927,0.215,26.8,5.273,0.197,15.1,2.919,0.193,9.6,2.554,0.267,8.5,2.18,0.256,,,20.2,3.112,0.154,Control
85,221003_25,E4HN_M_6month_Control,A,Day1,3,MWM_150,10/10/22,60,11.45,0.191,13.7,2.814,0.206,37.4,6.935,0.185,4.3,0.859,0.198,4.6,0.842,0.184,,,31.1,5.202,0.167,Control
86,221003_26,E4HN_F_6month_Control,H,Day1,3,MWM_150,10/10/22,31.3,3.646,0.116,0,0,,11.6,1.508,0.13,0,0,,19.7,2.138,0.108,3.579,27.3,9.3,0.927,0.099,Control
87,221003_27,E4HN_F_6month_Control,H,Day1,3,MWM_150,10/10/22,60,11.125,0.185,26,4.821,0.186,24.3,4.391,0.181,4.4,0.928,0.209,5.3,0.986,0.185,,,19.3,2.543,0.132,Control
88,221003_28,E4HN_F_6month_Control,H,Day1,3,MWM_150,10/10/22,60,12.416,0.207,22.5,4.613,0.205,20.1,3.774,0.188,6.4,1.501,0.233,11,2.527,0.229,,,26.4,4.993,0.189,Control
89,221003_29,E4HN_F_6month_Control,H,Day1,3,MWM_150,10/10/22,11.9,1.284,0.108,0,0,,5.9,0.807,0.138,0,0,,6,0.477,0.079,1.168,7.8,0,0,,Control
90,221003_30,E4HN_F_6month_Control,H,Day1,3,MWM_150,10/10/22,60,14.455,0.241,9.3,2.29,0.246,21.6,4.542,0.21,21.8,5.806,0.266,7.3,1.817,0.25,14.407,59.8,6.3,1.332,0.213,Control
91,221003_1,E22_F_12month_HFD,F,Day1,4,MWM_150,10/10/22,60,12.397,0.207,6,1.406,0.233,10.6,2.374,0.223,21.7,4.494,0.207,21.6,4.122,0.191,,,35.2,7.031,0.2,HFD
92,221003_2,E22_F_12month_HFD,F,Day1,4,MWM_150,10/10/22,60,13.543,0.226,23,4.875,0.212,12.4,2.852,0.231,12.7,2.998,0.237,11.9,2.818,0.236,,,39.7,8.532,0.215,HFD
93,221003_3,E22_F_12month_HFD,F,Day1,4,MWM_150,10/10/22,17.1,2.804,0.164,0,0,,0.6,0.108,0.18,2.8,0.425,0.154,13.7,2.271,0.166,2.254,13,3.3,0.495,0.151,HFD
94,221003_4,E22_F_12month_HFD,F,Day1,4,MWM_150,10/10/22,42.1,7.65,0.182,9.8,2.06,0.21,4.5,0.83,0.184,15.2,2.763,0.182,12.6,1.997,0.158,7.561,38,14.6,2.191,0.15,HFD
95,221003_5,E22_M_12month_HFD,C,Day1,4,MWM_150,10/10/22,28.1,3.663,0.13,0,0,,0,0,,19.1,2.896,0.152,9,0.767,0.085,3.663,24,11.8,1.815,0.154,HFD
96,221003_6,E22_M_12month_HFD,C,Day1,4,MWM_150,10/10/22,60,11.745,0.196,14.7,2.704,0.184,4.6,1.013,0.222,30.7,5.955,0.194,10,2.073,0.207,,,24,4.176,0.174,HFD
97,221003_7,E22_M_12month_HFD,C,Day1,4,MWM_150,10/10/22,60,11.351,0.189,10.9,2.292,0.21,13.5,2.601,0.192,17.1,3.183,0.186,18.4,3.275,0.178,,,46.3,9.273,0.2,HFD
98,221003_8,E3HN_M_6month_Control,B,Day1,4,MWM_150,10/10/22,60,10.887,0.181,26.7,4.349,0.163,7.1,1.262,0.178,22.8,4.617,0.202,3.4,0.659,0.196,,,25.7,3.553,0.138,Control
99,221003_9,E3HN_M_6month_Control,B,Day1,4,MWM_150,10/10/22,60,7.007,0.117,1.1,0.166,0.146,23.1,2.924,0.126,14.1,1.746,0.124,21.6,2.171,0.1,,,15,1.835,0.122,Control
100,221003_10,E3HN_M_6month_Control,B,Day1,4,MWM_150,10/10/22,60,10.393,0.173,28.2,3.935,0.139,11.6,2.347,0.203,10.4,2.148,0.207,9.8,1.962,0.2,,,6,1.25,0.207,Control
101,221003_11,E3HN_F_6month_Control,E,Day1,4,MWM_150,10/10/22,51.5,7.708,0.15,17,2.998,0.176,12.5,2.304,0.184,12,1.881,0.156,10,0.525,0.053,7.545,47.5,11.7,2.171,0.185,Control
102,221003_12,E3HN_F_6month_Control,E,Day1,4,MWM_150,10/10/22,24.8,5.194,0.21,4.4,1.025,0.233,4,1.062,0.263,11.3,1.982,0.176,5.1,1.125,0.222,4.329,20.7,10.7,2.238,0.209,Control
103,221003_13,E3HN_F_6month_Control,E,Day1,4,MWM_150,10/10/22,53.8,11.001,0.204,15.7,3.261,0.207,7.8,1.914,0.245,14.3,2.997,0.209,15.9,2.829,0.177,10.919,49.8,16.7,3.568,0.214,Control
104,221003_14,E3HN_F_6month_Control,E,Day1,4,MWM_150,10/10/22,60,13.378,0.223,10.7,2.494,0.232,8.9,2.503,0.282,23.3,4.717,0.202,17.1,3.664,0.214,,,14.9,3.181,0.213,Control
105,221003_15,E2HN_M_6month_Control,I,Day1,4,MWM_150,10/10/22,38.5,6.12,0.159,1,0.179,0.173,0,0,,29.7,5.026,0.169,7.8,0.915,0.117,6.044,34.5,13.9,2.17,0.156,Control
106,221003_16,E2HN_M_6month_Control,I,Day1,4,MWM_150,10/10/22,13.8,2.763,0.2,3.4,0.883,0.257,0,0,,5.4,1.382,0.256,5,0.497,0.1,2.548,9.8,0.2,0.046,0.198,Control
107,221003_17,E2HN_M_6month_Control,I,Day1,4,MWM_150,10/10/22,60,12.413,0.207,20.2,4.308,0.214,6.5,1.646,0.252,17.8,3.063,0.172,15.5,3.397,0.22,,,21.7,3.476,0.16,Control
108,221003_18,E2HN_M_6month_Control,I,Day1,4,MWM_150,10/10/22,21.4,3.998,0.187,3,0.853,0.281,0,0,,13.5,2.83,0.209,4.9,0.315,0.065,3.912,17.4,2.6,0.349,0.136,Control
109,221003_19,E2HN_F_6month_Control,D,Day1,4,MWM_150,10/10/22,60,13.064,0.218,18.9,4.161,0.221,5.9,1.422,0.24,28.5,5.908,0.207,6.7,1.573,0.236,,,34.5,6.692,0.194,Control
110,221003_20,E2HN_F_6month_Control,D,Day1,4,MWM_150,10/10/22,60,10.604,0.177,9.6,2.412,0.25,21,3.806,0.181,19.4,2.801,0.144,9.9,1.585,0.16,,,31.9,5.391,0.169,Control
111,221003_21,E2HN_F_6month_Control,D,Day1,4,MWM_150,10/10/22,22.7,4.842,0.213,2.2,0.532,0.245,1.1,0.142,0.134,12.8,2.88,0.224,6.6,1.288,0.194,4.182,18.6,3,0.58,0.193,Control
112,221003_22,E33_M_6month_Control,G,Day1,4,MWM_150,10/10/22,60,13.953,0.233,17.5,4.22,0.241,11.4,2.601,0.229,23.6,5.253,0.222,7.5,1.878,0.252,,,23.3,4.634,0.199,Control
113,221003_23,E4HN_M_6month_Control,A,Day1,4,MWM_150,10/10/22,52.2,10.227,0.196,2.9,0.745,0.257,8.3,1.828,0.219,27.3,5.568,0.204,13.7,2.086,0.153,10.102,48.2,6.2,0.819,0.133,Control
114,221003_24,E4HN_M_6month_Control,A,Day1,4,MWM_150,10/10/22,28.7,5.282,0.184,9.5,2.283,0.24,2.6,0.683,0.259,11.3,2.055,0.182,5.3,0.26,0.049,5.282,24.7,5,0.888,0.179,Control
115,221003_25,E4HN_M_6month_Control,A,Day1,4,MWM_150,10/10/22,60,12.604,0.21,14.6,2.95,0.202,8.8,1.996,0.226,29.9,6.136,0.205,6.6,1.522,0.231,,,32.2,5.952,0.185,Control
116,221003_26,E4HN_F_6month_Control,H,Day1,4,MWM_150,10/10/22,34.9,4.473,0.128,1.2,0.125,0.101,6.8,1.173,0.172,13.3,1.522,0.115,13.6,1.654,0.122,4.355,30.8,2.3,0.223,0.096,Control
117,221003_27,E4HN_F_6month_Control,H,Day1,4,MWM_150,10/10/22,60,12.238,0.204,18.5,3.608,0.195,12.5,2.389,0.191,17.9,3.758,0.21,11.1,2.483,0.224,,,21.4,4.327,0.202,Control
118,221003_28,E4HN_F_6month_Control,H,Day1,4,MWM_150,10/10/22,36.6,5.56,0.152,6,1.355,0.225,5.6,1.074,0.191,19,2.635,0.139,5.9,0.496,0.084,5.436,32.5,4.9,0.846,0.172,Control
119,221003_29,E4HN_F_6month_Control,H,Day1,4,MWM_150,10/10/22,15,2.246,0.149,0,0,,0,0,,5.1,0.985,0.194,10,1.262,0.127,2.04,11,2.9,0.523,0.18,Control
120,221003_30,E4HN_F_6month_Control,H,Day1,4,MWM_150,10/10/22,29.8,5.125,0.172,0.7,0.092,0.139,2.1,0.471,0.224,15.1,2.5,0.165,11.9,2.061,0.173,5.045,25.8,4.5,0.751,0.167,Control
121,221003_1,E22_F_12month_HFD,F,Day2,1,MWM_150,10/11/22,55.4,10.377,0.187,7.6,1.724,0.228,6,1.391,0.232,20.7,4.076,0.197,21.1,3.186,0.151,10.236,51.3,22.4,3.971,0.178,HFD
122,221003_2,E22_F_12month_HFD,F,Day2,1,MWM_150,10/11/22,22.6,4.133,0.183,9.3,1.675,0.181,0,0,,2.9,0.863,0.294,10.4,1.595,0.153,4.002,18.6,6.8,1.563,0.231,HFD
