"Date :",05/27/21 17:03:47
"Motion Threshold (au):",15
"Detection Method:","Linear"
"Min Freeze Duration (f):",10



Component Details
"Component Name","Start Time","Duration (s)","Start Frame","Duration Frames"
"Sound 1"," 0:02:00.000",30,3600,900
"Sound 2"," 0:04:02.000",30,7260,900
"Sound 3"," 0:06:04.000",30,10920,900
"Shock 1"," 0:02:30.000",2,4500,60
"Shock 2"," 0:04:32.000",2,8160,60
"Shock 3"," 0:06:34.000",2,11820,60

"Experiment","Trial","Box","Animal","Group","Component Name","Freeze Cnt","Time Freezing","Pct Total Time Freezing","Pct Component Time Freezing","Avg Motion Index","Min Motion Index","Max Motion Index"
"VF022221_114532","day0_6",Chamber1,"","","Sound 2",1,30.000,5.81,100.00,0.09,0,5
"VF022221_114532","day0_6",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.03,0,3
"VF022221_114532","day0_6",Chamber1,"","","Shock 1",1,0.500,0.10,25.00,38.67,0,360
"VF022221_114532","day0_6",Chamber1,"","","Shock 2",1,0.900,0.17,45.00,25.93,0,398
"VF022221_114532","day0_6",Chamber1,"","","Shock 3",3,1.367,0.26,68.33,7.48,0,97

"VF022221_114532","day0_6",Chamber 2,"","","Sound 1",4,29.600,5.74,98.67,0.58,0,27
"VF022221_114532","day0_6",Chamber 2,"","","Sound 2",3,29.800,5.78,99.33,0.38,0,16
"VF022221_114532","day0_6",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.12,0,9
"VF022221_114532","day0_6",Chamber 2,"","","Shock 1",2,1.767,0.34,88.33,4.00,0,67
"VF022221_114532","day0_6",Chamber 2,"","","Shock 2",2,1.900,0.37,95.00,2.52,0,34
"VF022221_114532","day0_6",Chamber 2,"","","Shock 3",2,1.300,0.25,65.00,7.92,0,57

"VF022221_115703","day0_7",Chamber1,"","","Sound 1",5,28.900,5.60,96.33,2.98,0,222
"VF022221_115703","day0_7",Chamber1,"","","Sound 2",3,29.800,5.78,99.33,0.42,0,34
"VF022221_115703","day0_7",Chamber1,"","","Sound 3",2,29.833,5.78,99.44,0.35,0,30
"VF022221_115703","day0_7",Chamber1,"","","Shock 1",2,0.833,0.16,41.67,66.90,0,615
"VF022221_115703","day0_7",Chamber1,"","","Shock 2",1,0.367,0.07,18.33,113.17,0,1175
"VF022221_115703","day0_7",Chamber1,"","","Shock 3",2,1.033,0.20,51.67,82.43,0,1082

"VF022221_115703","day0_7",Chamber 2,"","","Sound 1",13,24.367,4.72,81.22,3.96,0,62
"VF022221_115703","day0_7",Chamber 2,"","","Sound 2",9,27.567,5.34,91.89,1.71,0,40
"VF022221_115703","day0_7",Chamber 2,"","","Sound 3",4,29.900,5.79,99.67,0.41,0,18
"VF022221_115703","day0_7",Chamber 2,"","","Shock 1",2,1.333,0.26,66.67,9.35,0,69
"VF022221_115703","day0_7",Chamber 2,"","","Shock 2",1,0.400,0.08,20.00,12.07,0,85
"VF022221_115703","day0_7",Chamber 2,"","","Shock 3",1,0.367,0.07,18.33,15.35,0,223

"VF022221_120859","day0_8",Chamber1,"","","Sound 1",3,28.933,5.61,96.44,1.47,0,110
"VF022221_120859","day0_8",Chamber1,"","","Sound 2",5,29.400,5.70,98.00,1.10,0,181
"VF022221_120859","day0_8",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.04,0,5
"VF022221_120859","day0_8",Chamber1,"","","Shock 1",1,0.633,0.12,31.67,20.68,0,199
"VF022221_120859","day0_8",Chamber1,"","","Shock 2",1,0.967,0.19,48.33,10.30,0,111
"VF022221_120859","day0_8",Chamber1,"","","Shock 3",2,1.000,0.19,50.00,79.05,0,831

"VF022221_120859","day0_8",Chamber 2,"","","Sound 1",3,29.000,5.62,96.67,1.22,0,42
"VF022221_120859","day0_8",Chamber 2,"","","Sound 2",4,29.467,5.71,98.22,0.86,0,30
"VF022221_120859","day0_8",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.13,0,14
"VF022221_120859","day0_8",Chamber 2,"","","Shock 1",2,1.100,0.21,55.00,7.52,0,86
"VF022221_120859","day0_8",Chamber 2,"","","Shock 2",2,1.000,0.19,50.00,12.10,0,95
"VF022221_120859","day0_8",Chamber 2,"","","Shock 3",1,1.933,0.37,96.67,3.48,0,37

"VF022221_122225","day0_9",Chamber1,"","","Sound 1",4,28.433,5.51,94.78,2.02,0,158
"VF022221_122225","day0_9",Chamber1,"","","Sound 2",2,29.967,5.81,99.89,0.32,0,17
"VF022221_122225","day0_9",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.02,0,6
"VF022221_122225","day0_9",Chamber1,"","","Shock 1",1,0.333,0.06,16.67,42.47,0,435
"VF022221_122225","day0_9",Chamber1,"","","Shock 2",1,0.467,0.09,23.33,21.82,0,197
"VF022221_122225","day0_9",Chamber1,"","","Shock 3",0,0.000,0.00,0.00,83.65,0,581

"VF022221_122225","day0_9",Chamber 2,"","","Sound 1",1,30.000,5.81,100.00,0.26,0,11
"VF022221_122225","day0_9",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.00,0,1
"VF022221_122225","day0_9",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.01,0,3
"VF022221_122225","day0_9",Chamber 2,"","","Shock 1",1,1.433,0.28,71.67,6.30,0,116
"VF022221_122225","day0_9",Chamber 2,"","","Shock 2",1,2.000,0.39,100.00,0.92,0,10
"VF022221_122225","day0_9",Chamber 2,"","","Shock 3",2,1.467,0.28,73.33,5.60,0,66

"VF022221_123529","day0_10",Chamber1,"","","Sound 1",3,27.900,5.41,93.00,2.70,0,144
"VF022221_123529","day0_10",Chamber1,"","","Sound 2",4,29.267,5.67,97.56,0.98,0,50
"VF022221_123529","day0_10",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.07,0,5
"VF022221_123529","day0_10",Chamber1,"","","Shock 1",1,0.633,0.12,31.67,21.50,0,195
"VF022221_123529","day0_10",Chamber1,"","","Shock 2",1,0.700,0.14,35.00,10.90,0,56
"VF022221_123529","day0_10",Chamber1,"","","Shock 3",3,1.400,0.27,70.00,9.18,0,104

"VF022221_123529","day0_10",Chamber 2,"","","Sound 1",1,30.000,5.81,100.00,0.00,0,0
"VF022221_123529","day0_10",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.00,0,0
"VF022221_123529","day0_10",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,0
"VF022221_123529","day0_10",Chamber 2,"","","Shock 1",1,2.000,0.39,100.00,0.00,0,0
"VF022221_123529","day0_10",Chamber 2,"","","Shock 2",1,2.000,0.39,100.00,0.00,0,0
"VF022221_123529","day0_10",Chamber 2,"","","Shock 3",1,2.000,0.39,100.00,0.00,0,0

