"Date :",05/27/21 17:41:40
"Motion Threshold (au):",15
"Detection Method:","Linear"
"Min Freeze Duration (f):",10



Component Details
"Component Name","Start Time","Duration (s)","Start Frame","Duration Frames"
"Sound 1"," 0:02:00.000",30,3600,900
"Sound 2"," 0:04:02.000",30,7260,900
"Sound 3"," 0:06:04.000",30,10920,900
"Shock 1"," 0:02:30.000",2,4500,60
"Shock 2"," 0:04:32.000",2,8160,60
"Shock 3"," 0:06:34.000",2,11820,60

"Experiment","Trial","Box","Animal","Group","Component Name","Freeze Cnt","Time Freezing","Pct Total Time Freezing","Pct Component Time Freezing","Avg Motion Index","Min Motion Index","Max Motion Index"
"VF050321_103318","2_day0",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.21,0,8
"VF050321_103318","2_day0",Chamber 2,"","","Shock 1",2,1.233,0.24,61.67,6.00,0,114
"VF050321_103318","2_day0",Chamber 2,"","","Shock 2",3,1.833,0.36,91.67,3.05,0,21
"VF050321_103318","2_day0",Chamber 2,"","","Shock 3",2,1.700,0.33,85.00,1.57,0,16

"VF050321_104331","3_day0",Chamber1,"","","Sound 1",2,29.967,5.81,99.89,0.21,0,20
"VF050321_104331","3_day0",Chamber1,"","","Sound 2",1,30.000,5.81,100.00,0.02,0,4
"VF050321_104331","3_day0",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.04,0,9
"VF050321_104331","3_day0",Chamber1,"","","Shock 1",1,0.400,0.08,20.00,24.35,0,215
"VF050321_104331","3_day0",Chamber1,"","","Shock 2",0,0.000,0.00,0.00,149.57,0,1094
"VF050321_104331","3_day0",Chamber1,"","","Shock 3",0,0.000,0.00,0.00,356.40,0,3432

"VF050321_104331","3_day0",Chamber 2,"","","Sound 1",3,29.933,5.80,99.78,0.61,0,17
"VF050321_104331","3_day0",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.11,0,13
"VF050321_104331","3_day0",Chamber 2,"","","Sound 3",3,29.533,5.72,98.44,0.73,0,25
"VF050321_104331","3_day0",Chamber 2,"","","Shock 1",2,0.833,0.16,41.67,8.58,0,85
"VF050321_104331","3_day0",Chamber 2,"","","Shock 2",2,1.167,0.23,58.33,6.28,0,27
"VF050321_104331","3_day0",Chamber 2,"","","Shock 3",2,1.100,0.21,55.00,9.65,0,52

"VF050321_105553","4_day0",Chamber1,"","","Sound 1",5,28.100,5.45,93.67,2.37,0,165
"VF050321_105553","4_day0",Chamber1,"","","Sound 2",3,28.700,5.56,95.67,1.39,0,238
"VF050321_105553","4_day0",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.02,0,4
"VF050321_105553","4_day0",Chamber1,"","","Shock 1",1,0.567,0.11,28.33,12.35,0,106
"VF050321_105553","4_day0",Chamber1,"","","Shock 2",1,0.333,0.06,16.67,10.73,0,54
"VF050321_105553","4_day0",Chamber1,"","","Shock 3",1,0.600,0.12,30.00,35.10,0,455

"VF050321_105553","4_day0",Chamber 2,"","","Sound 1",3,29.933,5.80,99.78,0.69,0,17
"VF050321_105553","4_day0",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.34,0,14
"VF050321_105553","4_day0",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.02,0,2
"VF050321_105553","4_day0",Chamber 2,"","","Shock 1",1,2.000,0.39,100.00,2.28,0,13
"VF050321_105553","4_day0",Chamber 2,"","","Shock 2",2,1.733,0.34,86.67,4.67,0,49
"VF050321_105553","4_day0",Chamber 2,"","","Shock 3",2,1.300,0.25,65.00,6.37,0,84

"VF050321_110859","5_day0",Chamber1,"","","Sound 1",12,25.200,4.88,84.00,6.55,0,379
"VF050321_110859","5_day0",Chamber1,"","","Sound 2",1,30.000,5.81,100.00,0.19,0,11
"VF050321_110859","5_day0",Chamber1,"","","Sound 3",9,28.167,5.46,93.89,29.01,0,3453
"VF050321_110859","5_day0",Chamber1,"","","Shock 1",0,0.000,0.00,0.00,44.70,0,388
"VF050321_110859","5_day0",Chamber1,"","","Shock 2",0,0.000,0.00,0.00,97.55,0,859
"VF050321_110859","5_day0",Chamber1,"","","Shock 3",0,0.000,0.00,0.00,48.38,0,295

"VF050321_110859","5_day0",Chamber 2,"","","Sound 1",2,29.833,5.78,99.44,0.27,0,37
"VF050321_110859","5_day0",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.02,0,4
"VF050321_110859","5_day0",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.01,0,3
"VF050321_110859","5_day0",Chamber 2,"","","Shock 1",2,1.500,0.29,75.00,3.90,0,33
"VF050321_110859","5_day0",Chamber 2,"","","Shock 2",2,1.533,0.30,76.67,3.40,0,34
"VF050321_110859","5_day0",Chamber 2,"","","Shock 3",1,1.600,0.31,80.00,3.33,0,52

"VF050321_112105","6_day0",Chamber1,"","","Sound 1",9,27.700,5.37,92.33,3.38,0,226
"VF050321_112105","6_day0",Chamber1,"","","Sound 2",1,30.000,5.81,100.00,0.00,0,0
"VF050321_112105","6_day0",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,0
"VF050321_112105","6_day0",Chamber1,"","","Shock 1",0,0.000,0.00,0.00,167.58,0,713
"VF050321_112105","6_day0",Chamber1,"","","Shock 2",0,0.000,0.00,0.00,89.18,0,636
"VF050321_112105","6_day0",Chamber1,"","","Shock 3",0,0.000,0.00,0.00,170.70,0,1168

"VF050321_112105","6_day0",Chamber 2,"","","Sound 1",6,29.833,5.78,99.44,0.56,0,27
"VF050321_112105","6_day0",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.00,0,0
"VF050321_112105","6_day0",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,0
"VF050321_112105","6_day0",Chamber 2,"","","Shock 1",2,1.967,0.38,98.33,1.35,0,31
"VF050321_112105","6_day0",Chamber 2,"","","Shock 2",1,1.833,0.36,91.67,2.02,0,16
"VF050321_112105","6_day0",Chamber 2,"","","Shock 3",1,1.967,0.38,98.33,1.93,0,20

"VF050321_113317","7_day0",Chamber1,"","","Sound 1",8,26.000,5.04,86.67,5.68,0,185
"VF050321_113317","7_day0",Chamber1,"","","Sound 2",1,30.000,5.81,100.00,0.26,0,14
"VF050321_113317","7_day0",Chamber1,"","","Sound 3",2,29.633,5.74,98.78,8.28,0,1240
"VF050321_113317","7_day0",Chamber1,"","","Shock 1",1,0.400,0.08,20.00,32.42,0,379
"VF050321_113317","7_day0",Chamber1,"","","Shock 2",1,0.600,0.12,30.00,123.98,0,1237
"VF050321_113317","7_day0",Chamber1,"","","Shock 3",1,0.333,0.06,16.67,409.13,0,4509

"VF050321_113317","7_day0",Chamber 2,"","","Sound 1",16,25.033,4.85,83.44,3.79,0,57
"VF050321_113317","7_day0",Chamber 2,"","","Sound 2",10,29.000,5.62,96.67,1.34,0,23
"VF050321_113317","7_day0",Chamber 2,"","","Sound 3",3,29.867,5.79,99.56,0.33,0,25
"VF050321_113317","7_day0",Chamber 2,"","","Shock 1",1,0.733,0.14,36.67,21.23,0,115
"VF050321_113317","7_day0",Chamber 2,"","","Shock 2",0,0.000,0.00,0.00,12.07,0,69
"VF050321_113317","7_day0",Chamber 2,"","","Shock 3",1,0.333,0.06,16.67,12.93,0,69

"VF050321_114710","8_day0",Chamber1,"","","Sound 1",5,28.433,5.51,94.78,3.37,0,317
"VF050321_114710","8_day0",Chamber1,"","","Sound 2",1,30.000,5.81,100.00,0.03,0,4
"VF050321_114710","8_day0",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.02,0,4
"VF050321_114710","8_day0",Chamber1,"","","Shock 1",1,0.367,0.07,18.33,23.20,0,173
"VF050321_114710","8_day0",Chamber1,"","","Shock 2",1,0.500,0.10,25.00,111.60,0,1148
"VF050321_114710","8_day0",Chamber1,"","","Shock 3",1,0.567,0.11,28.33,44.13,0,624

"VF050321_114710","8_day0",Chamber 2,"","","Sound 1",1,30.000,5.81,100.00,0.25,0,11
"VF050321_114710","8_day0",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.26,0,12
"VF050321_114710","8_day0",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,0
"VF050321_114710","8_day0",Chamber 2,"","","Shock 1",1,1.633,0.32,81.67,3.48,0,24
"VF050321_114710","8_day0",Chamber 2,"","","Shock 2",2,1.967,0.38,98.33,2.85,0,15
"VF050321_114710","8_day0",Chamber 2,"","","Shock 3",2,1.867,0.36,93.33,1.62,0,17

"VF050321_120015","9_day0",Chamber1,"","","Sound 1",9,28.033,5.43,93.44,1.93,0,97
"VF050321_120015","9_day0",Chamber1,"","","Sound 2",1,30.000,5.81,100.00,0.08,0,12
"VF050321_120015","9_day0",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,1
"VF050321_120015","9_day0",Chamber1,"","","Shock 1",2,0.867,0.17,43.33,39.43,0,454
"VF050321_120015","9_day0",Chamber1,"","","Shock 2",1,0.500,0.10,25.00,164.00,0,1397
"VF050321_120015","9_day0",Chamber1,"","","Shock 3",0,0.000,0.00,0.00,14.57,0,75

"VF050321_120015","9_day0",Chamber 2,"","","Sound 1",2,29.967,5.81,99.89,0.36,0,15
"VF050321_120015","9_day0",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.11,0,14
"VF050321_120015","9_day0",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.01,0,2
"VF050321_120015","9_day0",Chamber 2,"","","Shock 1",3,1.933,0.37,96.67,1.47,0,15
"VF050321_120015","9_day0",Chamber 2,"","","Shock 2",1,1.867,0.36,93.33,2.02,0,25
"VF050321_120015","9_day0",Chamber 2,"","","Shock 3",1,1.600,0.31,80.00,4.53,0,33

"VF050321_121314","10_day0",Chamber1,"","","Sound 1",3,28.467,5.52,94.89,2.01,0,197
"VF050321_121314","10_day0",Chamber1,"","","Sound 2",1,30.000,5.81,100.00,0.04,0,3
"VF050321_121314","10_day0",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,4
"VF050321_121314","10_day0",Chamber1,"","","Shock 1",2,1.200,0.23,60.00,14.40,0,246
"VF050321_121314","10_day0",Chamber1,"","","Shock 2",2,1.433,0.28,71.67,10.43,0,125
"VF050321_121314","10_day0",Chamber1,"","","Shock 3",1,0.400,0.08,20.00,11.67,0,195

"VF050321_121314","10_day0",Chamber 2,"","","Sound 1",4,29.467,5.71,98.22,0.85,0,47
"VF050321_121314","10_day0",Chamber 2,"","","Sound 2",2,29.967,5.81,99.89,0.08,0,26
"VF050321_121314","10_day0",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.01,0,4
"VF050321_121314","10_day0",Chamber 2,"","","Shock 1",2,1.200,0.23,60.00,7.62,0,67
"VF050321_121314","10_day0",Chamber 2,"","","Shock 2",2,1.667,0.32,83.33,6.35,0,105
"VF050321_121314","10_day0",Chamber 2,"","","Shock 3",3,1.467,0.28,73.33,6.12,0,73

"VF050321_122353","11_day0",Chamber1,"","","Sound 1",7,28.633,5.55,95.44,3.00,0,262
"VF050321_122353","11_day0",Chamber1,"","","Sound 2",3,29.800,5.78,99.33,0.52,0,45
"VF050321_122353","11_day0",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.25,0,9
"VF050321_122353","11_day0",Chamber1,"","","Shock 1",2,0.833,0.16,41.67,22.13,0,195
"VF050321_122353","11_day0",Chamber1,"","","Shock 2",1,0.567,0.11,28.33,51.22,0,539
"VF050321_122353","11_day0",Chamber1,"","","Shock 3",0,0.000,0.00,0.00,52.65,0,390

"VF050321_122353","11_day0",Chamber 2,"","","Sound 1",4,29.900,5.79,99.67,0.46,0,18
"VF050321_122353","11_day0",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.01,0,3
"VF050321_122353","11_day0",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.01,0,3
"VF050321_122353","11_day0",Chamber 2,"","","Shock 1",2,1.567,0.30,78.33,4.20,0,31
"VF050321_122353","11_day0",Chamber 2,"","","Shock 2",2,1.767,0.34,88.33,4.10,0,70
"VF050321_122353","11_day0",Chamber 2,"","","Shock 3",2,1.867,0.36,93.33,2.22,0,17

"VF050321_123642","12_day0",Chamber1,"","","Sound 1",10,27.200,5.27,90.67,2.44,0,73
"VF050321_123642","12_day0",Chamber1,"","","Sound 2",1,30.000,5.81,100.00,0.00,0,1
"VF050321_123642","12_day0",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.06,0,11
"VF050321_123642","12_day0",Chamber1,"","","Shock 1",1,0.767,0.15,38.33,80.53,0,608
"VF050321_123642","12_day0",Chamber1,"","","Shock 2",0,0.000,0.00,0.00,145.03,0,1118
"VF050321_123642","12_day0",Chamber1,"","","Shock 3",0,0.000,0.00,0.00,115.73,0,616

"VF050321_123642","12_day0",Chamber 2,"","","Sound 1",2,29.967,5.81,99.89,0.33,0,16
"VF050321_123642","12_day0",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.01,0,1
"VF050321_123642","12_day0",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.11,0,14
"VF050321_123642","12_day0",Chamber 2,"","","Shock 1",1,0.967,0.19,48.33,5.32,0,27
"VF050321_123642","12_day0",Chamber 2,"","","Shock 2",3,1.067,0.21,53.33,14.80,0,157
"VF050321_123642","12_day0",Chamber 2,"","","Shock 3",2,1.267,0.25,63.33,9.38,0,117

"VF050321_124859","13_day0",Chamber1,"","","Sound 1",8,28.333,5.49,94.44,2.45,0,102
"VF050321_124859","13_day0",Chamber1,"","","Sound 2",1,30.000,5.81,100.00,0.09,0,7
"VF050321_124859","13_day0",Chamber1,"","","Sound 3",4,29.333,5.68,97.78,0.70,0,66
"VF050321_124859","13_day0",Chamber1,"","","Shock 1",2,0.800,0.16,40.00,19.85,0,160
"VF050321_124859","13_day0",Chamber1,"","","Shock 2",0,0.000,0.00,0.00,109.07,0,1466
"VF050321_124859","13_day0",Chamber1,"","","Shock 3",1,0.467,0.09,23.33,47.28,0,509

"VF050321_124859","13_day0",Chamber 2,"","","Sound 1",2,29.967,5.81,99.89,0.43,0,20
"VF050321_124859","13_day0",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.07,0,8
"VF050321_124859","13_day0",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.03,0,6
"VF050321_124859","13_day0",Chamber 2,"","","Shock 1",2,1.300,0.25,65.00,2.95,0,46
"VF050321_124859","13_day0",Chamber 2,"","","Shock 2",1,2.000,0.39,100.00,0.87,0,11
"VF050321_124859","13_day0",Chamber 2,"","","Shock 3",1,1.667,0.32,83.33,3.23,0,52

"VF050321_130036","14_day0",Chamber1,"","","Sound 1",6,29.367,5.69,97.89,0.78,0,53
"VF050321_130036","14_day0",Chamber1,"","","Sound 2",1,30.000,5.81,100.00,0.02,0,3
"VF050321_130036","14_day0",Chamber1,"","","Sound 3",2,29.967,5.81,99.89,0.06,0,15
"VF050321_130036","14_day0",Chamber1,"","","Shock 1",2,1.067,0.21,53.33,10.63,0,68
"VF050321_130036","14_day0",Chamber1,"","","Shock 2",2,1.267,0.25,63.33,22.25,0,256
"VF050321_130036","14_day0",Chamber1,"","","Shock 3",1,0.600,0.12,30.00,36.43,0,242

