"Date :",05/27/21 17:41:40
"Motion Threshold (au):",15
"Detection Method:","Linear"
"Min Freeze Duration (f):",10



Component Details
"Component Name","Start Time","Duration (s)","Start Frame","Duration Frames"
"Sound 1"," 0:02:00.000",30,3600,900
"Sound 2"," 0:04:02.000",30,7260,900
"Sound 3"," 0:06:04.000",30,10920,900
"Shock 1"," 0:02:30.000",2,4500,60
"Shock 2"," 0:04:32.000",2,8160,60
"Shock 3"," 0:06:34.000",2,11820,60

"Experiment","Trial","Box","Animal","Group","Component Name","Freeze Cnt","Time Freezing","Pct Total Time Freezing","Pct Component Time Freezing","Avg Motion Index","Min Motion Index","Max Motion Index"
"VF050321_101857","1_day0",Chamber1,"","","Sound 1",8,27.633,5.36,92.11,2.87,0,204
"VF050321_101857","1_day0",Chamber1,"","","Sound 2",1,30.000,5.81,100.00,0.17,0,11
"VF050321_101857","1_day0",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,1
"VF050321_101857","1_day0",Chamber1,"","","Shock 1",1,0.433,0.08,21.67,156.82,0,1816
"VF050321_101857","1_day0",Chamber1,"","","Shock 2",2,0.700,0.14,35.00,44.90,0,445
"VF050321_101857","1_day0",Chamber1,"","","Shock 3",0,0.000,0.00,0.00,103.80,0,1353

"VF050321_101857","1_day0",Chamber 2,"","","Sound 1",4,29.900,5.79,99.67,0.64,0,22
"VF050321_101857","1_day0",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.16,0,10
"VF050321_101857","1_day0",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,0
"VF050321_101857","1_day0",Chamber 2,"","","Shock 1",2,1.967,0.38,98.33,1.65,0,20
"VF050321_101857","1_day0",Chamber 2,"","","Shock 2",2,1.800,0.35,90.00,2.25,0,50
"VF050321_101857","1_day0",Chamber 2,"","","Shock 3",2,1.767,0.34,88.33,2.97,0,37

"VF050321_103318","2_day0",Chamber1,"","","Sound 1",16,23.233,4.50,77.44,6.58,0,218
"VF050321_103318","2_day0",Chamber1,"","","Sound 2",1,30.000,5.81,100.00,0.07,0,7
"VF050321_103318","2_day0",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,0
"VF050321_103318","2_day0",Chamber1,"","","Shock 1",2,0.933,0.18,46.67,11.50,0,60
"VF050321_103318","2_day0",Chamber1,"","","Shock 2",1,0.500,0.10,25.00,63.47,0,808
"VF050321_103318","2_day0",Chamber1,"","","Shock 3",2,0.867,0.17,43.33,16.63,0,93

"VF050321_103318","2_day0",Chamber 2,"","","Sound 1",4,29.900,5.79,99.67,0.34,0,18
"VF050321_103318","2_day0",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.03,0,7
