UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	12
0	11
6	1
42	8
15	1
4	1
12	10
16	3
6	0
7	2
12	4
0	0
0	0
0	0
0	0
0	5
0	5
7	7
0	0
0	0
6	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	5
0	3
0	4
2	1
0	2
0	0
0	0
0	0
0	1
0	2
0	1
0	0
0	0
0	2
0	2
0	0
0	6
0	6
0	2
0	4
0	0
0	0
2	3
0	0
1	0
0	0
0	0
0	4
0	0
2	0
0	0
3	2
0	0
0	0
0	2
0	2
0	0
0	2
0	0
1	0
0	0
0	3
0	3
1	1
0	1
0	1
0	0
0	4
0	4
0	0
0	0
1	0
2	2
2	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
2	3
0	0
0	9
0	3
0	3
1	1
0	2
2	0
0	0
0	0
2	0
0	2
0	0
0	0
1	2
4	2
0	0
0	0
0	0
2	3
0	1
0	0
2	0
0	0
2	0
0	2
1	3
2	2
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	0
0	0
0	0
0	0
0	0
0	6
0	6
0	1
0	1
1	0
0	0
15	3
10	0
14	4
6	2
0	0
9	0
0	0
0	0
0	0
0	0
0	0
0	18
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	31
0	33
0	33
0	8
0	6
0	2
0	2
0	2
0	2
0	6
0	33
0	8
0	3
0	7
1	0
0	3
0	7
0	0
0	2
0	2
0	2
0	0
0	0
0	0
19	76
0	6
0	71
0	65
0	5
0	64
0	0
3	10
0	10
0	10
0	0
0	0
0	0
0	0
0	0
3	7
0	3
0	0
0	0
32	226
45	253
0	29
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
2	0
0	0
4	33
0	6
0	0
0	0
1	920
13	151
2	44
0	923
45	153
0	32
0	151
1	106
0	0
0	0
13	24
0	1
1	0
0	197
0	184
0	181
0	184
0	181
0	184
0	181
0	0
0	0
0	0
0	184
16	305
3	308
0	282
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	873
0	49
33	14
8	49
7	37
0	41
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
