"Date :",07/15/21 13:11:02
"Motion Threshold (au):",15
"Detection Method:","Linear"
"Min Freeze Duration (f):",10



Component Details
"Component Name","Start Time","Duration (s)","Start Frame","Duration Frames"
"Sound 1"," 0:02:00.000",30,3600,900
"Sound 2"," 0:04:02.000",30,7260,900
"Sound 3"," 0:06:04.000",30,10920,900
"Shock 1"," 0:02:30.000",2,4500,60
"Shock 2"," 0:04:32.000",2,8160,60
"Shock 3"," 0:06:34.000",2,11820,60

"Experiment","Trial","Box","Animal","Group","Component Name","Freeze Cnt","Time Freezing","Pct Total Time Freezing","Pct Component Time Freezing","Avg Motion Index","Min Motion Index","Max Motion Index"
"VF052421_112842","day0_3",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.18,0,8
"VF052421_112842","day0_3",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,1
"VF052421_112842","day0_3",Chamber 2,"","","Shock 1",1,1.000,0.19,50.00,5.92,0,50
"VF052421_112842","day0_3",Chamber 2,"","","Shock 2",2,1.100,0.21,55.00,6.80,0,26
"VF052421_112842","day0_3",Chamber 2,"","","Shock 3",4,1.767,0.34,88.33,4.38,0,31

"VF052421_114026","day0_4",Chamber1,"","","Sound 1",5,28.900,5.60,96.33,1.73,0,183
"VF052421_114026","day0_4",Chamber1,"","","Sound 2",1,29.600,5.74,98.67,1.11,0,154
"VF052421_114026","day0_4",Chamber1,"","","Sound 3",2,29.967,5.81,99.89,0.16,0,18
"VF052421_114026","day0_4",Chamber1,"","","Shock 1",1,0.733,0.14,36.67,21.18,0,183
"VF052421_114026","day0_4",Chamber1,"","","Shock 2",2,1.000,0.19,50.00,5.77,0,53
"VF052421_114026","day0_4",Chamber1,"","","Shock 3",2,1.733,0.34,86.67,8.93,0,200

"VF052421_114026","day0_4",Chamber 2,"","","Sound 1",5,29.700,5.76,99.00,0.85,0,37
"VF052421_114026","day0_4",Chamber 2,"","","Sound 2",2,29.967,5.81,99.89,0.23,0,19
"VF052421_114026","day0_4",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.03,0,6
"VF052421_114026","day0_4",Chamber 2,"","","Shock 1",3,1.700,0.33,85.00,3.12,0,27
"VF052421_114026","day0_4",Chamber 2,"","","Shock 2",3,1.667,0.32,83.33,3.07,0,23
"VF052421_114026","day0_4",Chamber 2,"","","Shock 3",2,1.967,0.38,98.33,1.87,0,18

"VF052421_115226","day0_5",Chamber1,"","","Sound 1",7,27.800,5.39,92.67,4.19,0,237
"VF052421_115226","day0_5",Chamber1,"","","Sound 2",6,28.633,5.55,95.44,2.60,0,408
"VF052421_115226","day0_5",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,2
"VF052421_115226","day0_5",Chamber1,"","","Shock 1",2,0.967,0.19,48.33,23.18,0,245
"VF052421_115226","day0_5",Chamber1,"","","Shock 2",3,1.833,0.36,91.67,3.88,0,30
"VF052421_115226","day0_5",Chamber1,"","","Shock 3",2,1.367,0.26,68.33,22.23,0,309

"VF052421_115226","day0_5",Chamber 2,"","","Sound 1",1,30.000,5.81,100.00,0.54,0,10
"VF052421_115226","day0_5",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.30,0,12
"VF052421_115226","day0_5",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.07,0,7
"VF052421_115226","day0_5",Chamber 2,"","","Shock 1",1,2.000,0.39,100.00,1.23,0,11
"VF052421_115226","day0_5",Chamber 2,"","","Shock 2",2,1.400,0.27,70.00,2.90,0,22
"VF052421_115226","day0_5",Chamber 2,"","","Shock 3",2,1.967,0.38,98.33,2.65,0,17

"VF052421_120238","day0_6",Chamber1,"","","Sound 1",5,28.033,5.43,93.44,2.22,0,152
"VF052421_120238","day0_6",Chamber1,"","","Sound 2",1,30.000,5.81,100.00,0.01,0,3
"VF052421_120238","day0_6",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.01,0,3
"VF052421_120238","day0_6",Chamber1,"","","Shock 1",1,2.000,0.39,100.00,0.60,0,8
"VF052421_120238","day0_6",Chamber1,"","","Shock 2",2,1.900,0.37,95.00,1.62,0,19
"VF052421_120238","day0_6",Chamber1,"","","Shock 3",1,1.167,0.23,58.33,38.88,0,688

"VF052421_120238","day0_6",Chamber 2,"","","Sound 1",1,30.000,5.81,100.00,0.28,0,12
"VF052421_120238","day0_6",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.23,0,11
"VF052421_120238","day0_6",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.47,0,13
"VF052421_120238","day0_6",Chamber 2,"","","Shock 1",2,1.967,0.38,98.33,2.08,0,18
"VF052421_120238","day0_6",Chamber 2,"","","Shock 2",2,1.967,0.38,98.33,2.43,0,19
"VF052421_120238","day0_6",Chamber 2,"","","Shock 3",2,1.933,0.37,96.67,1.75,0,16

"VF052421_121438","day0_7",Chamber1,"","","Sound 1",6,28.200,5.47,94.00,3.62,0,203
"VF052421_121438","day0_7",Chamber1,"","","Sound 2",1,30.000,5.81,100.00,0.17,0,13
"VF052421_121438","day0_7",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,0
"VF052421_121438","day0_7",Chamber1,"","","Shock 1",0,0.000,0.00,0.00,23.88,0,213
"VF052421_121438","day0_7",Chamber1,"","","Shock 2",1,1.233,0.24,61.67,32.78,0,384
"VF052421_121438","day0_7",Chamber1,"","","Shock 3",2,0.700,0.14,35.00,18.57,0,195

"VF052421_121438","day0_7",Chamber 2,"","","Sound 1",3,29.733,5.76,99.11,0.94,0,22
"VF052421_121438","day0_7",Chamber 2,"","","Sound 2",6,29.833,5.78,99.44,0.69,0,24
"VF052421_121438","day0_7",Chamber 2,"","","Sound 3",3,29.533,5.72,98.44,0.59,0,32
"VF052421_121438","day0_7",Chamber 2,"","","Shock 1",2,1.900,0.37,95.00,1.73,0,21
"VF052421_121438","day0_7",Chamber 2,"","","Shock 2",1,2.000,0.39,100.00,1.78,0,12
"VF052421_121438","day0_7",Chamber 2,"","","Shock 3",1,2.000,0.39,100.00,1.93,0,13

"VF052421_122554","day0_8",Chamber1,"","","Sound 1",1,30.000,5.81,100.00,0.01,0,8
"VF052421_122554","day0_8",Chamber1,"","","Sound 2",1,30.000,5.81,100.00,0.01,0,4
"VF052421_122554","day0_8",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,1
"VF052421_122554","day0_8",Chamber1,"","","Shock 1",1,1.000,0.19,50.00,19.77,0,177
"VF052421_122554","day0_8",Chamber1,"","","Shock 2",0,0.000,0.00,0.00,52.50,0,474
"VF052421_122554","day0_8",Chamber1,"","","Shock 3",2,1.400,0.27,70.00,31.47,0,306

"VF052421_122554","day0_8",Chamber 2,"","","Sound 1",2,29.967,5.81,99.89,0.40,0,18
"VF052421_122554","day0_8",Chamber 2,"","","Sound 2",3,29.933,5.80,99.78,0.45,0,16
"VF052421_122554","day0_8",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,1
"VF052421_122554","day0_8",Chamber 2,"","","Shock 1",1,2.000,0.39,100.00,1.65,0,11
"VF052421_122554","day0_8",Chamber 2,"","","Shock 2",2,1.967,0.38,98.33,1.70,0,26
"VF052421_122554","day0_8",Chamber 2,"","","Shock 3",1,2.000,0.39,100.00,0.98,0,9

"VF052421_123710","day0_9",Chamber1,"","","Sound 1",6,27.967,5.42,93.22,3.32,0,236
"VF052421_123710","day0_9",Chamber1,"","","Sound 2",1,30.000,5.81,100.00,0.01,0,8
"VF052421_123710","day0_9",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.07,0,12
"VF052421_123710","day0_9",Chamber1,"","","Shock 1",2,1.267,0.25,63.33,10.52,0,117
"VF052421_123710","day0_9",Chamber1,"","","Shock 2",3,1.700,0.33,85.00,9.17,0,172
"VF052421_123710","day0_9",Chamber1,"","","Shock 3",3,1.700,0.33,85.00,9.05,0,134

"VF052421_123710","day0_9",Chamber 2,"","","Sound 1",1,30.000,5.81,100.00,0.28,0,14
"VF052421_123710","day0_9",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.02,0,2
"VF052421_123710","day0_9",Chamber 2,"","","Sound 3",2,29.967,5.81,99.89,0.19,0,16
"VF052421_123710","day0_9",Chamber 2,"","","Shock 1",1,2.000,0.39,100.00,1.15,0,13
"VF052421_123710","day0_9",Chamber 2,"","","Shock 2",1,2.000,0.39,100.00,3.02,0,14
"VF052421_123710","day0_9",Chamber 2,"","","Shock 3",2,1.967,0.38,98.33,1.83,0,23

"VF052421_124853","day0_10",Chamber1,"","","Sound 1",8,26.900,5.21,89.67,4.61,0,463
"VF052421_124853","day0_10",Chamber1,"","","Sound 2",3,29.267,5.67,97.56,0.80,0,185
"VF052421_124853","day0_10",Chamber1,"","","Sound 3",2,29.967,5.81,99.89,0.07,0,19
"VF052421_124853","day0_10",Chamber1,"","","Shock 1",2,0.700,0.14,35.00,89.98,0,1131
"VF052421_124853","day0_10",Chamber1,"","","Shock 2",2,1.133,0.22,56.67,6.30,0,76
"VF052421_124853","day0_10",Chamber1,"","","Shock 3",1,1.200,0.23,60.00,6.43,0,101

"VF052421_124853","day0_10",Chamber 2,"","","Sound 1",1,30.000,5.81,100.00,0.17,0,11
"VF052421_124853","day0_10",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.09,0,6
"VF052421_124853","day0_10",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,1
"VF052421_124853","day0_10",Chamber 2,"","","Shock 1",2,1.933,0.37,96.67,2.95,0,24
"VF052421_124853","day0_10",Chamber 2,"","","Shock 2",2,1.967,0.38,98.33,3.40,0,16
"VF052421_124853","day0_10",Chamber 2,"","","Shock 3",1,1.500,0.29,75.00,1.78,0,18

"VF052421_130021","day0_11",Chamber1,"","","Sound 1",6,29.500,5.72,98.33,0.99,0,132
"VF052421_130021","day0_11",Chamber1,"","","Sound 2",1,30.000,5.81,100.00,0.02,0,2
"VF052421_130021","day0_11",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.02,0,5
"VF052421_130021","day0_11",Chamber1,"","","Shock 1",2,1.400,0.27,70.00,11.42,0,197
"VF052421_130021","day0_11",Chamber1,"","","Shock 2",1,0.900,0.17,45.00,8.03,0,105
"VF052421_130021","day0_11",Chamber1,"","","Shock 3",1,0.633,0.12,31.67,119.05,0,1198

"VF052421_130021","day0_11",Chamber 2,"","","Sound 1",3,29.933,5.80,99.78,0.84,0,17
"VF052421_130021","day0_11",Chamber 2,"","","Sound 2",2,29.967,5.81,99.89,0.12,0,17
"VF052421_130021","day0_11",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,2
"VF052421_130021","day0_11",Chamber 2,"","","Shock 1",1,2.000,0.39,100.00,1.88,0,12
"VF052421_130021","day0_11",Chamber 2,"","","Shock 2",2,1.400,0.27,70.00,4.22,0,20
"VF052421_130021","day0_11",Chamber 2,"","","Shock 3",3,1.600,0.31,80.00,4.15,0,27

"VF052421_131209","day0_8re",Chamber1,"","","Sound 1",7,25.767,4.99,85.89,5.35,0,306
"VF052421_131209","day0_8re",Chamber1,"","","Sound 2",5,29.800,5.78,99.33,0.44,0,56
"VF052421_131209","day0_8re",Chamber1,"","","Sound 3",4,27.267,5.28,90.89,4.88,0,336
"VF052421_131209","day0_8re",Chamber1,"","","Shock 1",2,1.033,0.20,51.67,24.07,0,228
"VF052421_131209","day0_8re",Chamber1,"","","Shock 2",1,1.533,0.30,76.67,12.28,0,229
"VF052421_131209","day0_8re",Chamber1,"","","Shock 3",1,1.867,0.36,93.33,5.13,0,127

"VF052421_131209","day0_8re",Chamber 2,"","","Sound 1",3,26.900,5.21,89.67,1201.77,0,44810
"VF052421_131209","day0_8re",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.00,0,0
"VF052421_131209","day0_8re",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,0
"VF052421_131209","day0_8re",Chamber 2,"","","Shock 1",1,2.000,0.39,100.00,0.00,0,0
"VF052421_131209","day0_8re",Chamber 2,"","","Shock 2",1,2.000,0.39,100.00,0.00,0,0
"VF052421_131209","day0_8re",Chamber 2,"","","Shock 3",1,2.000,0.39,100.00,0.00,0,0

