"Date :",07/15/21 13:11:02
"Motion Threshold (au):",15
"Detection Method:","Linear"
"Min Freeze Duration (f):",10



Component Details
"Component Name","Start Time","Duration (s)","Start Frame","Duration Frames"
"Sound 1"," 0:02:00.000",30,3600,900
"Sound 2"," 0:04:02.000",30,7260,900
"Sound 3"," 0:06:04.000",30,10920,900
"Shock 1"," 0:02:30.000",2,4500,60
"Shock 2"," 0:04:32.000",2,8160,60
"Shock 3"," 0:06:34.000",2,11820,60

"Experiment","Trial","Box","Animal","Group","Component Name","Freeze Cnt","Time Freezing","Pct Total Time Freezing","Pct Component Time Freezing","Avg Motion Index","Min Motion Index","Max Motion Index"
"VF052421_110556","day0_1",Chamber1,"","","Sound 1",4,29.900,5.79,99.67,0.21,0,24
"VF052421_110556","day0_1",Chamber1,"","","Sound 2",2,29.967,5.81,99.89,0.13,0,19
"VF052421_110556","day0_1",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,0
"VF052421_110556","day0_1",Chamber1,"","","Shock 1",2,1.700,0.33,85.00,2.08,0,23
"VF052421_110556","day0_1",Chamber1,"","","Shock 2",1,1.767,0.34,88.33,1.62,0,29
"VF052421_110556","day0_1",Chamber1,"","","Shock 3",1,2.000,0.39,100.00,0.92,0,12

"VF052421_110556","day0_1",Chamber 2,"","","Sound 1",10,28.267,5.48,94.22,1.72,0,30
"VF052421_110556","day0_1",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.20,0,14
"VF052421_110556","day0_1",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.19,0,12
"VF052421_110556","day0_1",Chamber 2,"","","Shock 1",1,0.333,0.06,16.67,13.87,0,107
"VF052421_110556","day0_1",Chamber 2,"","","Shock 2",2,0.667,0.13,33.33,12.75,0,78
"VF052421_110556","day0_1",Chamber 2,"","","Shock 3",1,0.600,0.12,30.00,14.07,0,75

"VF052421_111630","day0_2",Chamber1,"","","Sound 1",6,28.833,5.59,96.11,0.97,0,66
"VF052421_111630","day0_2",Chamber1,"","","Sound 2",1,30.000,5.81,100.00,0.05,0,6
"VF052421_111630","day0_2",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,0
"VF052421_111630","day0_2",Chamber1,"","","Shock 1",3,1.300,0.25,65.00,17.80,0,270
"VF052421_111630","day0_2",Chamber1,"","","Shock 2",2,0.967,0.19,48.33,22.03,0,179
"VF052421_111630","day0_2",Chamber1,"","","Shock 3",0,0.000,0.00,0.00,33.37,0,284

"VF052421_111630","day0_2",Chamber 2,"","","Sound 1",2,29.967,5.81,99.89,0.24,0,16
"VF052421_111630","day0_2",Chamber 2,"","","Sound 2",1,30.000,5.81,100.00,0.09,0,6
"VF052421_111630","day0_2",Chamber 2,"","","Sound 3",1,30.000,5.81,100.00,0.02,0,7
"VF052421_111630","day0_2",Chamber 2,"","","Shock 1",1,2.000,0.39,100.00,1.15,0,11
"VF052421_111630","day0_2",Chamber 2,"","","Shock 2",2,1.967,0.38,98.33,1.87,0,16
"VF052421_111630","day0_2",Chamber 2,"","","Shock 3",1,2.000,0.39,100.00,1.40,0,13

"VF052421_112842","day0_3",Chamber1,"","","Sound 1",6,28.867,5.59,96.22,1.31,0,88
"VF052421_112842","day0_3",Chamber1,"","","Sound 2",2,29.867,5.79,99.56,0.24,0,75
"VF052421_112842","day0_3",Chamber1,"","","Sound 3",1,30.000,5.81,100.00,0.00,0,0
"VF052421_112842","day0_3",Chamber1,"","","Shock 1",2,1.167,0.23,58.33,8.58,0,149
"VF052421_112842","day0_3",Chamber1,"","","Shock 2",3,1.800,0.35,90.00,4.28,0,70
"VF052421_112842","day0_3",Chamber1,"","","Shock 3",2,1.100,0.21,55.00,12.73,0,121

"VF052421_112842","day0_3",Chamber 2,"","","Sound 1",5,29.233,5.67,97.44,1.14,0,44
